N	2gram	Voloshinov	VeschiIm
1	не есть	2	79
2	и не	34	57
3	не только	10	48
4	то что	17	48
5	не может	30	46
6	и в	28	45
7	вещи и	2	40
8	и есть	3	40
9	это –	22	40
10	может быть	28	39
11	а не	9	37
12	потому что	4	25
13	было бы	8	24
14	в себе	7	23
15	что она	5	23
16	по себе	4	23
17	только в	11	23
18	сказать что	11	22
19	и что	6	22
20	и следовательно	3	20
21	что такое	6	20
22	как бы	19	20
23	и ее	7	19
24	что это	5	19
25	но и	10	19
26	что же	10	19
27	есть только	3	18
28	все же	8	18
29	в этом	28	18
30	прежде всего	26	17
31	так как	15	17
32	что мы	3	17
33	того что	7	16
34	таким образом	34	16
35	как раз	6	16
36	в том	10	15
37	как и	13	15
38	в ней	8	15
39	уже не	9	15
40	не в	10	14
41	– в	17	14
42	и то	3	14
43	но это	4	14
44	том что	12	13
45	есть и	2	13
46	это и	4	13
47	и для	7	13
48	в самом	12	13
49	то ни	4	13
50	в себя	5	13
51	ничего не	5	12
52	но если	2	12
53	совершенно не	9	12
54	смысл и	2	12
55	что в	7	12
56	точки зрения	31	12
57	что и	5	12
58	и как	3	12
59	то же	12	12
60	ни было	2	12
61	еще не	8	12
62	между собою	2	12
63	и даже	3	12
64	о том	3	12
65	если мы	7	12
66	и с	10	12
67	бы то	3	12
68	в то	7	11
69	не менее	6	11
70	вовсе не	16	11
71	себя в	3	11
72	тем не	4	11
73	– не	12	11
74	и их	2	11
75	и пр	29	11
76	также и	2	11
77	ни в	12	11
78	и только	6	11
79	в чем	9	10
80	что оно	4	10
81	с ее	4	10
82	учение об	3	10
83	ясно что	2	10
84	это не	5	9
85	нисколько не	4	9
86	со стороны	5	9
87	в своем	4	9
88	она не	6	9
89	другими словами	5	9
90	ли это	2	9
91	бы и	2	9
92	должно быть	2	9
93	хотя бы	7	9
94	бы в	2	9
95	в результате	3	9
96	я и	7	9
97	у нас	3	9
98	но не	7	9
99	говорить о	5	9
100	и его	22	9
101	с ним	14	9
102	в отношении	2	8
103	его в	11	8
104	и потому	12	8
105	и явления	2	8
106	что он	12	8
107	– как	6	8
108	но в	13	8
109	в ее	5	8
110	мы не	9	8
111	себя и	4	8
112	все это	12	8
113	это есть	2	8
114	должна быть	2	8
115	можно сказать	6	8
116	что значит	2	8
117	с другими	8	8
118	мы имеем	6	8
119	отличается от	2	8
120	если бы	4	8
121	для него	12	8
122	с другой	2	8
123	как с	4	8
124	отнюдь не	5	8
125	от того	5	7
126	и тем	2	7
127	из них	7	7
128	самом деле	14	7
129	а в	8	7
130	можно ли	3	7
131	все эти	15	7
132	я не	4	7
133	относится к	2	7
134	слова и	4	7
135	вообще не	2	7
136	ни на	3	7
137	оно не	3	7
138	мог бы	2	7
139	никогда не	10	6
140	в каком	7	6
141	вопрос о	2	6
142	независимо от	3	6
143	для себя	2	6
144	когда мы	2	6
145	ведь и	3	6
146	и все	13	6
147	в нем	7	6
148	между ними	5	6
149	должны быть	4	6
150	и до	5	6
151	в своей	14	6
152	как мы	18	6
153	одна из	4	6
154	и вообще	4	6
155	в данном	4	6
156	дело в	2	6
157	оно –	5	6
158	на почве	3	6
159	этот вопрос	4	6
160	их в	3	6
161	жизни и	7	6
162	с точки	15	6
163	в одном	3	6
164	да и	2	5
165	мы должны	9	5
166	как к	2	5
167	должен быть	2	5
168	свою очередь	4	5
169	ничем не	2	5
170	вместе с	5	5
171	как это	5	5
172	того же	3	5
173	точка зрения	15	5
174	тогда когда	2	5
175	мы находим	4	5
176	один из	10	5
177	на себя	3	5
178	мы видим	3	5
179	в его	25	5
180	быть и	7	5
181	для этого	6	5
182	на это	3	5
183	во всех	13	5
184	в которой	5	5
185	мысли и	4	5
186	об этом	7	5
187	себя с	3	5
188	или как	3	5
189	в жизни	7	5
190	нет и	4	5
191	от всех	3	5
192	все что	10	5
193	в свою	6	5
194	только не	3	5
195	то или	2	5
196	– это	29	5
197	если же	2	5
198	чем же	6	5
199	– совершенно	2	4
200	оно и	8	4
201	– только	8	4
202	о них	3	4
203	так же	4	4
204	и сама	2	4
205	– а	2	4
206	и притом	3	4
207	к себе	3	4
208	в конце	2	4
209	отношение к	7	4
210	и у	7	4
211	при помощи	2	4
212	в их	2	4
