N	2gram	Tiupa_Anal	Problemy
1	и в	30	106
2	и не	33	90
3	как бы	15	70
4	может быть	33	66
5	в его	15	56
6	в этом	31	52
7	в нем	3	51
8	не может	26	49
9	что он	3	44
10	как и	23	44
11	но и	29	40
12	точки зрения	10	40
13	для него	5	39
14	и его	9	39
15	а не	25	38
16	о себе	2	37
17	не только	30	36
18	то же	12	36
19	в пределах	11	35
20	то что	11	33
21	но в	11	33
22	прежде всего	8	32
23	в то	10	29
24	все это	2	29
25	он не	4	29
26	и все	5	28
27	не в	17	27
28	в одном	3	27
29	же время	7	26
30	к нему	4	25
31	в сущности	10	25
32	с точки	6	25
33	и т	3	25
34	в самом	12	25
35	и с	2	25
36	самом деле	3	24
37	не как	2	24
38	с самим	3	24
39	вовсе не	4	24
40	и на	10	23
41	таким образом	5	22
42	по себе	6	22
43	как мы	3	21
44	никогда не	4	20
45	все же	4	20
46	потому что	3	20
47	только в	8	20
48	что в	7	19
49	с его	3	19
50	отношению к	9	19
51	что же	3	19
52	на самом	2	18
53	в себе	17	18
54	по отношению	10	18
55	т п	3	18
56	о нем	4	18
57	все эти	3	18
58	уже не	6	18
59	еще не	5	18
60	но не	13	18
61	это не	7	17
62	в том	36	17
63	так и	16	17
64	а в	11	17
65	самим собою	2	17
66	и к	5	17
67	с ним	6	17
68	в другом	4	16
69	если бы	6	16
70	в своей	7	16
71	этом смысле	3	16
72	и наконец	2	15
73	и для	3	15
74	у него	5	15
75	в отношении	2	14
76	так как	3	14
77	в своем	2	14
78	в конце	4	14
79	я не	2	14
80	лишь в	12	14
81	и сам	4	14
82	с другим	5	14
83	он и	3	14
84	себя самого	2	14
85	как раз	5	14
86	а как	4	14
87	его в	2	13
88	героя в	2	13
89	в романе	2	13
90	в целом	9	13
91	себя и	5	13
92	с другими	4	13
93	в мире	14	13
94	на него	3	13
95	том что	21	12
96	даже в	5	12
97	ничего не	10	12
98	так что	3	12
99	к тому	12	12
100	между тем	7	12
101	не знает	4	12
102	что и	5	12
103	при этом	20	12
104	было бы	4	12
105	одного сознания	2	12
106	за пределы	6	12
107	и даже	10	12
108	и как	6	12
109	и слово	2	12
110	как в	3	12
111	в котором	5	12
112	и что	2	12
113	не могут	3	11
114	этого слова	10	11
115	должно быть	2	11
116	бы в	3	11
117	тем что	2	11
118	с другой	7	11
119	более того	4	11
120	мы уже	2	11
121	как будто	6	11
122	в произведении	7	10
123	отношение к	2	10
124	для себя	3	10
125	что не	3	10
126	далеко не	6	10
127	приводит к	2	10
128	той же	4	10
129	и потому	2	9
130	или в	2	9
131	самим собой	3	9
132	могут быть	12	9
133	раз и	2	9
134	хотя и	4	9
135	да и	2	9
136	другой стороны	2	9
137	хотя бы	4	9
138	друг с	2	9
139	ни в	5	9
140	в той	8	9
141	мы должны	2	8
142	никак не	2	8
143	как к	2	8
144	одним из	3	8
145	и о	3	8
146	того что	5	8
147	здесь не	2	8
148	несмотря на	5	8
149	же не	3	8
150	с ними	2	8
151	и до	3	8
152	из его	2	8
153	художественного видения	3	8
154	с их	2	8
155	ни было	4	8
156	в результате	3	8
157	о том	11	8
158	с другом	2	8
159	в диалоге	2	8
160	из них	2	8
161	не о	3	7
162	вопрос о	2	7
163	его к	3	7
164	от него	2	7
165	в этих	3	7
166	в их	8	7
167	к своему	2	7
168	от себя	4	7
169	в виду	2	7
170	его и	3	7
171	тем как	2	7
172	в процессе	2	7
173	он в	5	7
174	к самому	2	7
175	только на	3	7
176	и другого	4	7
177	что все	2	7
178	то ни	3	7
179	все равно	2	7
180	тот же	2	7
181	бы то	3	7
182	сказать что	2	7
183	чужих слов	2	7
184	отличается от	3	7
185	и их	2	7
186	такой же	3	7
187	во всех	5	7
188	на этот	2	7
189	автора и	4	7
190	слова о	2	7
191	в себя	8	7
192	другого в	3	6
193	как он	4	6
194	диалог в	2	6
195	на вопрос	5	6
196	отличие от	8	6
197	а с	3	6
198	не менее	5	6
199	в художественном	4	6
200	на его	4	6
201	себя в	8	6
202	и во	3	6
203	должна была	2	6
204	для этого	2	6
205	не становится	3	6
206	в начале	3	6
207	этого мира	2	6
208	за ним	2	6
209	внутренней речи	9	6
210	превращается в	3	6
211	в драме	2	6
212	художественного мира	4	6
213	человек и	2	6
214	в отличие	8	6
215	в этой	12	6
216	на то	2	6
217	он может	2	6
218	я в	5	6
219	на этом	4	6
220	в основе	6	6
221	на фоне	5	6
222	не мог	3	6
223	отношения к	4	6
224	в речь	2	6
225	знаю что	2	6
226	и то	4	5
227	или иной	8	5
228	другого как	2	5
229	крайней мере	4	5
230	ведь это	2	5
231	том же	2	5
232	была бы	4	5
233	тому что	2	5
234	того же	7	5
235	на себя	5	5
236	в чем	2	5
237	однако в	4	5
238	один из	4	5
239	что может	2	5
240	в такой	2	5
241	и самого	3	5
242	той или	8	5
243	того и	5	5
244	в ее	2	5
245	слов и	2	5
246	те же	3	5
247	отношением к	2	5
248	но при	2	5
249	ним и	2	5
250	его как	3	5
251	то есть	19	5
252	мира в	2	5
253	в речи	3	5
254	совершенно не	2	5
255	по крайней	4	5
256	на протяжении	2	5
257	нет и	2	5
258	подобно тому	5	5
259	тому же	6	5
260	о своей	2	5
261	именно в	6	5
262	не могу	2	5
263	тому как	5	5
264	я и	8	5
265	художественного творчества	2	5
266	вместе с	6	5
267	бы с	2	4
268	тем не	3	4
269	при всей	4	4
270	это как	2	4
271	из которых	4	4
272	или менее	2	4
273	каждый из	3	4
274	как предмет	4	4
275	в эту	3	4
276	только с	2	4
277	а то	3	4
278	более или	2	4
279	на себе	3	4
280	в сторону	6	4
281	остается в	2	4
282	на котором	3	4
283	здесь в	2	4
284	связи с	2	4
285	он был	3	4
286	в первом	3	4
287	без исключения	2	4
288	я как	2	4
289	в первой	2	4
290	одно и	2	4
