N	2gram	Losev_Prob	Problemy
1	и в	48	106
2	и не	29	90
3	как бы	10	70
4	может быть	11	66
5	в его	19	56
6	в этом	31	52
7	в нем	8	51
8	не может	6	49
9	что он	12	44
10	как и	10	44
11	у достоевского	4	43
12	но и	21	40
13	точки зрения	17	40
14	для него	2	39
15	и его	11	39
16	а не	7	38
17	о себе	3	37
18	не только	28	36
19	то же	6	36
20	то что	26	33
21	но в	17	33
22	прежде всего	15	32
23	в то	6	29
24	все это	8	29
25	он не	4	29
26	и все	12	28
27	не в	16	27
28	в одном	6	27
29	к другому	5	27
30	к нему	3	25
31	с точки	13	25
32	и т	2	25
33	в самом	7	25
34	и с	10	25
35	самом деле	3	24
36	не как	3	24
37	вовсе не	18	24
38	и на	9	23
39	таким образом	20	22
40	в каждом	2	22
41	по себе	5	22
42	как мы	5	21
43	никогда не	7	20
44	все же	12	20
45	потому что	21	20
46	только в	21	20
47	что в	12	19
48	с его	3	19
49	отношению к	2	19
50	на самом	2	18
51	в себе	7	18
52	по отношению	2	18
53	все эти	12	18
54	уже не	12	18
55	еще не	4	18
56	но не	12	18
57	это не	8	17
58	в том	25	17
59	так и	15	17
60	а в	8	17
61	и к	9	17
62	человека из	5	17
63	с ним	4	17
64	так же	7	16
65	в другом	6	16
66	если бы	2	16
67	в своей	29	16
68	этом смысле	4	16
69	до конца	4	15
70	и наконец	4	15
71	и для	11	15
72	у него	13	15
73	в отношении	8	14
74	так как	10	14
75	в своем	16	14
76	в конце	10	14
77	я не	3	14
78	и сам	5	14
79	он и	5	14
80	себя самого	3	14
81	как раз	7	14
82	а как	2	14
83	его в	9	13
84	перед нами	14	13
85	в романе	2	13
86	и это	3	13
87	большинстве случаев	2	13
88	в романах	2	13
89	на него	3	13
90	но все	6	13
91	том что	29	12
92	в одной	2	12
93	даже в	2	12
94	ничего не	3	12
95	так что	18	12
96	к тому	7	12
97	между тем	2	12
98	что и	8	12
99	при этом	6	12
100	было бы	12	12
101	во всяком	7	12
102	но это	7	12
103	и даже	24	12
104	и как	10	12
105	как в	3	12
106	в котором	5	12
107	и что	9	12
108	у меня	2	12
109	не могут	3	11
110	конце концов	7	11
111	он сам	3	11
112	бы в	2	11
113	тем что	2	11
114	с другой	8	11
115	мы уже	2	11
116	как будто	9	11
117	отношение к	3	10
118	для себя	6	10
119	что не	3	10
120	самого начала	3	10
121	до сих	3	10
122	сих пор	3	10
123	далеко не	6	10
124	в самой	5	10
125	с собою	2	10
126	и потому	4	9
127	с самого	3	9
128	или в	7	9
129	могут быть	2	9
130	в них	5	9
131	раз и	2	9
132	хотя и	10	9
133	да и	5	9
134	другой стороны	8	9
135	хотя бы	11	9
136	человека в	3	9
