N	2gram	Bakhtin_Pr	Myslijsy
1	потому что	20	182
2	то есть	64	142
3	и в	59	121
4	может быть	38	107
5	в том	17	103
6	то что	21	83
7	для нас	3	75
8	что в	14	73
9	и не	66	73
10	только в	15	72
11	не только	26	67
12	а не	30	67
13	таким образом	22	64
14	том что	15	59
15	так как	11	59
16	в этом	40	59
17	но и	22	59
18	то же	15	56
19	не в	10	54
20	если бы	12	53
21	в себе	9	53
22	не может	31	52
23	по себе	13	52
24	того что	4	47
25	в сознании	4	46
26	в нем	38	45
27	было бы	10	45
28	не есть	2	42
29	как и	21	42
30	так что	3	39
31	вместе с	2	39
32	мы не	3	38
33	что и	10	38
34	так и	13	37
35	при этом	5	37
36	как в	10	37
37	тогда когда	2	36
38	что мы	2	36
39	точно так	2	35
40	тем что	5	33
41	и что	2	32
42	по отношению	17	30
43	а в	9	30
44	но не	13	29
45	что не	6	29
46	между тем	5	29
47	вовсе не	13	28
48	есть только	5	28
49	мы можем	3	28
50	для него	23	28
51	могут быть	5	27
52	с этим	2	27
53	то и	2	26
54	не было	5	26
55	отношению к	17	26
56	этого слова	3	25
57	в то	15	24
58	от того	4	23
59	как бы	40	23
60	но в	7	22
61	а потому	4	22
62	не имеет	2	22
63	с другой	3	22
64	и потому	9	21
65	не менее	3	21
66	в ней	8	20
67	в одном	14	20
68	это не	13	20
69	тем самым	3	19
70	мысли и	5	19
71	и как	10	19
72	с ним	13	19
73	есть не	3	19
74	сказать что	9	19
75	из этих	2	19
76	но это	7	19
77	должно быть	4	19
78	о том	5	19
79	в каком	2	18
80	для меня	2	18
81	для того	3	18
82	еще не	11	18
83	не могут	6	18
84	в человеке	15	18
85	по поводу	2	18
86	бы не	3	18
87	в самом	19	18
88	что я	2	18
89	в таком	2	18
90	заметить что	2	17
91	в его	44	17
92	слова и	2	17
93	по крайней	3	17
94	крайней мере	3	17
95	со стороны	6	17
96	точки зрения	36	17
97	что оно	2	17
98	во всяком	5	17
99	уже в	9	17
100	слова в	4	17
101	в своем	12	16
102	а только	3	16
103	в которой	6	16
104	только что	3	16
105	так же	10	16
106	или же	2	16
107	есть нечто	2	16
108	в них	5	16
109	что если	4	16
110	и на	15	16
111	и по	4	15
112	стало быть	2	15
113	в этих	5	15
114	тому как	5	15
115	и тем	2	15
116	что он	16	15
117	прежде всего	17	15
118	с другими	11	15
119	уже не	14	15
120	мы должны	6	14
121	в истории	3	14
122	там где	12	14
123	само по	4	14
124	мысли в	2	14
125	так сказать	8	14
126	в котором	6	14
127	все же	9	14
128	во всех	8	14
129	же время	10	14
130	смысле этого	2	13
131	что все	5	13
132	и все	4	13
133	те же	3	13
134	образом в	2	13
135	например в	5	13
136	в смысле	4	13
137	из них	8	13
138	и его	21	13
139	как на	4	13
140	никогда не	19	12
141	от него	3	12
142	человека и	2	12
143	друг друга	10	12
144	одно из	2	12
145	что же	5	12
146	все это	12	12
147	как мы	10	12
148	есть в	10	12
149	тем более	2	12
150	сих пор	3	12
151	быть только	3	12
152	человеческого духа	2	12
153	оно не	2	12
154	в чем	2	12
155	относится к	2	12
156	другой стороны	3	12
157	в каждом	11	12
158	всяком случае	3	12
159	до сих	3	12
160	другими словами	2	11
161	и притом	3	11
162	той же	7	11
163	того чтобы	5	11
164	в первом	3	11
165	только для	2	11
166	что для	4	11
167	все что	6	11
168	и их	7	11
169	же что	5	11
170	его в	6	11
171	если не	2	11
172	мы видели	3	11
173	к нему	13	11
174	же в	3	11
175	сами по	4	11
176	подобно тому	5	11
177	и это	5	11
178	и только	2	11
179	и следовательно	7	10
180	а и	2	10
181	и понимания	3	10
182	бы быть	3	10
183	и для	5	10
184	хотя бы	5	10
185	если же	3	10
186	слово в	3	10
187	тому что	3	10
188	находится в	2	10
189	мы видим	5	10
190	и от	3	10
191	не от	2	10
192	в словах	2	10
193	бы в	7	10
194	он не	11	10
195	и с	10	10
196	то время	3	10
197	и есть	6	10
198	вопрос о	4	9
199	и других	8	9
200	нам кажется	4	9
201	зрения и	2	9
202	могли бы	3	9
203	для самого	2	9
204	не все	2	9
205	это было	3	9
206	и даже	4	9
207	на него	4	9
208	и о	5	9
209	далеко не	3	9
210	с точки	21	9
211	самом деле	9	9
212	один из	4	9
213	в целом	8	9
214	можно сказать	3	9
215	что она	6	9
216	одного и	2	9
217	ко всем	2	9
218	таким же	4	9
219	на самом	5	8
220	на вопрос	2	8
221	тот же	4	8
222	не как	15	8
223	и слово	6	8
224	что они	3	8
225	все равно	3	8
226	и более	2	8
227	но все	8	8
228	в самой	10	8
229	их в	8	8
230	именно в	8	8
231	в которых	2	8
232	была бы	5	8
233	от них	3	8
234	между ними	4	8
235	с ними	3	8
236	не так	3	8
237	словом и	2	8
238	не из	3	8
239	говорить о	3	8
240	перестает быть	4	8
241	или в	2	8
242	слова но	2	7
243	для себя	5	7
244	а как	8	7
245	одном из	3	7
246	самого начала	4	7
247	в искусстве	2	7
248	то оно	3	7
249	она не	9	7
250	с самого	3	7
251	к сознанию	2	7
252	и во	2	7
253	себя и	4	7
254	из одного	4	7
255	место в	2	7
256	только один	2	7
257	или не	2	7
258	его с	2	7
259	все эти	12	7
260	за пределы	10	7
261	за ним	2	7
262	превращается в	4	7
263	что у	5	7
264	в своих	5	7
265	в другой	4	7
266	как она	2	7
267	них не	2	7
268	все в	7	7
269	его к	4	7
270	но как	4	7
271	что именно	2	7
272	тем как	4	7
273	на котором	3	7
274	самое слово	2	7
275	для понимания	5	7
276	на себе	2	7
277	даже и	2	7
278	в данном	3	7
279	бы и	6	7
280	на это	2	7
281	к этому	6	7
282	сама по	3	7
283	в жизни	7	7
284	этом смысле	12	7
285	несмотря на	7	7
286	его на	2	6
287	в виду	2	6
288	как он	5	6
289	друг от	2	6
290	в один	2	6
291	человеческой мысли	2	6
292	на его	7	6
293	в образе	4	6
294	в ее	4	6
295	в своей	17	6
296	должна быть	4	6
297	в этой	5	6
298	никак не	3	6
299	в мире	10	6
300	к нам	2	6
301	у нас	2	6
302	то он	3	6
303	от друга	2	6
304	друг другу	3	6
305	в каждой	3	6
306	и к	5	6
307	но есть	2	6
308	в их	5	6
309	его не	2	6
310	сознание и	7	6
311	и до	5	6
312	имеет значение	2	6
313	в сущности	11	6
314	да и	3	6
315	есть то	4	6
316	как например	2	6
317	к ним	3	6
318	об этом	4	6
319	и самое	4	6
320	если и	2	6
321	ни было	4	6
322	а именно	4	6
323	заключается в	3	6
324	представляется нам	2	6
325	но на	2	6
326	жизни и	21	6
327	и уже	3	6
328	же и	2	6
329	у него	9	6
330	ни был	2	6
331	лишь в	4	6
332	мы уже	4	6
333	но он	3	6
334	о человеке	2	5
335	в процессе	4	5
336	были бы	5	5
337	как же	5	5
338	а с	4	5
339	можно было	5	5
340	они не	5	5
341	для создания	3	5
342	однако в	2	5
343	из которого	2	5
344	как слово	4	5
345	рядом с	16	5
346	уже и	2	5
347	одна из	4	5
348	как не	9	5
349	но только	3	5
350	отношение к	4	5
351	входит в	11	5
352	на которой	2	5
353	этот вопрос	3	5
354	в нашем	3	5
355	чем в	3	5
356	даже в	7	5
357	перед нами	8	5
358	отношения между	3	5
359	слова а	3	5
360	и у	6	5
361	в области	3	5
362	что может	2	5
363	как предмет	3	5
364	в произведении	4	5
365	человеческой жизни	4	5
366	ответ на	2	5
367	мы его	2	5
368	не столько	3	5
369	все то	5	5
370	но эти	2	5
371	мы имеем	2	5
372	в начале	3	5
373	в единстве	7	5
374	человека в	8	5
375	одним из	11	5
376	не по	3	5
377	отношении к	3	5
378	в какой	2	5
379	время как	2	5
380	на этот	2	5
381	только при	3	5
382	и здесь	5	5
383	время и	2	5
384	в той	9	5
385	к другому	2	5
386	конечно не	7	5
387	следовательно и	2	4
388	данном случае	3	4
389	мысль не	3	4
390	ее с	3	4
391	а его	3	4
392	от этого	2	4
393	искать в	2	4
394	то ни	3	4
395	не на	6	4
396	был бы	6	4
397	том и	2	4
398	кажется что	4	4
399	его как	6	4
400	в каждое	2	4
401	свою мысль	2	4
402	в какие	2	4
403	все они	4	4
404	точке зрения	5	4
405	он может	4	4
406	ни в	5	4
407	из самого	2	4
408	или даже	2	4
409	но с	4	4
410	с другою	2	4
411	не дает	4	4
412	ничего не	8	4
413	не потому	4	4
414	сознании и	3	4
415	произведения и	2	4
416	не во	3	4
417	есть и	2	4
418	проявляется в	2	4
419	но эта	4	4
420	в науке	2	4
421	не знает	5	4
422	и оно	2	4
423	говорит он	9	4
424	он в	3	4
425	все его	4	4
426	этой точки	3	4
427	по этому	2	4
428	бы то	3	4
429	с его	14	4
430	внешнего мира	3	4
431	только то	3	4
432	сознания и	9	4
433	и вполне	2	4
434	этом отношении	7	4
435	про себя	3	4
436	он говорит	3	4
437	со своим	4	4
438	я и	2	4
439	он есть	5	4
440	отношения к	4	4
441	как ее	2	3
442	к этим	2	3
443	как человек	2	3
444	нисколько не	2	3
445	и ее	5	3
446	в отношении	3	3
447	мы и	2	3
448	его собственную	2	3
449	и прежде	2	3
450	ни были	2	3
451	из тех	3	3
452	и другом	2	3
453	о слове	2	3
454	этого в	2	3
455	от себя	2	3
