N	2gram	Losev_Prob	Mirosoze
1	и в	64	97
2	может быть	29	64
3	не только	37	63
4	в этом	30	55
5	но и	23	54
6	он не	5	53
7	а не	21	53
8	в нем	14	49
9	не может	18	49
10	и не	63	39
11	никогда не	8	38
12	потому что	24	37
13	не было	7	36
14	не в	6	34
15	и есть	7	33
16	для него	2	31
17	не есть	49	30
18	но он	3	30
19	прежде всего	17	29
20	как и	7	29
21	но в	19	27
22	и это	13	25
23	в своей	8	25
24	он был	2	25
25	и все	9	24
26	переходит в	2	24
27	у нас	31	24
28	в своем	7	23
29	что в	21	23
30	что он	11	22
31	в самом	10	21
32	в себе	16	20
33	как бы	18	19
34	в его	12	18
35	и потому	3	17
36	того что	18	17
37	в том	19	16
38	том что	26	16
39	то что	72	16
40	было бы	16	16
41	если нет	2	16
42	и его	3	16
43	не был	4	15
44	в этой	14	15
45	не знает	4	15
46	в котором	5	15
47	нет ничего	12	14
48	в конце	13	14
49	она не	5	14
50	так как	16	14
51	из подполья	2	13
52	и на	11	13
53	это не	7	12
54	к нему	5	12
55	смысле слова	11	12
56	в них	8	12
57	все это	11	12
58	но не	13	12
59	он сам	2	12
60	с тем	6	11
61	но это	11	11
62	хотя бы	15	11
63	в которой	2	11
64	только в	19	11
65	был бы	6	11
66	как в	5	11
67	и для	10	11
68	уже не	9	11
69	и к	2	11
70	не могут	6	10
71	так же	12	10
72	есть не	10	10
73	один из	7	10
74	должна быть	2	10
75	то же	10	10
76	не имеет	8	10
77	в самой	3	10
78	есть и	4	9
79	бы и	5	9
80	а в	7	9
81	к тому	5	9
82	не будет	11	9
83	что и	2	9
84	и во	4	9
85	из самых	3	9
86	должно быть	3	9
87	то есть	61	9
88	все что	2	9
89	с ним	4	9
90	лишь в	4	9
91	вместе с	4	9
92	вопрос о	4	8
93	ничего не	20	8
94	в этих	7	8
95	что не	8	8
96	того чтобы	10	8
97	в отношении	7	8
98	т е	2	8
99	не знал	5	8
100	только и	5	8
101	с его	3	8
102	за пределы	6	8
103	тем что	10	8
104	для того	10	8
105	нет и	5	8
106	о том	25	8
107	и с	12	8
108	еще в	2	8
109	уже в	6	8
110	она есть	5	7
111	как он	4	7
112	но если	6	7
113	что все	9	7
114	он в	2	7
115	точки зрения	5	7
116	все еще	5	7
117	что она	8	7
118	в жизни	3	7
119	также и	22	7
120	не существует	12	7
121	в нашем	3	7
122	отношения к	2	7
123	чтобы не	3	6
124	его в	9	6
125	не как	2	6
126	в ее	3	6
127	и те	2	6
128	совсем не	9	6
129	это есть	10	6
130	быть и	5	6
131	того как	3	6
132	самого себя	2	6
133	и от	3	6
134	что это	4	6
135	и нет	2	6
136	можно было	8	6
137	к другу	2	6
138	если бы	8	6
139	бы не	4	6
140	же и	4	6
141	прийти к	3	6
142	и более	4	6
143	на то	12	6
144	и здесь	8	6
145	есть прежде	3	6
146	в которых	4	6
147	друг к	2	6
148	и если	9	5
149	оно не	6	5
150	с собой	3	5
151	в то	7	5
152	в их	7	5
153	так и	17	5
154	все время	3	5
155	и этот	4	5
156	от этого	2	5
157	тот кто	2	5
158	для чего	2	5
159	не стоит	2	5
160	не для	3	5
161	должны быть	2	5
162	от человека	2	5
163	сказать что	33	5
164	тот же	4	5
165	во всяком	18	5
166	в основе	4	5
167	да и	11	5
168	одно из	2	5
169	с этим	7	5
170	то нет	2	5
171	вопроса о	3	5
172	по преимуществу	4	5
173	момент в	2	5
174	с самим	3	5
175	которые не	5	5
176	мысли и	2	5
177	отличается от	2	5
178	xx века	2	5
179	и как	10	5
180	человека но	2	5
181	бы в	3	5
182	мы увидим	3	5
183	для этого	5	5
184	еще не	18	5
185	как будто	6	5
186	сих пор	6	5
187	то он	3	5
188	думать что	2	5
189	до сих	6	5
190	той же	2	5
191	как человек	2	4
192	как о	4	4
193	иное как	5	4
194	не что	5	4
195	от того	2	4
196	не хочет	3	4
197	конце концов	11	4
198	он должен	2	4
199	так что	12	4
200	в момент	2	4
201	что иное	5	4
202	в такой	3	4
203	есть в	9	4
204	по своему	14	4
205	в чем	3	4
206	в него	3	4
207	только с	3	4
208	тому что	6	4
209	к этой	2	4
210	место в	2	4
211	и тот	2	4
212	себе и	2	4
213	ли вы	2	4
214	могут быть	2	4
215	тогда когда	4	4
216	отношение между	2	4
217	для них	5	4
218	мы видим	2	4
219	и до	3	4
220	все эти	15	4
221	и тогда	2	4
222	что они	5	4
223	в истории	6	4
224	никто не	2	4
225	и можно	3	4
226	не все	4	4
227	значит что	6	4
228	сознания и	4	4
229	человека а	2	4
230	и даже	19	4
231	и по	3	4
232	что было	2	4
233	ни в	13	4
234	нельзя было	3	4
235	и их	4	4
236	и только	7	4
237	все равно	7	4
238	особенно в	3	4
239	от всякого	2	4
240	мы не	6	4
241	нас в	4	4
242	время как	2	4
243	мы еще	3	4
244	понять его	2	4
245	есть также	3	4
246	в той	2	4
247	в своих	3	4
248	и что	21	4
249	то время	2	4
250	будто бы	4	4
251	идея и	2	4
252	к его	2	3
253	были бы	2	3
254	ведь это	4	3
255	и сама	2	3
256	о чем	11	3
257	в состоянии	2	3
258	и поэтому	2	3
259	сознание и	2	3
260	науки и	2	3
261	должны были	3	3
262	для себя	9	3
263	является в	3	3
264	одним из	2	3
265	и тем	16	3
266	но она	3	3
267	все же	7	3
268	и будет	2	3
269	можно ли	9	3
270	мы должны	5	3
271	на том	5	3
272	что же	18	3
273	что всякий	7	3
274	даже и	18	3
275	между тем	3	3
276	ничего подобного	2	3
277	в виду	10	3
278	что оно	4	3
279	и та	2	3
280	на его	2	3
281	всегда есть	7	3
282	же как	2	3
283	ли он	2	3
284	и самый	3	3
285	от всякой	2	3
286	это значит	4	3
287	хотя и	8	3
288	литературы и	5	3
289	и то	15	3
290	то это	3	3
291	и еще	3	3
292	но все-таки	2	3
293	конечно не	3	3
294	об этом	10	3
295	в значительной	2	3
296	и самого	5	3
297	что нет	3	3
298	мысль о	3	3
299	находится в	2	3
300	и ничего	4	3
301	не значит	4	3
302	и той	4	3
303	я и	2	3
304	от всех	2	3
305	есть та	2	3
306	но ведь	6	3
307	говорят о	2	3
308	для нас	11	3
309	со всеми	2	3
310	в пределах	2	3
311	во всех	9	3
312	есть по	6	3
313	на этот	3	3
314	есть выражение	2	3
315	только один	3	3
316	на почве	2	3
317	не вполне	4	3
318	будет и	2	3
319	входит в	4	3
320	но для	3	3
321	тому как	3	3
322	ближе к	2	3
323	всяком случае	11	3
324	и всегда	3	3
325	роль в	2	3
326	но когда	2	3
327	и должно	2	3
328	не быть	2	3
329	но с	2	3
330	и всю	2	3
331	учение о	5	3
332	его во	2	3
333	очень трудно	3	2
334	не о	7	2
335	на самом	9	2
336	в каком	7	2
337	как ее	2	2
338	в понимании	2	2
339	что их	4	2
340	не стал	2	2
341	в плане	2	2
342	или иной	8	2
343	в действительности	5	2
344	тому чтобы	2	2
345	если в	2	2
346	не имеют	6	2
347	нисколько не	3	2
348	есть только	16	2
349	отношений между	2	2
350	не потому	2	2
351	оказывается что	4	2
352	не раз	2	2
353	на что	3	2
354	нас на	2	2
355	ничего и	2	2
356	в чистом	3	2
357	бы его	3	2
358	смысл но	2	2
359	есть ли	2	2
360	такого рода	20	2
361	к своему	2	2
362	после этого	4	2
363	нет никаких	2	2
364	они должны	2	2
365	нас не	5	2
366	во многих	4	2
367	самом деле	10	2
368	была бы	2	2
369	многие из	2	2
370	и возможно	2	2
371	его от	4	2
372	о нем	3	2
373	которые в	4	2
374	только потому	4	2
375	для нашего	3	2
376	не менее	26	2
377	того же	3	2
378	тем самым	11	2
379	могли бы	2	2
380	к самому	2	2
381	большую роль	2	2
382	разного рода	9	2
383	внутри самого	2	2
384	и без	6	2
385	а потому	2	2
386	и сам	3	2
387	и решать	2	2
388	учению о	2	2
389	с которой	3	2
390	есть еще	3	2
391	ставить и	2	2
392	то не	2	2
393	в каком-то	3	2
394	связи с	8	2
395	в сущности	2	2
396	был не	2	2
397	и ее	9	2
398	делает его	2	2
399	во всей	4	2
400	как для	2	2
401	правда в	3	2
402	их в	6	2
403	до последнего	2	2
404	и менее	4	2
405	относится к	6	2
406	на всю	2	2
407	с которыми	4	2
408	есть то	5	2
409	имел в	2	2
410	что если	5	2
411	когда мы	10	2
412	бы он	2	2
413	то в	6	2
414	начала xx	2	2
415	его как	2	2
416	это было	3	2
417	другим и	2	2
418	этом отношении	2	2
419	и часто	2	2
420	потому и	2	2
421	в мысли	2	2
422	совсем иное	2	2
423	он стоит	2	2
424	мира в	2	2
425	находятся в	2	2
426	подобно тому	2	2
427	только для	3	2
428	ее в	2	2
429	для нашей	3	2
430	смысл и	3	2
431	и о	11	2
432	это отношение	3	2
433	уже на	3	2
434	человека с	2	2
435	и искусства	5	2
436	вообще не	5	2
437	с другой	8	2
438	прежде чем	3	2
439	что такое	23	2
440	в смысле	2	2
441	которой он	4	2
442	основана на	2	2
443	тут не	2	2
444	это совершенно	6	2
445	если не	6	2
446	и хочет	2	2
447	он и	8	2
448	что мы	23	2
449	от которых	2	2
450	по себе	20	2
451	которое было	2	2
452	тотчас же	3	2
453	и который	3	2
454	сам по	7	2
455	и уже	4	2
456	что эта	2	2
457	и чтобы	3	2
458	не имеющих	4	2
459	и уж	6	2
460	и весь	4	2
461	но эта	3	2
462	всего только	2	2
