N	3gram	Vygotskiy_	KulturaY
1	для того чтобы	19	38
2	с точки зрения	34	36
3	в том что	30	33
4	в самом деле	5	29
5	можно было бы	6	25
6	во всяком случае	5	19
7	то обстоятельство что	2	19
8	с другой стороны	10	17
9	в зависимости от	8	16
10	до сих пор	4	14
11	в том чтобы	6	14
12	по отношению к	11	13
13	в связи с	3	12
14	в этом отношении	6	11
15	и в самом	2	11
16	не может быть	8	11
17	о том что	10	10
18	в этом смысле	3	10
19	вместе с тем	5	9
20	на самом деле	3	8
21	само по себе	3	8
22	а с другой	6	7
23	с одной стороны	14	7
24	в свою очередь	3	7
25	в то же	2	6
26	той или иной	2	6
27	в первую очередь	3	6
28	только тогда когда	4	6
29	этой точки зрения	2	6
30	то же время	2	6
31	в отличие от	3	6
32	речь идет о	4	5
33	на этот вопрос	5	5
34	потому что он	3	5
35	в данном случае	5	5
36	не потому что	2	5
37	в конечном счете	4	4
38	точно так же	2	4
39	и потому что	2	4
40	сам по себе	3	4
41	том что он	2	4
42	бы сказать что	3	4
43	заключается в том	10	4
44	так же как	6	4
45	к тому что	3	4
46	на то что	9	4
47	состоит в том	4	4
48	только то что	2	4
49	смысле этого слова	6	4
50	от того что	2	3
51	в то время	5	3
52	ни в какой	2	3
53	того что в	3	3
54	в какой мере	2	3
55	в известном смысле	3	3
56	мы увидим что	2	3
57	вместо того чтобы	3	3
58	только для того	2	3
59	к тому чтобы	2	3
60	тогда когда он	2	3
61	на точку зрения	2	3
62	сама по себе	3	3
63	что он не	2	2
64	в силу этого	4	2
65	и то же	2	2
66	прежде всего в	2	2
67	и той же	2	2
68	друг от друга	4	2
69	из того что	7	2
70	в другом месте	6	2
71	в собственном смысле	8	2
72	собственном смысле слова	4	2
73	так как он	3	2
74	что с точки	2	2
75	мы могли бы	9	2
76	в том числе	3	2
77	в целом и	6	2
78	одной и той	2	2
79	когда мы говорим	2	2
80	в одном из	2	2
81	он должен быть	2	2
82	как увидим ниже	2	2
83	можно сказать что	5	2
84	чтобы показать что	2	2
85	а вместе с	2	2
86	что даже в	2	2
87	по сравнению с	9	2
