N	2gram	Tiupa_Hudo	Formalny
1	и в	23	95
2	и не	16	78
3	может быть	19	66
4	в этом	12	61
5	не может	9	57
6	вовсе не	2	53
7	таким образом	3	52
8	и его	12	51
9	так и	12	50
10	точки зрения	11	47
11	в нем	6	42
12	в его	11	42
13	прежде всего	5	41
14	с точки	3	40
15	как и	3	39
16	художественного произведения	4	36
17	не в	9	35
18	в самом	7	35
19	а не	13	34
20	но и	14	33
21	то же	12	32
22	самом деле	2	32
23	истории литературы	2	31
24	не только	20	30
25	в пределах	3	28
26	в том	20	26
27	отнюдь не	2	26
28	если бы	3	26
29	то что	5	25
30	при этом	19	24
31	в своей	7	24
32	лишь в	7	24
33	на почве	4	24
34	связи с	3	23
35	в то	8	22
36	и ее	3	22
37	как бы	11	21
38	что в	7	21
39	в их	5	20
40	не менее	5	20
41	между ними	5	20
42	входит в	4	20
43	же время	7	20
44	место в	5	20
45	все это	2	19
46	художественное произведение	3	19
47	по себе	2	19
48	все эти	2	18
49	в связи	3	18
50	с его	6	18
51	только в	7	18
52	как в	2	17
53	как раз	3	17
54	так же	2	16
55	в искусстве	9	16
56	с другой	9	16
57	потому что	3	16
58	его в	4	15
59	но в	10	15
60	с другими	5	15
61	во всех	3	15
62	в литературе	2	15
63	именно в	2	15
64	и на	3	15
65	что он	5	14
66	в целом	3	14
67	в ее	6	14
68	в своем	4	14
69	еще не	4	14
70	в жизни	3	14
71	в этой	2	14
72	если мы	2	14
73	и потому	2	14
74	со стороны	5	13
75	того что	5	13
76	а в	13	13
77	могут быть	5	13
78	что и	2	13
79	сводится к	11	13
80	ни в	5	13
81	по отношению	10	12
82	как это	7	12
83	того чтобы	5	12
84	к тому	4	12
85	отношению к	10	12
86	и для	3	12
87	оно не	2	12
88	уже не	6	12
89	никогда не	2	11
90	это и	2	11
91	литературного произведения	13	11
92	в основе	7	11
93	но не	13	11
94	то ни	2	11
95	слова и	2	11
96	произведения как	3	11
97	для него	5	11
98	между тем	4	11
99	не как	2	10
100	и др	2	10
101	в художественном	5	10
102	бы то	2	10
103	другой стороны	6	10
104	о литературе	3	10
105	с ее	6	10
106	не является	5	10
107	и как	4	10
108	материала в	2	10
109	он не	4	10
110	в слове	4	10
111	быть и	2	9
112	для понимания	2	9
113	здесь не	2	9
114	и может	2	9
115	или иного	4	9
116	не могло	2	9
117	от всех	2	9
118	в свою	3	9
119	ни было	2	9
120	языка в	4	9
121	говорить о	4	9
122	отношения к	4	9
123	это не	4	8
124	была бы	3	8
125	между собой	2	8
126	одной стороны	3	8
127	в них	2	8
128	с одной	3	8
129	без исключения	4	8
130	в области	8	8
131	в данном	4	8
132	из этого	2	8
133	должен быть	2	8
134	и к	3	8
135	роль в	2	8
136	в сторону	2	8
137	для того	5	8
138	не следует	4	8
139	на основе	2	8
140	том что	9	7
141	в себе	13	7
142	свою очередь	2	7
143	как к	5	7
144	или менее	6	7
145	более или	6	7
146	во втором	4	7
147	не входит	2	7
148	не на	5	7
149	известной степени	3	7
150	сказать что	4	7
151	говорит в	2	7
152	того или	4	7
153	жизни в	2	7
154	литературы как	3	7
155	в какой	2	7
156	и более	2	7
157	столь же	2	7
158	искусства в	6	7
159	только и	2	7
160	он и	2	7
161	в той	3	7
162	тем самым	5	6
163	в которой	3	6
164	отношение к	7	6
165	на этом	2	6
166	и тем	4	6
167	в частности	18	6
168	в формах	2	6
169	так в	4	6
170	и это	2	6
171	тому что	2	6
172	в этих	4	6
173	художественного восприятия	4	6
174	к действительности	3	6
175	один из	2	6
176	этого слова	2	6
177	литературных произведений	3	6
178	ее в	2	6
179	к его	3	6
180	из этих	3	6
181	за пределы	2	6
182	отличается от	2	6
183	искусства и	3	6
184	например в	4	6
185	о том	2	6
186	по преимуществу	3	6
187	их в	3	6
188	в произведении	3	6
189	произведения искусства	4	6
190	с ним	2	6
191	даже в	3	5
192	между которыми	2	5
193	до известной	2	5
194	к которому	4	5
195	в виду	5	5
196	роли в	4	5
197	отличие от	7	5
198	одной из	2	5
199	а только	4	5
200	в отличие	7	5
201	в значительной	2	5
202	и по	2	5
203	можно сказать	6	5
204	из виду	2	5
205	хотя и	4	5
206	и то	4	5
207	не от	2	5
208	значительной степени	2	5
209	то в	2	5
210	не столько	7	5
211	в мире	24	5
212	высказывания и	2	5
213	с этой	3	5
214	к нему	3	5
215	в самой	2	5
216	слова в	3	5
217	в отношении	4	5
218	приводит к	6	5
219	этом смысле	3	5
220	тому как	3	5
221	и что	4	5
