N	2gram	Voloshinov	StatiiOP
1	и в	28	103
2	в том	10	89
3	том что	12	77
4	в этом	28	76
5	что в	7	74
6	не только	10	60
7	о том	3	47
8	но и	10	46
9	то что	17	44
10	что он	12	42
11	в его	25	42
12	и не	34	41
13	может быть	28	38
14	было бы	8	32
15	в этой	7	31
16	вовсе не	16	31
17	все это	12	29
18	таким образом	34	28
19	в г	3	28
20	а в	8	27
21	а не	9	27
22	но в	13	26
23	что это	5	25
24	так и	14	25
25	этом отношении	4	24
26	и его	22	24
27	все же	8	23
28	не в	10	23
29	точки зрения	31	23
30	потому что	4	23
31	того что	7	22
32	в области	4	22
33	прежде всего	26	22
34	для того	6	22
35	у нас	3	22
36	в которой	5	22
37	как в	4	22
38	того чтобы	5	21
39	и пр	29	21
40	это не	5	20
41	до сих	3	20
42	в то	7	19
43	сих пор	3	19
44	в своей	14	19
45	только в	11	19
46	об этом	7	18
47	не может	30	18
48	с другой	2	18
49	в котором	4	18
50	он не	10	18
51	самом деле	14	17
52	в данном	4	17
53	как на	3	17
54	в самом	12	17
55	как бы	19	17
56	с этим	8	16
57	сказать что	11	16
58	в ней	8	16
59	если бы	4	16
60	в этих	5	16
61	в отношении	2	15
62	как и	13	15
63	для него	12	15
64	по поводу	5	15
65	из этих	6	15
66	я не	4	15
67	также и	2	15
68	и на	9	15
69	у него	4	15
70	как раз	6	15
71	к тому	6	14
72	между тем	3	14
73	то же	12	14
74	в течение	2	14
75	но все	2	14
76	с точки	15	14
77	и что	6	14
78	в своем	4	13
79	в конце	2	13
80	со стороны	5	13
81	а с	2	13
82	тому что	5	13
83	но это	4	13
84	в качестве	2	13
85	в нем	7	13
86	во всяком	9	13
87	дело в	2	13
88	именно в	4	13
89	из них	7	13
90	всяком случае	8	13
91	жизни и	7	13
92	вместе с	5	13
93	не менее	6	12
94	так как	15	12
95	обстоятельство что	2	12
96	хотя бы	7	12
97	ни в	12	12
98	в своих	5	12
99	никогда не	10	11
100	вопрос о	2	11
101	и с	10	11
102	в другом	4	11
103	в них	3	11
104	все эти	15	11
105	и по	5	11
106	это было	2	11
107	то обстоятельство	2	11
108	не было	5	11
109	ясно что	2	11
110	на самом	6	10
111	в каком	7	10
112	так же	4	10
113	ответ на	3	10
114	в виду	4	10
115	а как	3	10
116	ничего не	5	10
117	связь с	7	10
118	в целом	4	10
119	что и	5	10
120	отметить что	4	10
121	в истории	4	10
122	во всех	13	10
123	во второй	5	10
124	но не	7	10
125	что такое	6	10
126	же время	6	10
127	в чем	9	9
128	такого рода	2	9
129	что же	10	9
130	там где	2	9
131	он был	3	9
132	во время	6	9
133	можно сказать	6	9
134	в одном	3	9
135	не является	7	9
136	его жизни	7	9
137	и для	7	9
138	и к	7	9
139	для нас	2	9
140	что мы	3	9
141	говорит о	3	9
142	и тем	2	9
143	до конца	7	8
144	при помощи	2	8
145	и об	2	8
146	могут быть	9	8
147	отношение к	7	8
148	в их	2	8
149	связано с	3	8
150	и др	9	8
151	той же	5	8
152	в общем	5	8
153	в какой	3	8
154	по мнению	8	8
155	к этому	9	8
156	а также	2	8
157	мы имеем	6	8
158	дело не	2	8
159	что она	5	8
160	в результате	3	8
161	тем не	4	8
162	и даже	3	8
163	но ведь	4	8
164	одним из	3	8
165	совершенно не	9	8
166	такой же	3	8
167	и о	6	8
168	заключается в	5	8
169	не имеет	2	8
170	еще более	2	8
171	нужно сказать	2	8
172	данном случае	4	7
173	уже в	3	7
174	конце концов	2	7
175	и очень	3	7
176	что все	7	7
177	в эту	2	7
178	того же	3	7
179	точка зрения	15	7
180	во втором	3	7
181	как это	5	7
182	в ее	5	7
183	с самого	7	7
184	нет никакого	3	7
185	и то	3	7
186	с которыми	4	7
187	то в	2	7
188	отличается от	2	7
189	мы находим	4	7
190	материал для	2	7
191	еще не	8	7
192	отношению к	11	7
193	на этот	3	7
194	по себе	4	7
195	из этого	2	7
196	этой области	4	7
197	на почве	3	7
198	о которых	2	6
199	случае в	2	6
200	в себе	7	6
201	в одной	2	6
202	по отношению	13	6
203	должен быть	2	6
204	из которых	2	6
205	его не	2	6
206	к нему	9	6
207	и все	13	6
208	и во	2	6
209	же как	2	6
210	и вообще	4	6
211	с его	9	6
212	одно из	6	6
213	что с	2	6
214	независимо от	3	6
215	мы не	9	6
216	и сам	3	6
217	в жизни	7	6
218	ни на	3	6
219	этот вопрос	4	6
220	этом смысле	2	6
221	этих двух	3	6
222	только не	3	6
223	говорить о	5	6
224	в некоторых	2	6
225	и за	4	6
226	тем же	3	6
227	его в	11	5
228	нас к	2	5
229	на себя	3	5
230	но если	2	5
231	для себя	2	5
232	это и	4	5
233	точку зрения	12	5
234	и потому	12	5
235	в основу	3	5
236	не так	3	5
237	не приходится	3	5
238	похоже на	3	5
239	одной стороны	2	5
240	такое же	2	5
241	же касается	3	5
242	один из	10	5
243	можно ли	3	5
244	конечно и	5	5
245	при этом	8	5
246	думать что	2	5
247	должна быть	2	5
248	нужно отметить	2	5
249	самого начала	5	5
250	другом месте	2	5
251	по пути	2	5
252	всех этих	6	5
253	на это	3	5
254	не как	2	5
255	к ней	4	5
256	большое значение	2	5
257	с одной	2	5
258	на протяжении	7	5
259	нет и	4	5
260	вообще не	2	5
261	ее в	5	5
262	уже не	9	5
263	оно не	3	5
264	во многом	2	5
265	не совсем	3	5
266	конечно не	10	5
267	и только	6	5
268	о которой	3	5
269	не могут	7	4
270	одна из	4	4
271	в период	5	4
272	на этом	8	4
273	нисколько не	4	4
274	что оно	4	4
275	и у	7	4
276	не всегда	4	4
277	в развитии	4	4
278	не знает	5	4
279	в такой	2	4
280	но как	2	4
281	только с	4	4
282	они не	3	4
283	стремление к	2	4
284	а потому	4	4
285	и те	5	4
286	в процессе	5	4
287	мы видим	3	4
288	ничего общего	4	4
289	это есть	2	4
290	в первом	2	4
291	в применении	2	4
292	случае не	3	4
293	должны быть	4	4
294	на язык	4	4
295	как мы	18	4
296	да и	2	4
297	относится к	2	4
298	для этого	6	4
299	нет в	2	4
300	за пределы	10	4
301	в эпоху	3	4
302	бы и	2	4
303	борьба с	3	4
304	не имели	2	4
305	в центре	3	4
306	и тот	3	4
307	на него	4	4
308	что как	2	4
309	все они	2	4
310	и их	2	4
311	и другие	2	4
312	а именно	2	4
313	в последнем	4	4
314	и так	2	4
315	и речи	4	4
316	все что	10	4
317	связанные с	4	4
318	но для	3	4
319	не существует	4	4
320	чем он	2	4
321	а на	2	4
322	в таком	6	4
323	в основе	6	4
324	применении к	2	4
325	связана с	2	4
326	и творчества	2	4
327	будто бы	2	4
328	в книге	2	3
329	конечно в	3	3
330	или иной	2	3
331	о них	3	3
332	из того	2	3
333	и наконец	12	3
334	связанных с	4	3
335	от того	5	3
336	как к	2	3
337	или же	2	3
338	вот как	2	3
