N	2gram	Trubetskoy	Mirosoze
1	и в	24	97
2	может быть	17	64
3	не только	10	63
4	в этом	13	55
5	но и	11	54
6	он не	4	53
7	в нем	3	49
8	не может	18	49
9	у него	5	47
10	во имя	3	39
11	и не	9	39
12	никогда не	4	38
13	потому что	9	37
14	в ней	3	37
15	не было	2	36
16	не в	9	34
17	для него	2	31
18	не есть	4	30
19	прежде всего	3	29
20	как и	10	29
21	но в	5	27
22	в мире	6	27
23	и это	3	25
24	и все	9	24
25	у нас	3	24
26	в своем	12	23
27	что в	9	23
28	что он	7	22
29	в самом	8	21
30	в себе	5	20
31	отношение к	4	20
32	как бы	10	19
33	в его	5	18
34	и потому	3	17
35	того что	7	17
36	в том	31	16
37	том что	20	16
38	то что	18	16
39	было бы	3	16
40	на земле	3	16
41	и его	2	16
42	в этой	7	15
43	не знает	2	15
44	в котором	2	15
45	в конце	4	14
46	она не	2	14
47	так как	7	14
48	та же	4	13
49	друг друга	2	13
50	и на	6	13
51	это не	3	12
52	и у	4	12
53	к нему	2	12
54	в них	2	12
55	все это	13	12
56	но не	3	12
57	с тем	4	11
58	и там	2	11
59	хотя бы	4	11
60	в которой	5	11
61	только в	6	11
62	и для	6	11
63	и к	5	11
64	жизни и	2	11
65	не могут	4	10
66	так же	8	10
67	должна быть	6	10
68	чем у	8	10
69	то же	4	10
70	не имеет	2	10
71	в самой	2	10
72	а в	3	9
73	к тому	8	9
74	не будет	5	9
75	что и	7	9
76	я не	2	9
77	должно быть	5	9
78	то есть	2	9
79	все что	10	9
80	в свою	2	9
81	с ним	6	9
82	лишь в	5	9
83	вместе с	7	9
84	вопрос о	3	8
85	от него	3	8
86	в этих	3	8
87	не так	4	8
88	они не	2	8
89	того чтобы	8	8
90	нет в	2	8
91	для того	8	8
92	о том	7	8
93	и с	5	8
94	те же	2	7
95	высшей степени	2	7
96	но если	2	7
97	должен быть	2	7
98	в народе	4	7
99	что все	5	7
100	точки зрения	14	7
101	себя и	2	7
102	что она	2	7
103	на этом	2	7
104	в высшей	2	7
105	в жизни	3	7
106	также и	2	7
107	в нашем	3	7
108	если он	2	7
109	все в	2	7
110	от нее	2	7
111	во всем	3	7
112	чем в	3	7
113	его в	5	6
114	на все	5	6
115	у них	6	6
116	и те	2	6
117	это есть	4	6
118	быть и	5	6
119	самого себя	4	6
120	и от	5	6
121	что это	5	6
122	к другу	2	6
123	если бы	8	6
124	с этой	3	6
125	по своей	7	6
126	жизнь и	3	6
127	и более	2	6
128	что у	2	6
129	на то	9	6
130	в которых	2	6
131	друг к	2	6
132	и если	6	5
133	в то	6	5
134	на путь	2	5
135	в их	4	5
136	так и	10	5
137	как у	3	5
138	не стоит	2	5
139	должны быть	3	5
140	к культуре	14	5
141	тот же	3	5
142	во всяком	2	5
143	в основе	2	5
144	одно из	3	5
145	с этим	12	5
146	этот процесс	2	5
147	которые не	3	5
148	отличается от	6	5
149	бы в	3	5
150	для этого	7	5
151	еще не	6	5
152	как будто	5	5
153	сих пор	15	5
154	культуры и	11	5
155	до сих	15	5
156	той же	2	5
157	ее и	4	4
158	к европе	2	4
159	по отношению	11	4
160	от того	3	4
161	как к	5	4
162	конце концов	4	4
163	он должен	2	4
164	так что	6	4
165	в такой	4	4
166	есть в	2	4
167	в разных	3	4
168	а с	4	4
169	по своему	5	4
170	по сравнению	5	4
171	а для	2	4
172	тому что	2	4
173	тогда когда	3	4
174	в начале	3	4
175	и до	3	4
176	все эти	19	4
177	что они	2	4
178	в истории	3	4
179	никто не	2	4
180	не от	2	4
181	к которой	3	4
182	более всего	2	4
183	и по	3	4
184	заключает в	2	4
185	и их	5	4
186	и только	2	4
187	отношению к	11	4
188	народ не	3	4
189	но на	2	4
190	культуры в	10	4
191	может не	3	4
192	в своих	2	4
193	и что	9	4
194	то время	2	4
195	его собственной	5	4
196	в европе	6	3
197	в состоянии	5	3
198	и поэтому	2	3
199	свои силы	2	3
200	для себя	2	3
201	давно уже	2	3
202	одним из	4	3
203	а лишь	3	3
204	все же	15	3
205	и будет	2	3
206	одной и	2	3
207	можно ли	2	3
208	мы должны	4	3
209	европейской культуры	8	3
210	на том	2	3
211	все его	2	3
212	что же	2	3
213	между тем	12	3
214	в виду	2	3
215	ту же	2	3
216	что оно	3	3
217	же как	3	3
218	ответить на	2	3
219	которую он	2	3
220	хотя и	4	3
221	и то	4	3
222	народ в	4	3
223	из этой	2	3
224	а к	2	3
225	к этому	5	3
226	считает себя	2	3
227	конечно не	3	3
228	народов европы	2	3
229	как не	2	3
230	него в	2	3
231	для нас	3	3
232	из него	2	3
233	на вершине	3	3
234	во всех	10	3
235	именно потому	2	3
236	только один	2	3
237	на почве	3	3
238	не вполне	3	3
239	но для	2	3
240	ко всем	3	3
241	со своей	2	3
242	ближе к	3	3
243	всяком случае	2	3
244	каждого человека	2	3
245	только одно	3	3
246	сравнению с	5	3
247	но с	2	3
248	он все	2	2
249	на самом	7	2
250	что их	3	2
251	из всех	5	2
252	что культура	5	2
253	веры в	2	2
254	есть только	2	2
255	народа в	15	2
256	не потому	2	2
257	оказывается что	5	2
258	ему и	2	2
259	и других	3	2
260	возможно лишь	3	2
261	не надо	3	2
262	народе в	2	2
263	они должны	3	2
264	всех народов	2	2
265	самом деле	12	2
266	тем как	2	2
267	многие из	5	2
268	культуры но	2	2
269	от них	2	2
270	не менее	7	2
271	же мало	2	2
272	того же	9	2
273	тем самым	3	2
274	культурных ценностей	20	2
275	и без	5	2
276	а потому	5	2
277	и сам	2	2
278	между ними	2	2
279	же не	3	2
280	народы и	2	2
281	цивилизации и	4	2
282	связи с	4	2
283	в сущности	2	2
284	и ее	2	2
285	во всей	2	2
286	столь же	5	2
287	этого слова	2	2
288	как для	3	2
289	лишь при	6	2
290	их в	2	2
291	между двумя	5	2
292	с которыми	2	2
293	что если	3	2
294	то в	2	2
295	потому и	2	2
296	целый ряд	4	2
297	от своей	2	2
298	не будут	2	2
299	он считает	2	2
300	этими двумя	2	2
301	с другой	6	2
302	ни один	4	2
303	освободиться от	3	2
304	во втором	2	2
305	из себя	10	2
306	европейской цивилизации	10	2
307	что за	2	2
308	что мы	4	2
309	ко всему	2	2
310	же что	2	2
311	и уже	2	2
312	что эта	4	2
313	к тем	2	2
314	можно лишь	2	2
315	и весь	2	2
