N	2gram	Vygotskiy_	Komedia
1	и в	55	77
2	в комедии	3	58
3	и не	19	47
4	в том	50	44
5	том что	46	42
6	о том	24	33
7	едва ли	3	32
8	но и	16	32
9	может быть	34	30
10	таким образом	35	29
11	из них	7	29
12	в то	6	28
13	и его	10	28
14	в этом	30	27
15	потому что	48	27
16	что он	30	26
17	к тому	12	26
18	не только	24	25
19	тому же	4	25
20	вместе с	16	25
21	так как	20	24
22	как и	9	23
23	ни в	5	23
24	что в	43	23
25	что и	11	22
26	если бы	21	22
27	в самом	18	22
28	в конце	10	21
29	так и	6	21
30	а в	7	21
31	то же	16	21
32	ясно что	10	21
33	в его	8	20
34	со стороны	3	19
35	во время	4	19
36	к этому	5	19
37	в этой	15	18
38	и т	12	17
39	тем что	8	17
40	еще не	6	17
41	и здесь	11	17
42	в нем	13	17
43	же время	2	17
44	все же	11	16
45	у него	9	16
46	при этом	11	16
47	тот же	5	16
48	сих пор	9	16
49	действующих лиц	9	16
50	он не	10	16
51	до сих	9	16
52	его в	2	15
53	в своем	12	15
54	не в	12	15
55	точки зрения	15	15
56	между тем	4	15
57	прежде всего	6	15
58	один из	9	15
59	было бы	15	15
60	в которой	4	15
61	и на	12	15
62	ли не	2	14
63	все это	8	14
64	об этом	5	14
65	на протяжении	2	14
66	в свою	3	14
67	и с	3	14
68	столь же	3	14
69	о чем	4	13
70	то что	69	13
71	так что	8	13
72	самом деле	17	13
73	но в	7	13
74	того же	5	13
75	в них	7	13
76	того чтобы	43	13
77	в двух	9	13
78	что она	10	13
79	мы можем	8	13
80	только что	11	13
81	в одном	5	13
82	как раз	19	13
83	так же	19	12
84	с другой	12	12
85	для того	45	12
86	т п	5	12
87	как это	16	12
88	уже в	7	12
89	несмотря на	5	12
90	на сцене	8	12
91	в качестве	2	12
92	не может	15	12
93	как в	4	12
94	но не	9	12
95	в котором	5	12
96	из которых	5	12
97	по отношению	3	11
98	в их	3	11
99	в частности	6	11
100	с тем	10	11
101	что его	2	11
102	как мы	6	11
103	то время	4	11
104	к ней	3	11
105	и даже	4	11
106	на этот	7	11
107	и для	13	11
108	с ним	4	11
109	в отношении	2	10
110	в целом	7	10
111	ничего не	4	10
112	одной из	2	10
113	и все	15	10
114	что касается	4	10
115	на его	4	10
116	в глазах	2	10
117	мы не	8	10
118	же в	3	10
119	он был	3	10
120	с его	6	10
121	с этим	4	10
122	на него	4	10
123	с одной	15	10
124	как бы	33	10
125	еще в	2	10
126	и что	45	10
127	в тех	3	9
128	отличие от	3	9
129	тому что	11	9
130	одной стороны	15	9
131	ответ на	5	9
132	из его	4	9
133	в своей	8	9
134	того как	4	9
135	больше чем	3	9
136	отношению к	2	9
137	время как	5	9
138	но все	5	9
139	вовсе не	8	9
140	только в	12	9
141	в ней	5	9
142	тех пор	2	8
143	и других	2	8
144	как он	6	8
145	с самого	5	8
146	не знает	2	8
147	то это	6	8
148	а затем	2	8
149	связи с	2	8
150	да и	4	8
151	по поводу	6	8
152	что ни	4	8
153	другой стороны	8	8
154	можно было	6	8
155	бы в	7	8
156	с этой	5	8
157	в течение	2	8
158	что у	7	8
159	что для	6	8
160	в которых	4	8
161	меньше всего	4	8
162	если не	2	8
163	не было	2	8
164	во всех	6	8
165	вопрос о	6	7
166	до конца	7	7
167	в себе	13	7
168	и поэтому	4	7
169	в другом	3	7
170	со своим	2	7
171	и к	5	7
172	мы знаем	4	7
173	самого начала	5	7
174	и о	5	7
175	но если	3	7
176	и это	13	7
177	и во	2	7
178	что они	11	7
179	во всяком	2	7
180	из этих	4	7
181	мы найдем	5	7
182	хотя бы	5	7
183	в результате	6	7
184	дело с	5	7
185	целый ряд	5	7
186	и вот	7	7
187	должен был	7	7
188	не является	3	7
189	в этих	3	7
190	и тот	2	7
191	не имеет	2	7
192	равно как	2	7
193	к его	2	7
194	конце концов	6	7
195	для нас	9	7
196	и хотя	3	7
197	даже в	2	6
198	за то	3	6
199	в силу	3	6
200	в виду	5	6
201	и тем	6	6
202	в области	2	6
203	надо было	2	6
204	больше того	3	6
205	так в	4	6
206	о которых	3	6
207	могут быть	8	6
208	здесь в	2	6
209	что не	5	6
210	в сущности	14	6
211	никто не	4	6
212	нет и	2	6
213	как из	3	6
214	на которые	2	6
215	и он	7	6
216	на это	3	6
217	это было	4	6
218	и как	10	6
219	человека в	3	6
220	как будто	7	6
221	с и	11	6
222	в отличие	3	6
223	в какой	5	6
224	до тех	2	6
225	на то	27	6
226	в своих	9	6
227	еще более	2	6
228	с собой	3	6
229	когда он	10	6
230	которую он	2	6
231	на этом	11	6
232	представляет собой	2	6
233	главным образом	3	6
234	с точки	5	6
235	или в	6	6
236	а не	16	6
237	не дает	2	6
238	никогда не	15	5
239	и если	13	5
240	что их	2	5
241	этом отношении	3	5
242	это не	9	5
243	из того	4	5
244	его на	2	5
245	вслед за	3	5
246	в каждом	2	5
247	в ответ	2	5
248	и мы	28	5
249	ни одной	2	5
250	одном из	2	5
251	все время	44	5
252	по существу	4	5
253	не так	4	5
254	представить себе	2	5
255	мы имеем	10	5
256	что на	6	5
257	не могла	2	5
258	между собой	2	5
259	же не	2	5
260	в ее	3	5
261	в действительности	2	5
262	признать что	4	5
263	совпадают с	2	5
264	сказать что	14	5
265	и от	2	5
266	для этого	12	5
267	что это	15	5
268	себя в	4	5
269	в сознании	2	5
270	за ним	3	5
271	т д	6	5
272	из двух	3	5
273	от того	6	5
274	что по	3	5
275	действия в	2	5
276	раз в	4	5
277	именно в	9	5
278	приводит к	2	5
279	в это	2	5
280	жизни и	8	5
281	и теперь	2	5
282	от нее	2	5
283	конечно не	3	5
284	же самое	13	5
285	той же	6	5
286	тем же	3	5
287	но он	6	5
288	с помощью	3	5
289	чем в	3	5
290	что ему	4	4
291	которые в	2	4
292	к этим	2	4
293	нуждается в	3	4
294	по мнению	6	4
295	в глаза	2	4
296	в трагедии	21	4
297	для ее	4	4
298	с достаточной	2	4
299	тем как	2	4
300	к сожалению	2	4
301	образом в	3	4
302	по сравнению	4	4
303	материал для	2	4
304	и там	2	4
305	его не	2	4
306	между ними	2	4
307	сравнению с	4	4
308	один раз	2	4
309	же как	4	4
310	когда в	2	4
311	что с	8	4
312	обстоит дело	4	4
313	здесь мы	2	4
314	из самых	3	4
315	например в	2	4
316	в основе	9	4
317	в состоянии	3	4
318	одна из	6	4
319	в последних	2	4
320	из этого	7	4
321	каждый из	2	4
322	пьесы и	2	4
323	стороны и	5	4
324	отца и	2	4
325	и почему	3	4
326	был бы	8	4
327	и их	3	4
328	у нас	7	4
329	времени и	5	4
330	и другие	3	4
331	такой же	2	4
332	в пределах	3	4
333	нас в	2	4
334	именно потому	4	4
335	том чтобы	7	4
336	далеко не	4	4
337	их в	4	4
338	в городе	2	4
339	он знает	3	4
340	которые он	4	4
341	с которым	5	4
342	что мы	12	4
343	мог бы	3	4
344	ближе к	2	4
345	в той	3	4
346	перед ним	2	4
347	что эта	8	4
348	по его	5	4
349	все равно	3	4
350	из которой	2	4
351	в себя	2	4
352	если мы	24	3
353	нет ни	4	3
354	и потому	8	3
355	в каждой	3	3
356	не могут	4	3
357	трагедии в	5	3
358	указывает на	8	3
359	действия и	5	3
360	от него	5	3
361	нисколько не	3	3
362	в одной	4	3
363	трагедии и	5	3
364	действующего лица	2	3
365	сам не	2	3
366	не раз	2	3
367	должно было	2	3
368	с той	2	3
369	и таким	3	3
370	должен быть	3	3
371	что именно	7	3
372	на все	2	3
373	а как	3	3
374	казалось бы	11	3
375	сам себя	2	3
376	друг от	2	3
377	только на	4	3
378	развитие действия	2	3
379	самого конца	2	3
380	в руки	3	3
381	а с	7	3
382	мы в	3	3
383	для понимания	3	3
384	бы на	2	3
385	в эту	2	3
386	к этой	2	3
387	они не	3	3
388	он говорит	5	3
389	с другом	6	3
390	он в	3	3
391	его и	2	3
392	состоит в	3	3
393	и за	4	3
394	идет речь	3	3
395	почти не	2	3
396	по этому	5	3
397	на них	3	3
398	обстоятельство что	2	3
399	ни одного	5	3
400	в виде	3	3
401	и когда	12	3
402	о ней	2	3
403	представляют собой	2	3
404	мы видели	2	3
405	они были	3	3
406	могла бы	4	3
407	ли это	3	3
408	его с	2	3
409	это в	5	3
410	исходя из	7	3
411	и эта	2	3
412	собой в	2	3
413	конечном счете	2	3
414	и уже	4	3
415	друг с	6	3
416	мы находим	2	3
417	является ли	2	3
418	для своего	2	3
419	только для	2	3
420	совершенно не	11	3
421	чем не	2	3
422	и из	3	3
423	жизнь и	2	3
424	не с	2	3
425	отношения к	2	3
426	этой цели	3	3
427	или на	2	3
428	если это	4	3
