N	2gram	Voloshinov	FransuaR
1	и в	42	367
2	то есть	5	209
3	в этом	10	112
4	и т.п	25	108
5	и не	14	101
6	таким образом	8	100
7	и его	7	99
8	в его	6	98
9	прежде всего	22	92
10	не только	28	87
11	мы уже	11	85
12	но и	16	84
13	как бы	30	82
14	все эти	3	79
15	вовсе не	2	77
16	как и	12	76
17	в нем	6	75
18	но в	5	75
19	и на	7	72
20	в том	3	71
21	как мы	10	71
22	то же	16	66
23	и все	4	66
24	так и	7	65
25	в этой	6	65
26	и с	5	64
27	в то	9	63
28	все это	4	62
29	во всех	6	62
30	же время	7	55
31	только в	7	48
32	так как	8	46
33	том что	3	45
34	то что	9	41
35	жизни и	3	40
36	в самом	5	38
37	точки зрения	11	37
38	в ней	8	37
39	с его	8	36
40	может быть	13	35
41	мы видим	4	35
42	о том	4	35
43	сказать что	3	34
44	и даже	3	34
45	в себе	10	34
46	в конце	6	32
47	он не	2	32
48	мы видели	5	32
49	для него	3	32
50	в своей	2	31
51	связаны с	4	31
52	до конца	2	31
53	так же	4	30
54	никогда не	7	30
55	и потому	2	30
56	той же	7	30
57	один из	4	30
58	потому что	7	30
59	в этих	2	29
60	не может	13	29
61	еще не	3	29
62	его в	4	29
63	не в	6	29
64	при этом	9	29
65	в одном	4	29
66	связи с	3	29
67	что он	2	29
68	из них	3	28
69	в основе	3	28
70	в той	5	28
71	также и	2	28
72	и к	4	28
73	роль в	3	27
74	сих пор	2	27
75	по своему	3	27
76	и их	5	27
77	все же	9	27
78	кроме того	2	26
79	на самом	3	25
80	с помощью	6	25
81	в области	6	25
82	но это	2	25
83	отношение к	2	24
84	того чтобы	7	24
85	в ее	3	24
86	и от	7	24
87	в частности	3	24
88	но не	2	24
89	как в	3	24
90	времени и	2	24
91	так сказать	4	23
92	и для	3	23
93	это не	3	23
94	в их	2	23
95	с ним	2	23
96	еще и	2	23
97	и здесь	3	23
98	к нему	2	23
99	связь с	2	22
100	а в	5	22
101	что и	3	22
102	тем что	2	22
103	вместе с	5	22
104	не было	2	22
105	в своих	2	21
106	в качестве	4	21
107	что это	4	21
108	в отношении	2	21
109	и наконец	5	21
110	и как	10	21
111	уже в	5	21
112	одной из	2	20
113	этом отношении	2	20
114	в виду	3	20
115	в значительной	2	20
116	с точки	5	20
117	самом деле	5	20
118	и это	8	20
119	в связи	2	20
120	в форме	6	19
121	в дальнейшем	2	19
122	их в	3	19
123	хотя и	3	19
124	к этому	2	19
125	было бы	7	19
126	связанные с	2	18
127	здесь не	2	18
128	перед нами	3	18
129	связанных с	5	17
130	для того	9	17
131	но все	5	17
132	того что	4	17
133	можно было	4	17
134	на его	6	17
135	и вот	3	17
136	еще более	2	17
137	конечно не	3	17
138	а не	7	17
139	между тем	3	16
140	тот же	2	16
141	ничего не	8	16
142	влияние на	4	16
143	в начале	3	16
144	между ними	3	16
145	и вообще	2	15
146	в нашем	5	15
147	в первой	2	15
148	в которой	7	15
149	не мог	3	15
150	из этих	2	15
151	мы не	9	14
152	слов и	7	14
153	и он	2	14
154	несмотря на	3	14
155	в котором	3	14
156	или в	2	13
157	с этим	2	13
158	бы в	6	13
159	в жизни	2	13
160	в мире	2	13
161	и сам	2	13
162	и эта	3	13
163	о чем	2	13
164	только на	3	13
165	не знает	3	13
166	этот процесс	2	13
167	лишь в	4	12
168	у нас	4	12
169	все то	2	12
170	в пределах	2	12
171	те же	5	12
172	та же	3	12
173	по своей	2	12
174	главным образом	3	12
175	место в	2	12
176	можно сказать	4	12
177	об этом	3	12
178	все время	5	11
179	зрения на	3	11
180	он говорит	2	11
181	уже не	4	11
182	другими словами	7	11
183	на эту	2	11
184	слова и	5	11
185	и т.д	21	11
186	той или	4	11
187	и так	6	11
188	или иной	6	10
189	значительной степени	2	10
190	на этот	2	10
191	в процессе	6	10
192	человека и	2	10
193	конце концов	3	10
194	к тому	4	10
195	ту же	2	10
196	целый ряд	3	10
197	во второй	3	10
198	выражение в	3	10
199	для всех	2	10
200	по отношению	2	10
201	к которому	2	10
202	даже и	2	10
203	в целом	4	10
204	да и	4	10
205	не просто	4	10
206	значение и	2	9
207	относится к	2	9
208	но как	2	9
209	как это	5	9
210	связано с	2	9
211	в разных	3	9
212	и то	5	9
213	был и	2	9
214	отношению к	2	9
215	видим что	2	9
216	для нас	3	9
217	в тех	3	9
218	том же	2	9
219	в которых	2	9
220	мы можем	7	9
221	роль играет	2	9
222	отношения к	3	9
223	здесь мы	3	8
224	с тем	8	8
225	с самого	4	8
226	и без	4	8
227	языка и	4	8
228	для этого	2	8
229	если бы	4	8
230	мертвых душ	3	8
231	нуждается в	3	8
232	но эта	2	8
233	и ни	2	8
234	в него	2	8
235	ведь и	2	8
236	на одном	2	8
237	мы увидим	5	8
238	и при	2	8
239	всего в	4	8
240	того времени	4	8
241	на первый	2	8
242	видели что	3	8
243	речи и	6	8
244	и те	2	8
245	тому же	2	8
246	человека с	2	8
247	точку зрения	6	7
248	точка зрения	4	7
249	как нечто	2	7
250	себе и	2	7
251	что у	3	7
252	в свою	6	7
253	должен быть	2	7
254	мы говорили	2	7
255	мы будем	6	7
256	его не	2	7
257	жизни это	3	7
258	себя в	4	7
259	из которых	3	7
260	был бы	2	7
261	на него	4	7
262	всех его	2	7
263	связанный с	2	7
264	а на	2	7
265	нас не	2	7
266	нет ничего	2	7
267	и несколько	2	7
268	мы найдем	2	7
269	нет и	3	7
270	свою очередь	4	6
271	у них	3	6
272	в какой-то	2	6
273	вряд ли	3	6
274	или даже	2	6
275	своего героя	2	6
276	для них	2	6
277	было в	4	6
278	совершенно не	3	6
279	т.п но	2	6
280	и следовательно	5	6
281	его и	3	6
282	друг друга	2	6
283	самого начала	4	6
284	понимания и	2	6
285	события и	2	6
286	до того	3	6
287	этого слова	3	6
288	хотя бы	18	6
289	и слово	3	6
290	в языке	2	6
291	от того	3	6
292	и всего	2	6
293	то он	3	6
294	язык и	9	6
295	тем же	4	6
296	которые в	2	6
297	себе в	2	6
298	ведь в	3	6
299	и пр	4	6
300	таким же	2	6
301	тем самым	8	5
302	язык в	6	5
303	к своему	4	5
304	своей жизни	5	5
305	но мы	2	5
306	от их	2	5
307	на отдельные	2	5
308	они еще	2	5
309	с собой	2	5
310	не является	5	5
311	что мы	11	5
312	каждый из	2	5
313	есть не	2	5
314	ничем не	2	5
315	с другими	2	5
316	и когда	2	5
317	как например	2	5
318	должно быть	2	5
319	словом и	3	5
320	и этот	2	5
321	слова в	6	5
322	если мы	4	5
323	бы и	2	5
324	что было	3	5
325	же самое	5	5
326	в слове	4	5
327	бы не	2	5
328	но даже	2	5
329	на эти	2	5
330	которой мы	4	5
331	говорить в	2	5
332	слово в	2	5
333	мы в	3	5
334	независимо от	5	5
335	мы имеем	2	5
336	человека в	2	5
337	к миру	2	5
338	не к	4	5
339	в каждом	4	4
340	он должен	3	4
341	же мы	5	4
342	совершенно иначе	2	4
343	этих слов	3	4
344	о происхождении	2	4
345	так называемые	4	4
346	о них	2	4
347	общества и	3	4
348	друг другу	2	4
349	за ними	2	4
350	одной и	4	4
351	и больше	2	4
352	что эти	3	4
353	на это	4	4
354	да еще	2	4
355	но ведь	6	4
356	при всем	2	4
357	точек зрения	5	4
358	слово это	2	4
359	но для	3	4
360	связь между	3	4
361	о своей	4	4
362	какую роль	3	4
363	находит свое	2	4
364	не так	3	4
365	заметить что	3	4
366	и само	3	4
367	ли он	2	4
368	одно и	6	4
369	этот вопрос	2	4
370	от лица	2	4
371	и тем	7	4
372	со всех	2	4
373	и той	7	4
374	в словах	4	4
375	эти три	2	4
376	ни на	3	4
377	не должно	2	4
378	в каком	2	3
379	само собой	4	3
380	должно было	3	3
381	смысле этого	2	3
382	именно с	2	3
383	не что	4	3
384	должны были	2	3
385	в наших	2	3
386	что иное	2	3
387	ни к	2	3
388	речевого общения	8	3
389	будем говорить	3	3
390	это выражение	2	3
391	трав и	2	3
392	это слово	2	3
393	в беседе	2	3
394	не всегда	2	3
395	тому что	5	3
396	не знаем	4	3
397	равно как	2	3
398	эти слова	9	3
399	этом мы	3	3
400	но при	3	3
401	с ней	2	3
402	и конечно	2	3
403	ее с	2	3
404	вследствие этого	3	3
405	которого и	2	3
406	не существует	4	3
407	не из	2	3
408	человек не	2	3
409	в живом	5	3
410	стадии своего	2	3
411	слова но	3	3
412	нам придется	2	3
413	иное как	2	3
414	между собой	2	3
415	а с	5	3
416	нам в	3	3
417	выражения как	2	3
418	не будет	3	3
419	между двумя	2	3
420	слово и	3	3
421	нашего исследования	2	3
422	или иных	3	3
423	ясно что	2	3
424	связь и	3	3
425	т.п и	3	3
426	что именно	4	3
427	может стать	3	3
428	подойти к	2	3
429	разных местах	2	3
430	в предыдущей	2	3
431	тех или	4	3
432	и уже	3	3
433	и тогда	2	3
434	себе все	2	3
435	не есть	2	3
436	только благодаря	3	3
437	в устах	3	3
438	природы и	2	3
439	у которого	5	3
440	находятся в	2	2
441	мы должны	10	2
442	и поэтому	3	2
443	бы мы	3	2
444	то мы	3	2
445	т.е от	2	2
446	в потоке	3	2
447	с самим	2	2
448	должна была	2	2
449	только тогда	2	2
450	развития в	2	2
451	материал для	2	2
452	форме и	2	2
453	возникновения и	2	2
454	о своем	3	2
455	с кем	2	2
456	так называемой	4	2
457	к той	3	2
458	что такое	4	2
459	при которых	2	2
460	если не	3	2
461	если он	3	2
462	это же	2	2
463	тем и	2	2
464	как таковое	2	2
465	долгое время	3	2
466	в определенные	2	2
467	несколько дальше	2	2
468	речь и	4	2
469	быть может	3	2
470	художественное творчество	3	2
471	уже видели	3	2
472	одном и	2	2
473	и жизнь	2	2
474	существенным моментом	2	2
475	человек с	2	2
476	которые с	2	2
477	в середине	2	2
478	в какой	2	2
479	которое не	2	2
480	как с	2	2
481	и развития	3	2
482	точкой зрения	6	2
483	общественной жизни	10	2
484	гораздо более	2	2
485	мы называем	4	2
486	не должен	2	2
487	но вот	3	2
488	имели в	2	2
489	в нашей	2	2
490	что вся	2	2
491	на развитие	2	2
492	и нет	2	2
493	точном смысле	2	2
494	или как	6	2
495	всех своих	4	2
496	свое выражение	3	2
497	понимание и	2	2
498	прежде чем	2	2
499	бы нам	2	2
500	происходит как	2	2
501	только он	3	2
502	теперь в	3	2
503	если б	6	2
504	что оно	3	2
505	может показаться	3	2
506	все сказанное	2	2
507	этом случае	3	2
508	как только	4	2
509	творчество и	2	2
510	не с	3	2
511	и является	5	2
512	приближается к	3	2
513	несколько позже	2	2
514	в так	2	2
515	языка в	2	2
516	жестов и	6	2
517	и внешней	3	2
