N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	11	8
2	с одной стороны	8	7
3	с точки зрения	11	6
4	во всяком случае	10	6
5	для того чтобы	14	5
6	до сих пор	3	5
7	друг с другом	10	5
8	в том числе	3	5
9	а с другой	4	5
10	более или менее	3	5
11	и вместе с	2	4
12	о том что	3	4
13	том числе и	3	4
14	так же как	9	3
15	точно так же	4	3
16	тем не менее	6	3
17	в том что	41	3
18	в связи с	8	3
19	и в этом	2	2
20	ничего общего с	2	2
21	на то что	5	2
22	заключает в себе	3	2
23	то же самое	9	2
24	с тем и	4	2
25	той или иной	2	2
26	в том виде	4	2
27	с самого начала	6	2
28	этой точки зрения	4	2
29	друг на друга	3	2
30	с этой точки	4	2
31	на пути к	2	2
32	в этом отношении	9	2
33	по сравнению с	4	2
