N	3gram	Bakhtin_Pr	Istorich
1	с другой стороны	3	46
2	до сих пор	8	30
3	в том что	6	25
4	не может быть	8	24
5	тем не менее	2	23
6	о том что	3	22
7	мы имеем в	3	19
8	мы видели что	2	16
9	по отношению к	5	14
10	на то что	2	14
11	мы не будем	2	12
12	но и в	2	12
13	как и в	4	10
14	можно было бы	2	10
15	более или менее	3	9
16	друг с другом	6	9
17	таким образом и	2	8
18	в зависимости от	3	8
19	в большинстве случаев	9	7
20	смысле этого слова	2	7
21	с самого начала	4	6
22	так и в	2	5
23	в том числе	15	5
24	до наших дней	3	5
25	нам кажется что	3	4
26	во всем мире	2	4
27	можно сказать что	6	4
28	с точки зрения	13	4
29	все то что	2	3
30	и др все	2	3
31	это своего рода	2	3
32	мы уже говорили	3	3
33	дело в том	3	3
34	в соответствии с	2	3
35	в средние века	11	3
36	по сравнению с	6	3
37	и в конце	2	2
38	большей или меньшей	6	2
39	может быть и	2	2
40	в античности в	2	2
41	и др в	3	2
42	в царстве мертвых	2	2
43	сама по себе	2	2
44	при всем их	2	2
45	здесь перед нами	2	2
46	друг от друга	2	2
47	хотя и не	3	2
48	на самом же	2	2
49	самом же деле	2	2
50	и не может	6	2
51	и прежде всего	5	2
52	это конечно не	2	2
53	мы будем называть	2	2
54	и в нем	2	2
55	том числе и	13	2
