N	2gram	Bakhtin_Fr	Istorich
1	и в	67	181
2	может быть	4	115
3	не только	23	114
4	что он	7	111
5	что в	14	90
6	но и	23	85
7	в этом	27	81
8	так как	16	75
9	то что	9	73
10	таким образом	20	72
11	вместе с	5	71
12	и не	23	67
13	все же	7	65
14	мы видим	6	65
15	еще не	5	63
16	не может	9	61
17	так же	13	57
18	то же	18	56
19	никогда не	6	56
20	в том	16	53
21	том что	13	53
22	с другой	3	52
23	а в	4	52
24	потому что	8	52
25	что и	8	51
26	и что	3	51
27	и здесь	6	51
28	мы видели	11	49
29	о том	8	48
30	а не	6	48
31	связь с	3	47
32	его в	10	47
33	не в	8	47
34	другой стороны	2	46
35	превращается в	5	45
36	но в	20	44
37	это не	5	43
38	и его	19	43
39	в нем	20	42
40	только в	6	42
41	как в	4	42
42	или в	3	39
43	в его	17	38
44	тем что	3	38
45	и на	12	38
46	что здесь	3	37
47	так и	14	37
48	он не	9	37
49	как и	19	37
50	мы уже	13	37
51	мы можем	5	36
52	с тем	3	35
53	что они	3	35
54	все эти	12	35
55	мы не	6	35
56	во время	15	34
57	что это	4	34
58	но не	6	34
59	а именно	2	34
60	видим что	2	34
61	связи с	7	34
62	у него	4	34
63	там где	10	33
64	же как	4	33
65	об этом	5	33
66	сих пор	3	32
67	в качестве	5	32
68	так в	3	31
69	ничего не	5	31
70	прежде всего	19	31
71	один из	6	31
72	этот мотив	2	30
73	с этим	6	30
74	до сих	3	30
75	с одной	2	30
76	к нему	5	30
77	но все	2	29
78	как мы	16	29
79	одной стороны	2	29
80	но это	10	29
81	например в	6	28
82	что она	4	28
83	и другие	5	28
84	и с	18	28
85	как он	3	27
86	в образе	9	27
87	того что	4	27
88	в ней	10	26
89	как это	5	26
90	и др	11	26
91	на него	2	26
92	в дальнейшем	2	25
93	и он	4	25
94	было бы	5	24
95	если бы	2	24
96	к этому	4	24
97	не менее	4	24
98	не будем	3	23
99	все это	15	23
100	когда он	2	23
101	в доме	4	23
102	в частности	4	23
103	в этой	13	23
104	их в	2	23
105	и это	5	23
106	как бы	18	23
107	представлений о	3	23
108	при этом	5	22
109	и по	3	22
110	с ним	6	22
111	в одном	7	21
112	сказать что	12	21
113	в другом	4	21
114	к тому	4	21
115	они не	5	21
116	здесь не	7	21
117	связано с	3	21
118	в связи	5	21
119	связан с	2	21
120	другими словами	3	20
121	в свете	3	20
122	в других	2	20
123	из них	5	20
124	видели что	2	20
125	эта связь	4	20
126	очень часто	4	20
127	из этих	4	20
128	так например	3	19
129	а затем	7	19
130	и как	7	19
131	что у	2	19
132	на том	2	19
133	есть и	8	19
134	на то	2	19
135	но он	5	19
136	не все	2	18
137	в данном	4	18
138	вовсе не	19	18
139	в то	17	18
140	по существу	4	17
141	и только	2	17
142	и этим	2	17
143	том как	2	17
144	в них	12	17
145	и они	2	16
146	всех этих	9	16
147	связана с	5	16
148	и она	3	16
149	перед нами	6	16
150	и все	18	16
151	в котором	3	16
152	во всех	20	16
153	данном случае	4	15
154	в целом	2	15
155	на его	2	15
156	в своей	6	15
157	даже в	5	15
158	и то	2	15
159	в особенности	7	15
160	его и	2	15
161	в пределах	2	15
162	и даже	6	15
163	в которых	3	15
164	как будто	2	15
165	в одной	3	15
166	он в	4	15
167	и там	4	15
168	от него	2	14
169	у нас	3	14
170	но мы	3	14
171	а также	4	14
172	мы еще	2	14
173	право на	10	14
174	можно было	5	14
175	и есть	5	14
176	и ее	2	14
177	одной из	6	14
178	и наконец	5	14
179	но они	6	14
180	находится в	2	14
181	к своему	2	13
182	своего рода	7	13
183	и для	4	13
184	все что	3	13
185	смерти и	2	13
186	и от	6	13
187	его не	5	13
188	на котором	2	13
189	на этом	7	13
190	в книге	2	13
191	в своем	13	13
192	или на	2	13
193	и у	7	13
194	не имеет	4	13
195	и если	3	13
196	в себе	3	13
197	в форме	2	13
198	то время	4	13
199	у нее	3	12
200	кроме того	11	12
201	в их	4	12
202	и их	6	12
203	одним из	7	12
204	на землю	2	12
205	хотя бы	2	12
206	о нем	2	12
207	что не	4	12
208	к ней	2	12
209	и вот	4	11
210	от этого	2	11
211	связанные с	7	11
212	относится к	3	11
213	происходит в	3	11
214	точки зрения	7	11
215	хотя и	6	11
216	в этот	3	11
217	имеется в	2	11
218	далеко не	6	11
219	дает нам	2	11
220	такой же	5	11
221	но оно	4	11
222	на этой	3	10
223	в ее	2	10
224	и тот	2	10
225	почти всегда	3	10
226	он может	2	10
227	что эта	3	10
228	своего отца	3	10
229	связанных с	6	10
230	к ним	2	10
231	на земле	2	10
232	там же	3	10
233	он и	6	10
234	не мог	8	10
235	не как	3	10
236	и других	2	10
237	ли он	2	10
238	связаны с	8	10
239	ни в	5	10
240	видели как	3	10
241	о чем	5	10
242	не было	3	10
243	еще один	2	10
244	друг с	2	10
245	и к	7	10
246	в различных	3	10
247	а как	3	9
248	он должен	2	9
249	в истории	2	9
250	тот же	4	9
251	в основе	6	9
252	из этого	5	9
253	в себя	6	9
254	не могут	3	9
255	это и	10	9
256	здесь нет	4	9
257	тогда когда	3	9
258	на этот	4	9
259	более или	2	9
260	жизни и	11	9
261	представлением о	2	9
262	с другом	2	9
263	что на	3	9
264	не будет	2	9
265	на первый	4	9
266	или менее	2	9
267	совершенно так	2	9
268	же не	2	9
269	в чем	6	9
270	но здесь	3	9
271	на небе	3	9
272	с его	11	9
273	в течение	3	9
274	целый ряд	2	9
275	должен быть	2	8
276	роль в	5	8
277	у них	2	8
278	одно из	2	8
279	здесь в	9	8
