N	2gram	Bakhtin_Fr	Vladivir
1	и в	67	116
2	то что	9	71
3	и не	23	67
4	в году	6	65
5	не только	23	65
6	у него	4	65
7	в этом	27	53
8	в том	16	52
9	том что	13	51
10	что в	14	48
11	но и	23	47
12	в конце	12	41
13	в его	17	40
14	и с	18	39
15	то есть	49	37
16	сказать что	12	36
17	и даже	6	36
18	также и	11	36
19	там же	3	35
20	потому что	8	33
21	еще и	6	32
22	что он	7	32
23	не может	9	31
24	о том	8	30
25	только в	6	30
26	никогда не	6	29
27	как мы	16	29
28	для него	4	29
29	вовсе не	19	27
30	а в	4	27
31	не было	3	26
32	в то	17	25
33	но в	20	25
34	в себе	3	25
35	и то	2	25
36	и его	19	25
37	а также	4	24
38	точки зрения	7	23
39	может быть	4	23
40	он не	9	23
41	так как	16	22
42	он был	8	22
43	кроме того	11	22
44	об этом	5	22
45	ни в	5	22
46	в своей	6	21
47	вместе с	5	21
48	а именно	2	20
49	в своем	13	20
50	прежде всего	19	20
51	и что	3	20
52	и вообще	3	19
53	так и	14	19
54	не менее	4	19
55	как раз	5	19
56	в дальнейшем	2	19
57	по поводу	5	19
58	таким образом	20	19
59	в течение	3	19
60	не в	8	18
61	как это	5	18
62	как и	19	18
63	хотя и	6	18
64	с его	11	18
65	не мог	8	18
66	что и	8	17
67	в этой	13	17
68	у нас	3	17
69	а не	6	17
70	и если	3	17
71	все же	7	16
72	того что	4	16
73	было бы	5	16
74	к тому	4	16
75	и все	18	16
76	в котором	3	16
77	до конца	2	15
78	в эти	2	15
79	в связи	5	15
80	под названием	3	15
81	но это	10	15
82	к этому	4	15
83	это было	4	15
84	несмотря на	3	15
85	то же	18	15
86	и к	7	15
87	того же	6	14
88	тут же	2	14
89	все эти	12	14
90	и как	7	14
91	и на	12	14
92	мы уже	13	14
93	так же	13	13
94	с тем	3	13
95	можно сказать	4	13
96	да и	2	13
97	и от	6	13
98	что это	4	13
99	в результате	5	13
100	дело в	5	13
101	жизни и	11	13
102	на этот	4	13
103	то время	4	13
104	и у	7	12
105	ничего не	5	12
106	в нем	20	12
107	и по	3	12
108	связи с	7	12
109	то в	3	12
110	и это	5	12
111	учения о	2	12
112	в отношении	2	11
113	всякого рода	3	11
114	еще в	3	11
115	или менее	2	11
116	и о	8	11
117	при этом	5	11
118	все это	15	11
119	никак не	3	11
120	в данном	4	11
121	хотя бы	2	11
122	и здесь	6	11
123	то он	2	11
124	на то	2	11
125	более или	2	11
126	тому же	5	11
127	даже в	5	10
128	о нем	2	10
129	к нему	5	10
130	в ней	10	10
131	которую он	3	10
132	что все	4	10
133	в качестве	5	10
134	в истории	2	10
