N	3gram	Bakhtin_Fr	Psycholo
1	в том что	4	78
2	в самом деле	3	51
3	о том что	4	34
4	с точки зрения	4	29
5	с одной стороны	3	28
6	все то что	3	23
7	до сих пор	3	23
8	с другой стороны	2	20
9	мы видим что	2	16
10	в этом отношении	3	14
11	можно было бы	2	13
12	сам по себе	2	12
13	в конце концов	5	12
14	то что в	2	11
15	в свою очередь	3	7
16	как и в	2	7
17	более или менее	3	6
18	что у него	2	6
19	о том как	3	5
20	таким образом все	2	5
21	вместо того чтобы	2	5
22	мы сейчас увидим	2	4
23	и в этой	2	4
24	то есть в	6	4
25	каждый из них	2	4
26	мы уже говорили	12	4
27	таким образом и	2	4
28	за то что	4	4
29	таким образом в	2	4
30	о котором мы	4	3
31	после того как	6	3
32	в том или	2	3
33	что все это	2	3
34	в то же	12	3
35	ни в области	2	3
36	по отношению к	3	3
37	то же время	12	3
38	том или ином	2	3
39	дело в том	2	3
40	мы имеем в	2	2
41	как мы видели	4	2
42	так и в	3	2
43	мы уже указывали	2	2
44	рядом с этим	2	2
45	а следовательно и	2	2
46	но и в	2	2
47	и до наших	2	2
48	в связи с	2	2
49	в одном из	2	2
50	в чем же	2	2
51	имеем в виду	2	2
52	мы находим в	2	2
53	на первый план	2	2
54	начала и до	4	2
55	как мы увидим	2	2
56	у него в	2	2
57	на одном из	3	2
58	жизни и смерти	3	2
59	в той же	5	2
60	как один из	2	2
