N	2gram	Bakhtin_Fr	Marksizm
1	точки зрения	7	69
2	может быть	4	64
3	и в	67	63
4	и не	23	55
5	как бы	18	53
6	не может	9	47
7	с точки	5	46
8	и его	19	41
9	в этом	27	39
10	таким образом	20	38
11	как мы	16	32
12	в пределах	2	31
13	лишь в	3	30
14	не только	23	29
15	в нем	20	28
16	то же	18	28
17	но и	23	27
18	самом деле	6	25
19	связи с	7	25
20	прежде всего	19	24
21	как и	19	24
22	в самом	7	24
23	так и	14	23
24	и т.п	31	23
25	только в	6	23
26	в том	16	22
27	то что	9	22
28	а не	6	22
29	при этом	5	20
30	так сказать	2	20
31	для него	4	20
32	если мы	3	20
33	том что	13	19
34	не в	8	19
35	в его	17	19
36	если бы	2	19
37	но в	20	18
38	в ее	2	18
39	и для	4	18
40	вовсе не	19	18
41	все же	7	17
42	в сущности	13	17
43	в то	17	16
44	и как	7	16
45	слова и	2	16
46	что он	7	15
47	в связи	5	15
48	во всех	20	15
49	же время	14	15
50	с помощью	6	15
51	в данном	4	14
52	хотя бы	2	14
53	ничего не	5	13
54	так же	13	13
55	мы не	6	13
56	того чтобы	9	13
57	было бы	5	13
58	в своей	6	13
59	и здесь	6	13
60	что в	14	13
61	в результате	5	12
62	а в	4	12
63	того же	6	12
64	в основе	6	12
65	для того	8	12
66	он не	9	12
67	между тем	3	12
68	на самом	8	11
69	как в	4	11
70	и все	18	11
71	к нему	5	11
72	и на	12	11
73	в ней	10	11
74	сих пор	3	11
75	не столько	5	11
76	все эти	12	11
77	и от	6	11
78	так как	16	11
79	еще не	5	11
80	и что	3	11
81	мы уже	13	11
82	до сих	3	11
83	никогда не	6	10
84	его в	10	10
85	в каждом	3	10
86	отличие от	3	10
87	самого начала	3	10
88	более того	3	10
89	с самого	3	10
90	здесь в	9	10
91	с его	11	10
92	сказать что	12	10
93	к этому	4	10
94	в своем	13	10
95	в отличие	3	10
96	с другой	3	10
97	именно в	5	10
98	конечно не	5	10
99	в таком	2	10
100	в большинстве	6	10
101	в себе	3	9
102	а как	3	9
103	это не	5	9
104	мы видели	11	9
105	одной из	6	9
106	и это	5	9
107	к тому	4	9
108	большинстве случаев	6	9
109	в истории	2	9
110	в нашем	3	9
111	рядом с	6	9
112	что это	4	9
113	и эта	2	9
114	не имеет	4	9
115	ни в	5	9
116	же самое	3	9
117	в отношении	2	8
118	перед нами	6	8
