N	2gram	Vygotskiy_	Narrotol
1	не только	16	62
2	и не	16	50
3	при этом	13	47
4	но и	9	45
5	а не	7	38
6	в качестве	25	35
7	в частности	4	31
8	может быть	25	30
9	и в	38	30
10	в том	59	29
11	том что	44	28
12	в этом	35	28
13	а в	7	27
14	такого рода	7	26
15	состоит в	4	25
16	представляет собой	6	25
17	только в	16	25
18	как и	20	24
19	не в	10	23
20	то что	27	23
21	не может	11	20
22	в себе	9	17
23	так и	11	17
24	а также	6	17
25	в его	22	16
26	но в	4	15
27	можно сказать	2	15
28	иначе говоря	2	15
29	к тому	8	15
30	и т.п	3	15
31	в жизни	3	14
32	и его	5	14
33	в своем	9	13
34	в своей	9	13
35	то же	18	13
36	у него	3	13
37	о том	6	13
38	уже не	3	13
39	перед нами	15	12
40	все же	11	12
41	прежде всего	6	12
42	как в	14	12
43	как бы	17	12
44	тем самым	6	11
45	по отношению	4	11
46	и тем	8	11
47	отличие от	8	11
48	об этом	2	11
49	в нем	4	11
50	в этой	7	11
51	если бы	12	11
52	отношению к	3	11
53	в отличие	8	11
54	в мире	2	11
55	хотя и	2	11
56	никогда не	11	10
57	в то	5	10
58	и т.д	8	10
59	как это	16	10
60	один из	8	10
61	точки зрения	27	10
62	того что	17	10
63	как правило	2	10
64	не является	13	10
65	и все	5	10
66	но не	7	10
67	тому же	6	10
68	между тем	10	10
69	с его	3	10
70	еще не	6	9
71	что он	13	9
72	что в	31	9
73	отнюдь не	6	9
74	тем не	6	9
75	той или	2	9
76	для него	6	9
77	далеко не	2	9
78	столь же	7	9
79	потому что	14	9
80	с ним	4	9
81	или иной	3	8
82	самом деле	4	8
83	не менее	8	8
84	того чтобы	15	8
85	одна из	2	8
86	мы имеем	6	8
87	этом отношении	9	8
88	и для	4	8
89	в самом	8	8
90	и к	9	8
91	внимание на	4	8
92	в той	2	8
93	в таком	4	8
94	он не	6	8
95	не мог	4	8
96	в свою	4	7
97	это не	5	7
98	вслед за	4	7
99	едва ли	6	7
100	в чем	2	7
101	в ней	3	7
102	одного из	3	7
103	на себя	2	7
104	в целом	22	7
105	имеет место	4	7
106	же в	3	7
107	в речи	4	7
108	в силу	9	7
109	также и	3	7
110	с другой	11	7
111	в котором	3	7
112	и на	9	7
113	или в	4	7
114	в форме	2	7
115	одной стороны	8	6
116	о нем	2	6
117	они не	4	6
118	могло бы	4	6
119	однако в	2	6
120	в известном	6	6
121	на другой	2	6
122	между двумя	3	6
123	что и	14	6
124	например в	2	6
125	сказать что	10	6
126	известном смысле	2	6
127	то в	3	6
128	то и	5	6
129	из этих	5	6
130	здесь не	2	6
131	однако и	2	6
132	в результате	6	6
133	на него	2	6
134	как у	2	6
135	не по	2	6
136	с одной	8	6
137	что у	3	6
138	в нашем	2	6
139	на то	7	6
140	слова в	8	6
141	в конечном	2	6
142	все что	4	6
143	в случае	3	6
144	таким образом	36	6
145	в слове	3	6
146	имеем дело	2	6
147	от его	2	5
148	в другом	3	5
149	и у	7	5
150	дело с	3	5
151	о котором	2	5
152	может служить	2	5
153	место в	3	5
154	между собой	15	5
155	не столько	4	5
156	было бы	15	5
157	мы не	14	5
158	свою очередь	3	5
159	и здесь	5	5
160	и то	9	5
161	и от	5	5
162	что это	8	5
163	с ними	3	5
164	в начале	5	5
165	тем более	2	5
166	бы и	2	5
167	с ее	5	5
168	этом и	2	5
169	и даже	4	5
170	только что	5	5
171	для того	14	5
172	в какой	5	5
173	их в	6	5
174	именно в	6	5
175	в своих	3	5
176	но для	2	5
177	еще в	2	5
178	из них	5	5
179	тому как	2	5
180	в одном	4	5
181	и того	5	5
182	и сам	4	5
183	даже в	5	4
184	начиная с	2	4
185	роль в	5	4
186	в виду	4	4
187	как он	8	4
188	в области	9	4
189	только на	2	4
190	друг друга	7	4
191	не являются	4	4
192	по своему	14	4
193	в них	3	4
194	тому что	3	4
