N	2gram	Vygotskiy_	DiskursI
1	в качестве	9	72
2	а не	7	60
3	может быть	20	56
4	не только	36	49
5	и в	47	49
6	как и	19	47
7	при этом	4	46
8	в том	38	44
9	и не	27	44
10	представляет собой	23	41
11	том что	28	40
12	в этом	47	38
13	в себе	14	37
14	состоит в	3	37
15	в частности	4	36
16	но и	19	35
17	но не	13	31
18	так и	8	28
19	отличие от	4	28
20	но в	9	28
21	не может	23	27
22	в отличие	4	27
23	по своей	12	26
24	как в	7	25
25	еще не	5	23
26	отнюдь не	2	23
27	все же	7	19
28	прежде всего	9	19
29	в нем	6	19
30	в своей	4	19
31	в основе	5	18
32	по отношению	10	17
33	в данном	7	17
34	то же	16	17
35	с другой	7	17
36	отношению к	9	17
37	точки зрения	39	16
38	только в	24	16
39	в его	7	15
40	то что	40	15
41	о том	5	15
42	это не	6	14
43	или иной	2	14
44	не в	7	14
45	не менее	6	14
46	одной стороны	7	14
47	можно сказать	9	14
48	не является	4	14
49	с одной	7	14
50	в целом	7	13
51	для него	6	13
52	как бы	13	13
53	данном случае	5	12
54	в своем	3	12
55	и все	5	12
56	того же	7	12
57	в своих	2	12
58	и на	4	12
59	что в	23	11
60	по природе	2	11
61	и как	7	11
62	как правило	2	11
63	столь же	2	11
64	для себя	24	10
65	а в	3	10
66	а с	3	10
67	той или	2	10
68	также и	2	10
69	и т.д	4	10
70	тем самым	14	9
71	в то	10	9
72	в силу	21	9
73	между тем	2	9
74	в них	3	9
75	еще в	3	9
76	внимание на	4	9
77	этом отношении	7	8
78	и о	4	8
79	к тому	13	8
80	потому что	26	8
81	хотя и	4	8
82	если в	6	8
83	и даже	3	8
84	в этих	2	8
85	не с	3	8
86	в себя	4	8
87	в котором	6	8
88	в одном	4	8
89	из них	2	8
90	совпадает с	5	8
91	он не	5	8
92	перед нами	3	7
93	его в	7	7
94	о чем	8	7
95	могут быть	7	7
96	и ее	3	7
97	приводит к	10	7
98	в ходе	14	7
99	одной из	4	7
100	и для	5	7
101	но это	4	7
102	в процессе	12	7
103	что и	4	7
104	например в	5	7
105	в этой	7	7
106	другой стороны	3	7
107	к этому	2	7
108	иначе говоря	3	7
109	лишь в	3	7
110	в пределах	3	7
