N	2gram	Vygotskiy_	KulturaY
1	и в	37	84
2	в том	47	74
3	потому что	11	68
4	не только	29	60
5	точки зрения	49	59
6	в этом	32	57
7	было бы	12	53
8	и не	15	52
9	может быть	19	47
10	том что	42	44
11	того чтобы	23	44
12	что в	25	44
13	для того	19	41
14	в самом	16	41
15	самом деле	8	37
16	хотя бы	7	37
17	так как	11	36
18	с точки	34	36
19	в области	4	34
20	таким образом	39	33
21	а не	5	33
22	можно было	6	32
23	если бы	10	32
24	не в	9	30
25	прежде всего	12	30
26	в его	16	30
27	и пр	2	30
28	все же	6	29
29	письменной речи	2	29
30	того что	28	28
31	все эти	6	28
32	в силу	8	26
33	уже не	2	26
34	не может	16	25
35	то что	32	25
36	вовсе не	5	25
37	вопрос о	11	24
38	с другой	16	24
39	так и	12	23
40	то же	12	23
41	только в	8	23
42	с помощью	16	23
43	иными словами	2	22
44	во всяком	6	20
45	но и	23	20
46	по себе	9	20
47	и что	11	20
48	то обстоятельство	2	19
49	что он	16	19
50	но в	9	19
51	обстоятельство что	2	19
52	языка и	3	19
53	речи в	17	19
54	зависимости от	8	19
55	тем что	7	19
56	о том	14	19
57	всяком случае	5	19
58	что же	3	19
59	между тем	10	18
60	связи с	7	18
61	все это	9	18
62	в качестве	12	18
63	к тому	10	18
64	с тем	8	18
65	в сущности	13	18
66	как бы	16	18
67	и с	10	18
68	вместе с	14	18
69	это не	5	17
70	как раз	8	17
71	как это	6	17
72	что это	8	17
73	другой стороны	10	17
74	о языке	2	17
75	слова и	5	17
76	в виду	5	16
77	ничего не	6	16
78	в зависимости	8	16
79	что не	2	16
80	что и	3	16
81	тот же	7	16
82	но не	6	16
83	по отношению	12	15
84	и тем	8	15
85	один из	3	15
86	а в	4	15
87	при этом	6	15
88	того как	6	15
89	в данном	5	15
90	должно быть	4	15
91	целый ряд	6	15
92	лишь в	9	15
93	том чтобы	6	15
94	именно в	8	15
95	как на	5	15
96	в нашем	3	15
97	в них	5	14
98	в связи	3	14
99	хотя и	2	14
100	я не	4	14
101	как мы	11	14
102	сказать что	16	14
103	мы имеем	2	14
104	отношению к	11	14
105	сих пор	4	14
106	также и	2	14
107	если мы	8	14
108	и на	8	14
109	в ней	2	14
110	до сих	4	14
111	по существу	8	13
112	что она	6	13
113	в этой	13	13
114	в которых	6	13
115	для нас	4	13
116	там где	8	13
117	и его	10	13
118	той же	4	13
119	этот вопрос	6	12
120	для этого	7	12
121	вопроса о	3	12
122	с этой	7	12
123	как в	7	12
124	тогда когда	8	12
125	могут быть	5	12
126	этого слова	7	12
127	в результате	7	12
128	речь в	4	12
129	говорить о	4	12
130	ясно что	2	12
131	или иной	3	11
132	должен быть	6	11
133	в их	5	11
134	в своем	10	11
135	речи и	41	11
136	те же	2	11
137	из этих	6	11
138	в нем	2	11
139	этом отношении	6	11
140	и то	3	11
141	слова в	2	11
142	в какой	5	11
143	и если	4	11
144	уже в	8	11
145	он не	11	11
146	в каком	3	10
147	тем самым	8	10
148	так же	18	10
149	в то	7	10
150	к этому	7	10
151	со стороны	4	10
152	в общем	5	10
153	как и	20	10
154	ту же	3	10
155	речь идет	4	10
156	бы и	4	10
157	тех же	3	10
158	с этим	8	10
159	тем более	7	10
160	бы в	5	10
161	несмотря на	6	10
162	в речи	3	10
163	от того	7	10
164	в первом	2	10
165	этом смысле	3	10
166	очевидно что	4	9
167	этого рода	2	9
168	не потому	2	9
169	в целом	29	9
170	что все	8	9
171	и для	3	9
172	в своей	7	9
173	можно сказать	6	9
174	в которой	6	9
175	и вот	3	9
176	слова как	3	9
177	не имеет	5	9
178	на то	11	9
179	ни в	6	9
180	но для	2	9
181	мы говорим	2	9
182	что мы	9	9
183	и есть	2	9
184	на самом	4	8
185	в первую	3	8
186	в частности	8	8
187	только тогда	4	8
188	мы видели	8	8
189	в своих	6	8
190	состоит в	4	8
191	что на	2	8
192	в чем	5	8
193	с одной	14	8
194	в тех	2	8
195	был бы	2	8
196	что они	5	8
197	с его	7	8
198	само по	3	8
199	то и	4	8
200	независимо от	10	8
201	и как	7	8
202	об этом	6	8
203	в этих	3	8
204	тому что	6	8
