N	2gram	Propp_Isto	DiskursI
1	в качестве	5	72
2	а не	9	60
3	может быть	19	56
4	не только	30	49
5	и в	41	49
6	как и	8	47
7	тогда как	4	47
8	при этом	7	46
9	в том	14	44
10	и не	12	44
11	представляет собой	8	41
12	том что	18	40
13	в этом	19	38
14	в себе	3	37
15	в частности	3	36
16	но и	20	35
17	своего рода	7	32
18	но не	8	31
19	со стороны	3	28
20	так и	8	28
21	но в	7	28
22	не может	19	27
23	как в	17	25
24	еще не	13	23
25	а также	2	20
26	все же	14	19
27	прежде всего	6	19
28	в нем	12	19
29	в своей	4	19
30	в основе	2	18
31	далеко не	3	18
32	по отношению	3	17
33	в данном	8	17
34	то же	12	17
35	с другой	20	17
36	отношению к	3	17
37	точки зрения	4	16
38	только в	10	16
39	в его	4	15
40	то что	12	15
41	о том	15	15
42	это не	14	14
43	не в	12	14
44	не менее	5	14
45	одной стороны	12	14
46	можно сказать	3	14
47	с одной	12	14
48	в целом	2	13
49	как бы	8	13
50	данном случае	7	12
51	в своем	3	12
52	и все	6	12
53	того же	3	12
54	и на	12	12
55	что в	21	11
56	с его	4	11
57	и как	3	11
58	не было	3	11
59	а в	12	10
60	а с	3	10
61	не столько	4	10
62	тем самым	3	9
63	в то	6	9
64	в силу	2	9
65	героя в	3	9
66	в них	4	9
67	уже не	8	9
68	еще в	3	9
69	сводится к	3	9
70	и о	2	8
71	к тому	4	8
72	потому что	13	8
73	хотя и	3	8
74	если в	3	8
75	и даже	3	8
76	в этих	16	8
77	не с	2	8
78	в котором	3	8
79	в одном	2	8
80	из них	2	8
81	он не	8	8
82	перед нами	4	7
83	его в	7	7
84	о чем	2	7
85	могут быть	3	7
86	и ее	6	7
87	одной из	4	7
88	но это	5	7
89	что и	13	7
90	например в	6	7
91	в этой	2	7
92	другой стороны	17	7
93	к этому	5	7
94	ни в	4	7
95	в русской	8	7
96	и его	11	7
97	таким образом	15	7
98	никогда не	16	6
99	в одной	3	6
100	отношение к	6	6
101	что он	29	6
102	не знает	2	6
103	именно в	2	6
104	однако в	2	6
105	что же	2	6
106	здесь не	4	6
107	в ее	3	6
108	и то	3	6
109	одна из	7	6
110	во всех	8	6
111	в особенности	2	6
112	героя и	5	6
113	в которых	2	6
114	в сказании	3	6
115	в первую	8	5
116	ничего не	7	5
117	к себе	4	5
118	в другом	2	5
119	в их	4	5
120	не всегда	6	5
121	того что	7	5
122	к ним	3	5
123	стороны и	4	5
124	мира и	2	5
125	один из	7	5
126	представляют собой	5	5
127	того как	5	5
128	как будто	4	5
129	сказать что	5	5
130	но она	2	5
131	но при	2	5
132	из этих	6	5
133	себе не	2	5
134	но они	4	5
135	в литературе	2	5
136	оно не	2	5
137	не вполне	5	5
138	перед ним	2	5
139	по своим	3	5
140	в ней	4	5
141	тем что	11	5
142	не могут	3	4
143	а на	2	4
144	и тем	4	4
145	у них	3	4
146	и др	4	4
147	в свое	3	4
148	как это	6	4
149	и это	9	4
150	только на	2	4
151	его на	2	4
152	на его	6	4
153	что не	3	4
154	между двумя	2	4
155	и до	2	4
156	что они	5	4
157	должны быть	4	4
158	см в	2	4
159	во всяком	3	4
160	мы имеем	27	4
161	с ней	4	4
162	это в	3	4
163	этом случае	4	4
164	отличается от	4	4
165	тем не	4	4
166	связи с	3	4
167	в жизни	2	4
168	восходит к	3	4
169	в самом	2	4
170	а по	2	4
171	со своим	4	4
172	по себе	2	4
173	к другому	2	4
174	говорит о	2	4
175	или в	11	4
176	и есть	2	4
177	с ним	9	4
178	первый взгляд	5	3
179	вопрос о	6	3
180	в тех	8	3
181	вплоть до	2	3
182	в форме	4	3
183	там же	3	3
184	в области	3	3
185	в одно	2	3
186	в действительности	2	3
187	но оно	3	3
188	как на	3	3
189	а его	3	3
190	что ни	2	3
191	где герой	3	3
192	рассказ о	2	3
193	но как	4	3
194	но так	4	3
195	она не	3	3
196	на том	10	3
197	они не	4	3
198	он говорит	4	3
199	более или	3	3
200	об этом	7	3
201	на себя	3	3
202	передний план	2	3
203	но здесь	5	3
204	на передний	2	3
205	сказки о	2	3
206	и он	8	3
207	живет в	2	3
208	в сказке	57	3
209	в мифе	4	3
210	еще одно	2	3
211	все эти	8	3
212	о ней	2	3
213	было бы	4	3
214	мы не	10	3
215	дело не	5	3
216	должна быть	3	3
217	и герой	4	3
218	как мы	6	3
219	и от	5	3
220	герой не	4	3
221	тут же	2	3
222	с этим	3	3
223	в начале	2	3
224	его как	2	3
225	в которой	2	3
226	к ней	3	3
227	и по	7	3
228	не просто	3	3
229	на первый	6	3
230	в греческой	2	3
231	и наконец	6	3
232	как у	2	3
233	на смену	2	3
234	дело с	2	3
235	и более	2	3
236	или менее	3	3
237	направлен на	2	3
238	но все	5	3
239	отношения к	2	3
240	не имеет	6	3
241	не случайно	3	3
242	их в	3	3
243	и сказка	2	3
244	когда он	5	3
245	уже в	4	3
246	всяком случае	3	3
247	жизни и	3	3
248	или даже	3	3
249	и сам	3	3
250	и что	15	3
251	в главе	2	3
252	вместе с	17	3
253	можно указать	4	2
254	в книге	5	2
255	от его	2	2
256	не происходит	3	2
257	его к	2	2
258	мы должны	7	2
259	вступает в	4	2
260	не имеют	3	2
261	вслед за	2	2
262	сказки и	2	2
263	а потом	4	2
264	должно было	2	2
265	что собственно	2	2
266	также не	3	2
267	друг друга	2	2
268	он как	3	2
269	исторические корни	2	2
270	при переходе	3	2
271	от своего	2	2
272	и при	2	2
273	в современной	2	2
274	в основном	2	2
275	к своему	4	2
276	здесь можно	6	2
277	представления о	13	2
278	в чем	5	2
279	его не	4	2
280	по существу	5	2
281	от рассмотренных	2	2
282	мы видели	17	2
283	так например	5	2
284	уходят в	2	2
285	в него	4	2
286	только через	3	2
287	это обстоятельство	2	2
288	к нему	8	2
289	те же	2	2
290	можно предположить	3	2
291	в различных	3	2
292	тех случаях	7	2
293	характер в	2	2
294	так в	10	2
295	ответ на	6	2
296	же не	2	2
297	не могло	2	2
298	не представляет	5	2
299	царь в	2	2
300	все это	9	2
301	и они	2	2
302	же как	6	2
303	приходит в	2	2
304	вовсе не	6	2
305	представление о	9	2
306	на небесах	2	2
307	не от	3	2
308	право на	5	2
309	тех же	2	2
310	том чтобы	3	2
311	утверждать что	3	2
312	к которой	2	2
313	в сказках	4	2
314	его с	2	2
315	тем более	2	2
316	что она	6	2
317	к концу	3	2
318	могли быть	2	2
319	мы можем	11	2
320	на него	3	2
321	за ним	3	2
322	то чтобы	2	2
323	о смерти	5	2
324	если бы	3	2
325	герой в	2	2
326	связаны с	4	2
327	и делает	2	2
328	для того	2	2
329	с этой	7	2
330	как его	2	2
331	такой же	3	2
332	не по	2	2
333	в античности	5	2
334	себе и	3	2
335	случаях когда	7	2
336	к сыну	4	2
337	на этот	4	2
338	у него	16	2
339	ни с	2	2
340	ее в	3	2
341	на то	5	2
342	видеть в	3	2
343	и сказкой	2	2
344	и с	4	2
345	но для	3	2
346	героя но	3	2
347	из которых	3	2
348	со своей	2	2
349	то ли	2	2
350	не знаю	3	2
351	в некоторых	2	2
352	по его	2	2
353	только о	2	2
354	и только	4	2
355	во всем	2	2
356	а как	2	2
357	в лесу	3	2
