N	3gram	Bakhtin_Pr	VeschiIm
1	не может быть	8	24
2	то ни было	2	12
3	бы то ни	3	12
4	по крайней мере	3	10
5	в том что	10	9
6	в самом деле	5	7
7	сама по себе	3	7
8	по сравнению с	2	7
9	с точки зрения	21	6
10	может быть только	3	6
11	в то же	10	5
12	подобно тому как	5	5
13	не только в	2	5
14	не потому что	3	5
15	потому что они	2	4
16	то время как	2	4
17	этой точки зрения	3	4
18	о том что	5	4
19	в то время	3	4
20	само по себе	4	4
21	то же время	10	4
22	это и есть	3	4
23	можно сказать что	3	3
24	можно было бы	4	3
25	заключается в том	2	3
26	только то что	2	3
27	с другой стороны	3	3
28	она не может	3	3
29	сами по себе	4	3
30	и в то	3	3
31	все то что	3	2
32	как раз и	2	2
33	а есть только	2	2
34	во всяком случае	3	2
35	что он есть	3	2
36	но все же	3	2
37	для того чтобы	3	2
38	в этом отношении	7	2
39	хотя бы и	3	2
40	том что он	4	2
41	с самим собою	2	2
42	нужно сказать что	2	2
43	мы видим что	2	2
44	то что я	2	2
45	в конце концов	7	2
46	так же как	4	2
47	друг с другом	4	2
48	в данном случае	3	2
49	в этом смысле	12	2
50	а не только	2	2
51	и в этом	8	2
52	по природе своей	2	2
53	в той или	2	2
