N	2gram	Potebnia_M	Psycholo
1	то что	24	193
2	и в	58	190
3	в том	38	163
4	что в	34	123
5	потому что	89	114
6	том что	21	113
7	и что	13	108
8	может быть	47	107
9	таким образом	21	102
10	в этом	18	100
11	то есть	69	97
12	в самом	5	82
13	как бы	12	80
14	для того	8	78
15	того чтобы	4	78
16	что он	5	76
17	не только	32	75
18	на то	5	73
19	и не	34	73
20	что она	3	71
21	самом деле	2	70
22	и т	10	69
23	точки зрения	8	69
24	не может	30	68
25	если мы	5	66
26	так как	29	63
27	так же	7	63
28	было бы	21	56
29	если бы	23	55
30	то же	13	54
31	о том	6	54
32	при этом	17	52
33	как и	16	51
34	что и	16	50
35	а не	38	50
36	что это	5	49
37	заключается в	3	46
38	только в	36	46
39	в сущности	2	46
40	сказать что	5	46
41	по себе	24	46
42	к тому	5	45
43	не в	23	45
44	в этой	3	43
45	никогда не	7	42
46	и все	6	42
47	вместе с	12	41
48	с и	3	40
49	но и	26	40
50	при помощи	2	39
51	того что	15	39
52	т п	6	38
53	и это	3	37
54	мы видим	5	37
55	и как	11	36
56	с тем	9	35
57	вовсе не	13	34
58	и если	6	34
59	и его	7	34
60	как на	5	34
61	что все	4	33
62	все же	11	33
63	тому что	4	33
64	все это	3	32
65	в себе	22	32
66	в ней	9	31
67	мы не	17	31
68	в его	7	31
69	он не	4	31
70	для нас	29	31
71	никак не	3	30
72	как будто	2	30
73	мы увидим	3	30
74	как в	18	30
75	с одной	7	29
76	и для	8	29
77	с точки	4	29
78	одной стороны	6	29
79	в нас	10	29
80	в нем	26	29
81	что мы	11	28
82	что они	6	28
83	увидим что	4	28
84	и то	4	28
85	мы можем	10	28
86	с другой	13	27
87	в своих	4	27
88	а в	11	27
89	все то	2	27
90	на деле	6	27
91	и на	8	27
92	так что	23	26
93	только что	4	25
94	жизни и	3	25
95	с таким	3	24
96	в целом	3	24
97	указывает на	2	24
98	и совершенно	2	24
99	до сих	5	24
100	тем что	15	24
101	в своем	3	23
102	сих пор	5	23
103	для этого	2	23
104	из этого	2	23
105	что если	7	23
106	могут быть	17	23
107	что оно	5	23
108	один из	2	23
109	и даже	4	22
110	т д	6	22
111	как она	3	22
112	что у	2	22
113	когда мы	4	22
114	с этим	11	22
115	между тем	7	22
116	из них	2	22
117	в своей	3	21
118	как мы	3	21
119	но только	2	21
120	ни в	2	21
121	в котором	5	21
122	в которых	2	21
123	той же	3	21
124	и только	6	21
125	она не	3	20
126	все эти	3	20
127	в то	6	20
128	тот же	5	20
129	это не	10	20
130	дело с	2	20
131	несмотря на	5	20
132	там где	8	20
133	другой стороны	7	20
134	на этом	3	20
135	мы должны	4	19
136	в ее	2	19
137	в какой	2	19
138	у него	3	19
139	в одном	13	19
140	что при	6	19
141	в каком	7	18
142	на самом	2	18
143	но в	12	18
144	что с	3	18
145	но не	19	18
146	в которой	5	18
147	с этой	3	18
148	вслед за	2	18
149	есть не	7	18
150	и есть	4	18
151	в виду	2	17
152	одна из	4	17
153	что для	5	17
154	только не	2	17
155	во всяком	9	17
156	у нас	3	17
157	полагает что	3	17
158	из этих	8	17
159	но это	7	17
160	и о	3	17
161	время как	2	17
162	так и	17	16
163	самого начала	5	16
164	не имеет	9	16
165	тому как	8	16
166	от того	9	16
167	и тем	5	16
168	то это	8	16
169	к этому	3	16
170	с самого	5	16
171	чувства и	16	16
172	в таком	7	16
173	и потому	7	15
174	мы знаем	2	15
175	могли бы	4	15
176	еще не	9	15
177	не могут	10	15
178	далеко не	4	15
179	о которых	5	15
180	которых мы	3	15
181	что именно	2	15
182	только на	4	15
183	утверждает что	3	15
184	в них	7	15
185	во всех	12	15
186	для него	13	15
187	двух противоположных	2	15
188	не можем	5	15
189	о котором	4	15
190	что на	9	14
191	очевидно что	5	14
192	не то	3	14
193	заключает в	6	14
194	должна быть	4	14
195	хотя бы	4	14
196	столь же	6	14
197	главным образом	4	14
198	с ним	7	14
199	есть только	16	14
200	само по	6	14
201	прежде всего	8	14
202	одной и	4	14
203	того как	12	14
204	показывает что	3	14
205	и той	4	14
206	при таком	5	14
207	бы в	6	14
208	такой же	4	14
209	в жизни	5	14
210	те же	4	14
211	всяком случае	7	14
212	то время	3	14
213	или в	4	14
214	но он	3	14
215	как он	5	13
216	могло бы	4	13
217	не могли	2	13
218	именно в	2	13
219	этот вопрос	2	13
220	со стороны	11	13
221	могла бы	5	13
222	говорит он	4	13
223	но если	4	12
224	что самое	2	12
225	того же	13	12
226	в нашей	2	12
227	в этих	10	12
228	в самой	5	12
229	их в	2	12
230	сам по	5	12
231	может служить	2	12
232	в свою	8	12
233	ничего не	2	12
234	не менее	10	12
235	этой точки	2	12
236	тогда когда	15	12
237	что не	15	12
238	и может	5	12
239	например в	4	12
240	что по	3	12
241	и уже	6	12
242	и другое	7	12
243	что его	2	12
244	и с	3	12
245	образом и	2	11
246	и поэтому	2	11
247	он должен	2	11
248	были бы	4	11
249	оба эти	2	11
250	так например	5	11
251	подобно тому	7	11
252	не будет	2	11
253	этого слова	5	11
254	но совершенно	2	11
255	думать что	6	11
256	и других	6	11
257	его в	3	11
258	по поводу	7	11
259	этой теории	4	11
260	на все	5	11
261	мы видели	5	11
262	была бы	3	11
263	но мы	3	11
264	с его	3	11
265	на это	2	11
266	совершенно справедливо	2	11
267	есть в	4	11
268	на этот	2	11
269	уже в	5	11
270	не было	7	11
271	с но	4	11
272	от него	8	10
273	в состоянии	5	10
274	в другом	3	10
275	что ни	2	10
276	только тогда	7	10
277	не так	6	10
278	представить себе	3	10
279	том и	2	10
280	это было	3	10
281	только из	3	10
282	и их	6	10
283	во всем	5	10
284	но как	4	10
285	в одной	2	10
286	и у	3	10
287	в их	3	10
288	нам кажется	2	10
289	с теми	2	10
290	должно быть	9	10
291	по мнению	4	10
292	сами по	8	10
293	и от	5	10
294	мы в	2	10
295	бы не	11	9
296	вопрос о	5	9
297	тем самым	6	9
