N	2gram	Bakhtin_Fr	formyVre
1	и в	68	148
2	в этом	28	73
3	то есть	31	70
4	в романе	24	58
5	в нем	12	51
6	прежде всего	23	46
7	и не	25	37
8	в его	21	36
9	и его	26	36
10	вовсе не	18	35
11	но и	17	33
12	то же	14	32
13	не только	21	32
14	в литературе	10	32
15	но в	20	31
16	жизни и	6	31
17	так и	8	29
18	может быть	10	27
19	не в	2	26
20	как мы	18	26
21	у рабле	29	25
22	как и	17	25
23	как бы	7	25
24	мы уже	19	24
25	точки зрения	8	24
26	в то	14	23
27	еды и	6	23
28	времени и	5	23
29	только в	9	23
30	то что	11	22
31	в том	12	22
32	все эти	16	21
33	связи с	8	21
34	во всех	8	21
35	же время	13	21
36	и питья	2	20
37	в основном	7	19
38	в своем	11	19
39	и др	9	19
40	и для	6	19
41	и на	16	19
42	у него	14	18
43	и все	16	18
44	еще не	3	18
45	таким образом	22	18
46	с этим	2	17
47	те же	6	17
48	при этом	5	17
49	так как	7	17
50	в особенности	6	17
51	все же	6	16
52	кн i	2	16
53	того же	4	16
54	и во	6	16
55	в связи	7	16
56	в основе	7	16
57	не может	5	16
58	в условиях	3	16
59	и их	5	16
60	никогда не	2	15
61	в разных	3	15
62	кн ii	2	15
63	в них	19	15
64	лишь в	3	15
65	так сказать	7	15
66	i гл	2	15
67	в дальнейшем	4	15
68	в одном	7	15
69	с точки	4	15
70	с его	6	15
71	вместе с	4	15
72	так же	3	14
73	кн iv	6	14
74	все это	6	14
75	всех этих	5	14
76	и как	5	14
77	в конце	8	14
78	и с	15	14
79	как раз	8	14
80	а не	6	14
81	роль в	7	13
82	в их	6	13
83	в частности	4	13
84	iv гл	6	13
85	а в	3	13
86	рабле в	37	13
87	здесь в	6	13
88	того чтобы	6	13
89	же в	2	13
90	во время	17	13
91	для того	5	13
92	как в	4	13
93	человеческого тела	2	13
94	в котором	3	13
95	в самом	6	13
96	с ним	3	13
97	ничего не	4	12
98	в истории	5	12
99	не было	7	12
100	и до	14	12
101	конечно не	4	12
102	и наконец	5	12
103	но не	4	12
104	потому что	3	12
105	он не	11	12
106	что в	14	12
107	его в	7	11
108	и у	2	11
109	между ними	4	11
110	в ней	6	11
111	хотя и	2	11
112	ни в	6	11
113	романа в	3	11
114	из них	8	11
115	уже в	4	11
