N	2gram	Bakhtin_Fr	Mirosoze
1	и в	73	97
2	может быть	5	64
3	не только	11	63
4	в этом	21	55
5	но и	15	54
6	он не	4	53
7	а не	2	53
8	в нем	18	49
9	не может	4	49
10	у него	13	47
11	и не	13	39
12	никогда не	6	38
13	потому что	9	37
14	в ней	10	37
15	не было	4	36
16	не в	12	34
17	и есть	3	33
18	для него	7	31
19	человека в	3	30
20	не есть	2	30
21	но он	8	30
22	прежде всего	18	29
23	как и	19	29
24	но в	12	27
25	и он	4	27
26	в мире	3	27
27	человека и	3	26
28	к человеку	2	26
29	и это	6	25
30	в своей	4	25
31	он был	7	25
32	и все	19	24
33	переходит в	2	24
34	у нас	4	24
35	в своем	13	23
36	что в	14	23
37	что он	8	22
38	в самом	9	21
39	в себе	16	20
40	отношение к	3	20
41	до конца	5	19
42	как бы	15	19
43	в его	18	18
44	и потому	6	17
45	того что	5	17
46	в том	13	16
47	том что	8	16
48	то что	12	16
49	было бы	5	16
50	на земле	5	16
51	и его	18	16
52	не был	2	15
53	духа в	2	15
54	в этой	18	15
55	не знает	4	15
56	в котором	4	15
57	в конце	9	14
58	так как	9	14
59	та же	7	13
60	и вот	3	13
61	и на	12	13
62	это не	7	12
63	в человеке	2	12
64	и у	7	12
65	к нему	7	12
66	в них	14	12
67	все это	19	12
68	он сам	4	12
69	с тем	2	11
70	но это	3	11
71	в которой	3	11
72	только в	7	11
73	как в	9	11
74	и для	8	11
75	уже не	2	11
76	и к	6	11
77	жизни и	6	11
78	не могут	3	10
79	так же	11	10
80	есть не	2	10
81	один из	5	10
82	должна быть	3	10
83	то же	16	10
84	не имеет	4	10
85	есть и	4	9
86	xix века	2	9
87	а в	10	9
88	к тому	2	9
89	что и	6	9
90	и во	4	9
91	из самых	4	9
92	я не	3	9
93	должно быть	4	9
94	то есть	36	9
95	он уже	2	9
96	все что	5	9
97	в свою	3	9
98	с ним	6	9
99	лишь в	2	9
100	не мог	2	9
101	вместе с	9	9
102	ничего не	4	8
103	от него	3	8
104	в этих	6	8
105	они не	2	8
106	мира и	6	8
107	того чтобы	2	8
108	в отношении	6	8
109	только и	2	8
110	с его	5	8
111	себя в	3	8
112	тем что	8	8
113	что есть	2	8
114	о том	13	8
115	и с	17	8
116	еще в	4	8
117	уже в	9	8
118	те же	3	7
119	как он	4	7
120	в духе	4	7
121	должен быть	4	7
122	что все	3	7
123	он в	2	7
124	точки зрения	6	7
125	на этом	6	7
126	также и	6	7
127	в нашем	2	7
128	во всем	5	7
129	его в	3	6
130	не как	2	6
131	на все	2	6
132	у них	3	6
133	людей и	3	6
134	всего в	5	6
135	в ее	6	6
136	и те	5	6
137	в образе	6	6
138	совсем не	3	6
139	того как	7	6
140	и от	10	6
141	что это	9	6
142	и нет	2	6
143	там и	3	6
144	можно было	4	6
145	с этой	4	6
146	жизнь и	3	6
147	что у	3	6
148	и здесь	5	6
149	в которых	3	6
150	оно не	2	5
151	с собой	2	5
152	в то	14	5
153	к которому	2	5
154	в их	5	5
155	он хочет	6	5
156	так и	13	5
157	все время	4	5
158	они и	4	5
159	от этого	3	5
160	связано с	3	5
161	в более	4	5
162	как у	3	5
163	до того	3	5
164	сказать что	4	5
165	интерес к	2	5
166	тот же	3	5
167	во всяком	2	5
168	в основе	3	5
169	одно из	2	5
170	с этим	4	5
171	к новому	2	5
172	него и	2	5
173	говорит что	2	5
174	момент в	4	5
175	мысли и	3	5
176	и как	5	5
177	бы в	3	5
178	мы увидим	4	5
179	для этого	2	5
180	еще не	3	5
181	сих пор	3	5
182	после того	6	5
183	то он	2	5
184	был в	3	5
185	до сих	3	5
186	той же	9	5
187	в силах	2	4
188	по отношению	3	4
189	как о	5	4
190	и через	2	4
191	к себе	3	4
192	это очень	2	4
193	конце концов	5	4
194	так что	2	4
195	есть в	9	4
196	в разных	2	4
197	по своему	3	4
198	они были	5	4
199	в чем	3	4
200	в него	4	4
201	только с	2	4
202	а для	2	4
203	и этим	2	4
204	в центре	2	4
205	место в	4	4
206	себе и	2	4
207	была еще	2	4
208	в начале	4	4
209	на землю	2	4
210	мы видим	13	4
211	и до	14	4
212	все эти	24	4
213	народа и	4	4
214	что они	2	4
215	в истории	3	4
216	себе в	3	4
217	никто не	11	4
218	сам он	3	4
219	у всех	2	4
220	землю и	4	4
221	и даже	4	4
222	и по	4	4
223	в свете	3	4
224	ни в	7	4
225	и их	5	4
226	особенно в	2	4
227	мы не	2	4
228	отношению к	3	4
229	человек может	2	4
230	нас в	3	4
231	мы еще	3	4
232	это была	4	4
233	еще более	4	4
234	в эпоху	13	4
235	в той	8	4
236	и что	5	4
237	к его	2	3
238	ведь это	3	3
239	к этим	3	3
240	и сама	2	3
241	о чем	2	3
242	в состоянии	2	3
243	и мира	2	3
244	одним из	3	3
245	и тем	3	3
246	все же	2	3
247	это уже	3	3
248	на том	2	3
249	все его	3	3
250	между тем	2	3
251	в виду	4	3
252	ту же	3	3
253	бессмертия и	3	3
254	людей в	3	3
255	и когда	3	3
256	и судьба	2	3
257	и самый	2	3
258	движения в	3	3
259	принадлежит к	2	3
260	с таким	2	3
261	хотя и	5	3
262	проникает в	3	3
263	легенды о	8	3
264	и то	3	3
265	значительной степени	3	3
266	и эта	4	3
267	и еще	2	3
268	к этому	5	3
269	конечно не	2	3
270	об этом	2	3
271	в значительной	5	3
272	и самого	2	3
273	находится в	2	3
274	и кровь	2	3
275	превращается в	2	3
276	от всех	3	3
277	него в	2	3
278	для нас	2	3
279	со всеми	4	3
280	но этот	4	3
281	во всех	13	3
282	не видел	2	3
283	он может	3	3
284	он знает	2	3
285	их и	2	3
286	в одном	5	3
287	и всегда	2	3
288	роль в	4	3
289	нет ни	3	3
290	земли и	7	3
291	движение в	8	3
292	в землю	5	3
293	легенда о	2	3
294	но с	3	3
295	учение о	2	3
296	и всякий	2	3
297	на самом	2	2
298	что их	2	2
299	в плане	7	2
300	через все	4	2
301	из всех	2	2
302	еще вернемся	2	2
303	его к	3	2
304	и об	2	2
305	и новые	2	2
306	есть только	3	2
307	мир не	2	2
308	оказывается что	3	2
309	бы его	2	2
310	и других	3	2
311	которым он	4	2
312	начала и	4	2
313	нас не	5	2
314	во многих	2	2
315	самом деле	4	2
316	его интересует	3	2
317	о нем	3	2
318	от них	2	2
319	которые в	2	2
320	для нашего	2	2
321	друг за	2	2
322	от этой	2	2
323	того же	7	2
324	тем самым	3	2
325	люди с	2	2
326	к самому	2	2
327	и человеческой	2	2
328	ему в	2	2
329	и сам	2	2
330	между ними	2	2
331	во франции	4	2
332	от мира	2	2
333	и вечно	2	2
334	у кого	3	2
335	дано в	2	2
336	к жизни	4	2
337	власти и	2	2
338	не были	5	2
339	связи с	5	2
340	связаны с	7	2
341	в сущности	8	2
342	и ее	2	2
343	во время	12	2
344	во всей	2	2
345	их в	5	2
346	от народной	2	2
347	на всю	2	2
348	есть то	2	2
349	ее как	2	2
350	что если	2	2
351	в последней	6	2
352	его как	3	2
353	это было	4	2
354	этом отношении	3	2
355	в глаза	2	2
356	целый ряд	4	2
357	мира в	6	2
358	в новых	3	2
359	находятся в	2	2
360	был также	3	2
361	и о	2	2
362	но они	3	2
363	человека с	2	2
364	а за	2	2
365	вокруг которого	2	2
366	так называемый	3	2
367	с другой	3	2
368	всем и	2	2
369	находит себе	2	2
370	которой он	2	2
371	характерно для	3	2
372	он и	2	2
373	что мы	2	2
374	по себе	2	2
375	же что	2	2
376	сам по	2	2
377	этих словах	2	2
378	в первых	2	2
379	но эта	2	2
380	все свои	2	2
