N	2gram	Bakhtin_Pr	RusskieA
1	и в	64	79
2	в том	12	64
3	том что	8	59
4	что в	11	57
5	т е	44	54
6	не только	26	41
7	так как	9	34
8	в этом	33	33
9	как бы	33	31
10	но и	26	31
11	в других	2	30
12	как и	25	28
13	может быть	43	28
14	и на	16	28
15	одна из	5	24
16	и т	14	23
17	о том	5	23
18	при этом	8	22
19	т д	4	21
20	это не	12	20
21	е в	3	20
22	как мы	13	20
23	а в	10	20
24	из них	3	19
25	все это	9	18
26	потому что	8	17
27	то что	21	17
28	об этом	3	17
29	таким образом	15	17
30	мы не	4	16
31	один из	3	15
32	у нас	3	14
33	для нас	2	14
34	не менее	3	14
35	в них	5	14
36	тем не	2	14
37	и не	55	14
38	и с	9	14
39	и что	5	14
40	так что	6	13
41	не может	26	13
42	еще не	10	13
43	как в	7	13
44	уже не	15	13
45	в которых	4	13
46	между собой	2	12
47	тем что	6	12
48	но это	6	11
49	мы увидим	6	11
50	не имеет	2	11
51	далеко не	7	11
52	его в	8	10
53	так и	8	10
54	по существу	6	10
55	между тем	7	10
56	все же	11	10
57	что и	7	10
58	или в	7	10
59	данном случае	2	9
60	том же	4	9
61	но в	14	9
62	и все	6	9
63	того как	3	9
64	то же	18	9
65	но не	12	9
66	так же	8	8
67	того что	3	8
68	в россии	2	8
69	одно из	2	8
70	в данном	2	8
71	на себя	4	8
72	того чтобы	2	8
73	их в	8	8
74	же в	2	8
75	связи с	3	8
76	что это	2	8
77	как например	2	8
78	во всех	4	8
79	подобно тому	3	8
80	ее в	3	8
81	в этих	5	8
82	тому как	3	8
83	в своем	12	7
84	мы должны	3	7
85	ничего не	8	7
86	в настоящее	3	7
87	в свете	4	7
88	не в	15	7
89	должна была	4	7
90	а с	2	7
91	в руках	3	7
92	к нему	11	7
93	настоящее время	3	7
94	было бы	8	7
95	до конца	10	7
96	для этого	3	7
97	из этих	3	7
98	и как	9	7
99	только в	13	7
100	как будто	4	7
101	а не	29	7
102	с собой	3	6
103	в этой	5	6
104	и их	3	6
105	и у	3	6
106	друг друга	4	6
107	на этом	2	6
108	в их	6	6
109	не всегда	2	6
110	только на	3	6
111	тому что	3	6
112	она не	10	6
113	к тому	4	6
114	что этот	2	6
115	в нем	28	6
116	же как	2	6
117	с ними	2	6
118	все эти	13	6
119	чем в	3	6
120	в одном	20	6
121	что она	7	6
122	и о	7	6
123	но они	2	6
124	и пр	5	6
125	приводит к	8	6
126	в таком	3	6
127	на самом	5	5
128	вопрос о	3	5
129	и потому	7	5
130	к себе	6	5
131	или же	2	5
132	что он	15	5
133	прежде всего	16	5
134	и др	7	5
135	в последний	3	5
136	с этим	3	5
137	заметить что	2	5
138	в то	15	5
139	в целом	8	5
140	там где	12	5
141	не было	5	5
142	например в	5	5
143	тот же	2	5
144	в его	30	5
145	то и	3	5
146	можно было	3	5
147	и для	7	5
148	с другой	7	5
149	входит в	9	5
150	и к	5	5
151	или даже	2	5
152	с ним	8	5
153	мы уже	4	5
154	этих случаях	2	5
155	где есть	2	4
156	как можно	2	4
157	и ее	5	4
158	не был	2	4
159	но есть	2	4
160	и при	2	4
161	таким же	3	4
162	здесь мы	4	4
163	его и	3	4
164	от них	3	4
165	но эти	4	4
166	в основном	2	4
167	отличие от	4	4
168	в образе	2	4
169	могут быть	9	4
170	и до	6	4
171	нет но	2	4
172	не на	7	4
173	во всей	3	4
174	этого слова	3	4
175	во всяком	7	4
176	в основе	4	4
177	и от	3	4
178	несмотря на	7	4
179	за ним	4	4
180	и здесь	6	4
181	кроме того	5	4
182	такой же	4	4
183	в отличие	4	4
184	но все	6	4
185	а за	3	4
186	что у	2	4
187	что для	2	4
188	именно в	5	4
189	в котором	7	4
190	в своих	4	4
191	этот вопрос	4	4
192	уже в	5	4
193	в ней	2	4
194	всяком случае	4	4
195	то время	2	4
196	но он	4	4
197	никогда не	11	3
198	всех этих	2	3
199	последний день	2	3
200	его к	4	3
201	в одной	8	3
202	в форме	8	3
203	то есть	3	3
204	не во	5	3
205	есть и	5	3
206	это и	5	3
207	в виду	3	3
208	как он	3	3
209	хозяин и	2	3
210	в одно	4	3
211	мы здесь	2	3
212	или менее	4	3
213	и иногда	2	3
214	можно больше	2	3
215	что все	2	3
216	и это	8	3
217	более или	4	3
218	точки зрения	31	3
219	в различных	3	3
220	с которой	2	3
221	к слову	2	3
222	большинстве случаев	10	3
223	же не	4	3
224	в какой	2	3
225	в ее	2	3
226	и во	3	3
227	в своей	11	3
228	он был	2	3
229	в другое	2	3
230	этом не	2	3
231	хотя и	5	3
232	с другими	8	3
233	это в	2	3
234	по отношению	12	3
235	и еще	2	3
236	в которой	2	3
237	от этого	2	3
238	чем у	2	3
239	на него	6	3
240	если бы	12	3
241	а именно	2	3
242	между собою	5	3
243	отношению к	12	3
244	сих пор	9	3
245	есть в	2	3
246	на этот	4	3
247	на то	5	3
248	все что	4	3
249	слова в	12	3
250	когда он	2	3
251	и этим	5	3
252	их и	2	3
253	из которых	3	3
254	так чтобы	7	3
255	находится в	2	3
256	с точки	21	3
257	здесь не	7	3
