N	2gram	Vygotskiy_	Formalny
1	и в	37	95
2	и не	15	78
3	может быть	19	66
4	в этом	32	61
5	не может	16	57
6	и пр	2	53
7	вовсе не	5	53
8	таким образом	39	52
9	и его	10	51
10	так и	12	50
11	точки зрения	49	47
12	в нем	2	42
13	в его	16	42
14	прежде всего	12	41
15	с точки	34	40
16	как и	20	39
17	не в	9	35
18	в самом	16	35
19	в процессе	19	34
20	а не	5	34
21	но и	23	33
22	то же	12	32
23	самом деле	8	32
24	не только	29	30
25	в том	47	26
26	отнюдь не	2	26
27	если бы	10	26
28	то что	32	25
29	на самом	4	24
30	при этом	6	24
31	в своей	7	24
32	лишь в	9	24
33	в ней	2	23
34	связи с	7	23
35	было бы	12	23
36	с помощью	16	23
37	в то	7	22
38	и ее	9	22
39	в истории	7	21
40	как бы	16	21
41	что в	25	21
42	и с	10	21
43	в их	5	20
44	между ними	2	20
45	и от	4	20
46	с тем	8	20
47	как мы	11	20
48	же время	2	20
49	все это	9	19
50	хотя бы	7	19
51	по себе	9	19
52	все же	6	18
53	и все	7	18
54	все эти	6	18
55	в связи	3	18
56	с его	7	18
57	и их	5	18
58	только в	8	18
59	более того	2	17
60	как в	7	17
61	как раз	8	17
62	так же	18	16
63	во всяком	6	16
64	с другой	16	16
65	потому что	11	16
66	всяком случае	5	16
67	все время	8	15
68	но в	9	15
69	бы в	5	15
70	с другими	5	15
71	так как	11	15
72	должно быть	4	15
73	во всех	4	15
74	именно в	8	15
75	и на	8	15
76	что он	16	14
77	в целом	29	14
78	языка и	3	14
79	в ее	3	14
80	в своем	10	14
81	в жизни	2	14
82	в этой	13	14
83	если мы	8	14
84	и потому	3	14
85	жизни и	2	14
86	вместе с	14	14
87	со стороны	4	13
88	того что	28	13
89	говорит он	27	13
90	а в	4	13
91	что же	3	13
92	могут быть	5	13
93	что и	3	13
94	независимо от	10	13
95	в результате	7	13
96	она не	3	13
97	тем что	7	13
98	ни в	6	13
99	как таковой	2	13
100	как его	2	13
101	по отношению	12	12
102	как это	6	12
103	того чтобы	23	12
104	там где	8	12
105	к тому	10	12
106	отношению к	11	12
107	и для	3	12
108	уже не	2	12
109	никогда не	8	11
110	этом отношении	6	11
111	в общем	5	11
112	в основе	9	11
113	но не	6	11
114	слова и	5	11
115	что они	5	11
116	для него	5	11
117	зависимости от	8	11
118	между тем	10	11
119	действительности и	4	10
120	друг друга	5	10
121	здесь и	3	10
122	и др	5	10
123	в зависимости	8	10
124	мы не	13	10
125	по существу	8	10
126	мы видели	8	10
127	другой стороны	10	10
128	с ее	3	10
129	не является	16	10
130	как о	2	10
131	в первом	2	10
132	и как	7	10
133	в своих	6	10
134	главным образом	2	10
135	и теперь	2	10
136	он не	11	10
137	в слове	2	10
138	ничего не	6	9
139	и до	5	9
140	и даже	5	9
141	но ведь	2	9
142	не могло	5	9
143	от всех	3	9
144	в свою	4	9
145	говорить о	4	9
146	мы знаем	3	9
147	отношения к	3	9
148	это не	5	8
149	в других	2	8
150	между собой	5	8
151	до сих	4	8
152	одной стороны	15	8
153	и те	2	8
154	в них	5	8
155	с одной	14	8
156	в области	4	8
157	же как	8	8
158	для этого	7	8
159	что это	8	8
160	с этим	8	8
161	в данном	5	8
162	всех этих	2	8
163	сих пор	4	8
164	как такового	2	8
165	из этого	6	8
166	и является	2	8
167	должен быть	6	8
168	и к	9	8
169	для того	19	8
170	и речи	45	8
171	на основе	7	8
172	ясно что	2	8
173	и понимания	2	7
174	том что	42	7
175	в себе	8	7
176	в одной	3	7
177	свою очередь	3	7
178	что именно	3	7
179	стороны и	3	7
180	является для	6	7
181	не входит	2	7
182	в сущности	13	7
183	сказать что	16	7
184	говорит в	2	7
185	к этому	7	7
186	и наконец	3	7
187	и только	2	7
188	в применении	2	7
189	в какой	5	7
190	и более	6	7
191	но все	3	7
192	столь же	8	7
193	ничем не	3	7
194	из них	4	7
195	мы увидим	3	7
196	высшей степени	7	7
197	в высшей	7	7
198	чем же	2	7
199	от этого	4	7
200	данном случае	5	6
201	тем самым	8	6
202	в которой	6	6
203	в конце	2	6
204	на этом	3	6
205	и тем	8	6
206	и других	4	6
207	в частности	8	6
208	и это	3	6
209	тому что	6	6
210	в этих	3	6
211	те же	2	6
212	к действительности	13	6
213	его не	3	6
214	на ее	2	6
215	один из	3	6
216	смысле этого	6	6
217	нисколько не	2	6
218	как таковая	2	6
219	этого слова	7	6
220	должны быть	2	6
221	ее в	3	6
222	общения и	3	6
223	к его	3	6
224	его с	2	6
225	из этих	6	6
226	за пределы	4	6
227	от его	5	6
228	но для	2	6
229	такой же	3	6
230	о том	14	6
231	их в	6	6
232	в смысле	2	6
233	уже в	8	6
234	только не	2	6
235	сам по	3	6
236	с ним	3	6
237	той же	4	6
238	учение о	4	6
239	даже в	4	5
240	она должна	4	5
241	между которыми	3	5
242	мы должны	11	5
243	тому чтобы	2	5
244	могло бы	2	5
245	функции в	4	5
246	все более	4	5
247	не можем	3	5
248	что оно	6	5
249	о языке	2	5
250	от того	7	5
251	к которому	4	5
252	в виду	5	5
253	на все	5	5
254	связь между	10	5
255	роли в	2	5
256	как проблема	2	5
257	мы уже	7	5
258	показать что	7	5
259	отличие от	3	5
260	всего в	3	5
261	одной из	4	5
262	одного из	4	5
263	в отличие	3	5
264	то это	2	5
265	в такой	4	5
266	что не	2	5
267	в значительной	2	5
268	и самый	2	5
269	и по	3	5
270	можно сказать	6	5
271	из виду	2	5
272	на язык	2	5
273	хотя и	2	5
274	бы и	4	5
275	и то	3	5
