N	2gram	Voloshinov	Freidism
1	и не	4	34
2	таким образом	9	34
3	точки зрения	8	31
4	не может	8	30
5	и пр	12	29
6	может быть	17	28
7	и в	16	28
8	в этом	9	28
9	прежде всего	9	26
10	в его	4	25
11	и его	8	22
12	мы можем	9	20
13	с помощью	2	20
14	как бы	5	19
15	как мы	4	18
16	то что	3	17
17	эдипова комплекса	2	17
18	по фрейду	5	16
19	к отцу	6	16
20	так как	4	15
21	жизни человека	4	15
22	с точки	6	15
23	все эти	5	15
24	самом деле	6	14
25	в бессознательное	6	14
26	так и	4	14
27	в своей	2	14
28	с ним	2	14
29	во всех	3	13
30	к матери	8	13
31	и все	4	13
32	эдипов комплекс	8	13
33	фрейд и	7	13
34	в душе	2	13
35	но в	4	13
36	как и	2	13
37	и потому	3	12
38	том что	3	12
39	субъективной психологии	4	12
40	то же	2	12
41	что он	2	12
42	ни в	5	12
43	в самом	2	12
44	и наконец	4	12
45	для него	6	12
46	все это	4	12
47	сказать что	7	11
48	его в	4	11
49	мы знаем	3	11
50	только в	4	11
51	никогда не	2	10
52	и с	8	10
53	в сознание	7	10
54	за пределы	2	10
55	не только	7	10
56	но и	4	10
57	он не	2	10
58	в том	3	10
59	мы уже	2	10
60	все что	4	10
61	один из	2	10
62	конечно не	6	10
63	могут быть	3	9
64	к этому	2	9
65	человеческого поведения	2	9
66	те же	3	9
67	совершенно не	8	9
68	и др	3	9
69	в чем	5	9
70	и на	4	9
71	мы не	2	9
72	во всяком	3	9
73	с его	7	9
74	с этим	2	8
75	было бы	2	8
76	оно и	2	8
77	и вот	3	8
78	еще не	5	8
79	сам фрейд	2	8
80	с другими	3	8
81	а в	3	8
82	знаем что	2	8
83	на этом	3	8
84	всяком случае	3	8
85	организма и	2	8
86	при этом	6	8
87	в каком	2	7
88	не могут	2	7
89	в жизни	2	7
90	сексуальное влечение	3	7
91	что в	3	7
92	и ее	4	7
93	хотя бы	4	7
94	и для	2	7
95	отношение к	5	7
96	я и	6	7
97	на протяжении	2	7
98	с самого	4	7
99	чувств и	3	7
100	в нем	4	7
101	если мы	2	7
102	и к	6	7
103	жизни и	3	7
104	с сознанием	3	7
105	в этой	4	7
106	у фрейда	3	6
107	на самом	4	6
108	для этого	2	6
109	но мы	4	6
110	в психике	8	6
111	из этих	2	6
112	сознания и	2	6
113	не менее	2	6
114	и только	9	6
115	и о	2	6
116	о бессознательном	2	6
117	в пределах	2	6
118	протяжении всей	2	6
119	не можем	2	6
120	что такое	5	6
121	можно сказать	4	6
122	большинстве случаев	3	6
123	совсем не	2	6
124	желаний и	2	6
125	во время	3	6
126	до сознания	5	6
127	учение о	3	6
128	в основе	3	6
129	свободного фантазирования	2	5
130	возврат в	3	5
131	что это	2	5
132	тех же	3	5
133	через сознание	3	5
134	т.е в	2	5
135	с их	3	5
136	можем сказать	2	5
137	и по	2	5
138	другими словами	2	5
139	потому и	2	5
140	со всеми	2	5
141	на первый	2	5
142	между ними	3	5
143	в этих	3	5
144	чем не	3	5
145	как это	3	5
146	травмы рождения	3	5
147	не знает	2	5
148	самого начала	4	5
149	что и	2	5
150	ее в	2	5
151	в общем	3	5
152	таким путем	2	5
153	в большинстве	3	5
154	и бессознательное	3	5
155	сознание и	5	5
156	только то	2	5
157	отнюдь не	4	5
158	с ними	4	5
159	говорить о	2	5
160	его ученики	3	5
161	вместе с	3	5
162	в мир	2	4
163	и вообще	2	4
164	так же	2	4
165	и образы	2	4
166	в систему	2	4
167	но это	2	4
168	в развитии	2	4
169	в области	3	4
170	связанных с	2	4
171	мысли и	4	4
172	с ее	4	4
173	в этот	2	4
174	фрейда в	3	4
175	принципа наслаждения	4	4
176	все позволено	4	4
177	и может	4	4
178	в основном	3	4
179	но ведь	2	4
180	только на	3	4
181	буржуазной философии	4	4
182	влечений и	2	4
183	у него	2	4
184	между собой	2	4
185	по своему	2	4
186	бессознательного и	4	4
187	едва ли	3	4
188	и желаний	4	4
189	так называемый	2	4
190	и оно	3	4
191	явное содержание	3	4
192	связанные с	2	4
193	культура и	3	4
194	по ранку	4	4
195	в голову	2	4
196	как с	2	4
197	а потому	4	4
198	что оно	2	4
199	и т.п	2	4
200	компромиссные образования	2	4
201	этой теории	2	4
202	из тех	2	4
203	не существует	2	4
204	всей жизни	2	4
205	нет и	2	4
206	по ту	4	4
207	ту сторону	5	4
208	метод свободного	2	4
209	только как	3	4
210	не имеющие	2	4
211	себя и	2	4
212	войти в	2	4
213	на язык	3	4
214	сводится к	2	4
215	и притом	3	3
216	все то	2	3
217	для психоанализа	2	3
218	сновидения и	2	3
219	и чувств	2	3
220	него только	2	3
221	нуждается в	5	3
222	конечном счете	2	3
223	ступенях развития	3	3
224	две группы	3	3
225	к себе	3	3
226	и даже	4	3
227	и как	3	3
228	снов и	2	3
229	и таким	2	3
230	и содержание	2	3
231	как не	2	3
232	внутриутробного состояния	3	3
233	положение зародыша	2	3
234	в бессознательном	5	3
235	и фрейдисты	2	3
236	на две	3	3
237	в детской	2	3
238	сих пор	3	3
239	является по	2	3
240	явные образы	2	3
241	вытесненных влечений	2	3
242	об его	2	3
243	с вытесненным	2	3
244	на этой	3	3
245	о том	2	3
246	и она	3	3
247	они не	2	3
248	принцип реальности	3	3
249	того же	2	3
250	в конечном	3	3
251	оно не	2	3
252	об эрогенных	2	3
253	их в	3	3
254	эрогенных зонах	2	3
255	для всех	4	3
256	и этим	2	3
257	образы сновидения	3	3
258	в одном	3	3
259	биологический организм	4	3
260	что мы	2	3
261	бессознательное и	5	3
262	в них	2	3
263	находится в	2	3
264	материнского лона	2	3
265	мы видим	2	3
266	и есть	3	3
267	во всей	2	3
268	ужас рождения	3	3
269	до сих	3	3
270	на основе	2	3
271	во сне	2	3
272	половой акт	2	2
273	влечения я	2	2
274	фрейдизма как	2	2
275	абстрактный биологический	2	2
276	пробиться в	2	2
277	механизм перенесения	2	2
278	образов сна	2	2
279	быть это	3	2
280	эти понятия	2	2
281	бессознательное можно	2	2
282	скрытым мыслям	2	2
283	от врача	2	2
284	не нуждается	2	2
285	пр и	3	2
286	к другим	2	2
287	преодоление травмы	3	2
288	и через	2	2
289	его целом	2	2
290	в науке	2	2
291	влечет к	2	2
292	фрейд ни	2	2
293	есть и	2	2
294	не стали	2	2
295	полагаем что	3	2
296	чистого познания	2	2
297	а на	2	2
298	от матери	2	2
299	на следующих	2	2
300	никаких оснований	3	2
301	матери и	3	2
302	вытесненного влечения	3	2
303	бессознательного т.е	2	2
304	только для	5	2
305	психоаналитических сеансов	2	2
306	ни было	2	2
307	для сознания	3	2
308	влечений я	3	2
309	для нас	2	2
310	между собою	2	2
311	о психическом	2	2
312	все снова	2	2
313	эмоций и	2	2
314	испытание с	2	2
315	вытесненным представлением	2	2
316	по всему	2	2
317	шутки и	2	2
318	реальности и	3	2
319	систему бессознательного	2	2
320	организме и	2	2
321	и этот	2	2
322	с сознательным	2	2
323	всей последующей	2	2
324	и так	2	2
325	в него	5	2
326	вообще не	2	2
327	не есть	2	2
328	ко всякому	3	2
329	остальной психологии	2	2
330	и исторического	2	2
331	в историю	2	2
332	внешний мир	2	2
333	бессознательное не	2	2
334	этом смысле	3	2
335	цели и	2	2
336	и их	4	2
337	но как	2	2
338	на них	2	2
339	чувства и	2	2
340	и значение	3	2
341	во фрейдизме	2	2
342	всех других	2	2
343	и теперь	3	2
344	же как	2	2
345	рассеяно по	2	2
346	мы полагаем	3	2
347	мир по	2	2
348	объективных методов	2	2
349	исторического и	2	2
350	принципом наслаждения	2	2
351	его все	2	2
352	громадный запас	2	2
353	сплошная сексуализация	2	2
354	всю жизнь	2	2
355	законы образования	4	2
356	отношения к	3	2
357	представлений и	3	2
358	в постель	2	2
359	субъективная психология	3	2
360	их цель	2	2
361	последующей жизни	2	2
362	сексуального момента	2	2
363	подавленных энергий	2	2
