N	3gram	Losev_Dial	Psycholo
1	в том что	12	78
2	на то что	3	55
3	в самом деле	6	51
4	о том что	6	34
5	с точки зрения	25	29
6	с одной стороны	3	28
7	не может быть	12	23
8	и т д	38	22
9	к тому что	2	20
10	с другой стороны	3	20
11	не только не	7	16
12	мы видим что	2	16
13	в зависимости от	3	15
14	во всяком случае	3	14
15	так же как	2	14
16	в этом отношении	2	14
17	в то время	6	14
18	само по себе	8	14
19	то время как	6	13
20	и в этом	4	13
21	сам по себе	6	12
22	одной и той	4	12
23	этой точки зрения	4	12
24	и той же	4	12
25	подобно тому как	5	11
26	с этой точки	4	10
27	сами по себе	3	10
28	не в том	5	10
29	в данном случае	3	9
30	точно так же	3	9
31	и то же	2	8
32	и как бы	2	8
33	как и в	3	7
34	одно и то	2	7
35	потому что она	2	6
36	тем не менее	10	6
37	сама по себе	11	6
38	не что иное	6	6
39	что иное как	6	6
40	того или иного	3	6
41	мы не можем	2	6
42	то что мы	3	6
43	и та же	3	6
44	ни в каком	8	5
45	в таком случае	11	5
46	в лучшем случае	2	5
47	не имеет никакого	3	5
48	о том как	2	5
49	и в частности	2	5
50	не значит что	2	4
51	от того что	4	4
52	к тому же	2	4
53	что это есть	4	4
54	это и есть	4	4
55	он не может	3	4
56	из того что	2	4
57	вовсе не в	3	4
58	это было бы	3	4
59	одна и та	3	4
60	том что у	2	4
61	то или иное	4	4
62	только тогда когда	6	4
63	бы то ни	2	3
64	а не только	2	3
65	и что она	2	3
66	то и другое	2	3
67	как только мы	3	3
68	есть в сущности	2	3
69	не потому что	2	3
70	мы не имеем	2	3
71	в нем нет	2	3
72	не могут быть	3	3
73	что она есть	5	3
74	по себе а	2	3
75	в то же	3	3
76	иметь в виду	3	3
77	то же время	3	3
78	что это не	3	3
79	легко заметить что	2	3
80	в последнее время	2	3
81	и для этого	2	3
82	той или иной	2	2
83	д и т	7	2
84	и при этом	2	2
85	если так то	3	2
86	как и все	5	2
87	есть не что	3	2
88	в связи с	3	2
89	хотя и не	2	2
90	что мы воспринимаем	2	2
91	что с точки	2	2
92	в чем же	2	2
93	так как все	2	2
94	тех или иных	2	2
95	по крайней мере	10	2
96	в каком случае	2	2
97	на первый план	4	2
98	это значит что	25	2
99	не больше чем	2	2
100	того что она	2	2
101	не может не	3	2
102	в одинаковой мере	3	2
103	и тем не	2	2
104	что все решительно	2	2
105	т д и	8	2
106	потому что мы	2	2
107	так или иначе	2	2
108	но они не	2	2
109	не только о	3	2
110	равно как и	2	2
