N	2gram	Propp_Isto	Komedia
1	и в	44	77
2	и не	19	47
3	в том	13	44
4	том что	12	42
5	т е	27	33
6	о том	11	33
7	но и	16	32
8	может быть	31	30
9	таким образом	21	29
10	из них	4	29
11	в то	5	28
12	и его	15	28
13	в этом	20	27
14	потому что	18	27
15	что он	29	26
16	не только	17	25
17	вместе с	26	25
18	так как	19	24
19	как и	12	23
20	в доме	3	23
21	в дом	3	23
22	ни в	2	23
23	что в	18	23
24	что и	11	22
25	если бы	5	22
26	так и	9	21
27	а в	9	21
28	то же	9	21
29	ясно что	5	21
30	в его	16	20
31	со стороны	6	19
32	во время	12	19
33	к этому	5	19
34	в этой	5	18
35	и т	39	17
36	тем что	12	17
37	еще не	16	17
38	и здесь	12	17
39	в нем	10	17
40	все же	17	16
41	у него	7	16
42	не менее	6	16
43	при этом	4	16
44	и сам	2	16
45	сих пор	7	16
46	он не	5	16
47	до сих	7	16
48	его в	17	15
49	в своем	3	15
50	не в	11	15
51	точки зрения	3	15
52	прежде всего	7	15
53	один из	6	15
54	на себя	4	15
55	было бы	2	15
56	в которой	4	15
57	и на	11	15
58	к нему	5	14
59	все это	4	14
60	об этом	6	14
61	в свою	3	14
62	и с	8	14
63	о чем	6	13
64	то что	16	13
65	так что	2	13
66	самом деле	2	13
67	но в	7	13
68	того же	3	13
69	в них	3	13
70	того чтобы	3	13
71	что она	3	13
72	мы можем	6	13
73	только что	3	13
74	в одном	2	13
75	так же	14	12
76	с другой	11	12
77	для того	3	12
78	как это	5	12
79	уже в	4	12
80	несмотря на	3	12
81	не по	3	12
82	в качестве	13	12
83	в истории	7	12
84	не может	10	12
85	как в	11	12
86	но не	8	12
87	в котором	2	12
88	из которых	7	12
89	по отношению	2	11
90	должны были	3	11
91	наряду с	7	11
92	в частности	9	11
93	с тем	9	11
94	одного из	3	11
95	что его	4	11
96	из дому	2	11
97	как мы	9	11
98	то время	3	11
99	к ней	2	11
100	и даже	4	11
101	по имени	2	11
102	на этот	2	11
103	и для	3	11
104	с ним	9	11
105	в целом	4	10
106	к себе	3	10
107	отношение к	3	10
108	ничего не	4	10
109	одной из	3	10
110	и все	4	10
111	что касается	2	10
112	мы не	6	10
113	же в	3	10
114	он был	2	10
115	с его	3	10
116	с этим	7	10
117	на него	10	10
118	с одной	7	10
119	как бы	4	10
120	еще в	2	10
121	и что	13	10
122	в тех	4	9
123	одной стороны	7	9
124	однако в	2	9
125	в образе	16	9
126	и по	3	9
127	даже не	2	9
128	из его	2	9
129	в своей	3	9
130	того как	8	9
131	а также	5	9
132	отношению к	2	9
133	время как	3	9
134	но все	8	9
135	все что	5	9
136	друг друга	5	9
137	вовсе не	6	9
138	только в	8	9
139	в ней	8	9
140	возможно что	2	8
141	и других	5	8
142	как он	6	8
143	такого рода	2	8
144	то это	8	8
145	а затем	7	8
146	связи с	10	8
147	другой стороны	10	8
148	с этой	4	8
149	в течение	2	8
150	что у	6	8
151	в которых	4	8
152	если не	4	8
153	не было	2	8
154	во всех	3	8
155	вопрос о	5	7
156	в другом	2	7
157	и у	3	7
158	это время	2	7
159	со своим	2	7
160	и к	3	7
161	мы знаем	12	7
162	себе в	3	7
163	и о	2	7
164	в других	4	7
165	но если	2	7
166	и это	5	7
167	в связи	6	7
168	что они	3	7
169	если в	4	7
170	тех же	2	7
171	из этих	5	7
172	хотя бы	2	7
173	целый ряд	4	7
174	и вот	4	7
175	в этих	7	7
176	не имеет	4	7
177	по которым	2	7
178	к его	2	7
179	для нас	6	7
