N	2gram	Propp_Morf	Marksizm
1	точки зрения	7	69
2	может быть	61	64
3	и в	17	63
4	и не	16	55
5	как бы	6	53
6	не может	19	47
7	с точки	6	46
8	и пр	45	42
9	и его	3	41
10	в этом	18	39
11	таким образом	26	38
12	как мы	8	32
13	в пределах	3	31
14	не только	8	29
15	то же	10	28
16	но и	9	27
17	самом деле	4	25
18	связи с	12	25
19	прежде всего	14	24
20	как и	4	24
21	так и	10	23
22	только в	3	23
23	в том	10	22
24	то что	10	22
25	а не	11	22
26	для него	2	20
27	если мы	6	20
28	том что	7	19
29	не в	3	19
30	если бы	3	19
31	но в	4	18
32	и для	4	18
33	вовсе не	6	18
34	все же	9	17
35	в сущности	3	17
36	в то	4	16
37	по отношению	7	16
38	и как	6	16
39	ни было	2	16
40	что он	5	15
41	в связи	10	15
42	во всех	6	15
43	отношению к	7	15
44	в данном	2	14
45	хотя бы	5	14
46	ничего не	5	13
47	так же	4	13
48	мы не	8	13
49	того чтобы	4	13
50	было бы	5	13
51	не является	4	13
52	и здесь	7	13
53	то ни	3	13
54	что в	10	13
55	в результате	8	12
56	а в	8	12
57	в основе	2	12
58	бы то	3	12
59	для того	3	12
60	он не	5	12
61	между тем	5	12
62	на самом	4	11
63	друг друга	3	11
64	как в	5	11
65	к нему	3	11
66	все эти	5	11
67	так как	20	11
68	еще не	4	11
69	и что	3	11
70	мы уже	4	11
71	его в	4	10
72	здесь мы	3	10
73	во всяком	2	10
74	с его	3	10
75	сказать что	4	10
76	одна из	5	10
77	к этому	4	10
78	с другой	9	10
79	в большинстве	3	10
80	это не	6	9
81	одной из	2	9
82	к тому	5	9
83	большинстве случаев	3	9
84	в нашем	6	9
85	что это	3	9
86	не имеет	2	9
87	лишь на	2	9
88	и более	2	9
89	ни в	3	9
90	быть и	2	9
91	в каком	2	8
92	перед нами	14	8
93	и ее	5	8
94	в форме	6	8
95	или же	7	8
96	с этим	14	8
97	тому что	5	8
98	настоящее время	3	8
99	что и	10	8
100	в настоящее	3	8
101	другой стороны	5	8
102	и даже	2	8
103	мы можем	5	8
104	кроме того	3	8
105	в данной	2	8
106	и их	3	8
107	у нас	3	8
108	на то	3	8
109	к другому	2	8
110	у него	2	8
111	ясно что	5	8
112	от него	2	7
113	того что	3	7
114	могут быть	21	7
115	там где	5	7
116	в качестве	8	7
117	в этой	3	7
118	нашей работы	2	7
119	в начале	3	7
120	бы в	2	7
121	в этих	17	7
122	далеко не	5	7
123	о том	6	7
124	оно может	4	7
125	не существует	3	7
126	вопрос о	10	6
127	мы должны	3	6
128	в другом	2	6
129	является в	2	6
130	в различных	2	6
131	одной стороны	2	6
132	здесь же	3	6
133	что же	2	6
134	в какой	3	6
135	должны быть	2	6
136	все это	2	6
137	должна быть	2	6
138	с другими	2	6
139	из этих	2	6
140	пр и	3	6
141	же в	3	6
142	с одной	2	6
143	смысле слова	4	6
144	входит в	4	6
145	уже не	4	6
146	этот вопрос	4	6
147	всяком случае	2	6
148	лишь с	2	6
149	тем же	2	6
150	этом отношении	2	5
151	как же	3	5
152	но как	3	5
153	от того	4	5
154	и у	3	5
155	то мы	5	5
156	и тем	3	5
157	совершается в	2	5
158	то в	3	5
159	не менее	7	5
160	или в	6	5
161	в первом	5	5
162	этом случае	10	5
163	хотя и	5	5
164	себя в	2	5
165	ее в	3	5
166	связана с	3	5
167	нами в	4	5
168	она не	2	5
169	но не	8	5
170	что такое	3	5
171	в одном	2	5
172	в каких	2	4
173	не могут	7	4
174	в одной	2	4
175	в тех	8	4
176	мы постараемся	2	4
177	и к	4	4
178	и иных	2	4
179	всех других	2	4
180	следующим образом	4	4
181	можно сказать	2	4
182	и вне	3	4
183	можно назвать	3	4
184	что они	5	4
185	не будем	5	4
186	первом случае	3	4
187	независимо от	4	4
188	к другой	2	4
189	в которой	3	4
190	что она	2	4
191	и тот	2	4
192	целый ряд	3	4
193	только что	3	4
194	одним из	2	4
195	не знает	2	4
196	не хватает	4	4
197	но все	4	4
198	к целому	2	4
199	но для	3	4
200	из них	4	4
201	несмотря на	4	4
202	в других	5	4
203	это и	3	4
204	если же	5	4
205	тем что	4	4
206	формы передачи	3	3
207	иногда и	2	3
208	к себе	2	3
209	не все	6	3
210	но если	10	3
211	роль в	2	3
212	на пути	4	3
213	и при	3	3
214	в виде	3	3
215	в целом	5	3
216	главным образом	5	3
217	или менее	2	3
218	с тем	2	3
219	они и	5	3
220	не так	2	3
221	как это	7	3
222	они не	3	3
223	более или	2	3
224	потому что	7	3
225	этот случай	7	3
226	во втором	7	3
227	благодаря этому	3	3
228	ответ на	2	3
229	с героем	2	3
230	между собой	5	3
231	и др	12	3
232	мы видим	15	3
233	и по	3	3
234	и тогда	3	3
235	не на	2	3
236	значение и	3	3
237	эти формы	2	3
238	но вот	2	3
239	могла бы	4	3
240	здесь не	3	3
241	но это	6	3
242	можно было	4	3
243	и этот	2	3
244	нашу задачу	2	3
245	тем не	7	3
246	мы увидим	10	3
247	на первый	3	3
248	в последнем	3	3
249	его и	2	3
250	ни к	2	3
251	но они	2	3
252	не с	2	3
253	на этот	2	3
254	также и	6	3
255	этой школы	4	3
256	прежде чем	5	3
257	этой формы	3	3
258	он может	2	3
259	со стороны	5	3
260	в своих	2	3
261	в которых	2	3
262	а по	3	3
263	приводит к	3	3
264	из которых	5	3
265	если он	2	3
266	учение о	5	3
267	что эта	2	3
268	говорить о	4	3
269	и есть	3	3
270	и только	3	3
271	момент в	2	3
272	того как	2	3
273	в нее	2	2
274	он должен	3	2
275	мы пока	2	2
276	бы они	2	2
277	так например	3	2
278	ни одной	2	2
279	никаких новых	2	2
280	как их	2	2
281	это явление	5	2
282	иное как	2	2
283	есть и	4	2
284	в частности	2	2
285	и за	2	2
286	средство для	2	2
287	два раза	5	2
288	а с	2	2
289	вопросу о	2	2
290	без всякой	2	2
291	могли бы	2	2
292	а потому	2	2
293	ощущается как	2	2
294	но здесь	2	2
295	на его	5	2
296	вторая половина	2	2
297	или вообще	2	2
298	совсем не	3	2
299	то как	2	2
300	ответить на	2	2
301	себя и	2	2
302	иные формы	2	2
303	никто не	4	2
304	данном случае	2	2
305	мы получим	2	2
306	этот момент	5	2
307	например в	2	2
308	в собственном	3	2
309	пр эта	2	2
310	ее из	2	2
311	даже не	3	2
312	это было	3	2
313	также в	2	2
314	не что	2	2
315	может существовать	3	2
316	то перед	5	2
317	во второй	2	2
318	превращается в	2	2
319	та же	3	2
320	она в	2	2
321	героя и	3	2
322	с этой	3	2
323	во время	6	2
324	и другие	6	2
325	эта форма	14	2
326	в чем	2	2
327	между собою	2	2
328	не по	2	2
329	что его	4	2
330	это положение	2	2
331	на него	4	2
332	вообще не	2	2
333	что эти	3	2
334	о происхождении	2	2
335	их в	2	2
336	как они	2	2
337	оно не	2	2
338	же они	2	2
339	это так	2	2
340	вопрос в	2	2
341	что мы	2	2
342	же может	2	2
343	в плоскости	3	2
344	в совершенно	2	2
345	ту же	2	2
346	но с	2	2
347	собственном смысле	3	2
348	не значит	3	2
