N	2gram	Voloshinov	Komedia
1	и в	32	77
2	и не	42	47
3	в том	13	44
4	том что	12	42
5	о том	4	33
6	но и	17	32
7	может быть	50	30
8	таким образом	29	29
9	из них	3	29
10	в то	7	28
11	и его	33	28
12	в этом	27	27
13	потому что	2	27
14	что он	5	26
15	к тому	8	26
16	не только	18	25
17	тому же	2	25
18	вместе с	2	25
19	так как	5	24
20	как и	19	23
21	ни в	7	23
22	что в	5	23
23	что и	5	22
24	если бы	12	22
25	в самом	14	22
26	в конце	5	21
27	так и	21	21
28	а в	5	21
29	то же	19	21
30	ясно что	6	21
31	в его	10	20
32	со стороны	2	19
33	во время	2	19
34	к этому	10	19
35	в этой	3	18
36	тем что	3	17
37	еще не	7	17
38	и здесь	9	17
39	в нем	17	17
40	же время	7	17
41	все же	13	16
42	у него	2	16
43	не менее	5	16
44	при этом	13	16
45	тот же	4	16
46	сих пор	10	16
47	он не	5	16
48	до сих	10	16
49	его в	7	15
50	в своем	3	15
51	не в	13	15
52	точки зрения	48	15
53	между тем	8	15
54	прежде всего	19	15
55	было бы	8	15
56	в которой	4	15
57	и на	8	15
58	ли не	2	14
59	к нему	5	14
60	все это	4	14
61	на протяжении	2	14
62	в свою	6	14
63	и с	4	14
64	столь же	2	14
65	то что	12	13
66	так что	2	13
67	самом деле	18	13
68	но в	13	13
69	того же	11	13
70	того чтобы	9	13
71	в двух	4	13
72	мы можем	6	13
73	только что	2	13
74	в одном	2	13
75	как раз	5	13
76	так же	10	12
77	с другой	6	12
78	для того	8	12
79	как это	2	12
80	уже в	3	12
81	в качестве	4	12
82	в истории	5	12
83	в начале	7	12
84	не может	40	12
85	как в	5	12
86	но не	2	12
87	в котором	6	12
88	из которых	2	12
89	нового времени	2	12
90	по отношению	10	11
91	в их	5	11
92	в частности	2	11
93	одного из	3	11
94	как мы	26	11
95	и даже	4	11
96	на этот	3	11
97	и для	15	11
98	в отношении	7	10
99	в целом	2	10
100	ничего не	9	10
101	одной из	5	10
102	и все	8	10
103	в чем	2	10
104	мы не	6	10
105	он был	2	10
106	свою очередь	5	10
107	с его	6	10
108	с этим	6	10
109	тем более	3	10
110	с одной	2	10
111	как бы	31	10
112	еще в	2	10
113	и что	2	10
114	отличие от	7	9
115	тому что	6	9
116	одной стороны	2	9
117	ответ на	3	9
118	и особенно	2	9
119	в своей	5	9
120	независимо от	3	9
121	отношению к	9	9
122	но все	4	9
123	друг друга	10	9
124	вовсе не	15	9
125	говорить о	2	9
126	только в	14	9
127	в ней	5	9
128	и ее	4	8
129	тех пор	2	8
130	и других	3	8
131	как он	3	8
132	то ни	12	8
133	с самого	9	8
134	место в	5	8
135	не знает	4	8
136	связи с	22	8
137	другой стороны	7	8
138	можно было	2	8
139	бы в	4	8
140	с этой	2	8
141	не было	6	8
142	во всех	13	8
143	вопрос о	6	7
144	до конца	6	7
145	в себе	5	7
146	в другом	5	7
147	и к	3	7
148	мы знаем	7	7
149	самого начала	9	7
150	так или	2	7
151	но если	2	7
152	и это	6	7
153	и во	2	7
154	в связи	12	7
155	во всяком	8	7
156	бы то	11	7
157	из этих	3	7
158	хотя бы	8	7
159	в результате	9	7
160	целый ряд	3	7
161	и вот	2	7
162	не является	11	7
163	ни было	15	7
164	в этих	2	7
165	и тот	4	7
166	не имеет	6	7
167	по которым	2	7
168	или иначе	3	7
169	к его	4	7
170	отнюдь не	14	7
171	конце концов	3	7
172	всяком случае	4	7
173	в виду	2	6
174	и тем	4	6
175	в области	3	6
176	не приходится	3	6
177	том числе	3	6
178	могут быть	4	6
179	здесь в	5	6
180	что не	4	6
181	в сущности	17	6
182	нет и	4	6
183	в дальнейшем	3	6
184	как из	2	6
185	и он	4	6
186	это было	2	6
187	тем не	3	6
188	и как	8	6
189	человека в	3	6
190	в отличие	7	6
191	в какой	5	6
192	до тех	2	6
193	на то	4	6
194	в своих	2	6
195	главным образом	2	6
196	с точки	31	6
197	или в	4	6
198	а не	15	6
199	не дает	4	6
200	никогда не	7	5
201	и если	2	5
202	этом отношении	4	5
203	это не	5	5
204	для всех	2	5
205	в каждом	8	5
206	одним из	4	5
207	ни одной	2	5
208	не так	2	5
209	не могла	2	5
210	между собой	3	5
211	же не	2	5
212	в ее	9	5
213	в первом	3	5
214	в действительности	3	5
215	все остальные	3	5
216	сказать что	7	5
217	и от	6	5
218	что это	3	5
219	себя в	2	5
220	в сознании	2	5
221	в первой	2	5
222	за пределы	8	5
223	к своему	2	5
224	от того	4	5
225	речи о	3	5
226	именно в	6	5
227	приводит к	3	5
228	здесь нет	2	5
229	он и	2	5
230	жизни и	4	5
231	от нее	2	5
232	конечно не	9	5
233	друг другу	2	5
234	же самое	9	5
235	той же	5	5
236	тем же	4	5
237	с помощью	11	5
238	все более	2	4
239	к этим	3	4
240	или к	2	4
241	нуждается в	4	4
242	не остается	2	4
243	в духе	2	4
244	не столько	5	4
245	или менее	3	4
246	там и	3	4
247	в более	3	4
248	его не	2	4
249	между ними	6	4
250	что же	5	4
251	же как	2	4
252	не на	2	4
253	здесь мы	7	4
254	например в	2	4
255	в основе	10	4
256	одна из	6	4
257	из этого	2	4
258	бы он	3	4
259	нет ничего	4	4
260	с их	2	4
261	чуть ли	2	4
262	стороны и	2	4
263	бы не	2	4
264	и их	2	4
265	у нас	4	4
266	и другие	2	4
267	в пределах	7	4
268	следует что	7	4
269	достаточной степени	2	4
270	далеко не	5	4
271	в достаточной	3	4
272	которые он	2	4
273	выражение в	8	4
274	мог бы	2	4
275	в той	6	4
276	не следует	2	4
277	и речи	4	4
278	чем же	7	4
279	если мы	17	3
280	нет ни	2	3
281	не делает	2	3
282	и потому	7	3
283	не могут	4	3
284	от него	4	3
285	в одной	4	3
286	противоречие между	2	3
287	ситуаций и	2	3
288	должно было	2	3
289	как к	2	3
290	для себя	4	3
291	должен быть	2	3
292	остается в	2	3
293	на все	2	3
294	а как	7	3
295	в устах	4	3
296	от своего	2	3
297	только на	7	3
298	в какой-то	2	3
299	для понимания	4	3
300	бы на	2	3
301	от этого	3	3
302	она не	2	3
303	к этой	2	3
304	они не	2	3
305	с другом	2	3
306	его и	3	3
307	только при	4	3
308	в высшей	5	3
309	этой связи	4	3
310	почти не	2	3
311	для них	2	3
312	с ними	5	3
313	одну из	2	3
314	и самого	3	3
315	принадлежит к	2	3
316	между двумя	4	3
317	конечно в	4	3
318	мы видели	5	3
319	числе и	3	3
320	могла бы	2	3
321	но при	3	3
322	является конечно	2	3
323	и эта	5	3
324	в новое	2	3
325	друг с	2	3
326	выходят за	3	3
327	так называемой	3	3
328	как о	2	3
329	совершенно не	6	3
330	и более	6	3
331	не с	2	3
332	отношения к	2	3
333	за пределами	2	3
334	более или	3	3
335	к одной	2	3
336	в большинстве	7	3
337	если он	2	3
338	времени не	2	3
339	по себе	5	3
340	в эти	2	3
341	на такое	2	3
342	относится к	4	3
343	высшей степени	5	3
344	является не	9	3
345	в таком	8	3
346	и есть	3	3
347	как на	2	3
348	не найдем	2	3
349	не к	3	3
350	в нашем	4	3
351	один и	3	3
352	однако не	3	3
353	или может	2	2
354	еще и	2	2
355	в каком	6	2
356	как ее	6	2
357	к одному	5	2
358	те же	5	2
359	как же	5	2
360	и следовательно	8	2
361	с целью	2	2
362	такая же	2	2
363	вот в	2	2
364	для которого	2	2
365	не как	5	2
366	и формы	5	2
367	его из	3	2
368	к более	2	2
369	из всего	3	2
370	слово в	5	2
371	всех остальных	2	2
372	у них	2	2
373	и при	3	2
