N	2gram	Ircho_Kome	Vladivir
1	и в	37	116
2	то что	5	71
3	и не	28	67
4	не только	13	65
5	у него	10	65
6	в этом	18	53
7	в том	24	52
8	том что	22	51
9	что в	11	48
10	но и	18	47
11	с п	2	45
12	в конце	14	41
13	в его	12	40
14	и с	5	39
15	сказать что	4	36
16	и даже	6	36
17	так что	7	35
18	потому что	19	33
19	что он	15	32
20	не может	9	31
21	о том	21	30
22	только в	3	30
23	никогда не	5	29
24	как мы	6	29
25	вовсе не	6	27
26	а в	12	27
27	не было	6	26
28	в то	14	25
29	но в	7	25
30	в себе	4	25
31	и его	10	25
32	а также	3	24
33	точки зрения	8	23
34	может быть	14	23
35	он не	11	23
36	что же	2	23
37	так как	16	22
38	он был	6	22
39	об этом	12	22
40	ни в	14	22
41	в своей	6	21
42	вместе с	16	21
43	в своем	9	20
44	прежде всего	7	20
45	для нас	7	20
46	и что	8	20
47	и потому	2	19
48	так и	4	19
49	не менее	9	19
50	как раз	9	19
51	в дальнейшем	5	19
52	таким образом	16	19
53	в течение	3	19
54	тем не	3	19
55	не в	7	18
56	не был	2	18
57	как это	5	18
58	как и	10	18
59	хотя и	6	18
60	с его	6	18
61	не мог	2	18
62	едва ли	16	17
63	что и	12	17
64	в этой	7	17
65	то это	5	17
66	а не	5	17
67	и если	3	17
68	все же	9	16
69	было бы	7	16
70	к тому	11	16
71	и все	6	16
72	в котором	6	16
73	до конца	4	15
74	в связи	4	15
75	под названием	3	15
76	к этому	11	15
77	несмотря на	7	15
78	то же	14	15
79	в своих	4	15
80	и к	4	15
81	того же	9	14
82	уже в	3	14
83	в с	2	14
84	тут же	8	14
85	его жизни	2	14
86	и как	3	14
87	и на	6	14
88	так же	8	13
89	с тем	6	13
90	да и	3	13
91	и от	3	13
92	в результате	2	13
93	на этот	6	13
94	то время	3	13
95	во всем	2	13
96	и у	4	12
97	ничего не	6	12
98	в нем	8	12
99	и по	3	12
100	связи с	5	12
101	во всяком	3	12
102	и это	4	12
103	если не	7	12
104	всяком случае	3	12
105	в отношении	4	11
106	всякого рода	3	11
107	или менее	2	11
108	и о	3	11
109	я не	4	11
110	при этом	11	11
111	все это	7	11
112	никак не	2	11
113	хотя бы	5	11
114	в которой	6	11
115	и здесь	11	11
116	него в	3	11
117	на то	3	11
118	более или	2	11
119	конце концов	3	11
120	тому же	11	11
121	даже в	3	10
122	такого рода	2	10
123	к нему	8	10
124	в ней	7	10
125	что его	10	10
126	которую он	3	10
127	в качестве	4	10
128	в истории	2	10
129	можно было	3	10
130	еще не	10	10
131	но не	9	10
132	что для	7	10
133	в самом	17	10
134	отнюдь не	5	10
135	он и	5	10
136	с точки	6	10
137	здесь не	2	10
138	с ним	10	10
139	это не	3	9
140	о чем	11	9
141	и был	2	9
142	мы знаем	2	9
143	а с	2	9
144	в целом	4	9
145	в начале	5	9
146	этот раз	2	9
147	по существу	4	9
148	с этим	5	9
149	и сам	11	9
150	что касается	5	9
151	с другой	5	9
152	не будет	2	9
153	что мы	4	9
154	из этого	2	9
155	же время	12	9
156	отношения к	2	9
