N	2gram	Vygotskiy_	SlovoVZh
1	не может	15	16
2	точки зрения	15	14
3	может быть	34	14
4	и его	10	13
5	как бы	33	13
6	и в	55	12
7	таким образом	35	12
8	в нашем	3	11
9	отношению к	2	11
10	по отношению	3	11
11	и не	19	10
12	так как	20	9
13	если бы	21	9
14	прежде всего	6	8
15	для нас	9	7
16	сказать что	14	7
17	художественного произведения	3	7
18	слова и	2	6
19	все время	44	6
20	при этом	11	6
21	в том	50	6
22	в нем	13	6
23	только в	12	6
24	с помощью	3	6
25	в ней	5	6
26	никогда не	15	5
27	как в	4	5
28	что мы	12	5
29	в жизни	2	5
30	в виду	5	5
31	можно сказать	4	5
32	но в	7	5
33	том что	46	5
34	то же	16	5
35	как и	9	5
36	и следовательно	3	5
37	героя и	9	5
38	художественной формы	6	5
39	должна быть	2	5
40	хотя бы	5	5
41	а не	16	5
42	то что	69	5
43	и др	2	5
44	в самом	18	4
45	в этом	30	4
46	не только	24	4
47	на самом	9	4
48	что не	5	4
49	его в	2	4
50	и является	2	4
51	зависимости от	9	4
52	жизни и	8	4
53	материала и	6	4
54	мы все	8	4
55	не в	12	4
56	с другой	12	4
57	все же	11	4
58	дело в	4	4
59	и к	5	4
60	так и	6	4
61	и на	12	4
62	от того	6	4
63	литературы и	2	4
64	в них	7	3
65	в поэзии	5	3
66	по себе	13	3
67	в каком	7	3
68	и вообще	2	3
69	о том	24	3
70	и для	13	3
71	и герой	2	3
72	да и	4	3
73	и проч	2	3
74	он должен	8	3
75	из этого	7	3
76	и уже	4	3
77	ни в	5	3
78	все эти	5	3
79	в котором	5	3
80	и наконец	5	3
81	так же	19	3
82	в своей	8	3
83	мы не	8	3
84	конечно не	3	3
85	точка зрения	4	3
86	в себе	13	3
87	художественное произведение	5	3
88	нуждается в	3	3
89	еще не	6	3
90	это как	2	3
91	все это	8	3
92	только на	4	3
93	когда он	10	3
94	в некоторых	2	3
95	между тем	4	3
96	и с	3	3
97	этой точки	3	3
98	бы мы	7	3
99	сих пор	9	3
100	с ним	4	3
101	до сих	9	3
102	быть и	2	3
103	в пределах	3	3
104	формы и	4	3
105	в художественном	4	3
106	находит свое	2	3
107	самом деле	17	3
108	того что	12	3
109	с героем	2	3
110	художественном произведении	3	3
111	но и	16	3
112	для него	5	3
113	ясно что	10	3
114	едва ли	3	2
115	и дает	3	2
116	в особенности	3	2
117	одно и	3	2
118	и то	12	2
119	мы в	3	2
120	тем как	2	2
121	в его	8	2
122	данном случае	4	2
123	к его	2	2
124	имеет место	3	2
125	до конца	7	2
126	и здесь	11	2
127	каком отношении	5	2
128	что в	43	2
129	не так	4	2
130	стороны и	5	2
131	в отношении	2	2
132	мы никогда	5	2
133	в душе	2	2
134	не есть	4	2
135	искусства и	8	2
136	ничего не	4	2
137	с его	6	2
138	что и	11	2
139	это не	9	2
140	и все	15	2
141	там где	6	2
142	с точки	5	2
143	что поэт	3	2
144	содержания и	4	2
145	но все	5	2
146	тому же	4	2
147	в своем	12	2
148	на все	2	2
149	дело с	5	2
150	все они	2	2
151	в зависимости	7	2
152	согласие или	2	2
153	в данном	4	2
154	эта возможность	2	2
155	но мы	4	2
156	действия и	5	2
157	ко всем	2	2
158	мы имеем	10	2
159	и что	45	2
160	на примере	7	2
161	в то	6	2
162	себя и	3	2
163	формой и	3	2
164	те же	3	2
165	уже в	7	2
166	с этой	5	2
167	в этих	3	2
168	одной стороны	15	2
169	еще раз	2	2
170	и другие	3	2
171	но это	2	2
172	он не	10	2
173	в какой	5	2
174	такой же	2	2
175	как только	5	2
176	как на	15	2
177	и потому	8	2
178	оно не	2	2
179	но не	9	2
180	как это	16	2
181	на это	3	2
182	если же	3	2
183	в себя	2	2
184	нас и	2	2
185	мы можем	8	2
186	была бы	4	2
187	ни на	3	2
188	могут быть	8	2
189	между собой	2	2
190	в форме	2	2
191	и так	4	2
192	с одной	15	2
193	относится к	2	2
194	к этому	5	2
195	же самое	13	2
196	между ними	2	2
197	этих двух	8	2
198	и та	5	2
199	от этой	3	2
200	но что	3	2
201	другой стороны	8	2
202	в корне	2	2
203	вместе с	16	2
204	на него	4	2
205	этого взаимодействия	2	2
206	и совершенно	8	2
