N	2gram	Tiupa_Hudo	Myshleni
1	в том	20	195
2	внутренней речи	14	191
3	в этом	12	167
4	то что	5	166
5	и в	23	162
6	том что	9	161
7	таким образом	3	147
8	точки зрения	11	143
9	что в	7	119
10	мышления и	2	117
11	не только	20	116
12	того что	5	109
13	так же	2	100
14	речи и	4	99
15	потому что	3	95
16	того чтобы	5	91
17	может быть	19	89
18	с точки	3	89
19	что он	5	86
20	не может	9	81
21	как и	3	79
22	для того	5	78
23	и не	16	78
24	только в	7	75
25	в целом	3	74
26	но и	14	70
27	заключается в	2	67
28	в его	11	67
29	сказать что	4	65
30	как бы	11	64
31	в качестве	31	60
32	и что	4	60
33	представляет собой	11	60
34	то же	12	58
35	в основе	7	58
36	в отношении	4	55
37	в силу	4	53
38	между собой	2	53
39	в самом	7	52
40	к тому	4	49
41	на основе	2	47
42	если бы	3	46
43	но не	13	45
44	с другой	9	45
45	по отношению	10	45
46	тем самым	5	43
47	внешней речи	2	43
48	как это	7	42
49	тому что	2	42
50	отношению к	10	42
51	в ходе	5	41
52	не является	5	41
53	по своей	7	40
54	одной стороны	3	40
55	о том	2	40
56	так и	12	39
57	никогда не	2	39
58	с одной	3	39
59	в области	8	38
60	не в	9	37
61	если мы	2	37
62	в этой	2	37
63	и к	3	37
64	в своем	4	36
65	все эти	2	36
66	и его	12	36
67	как в	2	36
68	а не	13	36
69	того же	3	35
70	он не	4	35
71	в которой	3	35
72	в себе	13	35
73	для себя	4	35
74	и т.д	4	35
75	во внутренней	2	34
76	и как	4	34
77	связи с	3	34
78	приводит к	6	34
79	при этом	19	33
80	прежде всего	5	33
81	по себе	2	33
82	что и	2	32
83	именно в	2	32
84	по своему	3	32
85	но в	10	32
86	слова и	2	32
87	и тем	4	32
88	и на	3	32
89	и то	4	31
90	между тем	4	29
91	могут быть	5	29
92	этого слова	2	29
93	самом деле	2	28
94	в своей	7	27
95	с этой	3	27
96	в то	8	27
97	другой стороны	6	27
98	в их	5	26
99	в частности	18	26
100	для него	5	26
101	все это	2	25
102	еще не	4	25
103	что она	2	25
104	это не	4	25
105	в чем	2	25
106	можно сказать	6	25
107	в какой	2	24
108	в нем	6	24
109	в слове	4	24
110	как уже	3	24
111	состоит в	20	23
112	слова в	3	23
113	ни в	5	23
114	в известном	2	22
115	и развитием	2	22
116	столь же	2	22
117	отношение к	7	21
118	как говорит	3	21
119	и более	2	21
120	в нашем	2	21
121	его в	4	21
122	ее в	2	21
123	между ними	5	21
124	и ее	3	21
125	в виду	5	20
126	а в	13	20
127	к которому	4	20
128	как раз	3	20
129	в другом	4	20
130	на этом	2	20
131	не менее	5	20
132	говорит что	2	20
133	из этих	3	20
134	в данном	4	19
135	в себя	4	19
136	с ним	2	19
137	из которых	2	19
138	в той	3	19
139	а с	2	19
140	и по	2	19
141	во всех	3	19
142	один из	2	19
143	в связи	3	19
144	отличие от	7	18
145	во всей	3	18
146	одного и	3	18
147	к действительности	3	18
148	в отличие	7	18
149	этом смысле	3	18
150	на деле	3	17
151	и для	3	17
152	в свою	3	17
153	и того	3	17
154	в одном	3	17
155	этой точки	2	17
156	совпадает с	2	17
157	в этих	4	17
158	их в	3	17
159	я не	2	17
160	у него	2	17
161	своей природе	2	16
162	вовсе не	2	16
163	тому как	3	16
164	и другие	2	16
165	между двумя	2	16
166	то в	2	16
167	мы имеем	6	16
168	известном смысле	2	15
169	тем более	2	15
170	но как	2	15
171	подобно тому	3	15
172	отличается от	2	15
173	и это	2	15
174	в них	2	15
175	он должен	3	14
176	из этого	2	14
177	одной из	2	14
178	который в	2	14
179	одно и	3	14
180	о чем	3	14
181	свою очередь	2	14
182	об этом	2	14
183	с его	6	14
184	одним из	2	14
185	этих двух	2	14
186	лишь в	7	13
187	значения и	2	13
188	имеет место	3	13
189	человека и	2	13
190	слова как	5	13
191	отнюдь не	2	13
192	к его	3	13
193	с другими	5	13
194	но на	2	13
195	и потому	2	12
196	и составляет	3	12
197	а затем	2	12
198	в ее	6	12
199	тем не	3	12
200	но только	2	12
201	входит в	4	12
202	даже в	3	12
203	это и	2	12
204	несмотря на	2	12
205	с их	2	12
206	к нему	3	12
207	к другому	2	12
208	за пределы	2	12
209	мог бы	3	12
210	но он	3	12
211	в каком	2	11
212	одно из	2	11
213	идет о	2	11
214	а только	4	11
215	иначе говоря	5	11
216	на котором	2	11
217	например в	4	11
218	в пределах	3	11
219	с ее	6	11
220	не могли	2	11
221	или менее	6	11
222	не знает	4	11
223	не столько	7	11
224	есть в	3	11
225	отношения к	4	11
226	что такое	2	10
227	или иной	9	10
228	вслед за	2	10
229	речь идет	2	10
230	том числе	3	10
231	речевой деятельности	2	10
232	в конечном	5	10
233	всякий раз	2	10
234	вытекает из	2	10
235	и т.п	7	10
236	в случае	2	10
237	чем это	2	10
238	числе и	2	10
239	к жизни	2	10
240	и может	2	10
241	не могло	2	10
242	видим в	2	9
243	такого рода	12	9
244	в момент	3	9
245	включает в	2	9
246	хотя и	4	9
247	сама по	2	9
248	в системе	3	9
249	и притом	3	9
250	более или	6	9
251	что можно	3	9
252	в самой	2	9
253	оно не	2	9
254	место в	5	9
255	той или	5	9
256	по пути	4	9
257	конечном счете	5	9
258	не с	2	9
259	должен быть	2	9
260	говорить о	4	9
261	или в	2	9
262	наших глазах	2	8
263	речи а	2	8
264	которая не	2	8
265	со стороны	5	8
266	и др	2	8
267	как правило	3	8
268	не как	2	8
269	не на	5	8
270	только и	2	8
271	еще один	2	8
272	в равной	2	8
273	отношении к	3	8
274	с ними	2	7
275	а также	6	7
276	образом и	2	7
277	слова не	2	7
278	и особенно	2	7
279	в таком	3	7
280	и сам	3	7
281	во втором	4	7
282	принадлежит к	3	7
283	в жизни	3	7
284	в значительной	2	7
285	сознания в	4	7
286	говоря словами	5	7
287	случае не	2	7
288	роль в	2	6
289	начиная с	2	6
290	и больше	2	6
291	задолго до	2	6
292	для обозначения	2	6
293	или даже	3	6
294	уже не	6	6
295	и который	2	6
296	для возникновения	2	6
297	еще и	2	6
298	между которыми	2	6
299	как к	5	6
300	из которого	4	6
301	единое целое	2	6
302	том и	2	6
303	и о	4	6
304	одна из	2	6
305	что может	2	6
306	всей своей	2	6
307	имеем дело	2	6
308	из тех	2	5
309	и состоит	3	5
310	всей его	2	5
311	от всех	2	5
312	в контексте	3	5
313	у одного	2	5
314	себя в	8	5
315	в противоположность	3	5
316	ведет к	2	5
317	это отношение	3	5
318	говоря о	3	5
319	роли в	4	5
320	человека к	3	5
321	никто не	3	5
322	втором случае	2	5
323	оказывается в	3	5
324	может служить	2	5
325	значительной степени	2	5
326	дело не	2	5
327	человека с	3	5
328	не просто	2	5
329	в форме	4	5
330	для которого	2	4
331	к более	2	4
332	которого он	2	4
333	однако в	4	4
334	из виду	2	4
335	другим и	2	4
336	к области	3	4
337	строго говоря	2	4
338	вступает в	2	4
339	совершенно иной	2	4
340	способность к	2	4
341	в одно	2	4
342	бы то	2	4
343	ни было	2	4
344	может оказаться	2	4
345	а именно	3	4
346	себя и	3	4
347	того или	4	4
348	языка на	2	4
349	превращается в	2	4
350	в роли	3	4
351	деятельности в	4	4
352	имеет дело	2	4
353	направленной на	3	4
354	другого в	3	4
355	была бы	3	4
356	известной степени	3	4
357	здесь не	2	4
358	о его	2	4
359	и одновременно	5	4
360	одно слово	3	4
361	встречаются в	2	4
362	языка в	4	4
363	не входит	2	3
364	с чем	2	3
365	к своему	2	3
366	могут служить	2	3
367	ту или	2	3
368	тех или	2	3
369	до известной	2	3
370	вопрос что	2	3
371	говорит и	3	3
372	тогда как	15	3
373	он оказывается	2	3
374	в порядке	2	3
375	мы легко	2	3
376	на всех	2	3
377	он и	2	3
378	двоякого рода	3	3
379	в структуре	3	3
380	а для	2	3
381	самим собой	5	3
382	к нашему	2	3
383	что отличает	2	3
384	внутренней и	2	3
385	далеко не	4	3
386	или иных	2	3
387	имеем в	3	3
388	сводится к	11	3
389	знания о	2	3
390	при котором	2	3
391	для меня	2	3
392	в глаза	2	3
393	что каждый	2	3
394	своей внутренней	2	3
395	этого термина	2	3
396	и наоборот	2	3
397	или иного	4	3
398	могла бы	2	3
399	говорит в	2	3
400	для понимания	2	3
401	то ни	2	3
402	при наличии	2	3
403	бы не	2	3
404	сути дела	3	3
405	или иначе	5	3
406	в единое	3	3
407	же время	7	3
408	только о	2	3
409	мира и	2	3
410	и внешней	3	3
411	в воображении	4	2
412	опыта к	2	2
413	своей жизни	2	2
414	все прочие	3	2
415	без исключения	4	2
416	силу своей	4	2
417	ни к	2	2
418	жить и	2	2
419	есть как	2	2
420	анна каренина	3	2
421	в художественной	3	2
422	окружающей его	2	2
423	значении этого	4	2
424	по сути	6	2
425	не всегда	2	2
426	на свою	2	2
427	и конец	2	2
428	в состав	6	2
429	не предполагает	5	2
430	нашего внутреннего	2	2
431	особого рода	8	2
432	каждая из	2	2
433	вследствие этого	2	2
434	не следует	4	2
435	в мире	24	2
436	автора и	3	2
437	при всем	2	2
438	во времени	4	2
439	художественное произведение	3	2
440	тот или	3	2
441	в иной	3	2
442	могло быть	2	2
443	не будет	3	2
444	тем или	2	2
445	делает его	2	2
446	во внешнем	2	2
447	с самим	2	2
448	что сама	2	2
449	или иную	2	2
450	личности и	3	2
451	в сторону	2	2
452	это может	2	2
453	как совокупность	3	2
454	в принципе	8	2
455	мыслится как	5	2
456	процесс превращения	2	2
457	с языком	3	2
458	потребности и	2	2
459	но она	2	2
460	внешнего мира	3	2
461	нечто в	2	2
462	личности в	4	2
463	никем не	2	2
464	знаков в	2	2
465	в акте	3	2
466	или иным	4	2
467	жизни а	2	2
468	и возможность	2	2
469	данный момент	2	2
470	могут оказаться	2	2
