N	2gram	Voloshinov	Myslijsy
1	потому что	7	182
2	то есть	5	142
3	и в	42	121
4	может быть	13	107
5	в том	3	103
6	то что	9	83
7	в слове	4	78
8	для нас	3	75
9	и не	14	73
10	только в	7	72
11	не только	28	67
12	а не	7	67
13	таким образом	8	64
14	в языке	2	60
15	том что	3	59
16	так как	8	59
17	в этом	10	59
18	но и	16	59
19	то же	16	56
20	не в	6	54
21	если бы	4	53
22	в себе	10	53
23	не может	13	52
24	того что	4	47
25	в сознании	5	46
26	в душе	2	45
27	в нем	6	45
28	было бы	7	45
29	не есть	2	42
30	как и	12	42
31	вместе с	5	39
32	мы не	9	38
33	что и	3	38
34	так и	7	37
35	при этом	9	37
36	как в	3	37
37	что мы	11	36
38	тем что	2	33
39	по отношению	2	30
40	а в	5	30
41	но не	2	29
42	между тем	3	29
43	вовсе не	2	28
44	мы можем	7	28
45	для него	3	28
46	что язык	5	27
47	с этим	2	27
48	не было	2	26
49	независимо от	5	26
50	отношению к	2	26
51	языка и	4	25
52	этого слова	3	25
53	в то	9	24
54	с тем	8	23
55	от того	3	23
56	как бы	30	23
57	только тогда	2	22
58	но в	5	22
59	и потому	2	21
60	в ней	8	20
61	в одном	4	20
62	это не	3	20
63	тем самым	8	19
64	заключает в	4	19
65	и как	10	19
66	с ним	2	19
67	есть не	2	19
68	и то	5	19
69	сказать что	3	19
70	что это	4	19
71	из этих	2	19
72	но это	2	19
73	должно быть	2	19
74	о том	4	19
75	в каком	2	18
76	очевидно что	2	18
77	для того	9	18
78	еще не	3	18
79	бы не	2	18
80	в самом	5	18
81	заметить что	3	17
82	в его	6	17
83	слова и	5	17
84	точки зрения	11	17
85	что оно	3	17
86	членораздельный звук	2	17
87	уже в	5	17
88	слова в	6	17
89	к тому	4	16
90	в которой	7	16
91	так же	4	16
92	если б	6	16
93	и на	7	16
94	в нас	2	15
95	в этих	2	15
96	и тем	7	15
97	что он	2	15
98	прежде всего	22	15
99	быть может	3	15
100	с другими	2	15
101	в свою	6	15
102	уже не	4	15
103	мы должны	10	14
104	свою очередь	4	14
105	и без	4	14
106	связи с	3	14
107	так сказать	4	14
108	в котором	3	14
109	все же	9	14
110	когда мы	6	14
111	во всех	6	14
112	же время	7	14
113	смысле этого	2	13
114	и все	4	13
115	те же	5	13
116	зависит от	2	13
117	из них	3	13
118	языка в	2	13
119	и его	7	13
120	никогда не	7	12
121	язык не	3	12
122	человека и	2	12
123	друг друга	2	12
124	и при	2	12
125	что же	8	12
126	все это	4	12
127	как мы	10	12
128	сих пор	2	12
129	что такое	4	12
130	только потому	2	12
131	хотя и	3	12
132	относится к	2	12
133	в каждом	4	12
134	другими словами	7	11
135	той же	7	11
136	того чтобы	7	11
137	и вообще	2	11
138	только на	3	11
139	и их	5	11
140	его в	4	11
141	если не	3	11
142	мы видели	5	11
143	к нему	2	11
144	речи и	6	11
145	и это	8	11
146	и следовательно	5	10
147	представить себе	3	10
148	и для	3	10
149	хотя бы	18	10
150	тем же	4	10
151	тем и	2	10
152	слово в	2	10
153	одной и	4	10
154	тому что	5	10
155	мы видим	4	10
156	это слово	2	10
157	и от	7	10
158	в словах	4	10
159	бы в	6	10
160	он не	2	10
161	если мы	4	10
162	и с	5	10
163	вопрос о	2	9
164	не будет	3	9
165	до того	3	9
166	и даже	3	9
167	на него	4	9
168	язык в	6	9
169	о происхождении	2	9
170	с точки	5	9
171	связь между	3	9
172	самом деле	5	9
173	один из	4	9
174	в целом	4	9
175	можно сказать	4	9
176	таким же	2	9
177	на самом	3	8
178	то мы	3	8
179	мы называем	4	8
180	тот же	2	8
181	одно и	6	8
182	слово как	8	8
183	и слово	3	8
184	но все	5	8
185	их в	3	8
186	в которых	2	8
187	помнить что	2	8
188	слова не	2	8
189	влияние на	4	8
190	и той	7	8
191	между ними	3	8
192	этом случае	3	8
193	и тогда	2	8
194	не так	3	8
195	словом и	3	8
196	не из	2	8
197	мы в	3	8
198	или в	2	8
199	слова но	3	7
200	но мы	2	7
201	том же	2	7
202	самого начала	4	7
203	с самого	4	7
204	связь с	2	7
205	от нашего	2	7
206	значение и	2	7
207	место в	2	7
208	все эти	3	7
209	происхождении языка	2	7
210	находятся в	2	7
211	что у	3	7
212	в своих	2	7
213	но что	3	7
214	не знаем	4	7
215	вряд ли	3	7
216	но как	2	7
217	деятельности и	3	7
218	что именно	4	7
219	не всегда	2	7
220	говорящего и	6	7
221	в разных	3	7
222	даже и	2	7
223	было в	4	7
224	бы и	2	7
225	на это	4	7
226	к этому	2	7
227	не с	3	7
228	в жизни	2	7
229	не существует	4	7
230	допустим что	3	7
231	несмотря на	3	7
232	слов в	4	6
233	в виду	3	6
234	увидим что	2	6
235	на его	6	6
236	в обществе	4	6
237	в ее	3	6
238	в своей	2	6
239	не имеем	3	6
240	в этой	6	6
241	слово и	3	6
242	в мире	2	6
243	от их	2	6
244	у нас	4	6
245	прежде чем	2	6
246	то он	3	6
247	главным образом	3	6
248	друг другу	2	6
249	языка мы	2	6
250	и к	4	6
251	для всех	2	6
252	без языка	2	6
253	к которому	2	6
254	в их	2	6
255	может стать	3	6
256	его не	2	6
257	человеческой речи	3	6
258	себе в	2	6
