N	2gram	Losev_Dial	EvropaiC
1	таким образом	5	34
2	в том	20	31
3	и в	35	24
4	том что	18	20
5	все эти	4	19
6	не может	16	18
7	то что	25	18
8	может быть	30	17
9	до сих	4	15
10	все же	9	15
11	сих пор	4	15
12	точки зрения	25	14
13	в этом	18	13
14	все это	14	13
15	в своем	7	12
16	с этим	5	12
17	самом деле	6	12
18	между тем	3	12
19	но и	17	11
20	не только	26	10
21	так и	18	10
22	во всех	3	10
23	как и	10	10
24	все что	2	10
25	как бы	19	10
26	в результате	2	9
27	друг с	2	9
28	и не	51	9
29	не в	12	9
30	что в	19	9
31	и все	11	9
32	на то	5	9
33	с другом	2	9
34	потому что	23	9
35	при этом	2	9
36	и что	17	9
37	так же	6	8
38	из этих	2	8
39	или менее	5	8
40	если бы	12	8
41	для того	2	8
42	идет речь	2	8
43	к тому	6	8
44	более или	5	8
45	в самом	6	8
46	знаем что	2	8
47	с точки	18	8
48	ясно что	11	8
49	на самом	5	7
50	для этого	2	7
51	о которых	2	7
52	в сознании	3	7
53	так как	24	7
54	в силу	6	7
55	по своей	5	7
56	что он	16	7
57	того что	6	7
58	о котором	2	7
59	не менее	5	7
60	о том	8	7
61	из этого	2	7
62	что и	7	7
63	в этой	3	7
64	по существу	2	7
65	вместе с	3	7
66	в мире	3	6
67	отличается от	3	6
68	только в	7	6
69	все они	2	6
70	у них	3	6
71	еще не	4	6
72	и при	3	6
73	так что	21	6
74	что касается	3	6
75	в то	10	6
76	должна быть	5	6
77	и для	2	6
78	с другой	10	6
79	в общем	2	6
80	и если	5	6
81	мы можем	5	6
82	несмотря на	12	6
83	что с	2	6
84	при чем	2	6
85	тому же	3	6
86	с ним	9	6
87	и от	5	5
88	его в	3	5
89	но все	5	5
90	по сравнению	2	5
91	в себе	23	5
92	в состоянии	2	5
93	должно быть	7	5
94	к этому	2	5
95	в которой	3	5
96	большею частью	4	5
97	бороться с	2	5
98	тех кто	2	5
99	на все	2	5
100	и их	5	5
101	ничем не	4	5
102	между собою	3	5
103	из них	5	5
104	что это	21	5
105	так или	3	5
106	по своему	4	5
107	у него	2	5
108	что все	2	5
109	далеко не	2	5
110	но в	8	5
111	именно в	4	5
112	или иначе	3	5
113	а потому	3	5
114	и с	10	5
115	и к	8	5
116	другой стороны	7	5
117	не будет	2	5
118	в его	4	5
119	как будто	7	5
120	сравнению с	2	5
121	быть и	7	5
122	никогда не	18	4
123	в одну	8	4
124	и то	15	4
125	не могут	4	4
126	из того	2	4
127	мы должны	6	4
128	для меня	5	4
129	что эта	5	4
130	всех этих	4	4
131	хотя бы	6	4
132	тем не	3	4
133	в конце	5	4
134	отношение к	5	4
135	и у	2	4
136	конце концов	4	4
137	состоит из	3	4
138	та же	6	4
139	то же	21	4
140	в их	5	4
141	в области	2	4
142	а с	2	4
143	в виде	2	4
144	совершенно не	13	4
145	что для	3	4
146	с тем	2	4
147	и сейчас	3	4
148	не есть	67	4
149	что мы	3	4
150	связи с	3	4
151	что как	2	4
152	в таком	4	4
153	он не	5	4
154	это есть	13	4
155	если мы	3	4
156	в дальнейшем	6	4
157	хотя и	4	4
158	мы уже	8	4
159	даже в	6	3
160	нечего и	2	3
161	и вообще	10	3
162	вопрос о	3	3
163	что их	2	3
164	это не	18	3
165	что если	4	3
166	и потому	6	3
167	что по	3	3
168	и до	2	3
169	от него	4	3
170	и говорить	4	3
171	на земле	3	3
172	тем более	2	3
173	в тех	2	3
174	бы в	3	3
175	которые не	2	3
176	ни было	2	3
177	от того	2	3
178	даже если	4	3
179	только что	5	3
180	а лишь	3	3
181	с этой	3	3
182	в этих	6	3
183	конечно не	9	3
184	в связи	3	3
185	как у	3	3
186	чтобы все	3	3
187	прежде всего	14	3
188	жизнь и	5	3
189	с одной	4	3
190	в разных	6	3
191	как известно	3	3
192	одно из	2	3
193	в жизни	3	3
194	но не	9	3
195	очень много	4	3
196	и это	6	3
197	в данном	5	3
198	а в	8	3
199	историческую эпоху	2	3
200	на почве	2	3
201	в нем	25	3
202	в ней	4	3
203	что оно	9	3
204	тогда когда	6	3
205	не то	9	3
206	же не	4	3
207	сказали что	2	3
208	должны быть	2	3
209	различия между	3	3
210	по одному	4	3
211	сейчас же	3	3
212	было бы	14	3
213	и по	5	3
214	и может	7	3
215	ничего общего	4	3
216	во всем	3	3
217	если же	2	3
218	же как	3	3
219	заключается в	4	3
220	уже и	5	3
221	говорить что	2	3
222	как мы	5	3
223	мы будем	2	3
224	образом и	3	2
225	другими словами	2	2
226	очень мало	2	2
227	помнить что	2	2
228	то в	8	2
229	то и	3	2
230	независимо от	2	2
231	только то	7	2
232	но как	7	2
233	что под	3	2
234	к ним	3	2
235	есть только	9	2
236	не очень	2	2
237	не потому	5	2
238	то время	3	2
239	что она	18	2
240	в другом	6	2
241	из нее	2	2
242	а это	2	2
243	но если	6	2
244	на него	2	2
245	потому и	2	2
246	должен быть	2	2
247	однако это	2	2
248	зависимости от	2	2
249	как не	4	2
250	на первый	2	2
