N	2gram	Losev_Prob	Literetu
1	а не	7	50
2	и не	29	47
3	не только	28	46
4	и в	48	44
5	может быть	11	43
6	при этом	6	41
7	но и	21	41
8	в том	25	39
9	в этом	31	38
10	том что	29	32
11	в частности	5	30
12	такого рода	4	30
13	то что	26	29
14	в качестве	9	27
15	в году	9	26
16	то же	6	26
17	как и	10	23
18	в то	6	23
19	в стихотворении	28	23
20	не в	16	22
21	так и	15	22
22	того что	8	22
23	не может	6	22
24	в себе	7	20
25	прежде всего	15	19
26	я в	4	19
27	как бы	10	18
28	то есть	38	17
29	точки зрения	17	17
30	в его	19	17
31	с другой	8	17
32	в этой	14	16
33	в жизни	4	16
34	тем самым	2	15
35	не менее	8	15
36	я не	3	15
37	в русской	4	15
38	только в	21	15
39	по отношению	2	14
40	что он	12	14
41	однако в	4	14
42	и даже	24	14
43	в своем	16	13
44	как это	5	13
45	с одной	5	13
46	но не	12	13
47	уже не	12	13
48	и его	11	13
49	в данном	6	12
50	в своей	29	12
51	а также	8	12
52	еще не	4	12
53	отношению к	2	12
54	о том	17	12
55	одной стороны	5	12
56	никогда не	7	11
57	данном случае	5	11
58	это не	8	11
59	в другом	6	11
60	еще в	6	11
61	с его	3	11
62	и сам	5	11
63	как в	3	11
64	а в	8	11
65	или иначе	3	11
66	вместе с	15	11
67	даже в	2	10
68	этом отношении	4	10
69	для себя	6	10
70	в области	3	10
71	что в	12	10
72	так или	3	10
73	отнюдь не	14	10
74	в ее	6	10
75	по мысли	4	10
76	жизни в	7	10
77	из них	4	10
78	и на	9	10
79	потому что	21	10
80	жизни и	7	10
81	одно из	2	9
82	к тому	7	9
83	один из	2	9
84	же в	4	9
85	связи с	11	9
86	в начале	6	9
87	с этой	4	9
88	вплоть до	2	8
89	в конце	10	8
90	едва ли	13	8
91	ли не	2	8
92	все же	12	8
93	в искусстве	2	8
94	по существу	2	8
95	но в	17	8
96	того же	7	8
97	уже в	4	8
98	на себя	2	8
99	не говоря	2	8
100	что не	3	8
101	для него	2	8
