N	2gram	Vygotskiy_	Tvorches
1	и в	38	56
2	как бы	17	41
3	в его	22	37
4	в то	5	30
5	то же	18	25
6	не только	16	24
7	но в	4	24
8	и его	5	23
9	и не	16	23
10	а в	7	23
11	как и	20	23
12	в этом	35	22
13	в том	59	21
14	что в	31	21
15	том что	44	19
16	он не	6	19
17	может быть	25	19
18	потому что	14	19
19	у него	3	18
20	то что	27	18
21	что он	13	17
22	все это	8	17
23	и на	9	17
24	таким образом	36	17
25	никогда не	11	16
26	прежде всего	6	16
27	как в	14	16
28	при этом	13	16
29	не может	11	16
30	но и	9	16
31	в этой	7	15
32	с его	3	15
33	но это	7	15
34	в мире	2	15
35	и с	5	15
36	это не	5	14
37	и даже	4	14
38	о том	6	13
39	а не	7	13
40	тем самым	6	12
41	в целом	22	12
42	в котором	3	12
43	все же	11	11
44	в своей	9	11
45	для него	6	11
46	отнюдь не	6	11
47	не в	10	10
48	в основном	6	10
49	так и	11	10
50	уже в	10	10
51	по нашему	2	10
52	но не	7	10
53	нашему мнению	2	10
54	в самом	8	10
55	когда он	5	10
56	только в	16	10
57	в свою	4	9
58	в нем	4	9
59	один из	8	9
60	а затем	4	9
61	и от	5	9
62	наряду с	3	9
63	в своих	3	9
64	даже в	5	8
65	так же	26	8
66	в себе	9	8
67	человека и	6	8
68	в их	12	8
69	не менее	8	8
70	на его	5	8
71	так как	19	8
72	вовсе не	5	8
73	к этому	5	8
74	об этом	2	8
75	еще не	6	8
76	одним из	6	8
77	именно в	6	8
78	хотя и	2	8
79	вместе с	18	8
80	самом деле	4	7
81	в чем	2	7
82	например в	2	7
83	в дальнейшем	3	7
84	что она	7	7
85	в которой	4	7
86	в этих	4	7
87	уже не	3	7
88	и сам	4	7
89	его в	8	6
90	приводит к	5	6
91	так что	3	6
92	и все	5	6
93	место в	3	6
94	не столько	4	6
95	все эти	9	6
96	одна из	2	6
97	хотя бы	2	6
98	и как	11	6
99	если бы	12	6
100	в конечном	2	6
101	с ним	4	6
102	начиная с	2	5
103	из всех	2	5
104	до конца	2	5
105	не имеют	2	5
106	приходит к	7	5
107	по отношению	4	5
108	но если	2	5
109	и у	7	5
110	и других	4	5
111	том же	3	5
112	как он	8	5
113	в виде	4	5
114	в своем	9	5
115	а с	4	5
116	в них	3	5
117	и это	7	5
118	что этот	2	5
119	быть может	2	5
120	значит что	6	5
121	что и	14	5
122	мы не	14	5
123	и по	5	5
124	что они	23	5
125	в истории	9	5
126	во всей	3	5
127	тот же	10	5
128	показывает что	9	5
129	что это	8	5
130	все время	6	5
131	с этим	6	5
132	процесса в	7	5
133	на него	2	5
134	на деле	6	5
135	та же	3	5
136	между тем	10	5
137	как у	2	5
138	отношению к	3	5
139	что у	3	5
140	с другой	11	5
141	как правило	2	5
142	из них	5	5
143	в таком	4	5
144	в пользу	7	5
145	перед нами	15	4
146	в область	2	4
147	при помощи	3	4
148	в плане	2	4
149	и потому	2	4
150	роль в	5	4
151	только на	2	4
152	в частности	4	4
153	как это	16	4
154	отличие от	8	4
155	в такой	3	4
156	самого начала	6	4
157	того что	17	4
158	что все	2	4
159	но только	3	4
160	точки зрения	27	4
161	ту же	2	4
162	что на	2	4
163	могут быть	9	4
164	сих пор	3	4
165	однако в	2	4
166	же не	3	4
167	же как	10	4
168	с ними	3	4
169	мы видим	13	4
170	который в	4	4
171	в основе	32	4
172	как известно	7	4
173	и когда	3	4
174	и мы	2	4
175	в каждом	2	4
176	особенно в	2	4
177	это значит	6	4
178	и одновременно	3	4
179	известно что	2	4
180	тем что	12	4
181	с этой	6	4
182	такой же	4	4
183	не означает	2	4
184	в отличие	8	4
185	с самого	6	4
186	и более	4	4
187	не мог	4	4
188	связан с	2	4
189	далеко не	2	4
190	в действии	8	4
191	этот вопрос	5	4
192	в которых	3	4
193	представляет собой	6	4
194	еще в	2	4
195	к жизни	2	4
196	с точки	11	4
197	той же	8	4
198	связана с	3	4
199	до сих	3	4
200	заставляет нас	2	4
201	не есть	5	3
202	для человека	2	3
203	его к	6	3
204	действия и	2	3
205	в процессе	33	3
206	к другим	2	3
207	в другом	3	3
208	едва ли	6	3
209	для себя	2	3
210	друг друга	7	3
211	к которому	6	3
212	в виду	4	3
213	на все	2	3
214	и тем	8	3
215	в области	9	3
216	с полным	3	3
217	но что	3	3
218	в один	4	3
219	мы знаем	10	3
220	мы находим	3	3
221	не по	2	3
222	о котором	2	3
223	как уже	8	3
224	в него	4	3
225	в свете	2	3
226	мы узнаем	2	3
227	к тому	8	3
228	может служить	2	3
229	связь с	4	3
230	в ней	3	3
231	одного из	3	3
232	на себя	2	3
233	другой стороны	5	3
234	что оно	8	3
235	всяком случае	10	3
236	развития в	4	3
237	по этому	6	3
238	точно так	4	3
239	что с	8	3
240	там где	4	3
241	можно сказать	2	3
242	заключается в	22	3
243	как мы	14	3
244	сказать что	10	3
245	если в	3	3
246	во многих	3	3
247	то в	3	3
248	сами по	4	3
249	этой проблемы	2	3
250	из этих	5	3
251	в начале	5	3
252	и тогда	2	3
253	больше чем	2	3
254	к ней	2	3
255	с ее	5	3
256	отличается от	5	3
257	ни на	3	3
258	важную роль	4	3
259	только что	5	3
260	был бы	2	3
261	не является	13	3
262	ее в	2	3
263	для того	14	3
264	и их	4	3
265	со всеми	9	3
266	в жизни	3	3
267	на этот	5	3
268	в себя	3	3
269	и к	9	3
270	а по	3	3
271	но на	3	3
272	на этом	3	3
273	в настоящем	2	3
274	по себе	11	3
275	как она	4	3
276	перед ним	4	3
277	и что	15	3
278	во всяком	10	3
279	и особенно	4	3
280	или в	4	3
281	и только	4	3
282	нельзя не	2	3
283	тому же	6	3
284	в одном	4	3
285	которого он	2	2
286	все более	2	2
287	в отношении	14	2
288	к одному	10	2
289	в первую	2	2
290	видим в	2	2
291	не могут	5	2
292	означает что	2	2
293	слова не	3	2
294	говорили что	3	2
295	в построении	2	2
296	но как	4	2
297	он приходит	2	2
298	в тех	2	2
299	вслед за	4	2
300	и поэтому	4	2
301	включает в	2	2
302	в силу	9	2
303	по своей	12	2
304	не во	2	2
305	уже по	2	2
306	является в	4	2
307	а как	2	2
308	этот тип	3	2
309	свою очередь	3	2
310	нас не	2	2
311	связано с	2	2
312	они имеют	3	2
313	от других	2	2
314	в другое	2	2
315	о нем	2	2
316	с тем	18	2
317	их с	3	2
318	тому что	3	2
319	характер что	3	2
320	на том	3	2
321	того же	12	2
322	мы наблюдаем	3	2
323	говорит об	2	2
324	общения с	3	2
325	между собой	15	2
326	в известном	6	2
327	и рядом	2	2
328	не будет	2	2
329	для них	3	2
330	того чтобы	15	2
331	когда в	3	2
332	числе и	3	2
333	по выражению	5	2
334	было бы	15	2
335	же в	3	2
336	связи с	14	2
337	первую очередь	2	2
338	этой задачи	2	2
339	в сущности	3	2
340	в связи	9	2
341	в качестве	25	2
342	во время	3	2
343	заключает в	3	2
344	значение в	5	2
345	в действительности	3	2
346	и того	5	2
347	здесь мы	4	2
348	содержит в	2	2
349	самого себя	2	2
350	всех этих	2	2
351	мышления и	39	2
352	не могли	3	2
353	вообще говоря	2	2
354	по способу	3	2
355	имеет в	2	2
356	что если	3	2
357	известном смысле	2	2
358	с другими	3	2
359	в нашей	4	2
360	так мы	2	2
361	во всех	3	2
362	высшей степени	11	2
363	из нее	2	2
364	тем не	6	2
365	но этот	2	2
366	переход от	5	2
367	в глаза	2	2
368	сходство с	4	2
369	что как	3	2
370	линии развития	3	2
371	должен был	2	2
372	в речи	4	2
373	этой области	2	2
374	в результате	6	2
375	указывает на	3	2
376	одновременно с	2	2
377	с одной	8	2
378	не стоит	2	2
379	не имеет	3	2
380	и является	2	2
381	решающую роль	5	2
382	от всех	2	2
383	ни в	12	2
384	столь же	7	2
385	и здесь	5	2
386	их в	6	2
387	им в	3	2
388	все что	4	2
389	в ряде	4	2
390	в сфере	3	2
391	входит в	7	2
392	ключ к	5	2
393	путь к	3	2
394	целом и	2	2
395	в эту	3	2
396	но для	2	2
397	в сновидении	3	2
398	с которым	2	2
399	всякий раз	2	2
400	мог бы	5	2
401	внимание на	4	2
402	которой он	2	2
403	в стороне	2	2
404	с их	3	2
405	уже говорили	6	2
406	бы ни	2	2
407	или даже	2	2
408	том числе	3	2
409	не просто	3	2
410	как на	2	2
411	в высшей	11	2
412	же и	2	2
413	этот момент	4	2
414	он начинает	2	2
