N	2gram	Propp_Isto	Narrotol
1	не только	28	62
2	и не	19	50
3	при этом	6	47
4	но и	21	45
5	а не	18	38
6	в качестве	8	35
7	в частности	3	31
8	может быть	37	30
9	и в	40	30
10	в том	12	29
11	своего рода	2	28
12	том что	11	28
13	в этом	13	28
14	а в	15	27
15	представляет собой	7	25
16	только в	16	25
17	как и	5	24
18	не в	11	23
19	то что	17	23
20	не может	19	20
21	в себе	6	17
22	так и	13	17
23	а также	2	17
24	со стороны	3	16
25	в его	10	16
26	но в	13	15
27	к тому	6	15
28	в жизни	2	14
29	и его	5	14
30	в своем	5	13
31	в своей	2	13
32	то же	21	13
33	у него	5	13
34	о том	12	13
35	уже не	3	13
36	перед нами	5	12
37	все же	17	12
38	прежде всего	15	12
39	как в	7	12
40	как бы	6	12
41	тем самым	2	11
42	по отношению	6	11
43	к себе	2	11
44	и тем	2	11
45	героя в	6	11
46	отличие от	3	11
47	об этом	11	11
48	в нем	8	11
49	в этой	9	11
50	если бы	8	11
51	отношению к	6	11
52	в отличие	3	11
53	никогда не	25	10
54	в то	4	10
55	ничего не	6	10
56	как это	6	10
57	один из	10	10
58	того что	6	10
59	как правило	4	10
60	но не	7	10
61	между тем	2	10
62	еще не	14	9
63	что он	32	9
64	что в	19	9
65	отнюдь не	2	9
66	в рамках	2	9
67	тем не	7	9
68	для него	2	9
69	столь же	2	9
70	потому что	12	9
71	с ним	3	9
72	как раз	2	9
73	самом деле	2	8
74	не менее	7	8
75	того чтобы	3	8
76	одна из	4	8
77	мы имеем	25	8
78	и он	4	8
79	у нее	4	8
80	и для	5	8
81	соответствии с	2	8
82	он не	10	8
83	не мог	4	8
84	это не	8	7
85	вслед за	7	7
86	едва ли	2	7
87	в ней	10	7
88	на себя	2	7
89	в целом	3	7
90	в ее	2	7
91	в силу	7	7
92	также и	3	7
93	с другой	8	7
94	в котором	5	7
95	и на	6	7
96	или в	6	7
97	в форме	3	7
98	одной стороны	7	6
99	вплоть до	2	6
100	в современной	3	6
101	о нем	5	6
102	они не	8	6
103	ответ на	3	6
104	не могла	2	6
105	однако в	2	6
106	на другой	2	6
107	что и	9	6
108	представляют собой	9	6
109	например в	7	6
110	сказать что	7	6
111	то и	2	6
112	из этих	2	6
113	здесь не	5	6
114	в результате	2	6
115	на него	7	6
116	не по	2	6
117	с одной	8	6
118	что у	3	6
119	на то	6	6
120	слова в	2	6
121	в конечном	2	6
122	таким образом	13	6
123	от его	2	5
124	на самом	3	5
125	том как	3	5
126	в другом	6	5
127	не всегда	9	5
128	а именно	5	5
129	точку зрения	3	5
130	дело с	2	5
131	а для	2	5
132	к нему	3	5
133	точка зрения	2	5
134	между собой	4	5
135	было бы	11	5
136	мы не	12	5
137	я не	5	5
138	и здесь	15	5
139	да и	3	5
140	и то	3	5
141	и от	2	5
142	что это	12	5
143	с ними	2	5
144	так сказать	3	5
145	в начале	3	5
146	себя в	2	5
147	с ее	2	5
148	и даже	4	5
149	подобно тому	3	5
150	вследствие этого	2	5
151	в пределах	4	5
152	в какой	4	5
153	их в	7	5
154	именно в	5	5
155	в русской	7	5
156	еще в	2	5
157	из них	5	5
158	тому как	3	5
159	в одном	8	5
160	не было	3	5
161	как будто	7	5
162	даже в	5	4
163	и ее	3	4
164	роль в	3	4
165	в виду	2	4
166	как он	5	4
167	в области	2	4
168	только на	2	4
169	друг друга	2	4
170	в них	2	4
171	она не	6	4
172	а то	2	4
173	ему в	3	4
174	так в	7	4
175	и конец	2	4
176	не все	5	4
177	и когда	4	4
