N	2gram	Bakhtin_fo	Literetu
1	а не	7	50
2	и не	19	47
3	не только	16	46
4	и в	84	44
5	может быть	18	43
6	при этом	8	41
7	но и	14	41
8	в том	16	39
9	в этом	41	38
10	том что	7	32
11	в частности	11	30
12	то что	13	29
13	в мире	4	28
14	в качестве	6	27
15	то же	18	26
16	как и	15	23
17	в то	13	23
18	не в	10	22
19	так и	17	22
20	того что	5	22
21	себя в	2	22
22	не может	8	22
23	же время	13	21
24	в себе	7	20
25	и т.п	6	20
26	прежде всего	28	19
27	как бы	11	18
28	то есть	42	17
29	точки зрения	14	17
30	в его	19	17
31	с другой	4	17
32	в этой	3	16
33	в жизни	6	16
34	в целом	2	15
35	только в	12	15
36	по отношению	3	14
37	что он	2	14
38	и даже	5	14
39	в своем	8	13
40	как это	2	13
41	с одной	5	13
42	но не	9	13
43	уже не	5	13
44	и его	26	13
45	к себе	8	12
46	в данном	4	12
47	в своей	2	12
48	а также	5	12
49	еще не	8	12
50	отношению к	5	12
51	о том	4	12
52	одной стороны	3	12
53	никогда не	8	11
54	данном случае	2	11
55	это не	8	11
56	в другом	2	11
57	отличие от	3	11
58	с его	10	11
59	и сам	2	11
60	не столько	2	11
61	как в	10	11
62	в отличие	3	11
63	а в	6	11
64	в основе	9	11
65	вместе с	9	11
66	этом отношении	5	10
67	для себя	8	10
68	что в	9	10
69	отнюдь не	7	10
70	в ее	6	10
71	жизни в	11	10
72	из них	8	10
73	и на	13	10
74	потому что	11	10
75	жизни и	12	10
76	мыслится как	2	9
77	одно из	3	9
78	к тому	6	9
79	один из	5	9
80	в поэзии	2	9
81	же в	6	9
82	связи с	14	9
83	в начале	3	9
84	лишь в	8	9
85	с этой	3	9
86	и т.д	2	9
87	вплоть до	3	8
88	одна из	3	8
89	в конце	11	8
90	все же	12	8
91	по существу	17	8
92	но в	16	8
93	того же	9	8
94	уже в	5	8
95	на себя	2	8
96	что не	3	8
97	для него	5	8
98	и как	12	8
99	слова и	4	8
100	мира в	6	8
101	тем что	4	8
102	соответствии с	2	8
103	той же	2	8
104	с точки	9	8
105	как раз	13	8
106	до конца	5	7
107	для всех	3	7
108	в их	9	7
109	не как	2	7
110	наконец в	2	7
111	друг друга	3	7
112	и других	5	7
113	так в	2	7
114	и для	12	7
115	по преимуществу	4	7
116	человека в	22	7
117	у нас	2	7
118	именно в	5	7
119	в самом	9	7
120	и с	10	7
121	в одном	10	7
122	в нем	28	7
123	он не	6	7
124	тому же	2	7
125	на фоне	3	7
126	еще и	3	6
127	его в	8	6
128	в виду	5	6
129	самом деле	2	6
130	самим собой	2	6
131	и он	3	6
132	и др	13	6
133	а затем	3	6
134	было бы	2	6
135	не было	8	6
136	например в	7	6
137	и то	5	6
138	то в	2	6
139	во всех	13	6
140	в каждом	2	6
141	с ее	7	6
142	и наконец	6	6
143	далеко не	3	6
144	в ней	4	6
145	том числе	7	6
146	и только	3	6
147	у него	8	6
148	как на	2	6
149	тем же	3	6
150	все более	2	5
151	в соответствии	2	5
152	или иной	4	5
153	идет о	2	5
154	с собой	2	5
155	в литературе	17	5
156	так как	12	5
157	как он	4	5
158	так что	4	5
159	он сам	2	5
160	в романе	40	5
161	не знает	4	5
162	всего в	4	5
163	более того	4	5
164	во втором	2	5
165	что и	5	5
166	себя и	6	5
167	мир в	6	5
168	в сущности	5	5
169	в связи	13	5
170	место в	4	5
171	хотя бы	2	5
172	по аналогии	2	5
173	должно быть	6	5
174	мы не	4	5
175	как у	2	5
176	автора и	4	5
177	в себя	3	5
178	в нашем	3	5
179	и к	4	5
180	жизни как	2	5
181	к жизни	2	5
182	не к	2	5
183	однако не	2	5
184	входит в	3	4
185	в свою	2	4
186	себе и	4	4
187	для нас	2	4
188	не является	4	4
189	только для	2	4
190	каждый из	2	4
191	и прежде	4	4
192	здесь как	3	4
193	к своему	2	4
194	только на	3	4
195	с тем	5	4
196	для своего	2	4
197	и все	10	4
198	ту же	4	4
199	могут быть	7	4
200	в них	11	4
201	во всей	3	4
202	хотя и	5	4
203	как мы	19	4
204	себе самому	7	4
205	во всяком	5	4
206	самим собою	5	4
207	одной из	3	4
208	тех же	2	4
209	нет ничего	4	4
210	жизни на	2	4
211	к этому	5	4
212	и вот	2	4
213	для того	12	4
214	совершенно не	3	4
215	со всеми	4	4
216	ни к	3	4
217	в пределах	8	4
218	все они	4	4
219	можно сказать	2	4
220	жизненный путь	8	4
221	жизни не	3	4
222	на этом	2	4
223	не оставляет	6	4
224	вовсе не	20	4
225	что было	6	4
226	таким образом	14	4
227	и есть	3	4
228	отношения к	7	4
229	и нет	2	4
230	вопрос о	2	3
231	ничего не	9	3
232	и потому	4	3
233	так же	7	3
234	с чем	2	3
235	о чем	4	3
236	по себе	3	3
237	в полном	2	3
238	одну из	2	3
239	в отношении	5	3
240	герой в	2	3
241	на один	2	3
242	отношение к	5	3
243	за счет	2	3
244	есть не	4	3
245	нет в	2	3
246	том же	4	3
247	т п	18	3
248	своей жизни	6	3
249	но по	2	3
250	как уже	3	3
251	стороны и	2	3
252	они не	4	3
253	особое место	2	3
254	той или	3	3
255	времени в	14	3
256	под знаком	3	3
257	там где	4	3
258	же как	2	3
259	того чтобы	11	3
260	числе и	4	3
261	и до	7	3
262	все эти	12	3
263	жизни по	2	3
264	не на	4	3
265	он был	2	3
266	в истории	6	3
267	во время	7	3
268	и т	21	3
269	и еще	3	3
270	тот же	4	3
271	ее в	2	3
272	да и	4	3
273	и от	3	3
274	я был	3	3
275	дело в	3	3
276	с их	2	3
277	в этот	5	3
278	если бы	6	3
279	так называемый	2	3
280	также и	6	3
281	в особенности	15	3
282	был бы	3	3
283	героя и	7	3
284	в этих	6	3
285	вследствие этого	4	3
286	не могло	5	3
287	в историческом	2	3
288	ни с	3	3
289	не имеет	5	3
290	и является	2	3
291	в чем	3	3
292	если не	3	3
293	со своей	3	3
294	жизни с	2	3
295	все что	2	3
296	и того	7	3
297	здесь не	5	3
298	и уже	4	3
299	же самое	2	3
300	же и	2	3
301	мира и	6	3
302	с ним	5	3
303	мы и	4	3
304	не для	3	2
305	могло быть	5	2
306	как человек	4	2
307	человека и	15	2
308	оно было	3	2
309	с идеей	2	2
310	не был	2	2
311	собственной жизни	2	2
312	и у	8	2
313	есть и	4	2
314	и каждый	2	2
315	должен быть	2	2
316	роль в	12	2
317	в присутствии	4	2
318	ведь это	2	2
319	а как	3	2
320	здесь это	3	2
321	у них	4	2
322	не зная	2	2
323	мире и	3	2
324	была бы	2	2
325	картину мира	5	2
326	стремится к	2	2
327	для которой	2	2
328	в него	2	2
329	и тех	2	2
330	она не	2	2
331	а только	2	2
332	своей собственной	3	2
333	ему в	3	2
334	картина мира	2	2
335	что на	3	2
336	тогда когда	2	2
337	с которой	2	2
338	жизнь и	4	2
339	по этому	2	2
340	всей жизни	2	2
341	для них	3	2
342	и художественного	3	2
343	раньше и	2	2
344	за свой	2	2
345	между двумя	6	2
346	в центре	2	2
347	сюда же	2	2
348	и по	5	2
349	бытия и	2	2
350	что они	3	2
351	и ее	4	2
352	человек и	2	2
353	и более	3	2
354	вовне в	3	2
355	здесь мы	4	2
356	одно и	4	2
357	сказать что	4	2
358	все то	2	2
359	нового типа	2	2
360	имел в	2	2
361	с другими	3	2
362	в результате	6	2
363	время в	7	2
364	из этих	5	2
365	так сказать	14	2
366	другом месте	2	2
367	тем более	4	2
368	человек с	2	2
369	время не	2	2
370	в это	5	2
371	борьба с	3	2
372	к концу	3	2
373	в значительной	3	2
374	значение в	5	2
375	в последнем	3	2
376	явления в	2	2
377	та же	4	2
378	этот образ	2	2
379	одновременно с	2	2
380	быть только	4	2
381	на протяжении	3	2
382	есть в	3	2
383	сила и	2	2
384	нет и	4	2
385	раз в	4	2
386	от всех	2	2
387	их не	2	2
388	мир и	2	2
389	в котором	8	2
390	человек в	5	2
391	еще более	7	2
392	оно не	3	2
393	в большинстве	3	2
394	на почве	2	2
395	романа и	4	2
396	и было	4	2
397	самого человека	3	2
398	он становится	2	2
399	определяется не	2	2
400	начинается с	2	2
401	внимание на	2	2
402	раз и	3	2
403	в той	5	2
404	можно назвать	2	2
405	в ряду	2	2
406	в борьбе	2	2
407	в таком	4	2
408	друг другу	4	2
409	жизни но	7	2
410	во всем	3	2
411	в совершенно	3	2
412	к своей	2	2
413	ни был	2	2
414	на первый	2	2
415	мы имеем	2	2
416	на основе	5	2
417	но он	4	2
418	xviii века	3	2
