N	2gram	Propp_Isto	slovoVRo
1	и в	44	92
2	и т	39	82
3	в нем	10	59
4	может быть	31	59
5	и его	15	59
6	и не	19	51
7	не только	17	44
8	не может	10	41
9	но и	16	39
10	в этом	20	36
11	а не	5	34
12	во всех	3	32
13	так и	9	30
14	точки зрения	3	30
15	могут быть	9	29
16	и др	6	29
17	в пределах	5	29
18	в его	16	27
19	все это	4	25
20	как бы	4	24
21	то же	9	23
22	и на	11	22
23	не в	11	21
24	как в	11	21
25	вовсе не	6	21
26	в то	5	20
27	прежде всего	7	19
28	как мы	9	19
29	как и	12	18
30	язык и	2	18
31	себя в	6	18
32	с ним	9	18
33	все же	17	17
34	все эти	11	17
35	в истории	7	17
36	в основе	3	17
37	и даже	4	17
38	таким образом	21	17
39	к своему	2	16
40	при этом	4	16
41	в них	3	16
42	но в	7	16
43	там где	11	15
44	и с	8	15
45	со своим	2	15
46	только в	8	14
47	это не	8	13
48	с его	3	13
49	в особенности	6	13
50	и для	3	13
51	с другой	11	13
52	никогда не	5	12
53	и потому	2	12
54	отношение к	3	12
55	а в	9	12
56	или в	7	12
57	и наконец	2	12
58	еще не	16	12
59	и к	3	12
60	один из	6	11
61	с ними	4	11
62	одной стороны	7	11
63	в этих	7	11
64	с одной	7	11
65	для него	2	11
66	в своем	3	10
67	в том	13	10
68	и все	4	10
69	она не	7	10
70	с другими	4	10
71	всех этих	2	10
72	в него	5	10
73	т д	36	10
74	лишь в	2	10
75	уже не	14	10
76	его в	17	9
77	одним из	4	9
78	и других	5	9
79	в основном	5	9
80	к нему	5	9
81	в своей	3	9
82	этом случае	13	9
83	сказать что	2	9
84	одна из	6	9
85	так как	19	9
86	героя и	3	9
87	но не	8	9
88	он не	5	9
89	не могут	2	8
90	в одной	5	8
91	человека и	2	8
92	в ней	8	8
93	с этим	7	8
94	человека в	5	8
95	входит в	5	8
96	для нас	6	8
97	перед нами	2	7
98	том что	12	7
99	от него	2	7
100	друг друга	5	7
101	его не	3	7
102	о нем	3	7
103	того же	3	7
104	ту же	2	7
105	сливается с	2	7
106	в целом	4	7
107	связи с	10	7
108	например в	11	7
109	у него	7	7
110	здесь не	3	7
111	но все	8	7
112	также и	2	7
113	связанные с	5	7
114	с которым	3	7
115	жизни и	4	7
116	не было	2	7
117	в таком	2	7
118	во всем	4	7
119	мы уже	6	7
120	даже в	4	6
121	ничего не	4	6
122	роль в	3	6
123	на этом	5	6
124	например у	2	6
125	а также	5	6
126	что в	18	6
127	ни в	2	6
128	нем и	3	6
129	в качестве	13	6
130	можно сказать	2	6
131	другой стороны	10	6
132	и там	3	6
133	и здесь	12	6
134	хотя бы	2	6
135	связан с	7	6
136	он в	3	6
137	человек в	2	6
138	в свою	3	6
139	по себе	2	6
140	в одном	2	6
141	мира и	2	6
142	не как	5	5
143	а как	3	5
144	героя в	11	5
145	только на	2	5
146	характерно что	2	5
147	не менее	6	5
148	но оно	3	5
149	отношению к	2	5
150	а затем	7	5
151	мы не	6	5
152	и по	3	5
153	должен быть	2	5
154	в других	4	5
155	особенно в	2	5
156	для этого	3	5
157	в данном	3	5
158	и при	3	5
159	по отношению	2	5
160	и может	2	5
161	для того	3	5
162	его и	2	5
163	должна быть	3	5
164	и более	3	5
165	они не	5	5
166	в дальнейшем	6	5
167	о том	11	5
168	и этим	6	5
169	к его	2	5
170	той же	2	5
171	уже в	4	5
172	и сам	2	5
173	но он	2	5
174	вместе с	26	5
175	в свой	3	4
176	в различных	3	4
177	так же	14	4
178	его на	5	4
179	но как	2	4
180	образом в	3	4
181	а на	2	4
182	вокруг него	3	4
183	в другом	2	4
184	что и	11	4
185	что он	29	4
186	он должен	2	4
187	не всегда	9	4
188	однако в	2	4
189	здесь как	3	4
190	в виде	13	4
191	в частности	9	4
192	связано с	7	4
193	того что	3	4
194	может иметь	2	4
195	мы видели	9	4
196	до сих	7	4
197	с другом	2	4
198	все его	2	4
199	даже и	2	4
200	так в	5	4
201	что оно	4	4
202	тогда когда	3	4
203	того чтобы	3	4
204	ли он	2	4
205	же как	12	4
206	одно и	2	4
207	одной из	3	4
208	с этими	3	4
209	но эти	4	4
210	но это	10	4
211	в которой	4	4
212	и как	5	4
213	если бы	5	4
214	с этой	4	4
215	и о	2	4
216	или как	3	4
217	сих пор	7	4
218	формы и	3	4
219	друг с	2	4
220	он может	4	4
221	в другой	5	4
222	из них	4	4
223	из этого	3	4
224	и уже	2	4
225	из него	3	4
226	в некоторых	6	4
227	как только	2	4
228	именно на	2	4
229	в себя	3	4
230	по существу	2	4
231	данном случае	2	3
232	в нее	7	3
233	и заставляет	2	3
234	его так	2	3
235	но эта	2	3
236	такого рода	2	3
237	в одно	2	3
238	в свое	2	3
239	как это	5	3
240	людей и	2	3
241	как таковые	2	3
242	на котором	3	3
243	они были	2	3
244	в свете	5	3
245	на том	5	3
246	в более	6	3
247	его с	3	3
248	на все	2	3
249	было бы	2	3
250	а иногда	2	3
