N	2gram	Vygotskiy_	Narrotol
1	не только	29	62
2	и не	15	50
3	при этом	6	47
4	но и	23	45
5	а не	5	38
6	в качестве	12	35
7	в частности	8	31
8	может быть	19	30
9	и в	37	30
10	в том	47	29
11	том что	42	28
12	в этом	32	28
13	а в	4	27
14	состоит в	4	25
15	представляет собой	13	25
16	только в	8	25
17	в данном	5	24
18	как и	20	24
19	не в	9	23
20	то что	32	23
21	не может	16	20
22	данном случае	5	17
23	в себе	8	17
24	так и	12	17
25	со стороны	4	16
26	в его	16	16
27	но в	9	15
28	можно сказать	6	15
29	иначе говоря	4	15
30	к тому	10	15
31	и т.п	5	15
32	в жизни	2	14
33	и его	10	14
34	в своем	10	13
35	в своей	7	13
36	то же	12	13
37	у него	2	13
38	о том	14	13
39	уже не	2	13
40	перед нами	7	12
41	все же	6	12
42	прежде всего	12	12
43	как в	7	12
44	на протяжении	3	12
45	как бы	16	12
46	тем самым	8	11
47	по отношению	12	11
48	к себе	2	11
49	и тем	8	11
50	отличие от	3	11
51	об этом	6	11
52	в нем	2	11
53	в этой	13	11
54	если бы	10	11
55	отношению к	11	11
56	в отличие	3	11
57	хотя и	2	11
58	никогда не	8	10
59	в то	7	10
60	и т.д	15	10
61	ничего не	6	10
62	как это	6	10
63	один из	3	10
64	точки зрения	49	10
65	того что	28	10
66	не является	16	10
67	и все	7	10
68	но не	6	10
69	жизни и	2	10
70	между тем	10	10
71	с его	7	10
72	что он	16	9
73	что в	25	9
74	отнюдь не	2	9
75	той или	3	9
76	для него	5	9
77	столь же	8	9
78	потому что	11	9
79	с ним	3	9
80	как раз	8	9
81	или иной	3	8
82	о чем	2	8
83	самом деле	8	8
84	того чтобы	23	8
85	мы имеем	2	8
86	этом отношении	6	8
87	и для	3	8
88	в самом	16	8
89	и к	9	8
90	же время	2	8
91	он не	11	8
92	в свою	4	7
93	это не	5	7
94	вслед за	3	7
95	в конце	2	7
96	едва ли	5	7
97	в чем	5	7
98	в ней	2	7
99	одного из	4	7
100	в целом	29	7
101	в ее	3	7
102	в речи	3	7
103	в силу	8	7
104	также и	2	7
105	с другой	16	7
106	в котором	6	7
107	и на	8	7
108	или в	2	7
109	одной стороны	15	6
110	в современной	3	6
111	в сознании	2	6
112	могло бы	2	6
113	ответ на	4	6
114	в известном	4	6
115	между двумя	2	6
116	что и	3	6
117	представляют собой	2	6
118	сказать что	16	6
119	известном смысле	3	6
120	то и	4	6
121	из этих	6	6
122	в результате	7	6
123	на него	3	6
124	с одной	14	6
125	что у	3	6
126	в нашем	3	6
127	на то	11	6
128	слова в	2	6
129	в конечном	4	6
130	к его	3	6
131	все что	4	6
132	таким образом	39	6
133	в слове	2	6
134	от его	5	5
135	на самом	4	5
136	в другом	7	5
137	а именно	2	5
138	точку зрения	8	5
139	о котором	3	5
140	а для	2	5
141	точка зрения	3	5
142	мира и	2	5
143	между собой	5	5
144	не столько	4	5
145	было бы	12	5
146	мы не	13	5
147	свою очередь	3	5
148	я не	4	5
149	и то	3	5
150	по поводу	5	5
151	и от	4	5
152	что это	8	5
153	в начале	2	5
154	тем более	7	5
155	в равной	2	5
156	бы и	4	5
157	с ее	3	5
158	и даже	5	5
159	стало быть	2	5
160	только что	7	5
161	подобно тому	2	5
162	для того	19	5
163	в какой	5	5
164	их в	6	5
165	именно в	8	5
166	в своих	6	5
167	но для	2	5
168	если не	3	5
169	из них	4	5
170	тому как	3	5
171	в одном	5	5
172	он сам	3	5
173	и сам	2	5
174	даже в	4	4
175	и ее	9	4
176	начиная с	2	4
177	в виду	5	4
178	в ходе	9	4
179	как он	7	4
180	в области	4	4
181	друг друга	5	4
182	в них	5	4
183	тому что	6	4
184	она не	3	4
185	на том	2	4
186	что на	2	4
187	на ее	2	4
188	представить себе	5	4
189	когда в	2	4
190	и по	3	4
191	что они	5	4
192	в первом	2	4
193	который в	7	4
194	как мы	11	4
195	в основе	9	4
196	хотя бы	7	4
197	могла бы	2	4
198	к этому	7	4
199	конечном счете	4	4
200	и как	7	4
201	не имеет	5	4
202	как по	2	4
203	со всеми	2	4
204	не могло	5	4
205	не с	2	4
206	он является	3	4
207	внутренней речи	14	4
208	для себя	7	4
209	раз в	3	4
210	строго говоря	2	4
211	зависит от	2	4
212	в сфере	4	4
213	и с	10	4
214	не существует	4	4
215	для нас	4	4
216	по себе	9	4
217	несмотря на	6	4
218	всяком случае	5	4
219	по своей	9	4
220	которой он	2	4
221	во всяком	6	4
222	или даже	2	4
223	в себя	2	4
224	не к	3	4
225	о которой	2	4
226	вместе с	14	4
227	и потому	3	3
228	идет о	5	3
229	так же	18	3
230	сознания в	3	3
231	с таким	8	3
232	которых он	3	3
233	за собой	4	3
234	должен быть	6	3
235	в следующем	4	3
236	с этой	7	3
237	к ее	2	3
238	как известно	8	3
239	в виде	3	3
240	и составляет	3	3
241	связано с	3	3
242	и вот	3	3
243	его не	3	3
244	а с	8	3
245	одно из	3	3
246	одной из	4	3
247	к ним	2	3
248	как уже	9	3
249	и это	3	3
250	между ними	2	3
251	видит в	2	3
252	точно так	2	3
253	что не	2	3
254	а к	2	3
255	же как	8	3
256	все эти	6	3
257	той же	4	3
258	связи с	7	3
259	в связи	3	3
260	речь идет	4	3
261	в зависимости	8	3
262	все время	8	3
263	можно было	6	3
264	в первой	3	3
265	дело в	3	3
266	на одном	3	3
267	что она	6	3
268	в которой	6	3
269	по мере	5	3
270	его внутренней	3	3
271	зависимости от	8	3
272	каждого из	2	3
273	лишь в	9	3
274	в этих	3	3
275	сих пор	4	3
276	всей своей	2	3
277	этом в	2	3
278	на этот	7	3
279	ключ к	2	3
280	приводит к	8	3
281	могли бы	10	3
282	всякий раз	2	3
283	что мы	9	3
284	только не	2	3
285	с точки	34	3
286	и что	11	3
287	говорить о	4	3
288	по его	2	3
289	и только	2	3
290	как на	5	3
291	что именно	3	3
292	же самое	4	3
293	наряду с	3	3
294	чем он	3	3
295	до сих	4	3
