N	2gram	Vygotskiy_	VLabPisa
1	таким образом	21	32
2	в этом	37	29
3	не только	16	26
4	и в	65	26
5	и т	19	25
6	может быть	33	23
7	хотя бы	3	20
8	и не	20	20
9	не может	17	17
10	т д	6	16
11	в том	46	15
12	в его	11	15
13	в силу	2	14
14	прежде всего	2	13
15	все это	12	13
16	в частности	3	12
17	как это	13	12
18	в качестве	2	12
19	что в	36	11
20	с другой	8	11
21	из них	10	11
22	то же	17	10
23	не могут	2	10
24	но и	6	10
25	о том	17	10
26	к этому	5	9
27	об этом	4	9
28	т п	7	9
29	для него	4	9
30	в своем	8	8
31	том что	28	8
32	не следует	3	8
33	по словам	2	8
34	на основании	2	8
35	другой стороны	5	8
36	все эти	7	8
37	было бы	22	8
38	только в	9	8
39	вместе с	10	8
40	очевидно что	4	7
41	это не	7	7
42	из этих	6	7
43	во всех	4	7
44	художественное произведение	2	7
45	то что	61	7
46	тому что	10	7
47	как и	12	7
48	их в	4	7
49	в нем	8	7
50	в конечном	2	7
51	главным образом	6	7
52	не было	4	7
53	говорит о	6	7
54	же в	2	7
55	а не	11	7
56	не в	12	6
57	в то	5	6
58	в себе	9	6
59	художественного произведения	2	6
60	в порядке	4	6
61	это и	4	6
62	все же	10	6
63	у него	6	6
64	в искусстве	2	6
65	так и	3	6
66	один из	7	6
67	и его	8	6
68	бы и	2	6
69	между тем	10	6
70	никогда не	9	5
71	даже в	2	5
72	сказать что	14	5
73	в плане	4	5
74	показывают что	2	5
75	в одном	9	5
76	перед нами	12	5
77	в результате	3	5
78	как говорит	2	5
79	в их	3	5
80	не является	2	5
81	одним из	2	5
82	действующих лиц	6	5
83	к тому	18	5
84	он говорит	9	5
85	как бы	29	5
86	утверждать что	2	5
87	в них	4	5
88	в целом	8	5
89	следует понимать	3	5
90	связи с	2	5
91	и есть	3	5
92	одна из	6	4
93	в нашей	2	4
94	и ее	4	4
95	только что	10	4
96	роль в	2	4
97	в виду	6	4
98	вот как	2	4
99	это только	4	4
100	ее в	7	4
101	что он	23	4
102	в романе	2	4
103	по существу	4	4
104	с тем	14	4
105	что все	10	4
106	что для	6	4
107	когда он	8	4
108	должен быть	4	4
109	отнюдь не	2	4
110	в самом	41	4
111	как раз	14	4
112	в ее	9	4
113	в своей	6	4
114	во время	4	4
115	можно сказать	2	4
116	в этой	20	4
117	рассказывает о	3	4
118	с его	2	4
119	никак не	12	3
120	например в	5	3
121	при помощи	7	3
122	и к	5	3
123	с этим	11	3
124	мы имеем	2	3
125	так же	12	3
126	но как	3	3
127	и он	5	3
128	том как	5	3
129	вслед за	4	3
130	всех этих	2	3
131	бы в	3	3
132	в конце	5	3
133	его в	5	3
134	и как	10	3
135	если бы	22	3
136	это делает	2	3
137	как он	2	3
138	для того	18	3
139	и их	2	3
140	у нас	4	3
141	как на	9	3
142	в дневнике	3	3
143	утверждает что	3	3
144	мы знаем	3	3
145	того что	9	3
146	мы видели	7	3
147	далеко не	3	3
148	этот вопрос	5	3
149	видели что	2	3
150	что у	7	3
151	она не	10	3
152	а в	9	3
153	в котором	7	3
154	именно в	3	3
155	точки зрения	19	3
156	в которых	9	3
157	что оно	5	3
158	что не	5	3
159	жизни и	6	3
160	того чтобы	21	3
161	что и	7	3
162	и по	2	3
163	или в	6	3
164	что они	9	3
165	это мы	2	3
166	вовсе не	11	3
167	относится к	2	2
168	если в	2	2
169	чтобы не	2	2
170	на время	2	2
171	в стихах	3	2
172	на это	6	2
173	показывает что	4	2
174	того или	2	2
175	к этим	2	2
176	еще и	2	2
177	только то	3	2
178	то это	5	2
179	так сказать	6	2
180	а к	2	2
181	одной стороны	6	2
182	можно было	7	2
183	что она	34	2
184	и формы	2	2
185	отличается от	2	2
186	в другом	6	2
187	и даже	4	2
188	реакции на	2	2
189	и никогда	2	2
190	бы не	5	2
191	все они	3	2
192	только для	3	2
193	и наконец	2	2
194	у них	2	2
195	еще не	3	2
196	после этого	5	2
197	как у	2	2
198	в которой	8	2
199	точном смысле	3	2
200	не по	3	2
201	в течение	5	2
202	что ни	3	2
203	в чем	3	2
204	сих пор	6	2
205	с одной	7	2
206	же самое	14	2
207	что даже	2	2
208	заключается в	13	2
209	сюжета и	2	2
210	не с	2	2
211	как известно	2	2
212	так например	5	2
213	что его	3	2
214	в жизни	6	2
215	к ним	3	2
216	том чтобы	2	2
217	но не	3	2
218	и для	4	2
219	и этот	6	2
220	на него	3	2
221	но в	5	2
222	следует что	2	2
223	они не	2	2
224	на то	25	2
225	он может	2	2
226	в общем	4	2
227	могло бы	4	2
228	он в	3	2
229	такое понимание	2	2
230	ли это	3	2
231	что такое	2	2
232	зависит от	2	2
233	в точном	2	2
234	знаем что	4	2
235	в своих	6	2
236	в ней	23	2
237	будто бы	3	2
238	к его	2	2
239	из себя	3	2
240	этой точки	2	2
241	на этом	6	2
242	тогда когда	2	2
243	из которых	6	2
244	что так	2	2
245	значит что	2	2
246	что мы	6	2
247	только не	3	2
248	представить себе	2	2
249	по себе	5	2
250	всяком случае	6	2
251	внимание на	4	2
252	же как	3	2
253	о его	2	2
254	по одному	2	2
255	и дальше	3	2
256	говорить о	3	2
257	и может	5	2
258	по его	3	2
259	он не	11	2
260	во всей	3	2
261	должна быть	5	2
262	но с	2	2
263	что при	5	2
264	плана в	4	2
265	своих героев	4	2
266	во всяком	6	2
267	оно является	2	2
268	до сих	7	2
269	того как	4	2
