N	2gram	Voloshinov	Komedia
1	и в	42	77
2	и не	14	47
3	в том	3	44
4	том что	3	42
5	о том	4	33
6	но и	16	32
7	может быть	13	30
8	таким образом	8	29
9	из них	3	29
10	в то	9	28
11	и его	7	28
12	в этом	10	27
13	потому что	7	27
14	что он	2	26
15	к тому	4	26
16	не только	28	25
17	тому же	2	25
18	вместе с	5	25
19	так как	8	24
20	как и	12	23
21	что и	3	22
22	если бы	4	22
23	в самом	5	22
24	в конце	6	21
25	так и	7	21
26	а в	5	21
27	то же	16	21
28	ясно что	2	21
29	в его	6	20
30	к этому	2	19
31	в этой	6	18
32	тем что	2	17
33	еще не	3	17
34	и здесь	3	17
35	в нем	6	17
36	же время	7	17
37	все же	9	16
38	при этом	9	16
39	тот же	2	16
40	и сам	2	16
41	сих пор	2	16
42	он не	2	16
43	его в	4	15
44	не в	6	15
45	точки зрения	11	15
46	между тем	3	15
47	прежде всего	22	15
48	один из	4	15
49	было бы	7	15
50	в которой	7	15
51	и на	7	15
52	ли не	2	14
53	к нему	2	14
54	все это	4	14
55	об этом	3	14
56	в свою	6	14
57	и с	5	14
58	о чем	2	13
59	то что	9	13
60	самом деле	5	13
61	но в	5	13
62	того чтобы	7	13
63	мы можем	7	13
64	в одном	4	13
65	так же	4	12
66	для того	9	12
67	как это	5	12
68	уже в	5	12
69	несмотря на	3	12
70	в качестве	4	12
71	хотя и	3	12
72	в начале	3	12
73	не может	13	12
74	как в	3	12
75	но не	2	12
76	в котором	3	12
77	из которых	3	12
78	по отношению	2	11
79	должны были	2	11
80	в их	2	11
81	в частности	3	11
82	с тем	8	11
83	как мы	10	11
84	и даже	3	11
85	на этот	2	11
86	и для	3	11
87	с ним	2	11
88	в отношении	2	10
89	в целом	4	10
90	отношение к	2	10
91	ничего не	8	10
92	одной из	2	10
93	и все	4	10
94	на его	6	10
95	мы не	9	10
96	свою очередь	4	10
97	с его	8	10
98	с этим	2	10
99	на него	4	10
100	как бы	30	10
101	в тех	3	9
102	тому что	5	9
103	однако в	2	9
104	ответ на	3	9
105	в своей	2	9
106	независимо от	5	9
107	отношению к	2	9
108	но все	5	9
109	друг друга	2	9
110	вовсе не	2	9
111	только в	7	9
112	в ней	8	9
113	по своему	3	8
114	с самого	4	8
115	место в	2	8
116	не знает	3	8
117	связи с	3	8
118	да и	4	8
119	можно было	4	8
120	бы в	6	8
121	при всем	2	8
122	что у	3	8
123	в которых	2	8
124	если не	3	8
125	не было	2	8
126	во всех	6	8
127	вопрос о	2	7
128	до конца	2	7
129	в себе	10	7
130	и поэтому	3	7
131	само собой	4	7
132	и к	4	7
133	самого начала	4	7
134	себе в	2	7
135	и это	8	7
136	в связи	2	7
137	из этих	2	7
138	мы найдем	2	7
139	хотя бы	18	7
140	целый ряд	3	7
141	и вот	3	7
142	не является	5	7
143	в этих	2	7
144	равно как	2	7
145	отнюдь не	10	7
146	конце концов	3	7
147	для нас	3	7
148	в виду	3	6
149	и тем	7	6
150	в области	6	6
151	всего в	4	6
152	не говоря	2	6
153	до того	3	6
154	нет и	3	6
155	в дальнейшем	2	6
156	и он	2	6
157	на это	4	6
158	и как	10	6
159	в середине	2	6
160	во второй	3	6
161	человека в	2	6
162	в какой	2	6
163	в своих	2	6
164	еще более	2	6
165	с собой	2	6
166	представляет собой	2	6
167	главным образом	3	6
168	с точки	5	6
169	или в	2	6
170	а не	7	6
171	не мог	3	6
172	никогда не	7	5
173	этом отношении	2	5
174	это не	3	5
175	для всех	2	5
176	в каждом	4	5
177	роль в	3	5
178	все время	5	5
179	не так	3	5
180	представить себе	3	5
181	и без	4	5
182	мы имеем	2	5
183	между собой	2	5
184	в ее	3	5
185	сказать что	3	5
186	и от	7	5
187	для этого	2	5
188	что это	4	5
189	себя в	4	5
190	в сознании	5	5
191	в мире	2	5
192	в первой	2	5
193	из двух	2	5
194	чаще всего	3	5
195	к своему	4	5
196	от того	3	5
197	да еще	2	5
198	жизни и	3	5
199	а на	2	5
200	конечно не	3	5
201	друг другу	2	5
202	же самое	5	5
203	той же	7	5
204	тем же	4	5
205	с помощью	6	5
206	которые в	2	4
207	нуждается в	3	4
208	собой разумеется	2	4
209	к которому	2	4
210	по своей	2	4
211	не всегда	2	4
212	ничем не	2	4
213	материал для	2	4
214	его не	2	4
215	между ними	3	4
216	что же	8	4
217	того времени	4	4
218	здесь мы	3	4
219	в основе	3	4
220	каждый из	2	4
221	нет ничего	2	4
222	чуть ли	2	4
223	либо в	2	4
224	бы не	2	4
225	был бы	2	4
226	и их	5	4
227	у нас	4	4
228	времени и	2	4
229	в пределах	2	4
230	должна была	2	4
231	прежде чем	2	4
232	их в	3	4
233	это слово	2	4
234	выражение в	3	4
235	что мы	11	4
236	в той	5	4
237	перед ним	3	4
238	если мы	4	3
239	в так	2	3
240	и потому	2	3
241	должно было	3	3
242	должен быть	2	3
243	что именно	4	3
244	том же	2	3
245	в устах	3	3
246	только на	3	3
247	теперь же	2	3
248	а с	5	3
249	в какой-то	2	3
250	мы в	3	3
251	он говорит	2	3
252	его и	3	3
253	в голову	3	3
254	таким же	2	3
255	для них	2	3
256	и когда	2	3
257	было в	4	3
258	между двумя	2	3
259	мы видели	5	3
260	но при	3	3
261	человека не	4	3
262	а к	3	3
263	и эта	3	3
264	и уже	3	3
265	так называемой	4	3
266	совершенно не	3	3
267	не с	3	3
268	отношения к	3	3
269	связанные с	2	3
270	если он	3	3
271	роль играет	2	3
272	относится к	2	3
273	не к	4	3
274	в нашем	5	3
275	еще и	2	2
276	в каком	2	2
277	перед нами	3	2
278	тем самым	8	2
279	те же	5	2
280	очевидно что	2	2
281	помнить что	2	2
282	и следовательно	5	2
283	человека и	2	2
284	своего героя	2	2
285	связанных с	5	2
286	даже на	2	2
287	с кем	2	2
288	из всего	2	2
289	слово в	2	2
290	слов в	4	2
291	в разговоре	2	2
292	за ними	2	2
293	слов или	2	2
294	у них	3	2
295	общественной жизни	10	2
296	и при	2	2
297	нас не	2	2
298	того что	4	2
299	теперь в	3	2
300	только потому	2	2
301	в душе	2	2
302	как уже	2	2
303	случаях когда	2	2
304	гораздо более	2	2
305	зависимости от	7	2
306	ли он	2	2
307	ту же	2	2
308	тех случаях	2	2
309	войти в	2	2
310	из трех	2	2
311	и те	2	2
312	здесь не	2	2
313	мы видим	4	2
314	в зависимости	7	2
315	все эти	3	2
316	уважение к	3	2
317	эти слова	9	2
318	что эти	3	2
319	этом случае	3	2
320	я взял	2	2
321	бы и	2	2
322	как например	2	2
323	к достижению	2	2
324	с другими	2	2
325	но об	2	2
326	но это	2	2
327	и так	6	2
328	с ней	2	2
329	этих слов	3	2
330	такой прием	2	2
331	все больше	2	2
332	как не	2	2
333	я и	2	2
334	слова и	5	2
335	от их	2	2
336	зрения на	3	2
337	которого и	2	2
338	которой мы	4	2
339	как только	4	2
340	не должен	2	2
341	на эти	2	2
342	для него	3	2
343	в жизни	2	2
344	человека с	2	2
345	и является	5	2
346	для каждого	2	2
347	этот вопрос	2	2
348	то мы	3	2
349	не будет	3	2
350	точек зрения	5	2
351	и тому	3	2
352	слова о	3	2
353	не знаем	4	2
354	связь с	2	2
355	и жизнь	2	2
356	мы уже	11	2
357	тем у	5	2
358	на первый	2	2
359	в форме	6	2
