N	3gram	Losev_Prob	Literetu
1	в то же	4	21
2	в том что	7	21
3	с одной стороны	4	12
4	в данном случае	10	11
5	не может быть	5	11
6	о том что	16	10
7	так или иначе	7	10
8	в этом отношении	2	10
9	с точки зрения	3	8
10	не говоря уже	6	8
11	с другой стороны	7	7
12	говоря уже о	5	6
13	в том числе	2	6
14	подобно тому как	2	6
15	не только в	3	6
16	тем не менее	25	5
17	в связи с	7	5
18	бы то ни	2	4
19	и тем самым	4	4
20	и то что	9	4
21	во всяком случае	11	3
22	то же самое	9	3
23	той или иной	5	3
24	на самом деле	6	3
25	по крайней мере	8	3
26	в самом деле	4	3
27	только в том	4	3
28	на то что	12	3
29	одной стороны и	2	3
30	ничего общего с	9	3
31	том числе и	2	3
32	и в частности	3	3
33	но и не	2	3
34	а не только	2	2
35	на эту тему	2	2
36	что же касается	3	2
37	для того чтобы	9	2
38	только то что	6	2
39	тем что в	2	2
40	сказать и о	3	2
41	на первый взгляд	2	2
42	не только не	4	2
43	и в самом	2	2
44	в этом случае	6	2
45	но и в	3	2
46	в чистом виде	3	2
47	можно было бы	4	2
48	вместе с тем	2	2
49	дело в том	3	2
50	имел в виду	2	2
51	до тех пор	4	2
52	тем что он	2	2
53	тех или иных	2	2
