N	2gram	Vygotskiy_	Freidism
1	и не	27	34
2	таким образом	38	34
3	точки зрения	39	31
4	не может	23	30
5	может быть	20	28
6	и в	47	28
7	в этом	47	28
8	прежде всего	9	26
9	в его	7	25
10	и его	14	22
11	мы можем	7	20
12	с помощью	18	20
13	как бы	13	19
14	как мы	24	18
15	то что	40	17
16	вовсе не	3	16
17	так как	25	15
18	точка зрения	2	15
19	с точки	31	15
20	все эти	7	15
21	самом деле	6	14
22	так и	8	14
23	в своей	4	14
24	с ним	5	14
25	во всех	9	13
26	и все	5	13
27	но в	9	13
28	как и	19	13
29	по отношению	10	13
30	точку зрения	4	12
31	и потому	3	12
32	том что	28	12
33	то же	16	12
34	что он	13	12
35	мы видели	10	12
36	ни в	3	12
37	в самом	15	12
38	и наконец	4	12
39	для него	6	12
40	все это	5	12
41	сказать что	18	11
42	его в	7	11
43	отношению к	9	11
44	мы знаем	5	11
45	только в	24	11
46	никогда не	7	10
47	и с	5	10
48	все те	2	10
49	за пределы	2	10
50	не только	36	10
51	но и	19	10
52	не в	7	10
53	он не	5	10
54	в том	38	10
55	мы уже	5	10
56	все что	7	10
57	один из	3	10
58	что же	3	10
59	конечно не	2	10
60	мы должны	7	9
61	могут быть	7	9
62	к этому	2	9
63	совершенно не	2	9
64	к нему	5	9
65	в чем	5	9
66	и на	4	9
67	мы не	10	9
68	а не	7	9
69	во всяком	2	9
70	все же	7	8
71	с этим	5	8
72	было бы	12	8
73	еще не	5	8
74	с другими	5	8
75	а в	3	8
76	знаем что	3	8
77	в ней	5	8
78	на этом	4	8
79	при этом	4	8
80	в каком	2	7
81	не могут	9	7
82	до конца	8	7
83	в то	10	7
84	в себе	14	7
85	что в	23	7
86	и ее	3	7
87	и для	5	7
88	отношение к	8	7
89	не является	4	7
90	того что	27	7
91	но не	13	7
92	что все	6	7
93	более того	2	7
94	с самого	13	7
95	об этом	4	7
96	в нем	6	7
97	если мы	6	7
98	и к	11	7
99	из них	2	7
100	в этой	7	7
101	одно из	6	6
102	на самом	3	6
103	для этого	4	6
104	в высшей	3	6
105	но мы	5	6
106	мы имеем	3	6
107	из этих	6	6
108	не менее	6	6
109	для того	24	6
110	в таком	2	6
111	и только	7	6
112	и о	4	6
113	которой мы	2	6
114	в пределах	3	6
115	она не	7	6
116	к тому	13	6
117	не можем	4	6
118	что такое	2	6
119	можно сказать	9	6
120	в свою	3	6
121	большинстве случаев	2	6
122	совсем не	2	6
123	здесь в	2	6
124	как раз	6	6
125	и что	14	6
126	во время	2	6
127	учение о	3	6
128	в основе	5	6
129	по поводу	3	5
130	что это	7	5
131	ничего не	2	5
132	в заключение	2	5
133	внешней речи	18	5
134	что она	8	5
135	с их	2	5
136	в которой	16	5
137	и по	6	5
138	от того	6	5
139	во второй	5	5
140	со всеми	2	5
141	между ними	8	5
142	в этих	2	5
143	на основании	2	5
144	как это	7	5
145	не знает	3	5
146	самого начала	13	5
147	внутренней речи	78	5
148	что и	4	5
149	ее в	11	5
150	тому что	14	5
151	в своих	2	5
152	в большинстве	2	5
153	это не	6	5
154	той же	13	5
155	в процессе	12	5
156	отнюдь не	2	5
157	старой психологии	2	5
158	того чтобы	26	5
159	в ее	7	5
160	он сам	2	5
161	и до	3	5
162	заключается в	14	5
163	в период	2	5
164	в себя	4	5
165	вместе с	19	5
166	данном случае	5	4
167	одна из	2	4
168	и вообще	3	4
169	с которыми	3	4
170	все время	3	4
171	его к	2	4
172	так же	26	4
173	но это	4	4
174	в развитии	27	4
175	в области	5	4
176	в собственном	4	4
177	связанных с	2	4
178	мысли и	13	4
179	с ее	2	4
180	в другом	3	4
181	в этот	3	4
182	тем не	4	4
183	внутренняя речь	17	4
184	речи мы	7	4
185	этом отношении	7	4
186	внутренней и	2	4
187	если бы	8	4
188	и может	2	4
189	в виду	5	4
190	в основном	4	4
191	в психологии	5	4
192	этой области	2	4
193	свою очередь	3	4
194	только на	5	4
195	у него	2	4
196	может стать	2	4
197	как в	7	4
198	к ней	2	4
199	между собой	15	4
200	в своем	3	4
201	только с	2	4
202	по своему	11	4
203	едва ли	5	4
204	а только	2	4
205	в котором	6	4
206	связанные с	3	4
207	потому что	26	4
208	именно в	9	4
209	этот вопрос	2	4
210	что оно	9	4
211	выражение в	6	4
212	из тех	2	4
213	мы находим	3	4
214	по себе	5	4
215	из которого	3	4
216	в целом	7	4
217	нет и	4	4
218	зависимости от	6	4
219	должны быть	5	4
220	только как	2	4
221	в зависимости	6	4
222	сам по	2	4
223	мы и	5	4
224	себя и	2	4
225	это и	7	4
226	в данном	7	4
227	слова и	10	4
228	и речи	19	4
229	я не	3	4
230	и то	10	3
231	и от	6	3
232	и притом	4	3
233	психологии в	3	3
234	в сознании	11	3
235	нуждается в	5	3
236	конечном счете	2	3
237	в результате	3	3
238	ступенях развития	2	3
239	на всем	5	3
240	и даже	3	3
241	тем же	8	3
242	иным как	2	3
243	и как	7	3
244	видели что	3	3
245	этих двух	4	3
246	одним из	3	3
247	и при	2	3
248	у нас	3	3
249	в настоящей	2	3
250	такой же	4	3
251	одной и	5	3
252	в центре	2	3
253	связано с	4	3
254	как на	8	3
255	направлений в	2	3
256	всем этим	3	3
