N	2gram	Losev_Prob	Hudozhes
1	в качестве	10	31
2	то есть	63	26
3	и в	62	23
4	не только	33	20
5	в том	35	20
6	может быть	39	19
7	при этом	9	19
8	в частности	4	18
9	и не	56	16
10	но и	20	14
11	а в	9	13
12	в себе	23	13
13	но не	6	13
14	а не	28	13
15	то же	23	12
16	такого рода	14	12
17	в этом	25	12
18	и его	12	12
19	так и	16	12
20	как бы	11	11
21	точки зрения	14	11
22	в его	10	11
23	но в	17	10
24	не в	21	9
25	или иной	20	9
26	том что	25	9
27	не может	14	9
28	с другой	14	9
29	в искусстве	4	9
30	в то	18	8
31	себя в	4	8
32	в области	2	8
33	его внешней	2	8
34	в самом	4	7
35	в своей	8	7
36	только в	33	7
37	как это	4	7
38	что в	11	7
39	отличие от	3	7
40	в отличие	2	7
41	в основе	3	7
42	не столько	2	7
43	более или	2	6
44	мы имеем	7	6
45	уже не	12	6
46	другой стороны	11	6
47	а также	6	6
48	в нем	13	6
49	с ее	5	6
50	можно сказать	10	6
51	в ее	6	6
52	или менее	2	6
53	тем самым	9	5
54	ни в	17	5
55	с другими	6	5
56	той или	22	5
57	или иначе	2	5
58	могут быть	2	5
59	в художественном	5	5
60	для того	5	5
61	того чтобы	4	5
62	знака к	2	5
63	в виду	20	5
64	в их	2	5
65	не является	19	5
66	слова как	3	5
67	что он	16	5
68	не на	2	5
69	то что	42	5
70	не менее	24	5
71	прежде всего	13	5
72	того что	10	5
73	для него	4	5
74	в слове	4	4
75	и то	17	4
76	сказать что	24	4
77	в отношении	4	4
78	его в	4	4
79	или иного	5	4
80	это не	10	4
81	для себя	6	4
82	а только	9	4
83	того или	8	4
84	к тому	4	4
85	входит в	3	4
86	в данном	14	4
87	художественного произведения	14	4
88	в другом	4	4
89	однако в	3	4
90	произведения искусства	2	4
91	и как	4	4
92	еще не	12	4
93	и тем	16	4
94	и что	9	4
95	говорить о	7	4
96	в этих	6	4
97	художественности и	3	4
98	он не	10	4
99	и о	8	4
100	отношения к	3	4
101	в своем	7	4
102	хотя и	9	4
103	так или	2	4
104	даже в	2	3
105	от себя	2	3
106	к нему	3	3
107	и для	5	3
108	по своему	6	3
109	искусства и	3	3
110	одно и	4	3
111	и притом	7	3
112	и ее	7	3
113	в контексте	3	3
114	как и	15	3
115	того же	2	3
116	их в	2	3
117	потому что	40	3
118	о чем	4	3
119	одной стороны	2	3
120	в целом	9	3
121	имеем в	4	3
122	человеческой жизни	4	3
123	и к	9	3
124	во всех	4	3
125	тем не	23	3
126	а именно	12	3
127	связи с	10	3
128	и на	4	3
129	тому как	2	3
130	если бы	9	3
131	в той	8	3
132	не будет	3	3
133	и прежде	3	3
134	в стихотворении	2	3
135	однако если	3	3
136	как раз	11	3
137	с точки	9	3
138	подобно тому	3	3
139	тот или	4	3
140	художественное произведение	9	3
141	не обязательно	4	3
142	или даже	6	3
143	с этой	3	3
144	в связи	9	3
145	таким образом	13	3
146	в таком	11	3
147	и сам	6	3
148	есть в	6	3
149	в которой	3	3
150	никто не	5	3
151	во всей	3	3
152	была бы	2	3
153	в узком	2	3
154	этом смысле	5	3
155	в пределах	3	3
156	в одном	4	3
157	с одной	3	3
158	и состоит	2	3
159	никогда не	7	2
160	самим собою	2	2
161	о том	14	2
162	языкового знака	3	2
163	в литературе	3	2
164	жизни но	2	2
165	в каком	9	2
166	как в	10	2
167	чтобы не	2	2
168	не могли	2	2
169	и это	11	2
170	ее в	2	2
171	тому что	5	2
172	и потому	13	2
173	то в	4	2
174	в самой	4	2
175	еще и	10	2
176	в чем	5	2
177	что такое	4	2
178	или в	7	2
179	для меня	4	2
180	именно в	4	2
181	но как	6	2
182	все эти	14	2
183	таких случаях	2	2
184	тем более	8	2
185	или иную	3	2
186	о себе	2	2
187	времени и	4	2
188	образом и	2	2
189	или иных	7	2
190	что она	5	2
191	с их	2	2
192	за пределы	6	2
193	быть и	3	2
194	известного рода	5	2
195	дело не	4	2
196	этой точки	2	2
197	только и	9	2
198	но она	2	2
199	с самим	4	2
200	так же	11	2
201	отличается от	8	2
202	об этом	7	2
203	этого термина	6	2
204	из которых	6	2
205	но на	2	2
206	и по	3	2
207	между собой	3	2
208	он и	3	2
209	в известном	3	2
210	тех или	10	2
211	отнюдь не	16	2
212	при наличии	2	2
213	собственно говоря	5	2
214	на котором	2	2
215	в них	6	2
216	на свою	2	2
217	по себе	36	2
218	которая не	3	2
219	в порядке	3	2
220	не вполне	3	2
221	сама по	11	2
222	несмотря на	4	2
223	с чем	3	2
224	таком случае	7	2
225	и весьма	3	2
226	это и	11	2
227	слова и	3	2
228	и больше	4	2
229	все это	9	2
230	с ними	2	2
231	бы не	2	2
232	о его	3	2
233	из этого	5	2
234	что и	11	2
235	это тоже	4	2
236	всей его	2	2
237	ту или	3	2
238	в значительной	2	2
239	определенным образом	3	2
240	то ни	7	2
241	ни было	5	2
242	и особенно	3	2
243	xix века	2	2
244	в одно	4	2
245	одним из	2	2
246	не просто	36	2
247	и может	4	2
248	и другие	4	2
249	более не	2	2
250	только о	3	2
251	самом деле	6	2
252	случае не	7	2
253	и более	6	2
254	этого слова	5	2
255	в нашем	13	2
256	в этой	10	2
257	но только	10	2
258	ни к	3	2
259	человеческих отношений	4	2
260	значение знака	2	2
261	а с	2	2
262	жизни а	4	2
263	с ним	11	2
264	который в	2	2
265	ни для	2	2
266	вовсе не	62	2
267	заключается в	8	2
268	имеем дело	2	2
269	если мы	24	2
270	не сама	3	2
271	но чтобы	2	2
272	бы то	5	2
273	при условии	4	2
274	здесь не	11	2
