N	2gram	Vygotskiy_	Problema
1	и в	65	182
2	то есть	30	165
3	и не	20	152
4	вовсе не	11	145
5	то что	61	144
6	не только	16	104
7	потому что	26	89
8	в этом	37	88
9	может быть	33	82
10	том что	28	81
11	в том	46	81
12	не просто	7	80
13	только в	9	73
14	сказать что	14	72
15	но и	6	70
16	в виде	5	69
17	у нас	4	68
18	и даже	4	66
19	по себе	5	64
20	о том	17	57
21	так и	3	56
22	а не	11	56
23	но в	5	55
24	так что	10	52
25	ни в	6	51
26	для нас	14	50
27	отнюдь не	2	48
28	в себе	9	48
29	при помощи	7	47
30	было бы	22	46
31	в своей	6	45
32	прежде всего	2	45
33	что в	36	44
34	в его	11	44
35	все эти	7	43
36	не в	12	43
37	таким образом	21	42
38	как раз	14	42
39	то же	17	42
40	если мы	19	42
41	так как	13	40
42	что мы	6	40
43	и то	10	40
44	что он	23	40
45	и что	29	40
46	не может	17	39
47	в этой	20	39
48	и тем	4	39
49	во всяком	6	39
50	как бы	29	39
51	в данном	5	38
52	никак не	12	37
53	хотя бы	3	37
54	того что	9	37
55	в нем	8	37
56	еще не	3	36
57	точки зрения	19	36
58	и все	14	36
59	и т	19	35
60	когда мы	5	35
61	в виду	6	34
62	и с	4	34
63	указывает на	8	34
64	как и	12	34
65	уже не	2	34
66	не является	2	33
67	в таком	6	33
68	т д	6	33
69	же самое	14	33
70	в то	5	32
71	здесь не	3	32
72	едва ли	4	32
73	но не	3	32
74	в своем	8	31
75	в конце	5	31
76	связи с	2	31
77	все это	12	31
78	что такое	2	31
79	так же	12	31
80	но это	6	31
81	ясно что	11	30
82	с другой	8	30
83	и для	4	30
84	как мы	12	29
85	перед нами	12	29
86	все же	10	29
87	об этом	4	29
88	можно сказать	2	29
89	данном случае	5	28
90	и о	6	28
91	что же	3	28
92	есть только	3	28
93	мы не	7	28
94	а в	9	28
95	и как	10	27
96	ничего не	4	27
97	и это	13	27
98	ничего общего	3	27
99	еще и	2	26
100	в результате	3	26
101	как будто	13	26
