N	2gram	Vygotskiy_	RusskieA
1	и в	47	79
2	в том	38	64
3	том что	28	59
4	что в	23	57
5	не только	36	41
6	во время	2	38
7	так как	25	34
8	в этом	47	33
9	состоит в	3	32
10	как бы	13	31
11	но и	19	31
12	в других	2	30
13	как и	19	28
14	может быть	20	28
15	и на	4	28
16	в этот	3	26
17	одна из	2	24
18	о том	5	23
19	при этом	4	22
20	это не	6	20
21	как мы	24	20
22	а в	3	20
23	из них	2	19
24	представляют собой	2	18
25	все это	5	18
26	с тем	8	17
27	потому что	26	17
28	показывает что	6	17
29	то что	40	17
30	об этом	4	17
31	таким образом	38	17
32	вместе с	19	17
33	мы не	10	16
34	один из	3	15
35	у нас	3	14
36	мы видели	10	14
37	для нас	4	14
38	не менее	6	14
39	в них	3	14
40	как это	7	14
41	тем не	4	14
42	и не	27	14
43	и с	5	14
44	и что	14	14
45	так что	8	13
46	и по	6	13
47	к этому	2	13
48	не может	23	13
49	еще не	5	13
50	как в	7	13
51	в которых	3	13
52	в виде	2	12
53	между собой	15	12
54	этом случае	15	12
55	мы имеем	3	12
56	тем что	14	12
57	полагает что	2	12
58	что на	5	11
59	а затем	2	11
60	но это	4	11
61	не имеет	6	11
62	его в	7	10
63	и других	5	10
64	так и	8	10
65	по существу	2	10
66	между тем	2	10
67	все же	7	10
68	что и	4	10
69	представляет собой	23	10
70	или в	2	10
71	данном случае	5	9
72	о чем	8	9
73	том же	7	9
74	но в	9	9
75	и все	5	9
76	что они	11	9
77	того как	6	9
78	с ней	3	9
79	то же	16	9
80	но не	13	9
81	так же	26	8
82	того что	27	8
83	одно из	6	8
84	в данном	7	8
85	того чтобы	26	8
86	их в	2	8
87	связи с	4	8
88	представление о	8	8
89	что это	7	8
90	во всех	9	8
91	подобно тому	2	8
92	ее в	11	8
93	для того	24	8
94	в этих	2	8
95	что по	2	8
96	тому как	2	8
97	в своем	3	7
98	мы должны	7	7
99	а и	2	7
100	ничего не	2	7
101	в свете	9	7
102	не в	7	7
103	а с	3	7
104	к нему	5	7
105	по этому	4	7
106	было бы	12	7
107	до конца	8	7
108	для этого	4	7
109	из этих	6	7
110	и как	7	7
111	еще в	3	7
112	не можем	4	7
113	только в	24	7
114	связанные с	3	7
115	а не	7	7
116	с собой	3	6
117	в этой	7	6
118	должно было	2	6
119	должны были	2	6
120	и их	7	6
121	друг друга	9	6
122	на этом	4	6
123	в их	4	6
124	только на	5	6
125	тому что	14	6
126	она не	7	6
127	к тому	13	6
128	что этот	6	6
129	в нем	6	6
130	этому поводу	3	6
131	же как	14	6
132	все эти	7	6
133	в качестве	9	6
134	чем в	5	6
135	в одном	4	6
136	в новый	2	6
137	что она	8	6
138	и о	4	6
139	что здесь	2	6
140	должен был	2	6
141	и более	2	6
142	видели что	3	6
143	и другой	3	6
144	приводит к	10	6
145	в таком	2	6
146	на самом	3	5
147	вопрос о	9	5
148	и потому	3	5
149	но если	5	5
150	нас к	10	5
151	тогда когда	12	5
152	что он	13	5
153	вывод что	2	5
154	прежде всего	9	5
155	в разных	6	5
156	в свою	3	5
157	с этим	5	5
158	в то	10	5
159	в целом	7	5
160	там где	7	5
161	например в	5	5
162	в его	7	5
163	по поводу	3	5
164	то и	5	5
165	его с	3	5
166	можно было	7	5
167	как правило	2	5
168	не с	3	5
169	и для	5	5
170	с другой	7	5
171	входит в	3	5
172	и к	11	5
173	отнюдь не	2	5
174	с ним	5	5
175	связь между	10	5
176	мы уже	5	5
177	показывают что	2	4
178	которые в	5	4
179	если в	6	4
180	и ее	3	4
181	у них	2	4
182	и при	2	4
183	связано с	4	4
184	таким же	3	4
185	здесь мы	2	4
186	его и	2	4
187	они и	2	4
188	но эти	2	4
189	в основном	4	4
190	и там	3	4
191	отличие от	4	4
192	могут быть	7	4
193	и до	3	4
194	и тогда	3	4
195	во всей	3	4
196	этого слова	5	4
197	во всяком	2	4
198	в основе	5	4
199	и от	6	4
200	по своему	11	4
201	связанных с	2	4
202	к ней	2	4
203	несмотря на	2	4
204	за ним	3	4
205	и здесь	5	4
206	та же	2	4
207	она в	2	4
208	приводит нас	4	4
209	такой же	4	4
210	в отличие	4	4
211	и из	2	4
212	но все	2	4
213	переход от	5	4
214	что у	4	4
215	что для	3	4
216	для объяснения	3	4
217	именно в	9	4
218	в котором	6	4
219	в своих	2	4
220	как они	2	4
221	этому же	2	4
222	этот вопрос	2	4
223	уже в	3	4
224	в ней	5	4
225	то время	8	4
226	в середине	2	4
227	рассматривается как	2	4
228	во всем	4	4
229	тем и	2	4
230	на этой	7	4
231	на основе	5	4
232	но он	3	4
233	никогда не	7	3
234	очевидно что	6	3
235	его к	2	3
236	том как	2	3
237	в одной	6	3
238	с той	3	3
239	это и	7	3
240	в виду	5	3
241	только по	5	3
242	к выводу	4	3
243	раньше чем	2	3
244	представления о	2	3
245	и другое	4	3
246	мы знаем	5	3
247	что все	6	3
248	видно из	2	3
249	и это	2	3
250	точки зрения	39	3
251	где они	4	3
252	к слову	14	3
253	большинстве случаев	2	3
254	в области	5	3
255	совсем не	2	3
256	в какой	6	3
257	в ее	7	3
258	но вместе	2	3
259	что с	7	3
260	и во	5	3
261	в своей	4	3
262	содержится в	5	3
263	до того	2	3
264	свою очередь	3	3
265	значение и	2	3
266	нет и	4	3
267	сомнений в	2	3
268	хотя и	4	3
269	имеет место	4	3
270	и то	10	3
271	выводу что	3	3
272	совершенно очевидно	3	3
273	с другими	5	3
274	это в	2	3
275	по отношению	10	3
276	в которой	16	3
277	от этого	3	3
278	чем у	3	3
279	к другу	4	3
280	если бы	8	3
281	известно что	3	3
282	что ее	2	3
283	увидим ниже	3	3
284	можно говорить	2	3
285	нами выше	2	3
286	отношению к	9	3
287	сих пор	6	3
288	с одной	7	3
289	есть в	5	3
290	на этот	2	3
291	на то	5	3
292	все что	7	3
293	слова в	7	3
294	когда он	2	3
295	с таким	3	3
296	из которых	3	3
297	эта связь	2	3
298	находится в	3	3
299	друг к	3	3
300	с точки	31	3
301	только как	2	3
302	и его	14	3
303	как на	8	3
304	в период	2	3
305	тому же	2	3
306	в большинстве	2	3
307	из основных	3	3
308	и объяснить	2	3
309	при котором	2	3
310	до сих	6	3
311	и притом	4	2
312	что их	2	2
313	что ему	3	2
314	в заключение	2	2
315	и следовательно	8	2
316	в себе	14	2
317	и вообще	3	2
318	перед нами	3	2
319	само собой	2	2
320	с другим	3	2
321	в развитии	27	2
322	но даже	2	2
323	в силу	21	2
324	в конце	5	2
325	остановиться на	4	2
326	отношение к	8	2
327	относящиеся к	2	2
328	и наконец	4	2
329	что между	2	2
330	за счет	4	2
331	одним из	3	2
332	подобного рода	2	2
333	и тем	10	2
334	этой работы	3	2
335	между ними	8	2
336	в новой	4	2
337	в частности	4	2
338	на основании	2	2
339	в момент	4	2
340	самом деле	6	2
341	показать что	8	2
342	его от	2	2
343	себе в	5	2
344	образом в	5	2
345	но так	2	2
346	всем этим	3	2
347	но мы	5	2
348	только с	2	2
349	к этой	2	2
350	они не	2	2
351	с другом	6	2
352	в другую	3	2
353	ко всему	2	2
354	какие же	2	2
355	точка зрения	2	2
356	и непосредственно	3	2
357	ту же	4	2
358	и без	2	2
359	одной стороны	7	2
360	ответ на	3	2
361	здесь в	2	2
362	в старой	2	2
363	над ними	2	2
364	поэзии и	2	2
365	вот почему	3	2
366	между двумя	5	2
367	мы видим	10	2
368	и всей	3	2
369	себя и	2	2
370	случае не	2	2
371	что эти	3	2
372	в двух	2	2
373	можно сказать	9	2
374	значение в	3	2
375	говорится в	4	2
376	интерес к	2	2
377	для него	6	2
378	относится к	5	2
379	и состоит	3	2
380	в одну	2	2
381	сказать что	18	2
382	который по	2	2
383	он не	5	2
384	что если	2	2
385	когда мы	2	2
386	на ней	2	2
387	другой стороны	3	2
388	и он	4	2
389	как оно	2	2
390	в начале	6	2
391	к новой	2	2
392	в равной	2	2
393	в каждом	3	2
394	должно быть	3	2
395	но совершенно	2	2
396	обе стороны	2	2
397	с развитием	6	2
398	этом и	2	2
399	и даже	3	2
400	мы можем	7	2
401	друг с	6	2
402	целый ряд	6	2
403	ее от	2	2
404	настоящей работе	2	2
405	чтобы сделать	2	2
406	этом отношении	7	2
407	и которые	3	2
408	не является	4	2
409	как по	5	2
410	с этой	5	2
411	совершенно не	2	2
412	в настоящей	2	2
413	от одного	3	2
414	не означает	4	2
415	в пределах	3	2
416	нас в	4	2
417	не могло	3	2
418	что есть	2	2
419	как известно	6	2
420	и является	5	2
421	в чем	5	2
422	что такое	2	2
423	другу и	2	2
424	оно не	3	2
425	в другой	4	2
426	но на	3	2
427	но что	2	2
428	по себе	5	2
429	привело к	3	2
430	к другому	5	2
431	от нее	3	2
432	значения и	3	2
433	из этого	4	2
434	что эта	7	2
435	и особенно	2	2
436	у него	2	2
437	друг другу	5	2
438	только одно	2	2
439	в нашем	6	2
440	но эта	2	2
441	о которой	2	2
442	что при	4	2
443	не оставляет	2	2
444	моментов в	2	2
445	однако не	2	2
446	значение слова	16	2
447	из одного	2	2
