N	2gram	Voloshinov	TeoriaLi
1	– это	29	33
2	в качестве	2	33
3	в мире	2	26
4	не только	10	24
5	и в	28	24
6	может быть	28	22
7	в том	10	20
8	– в	17	20
9	при этом	8	20
10	и не	34	17
11	а в	8	15
12	но и	10	14
13	так и	14	14
14	а не	9	14
15	в себе	7	14
16	такого рода	2	13
17	но не	7	13
18	внутренней речи	5	13
19	представляет собой	2	13
20	в этом	28	12
21	то же	12	12
22	произведение искусства	2	12
23	но в	13	12
24	сводится к	4	12
25	в его	25	12
26	том что	12	11
27	точки зрения	31	11
28	и его	22	11
29	по отношению	13	10
30	отношению к	11	10
31	как это	5	10
32	что в	7	10
33	в данном	4	9
34	не в	10	9
35	в искусстве	3	9
36	в душе	13	9
37	с другой	2	9
38	в то	7	9
39	только в	11	9
40	не может	30	8
41	– с	7	8
42	как бы	19	8
43	в своей	14	8
44	же время	6	8
45	особого рода	2	7
46	или иной	2	7
47	в своем	4	7
48	а также	2	7
49	мы имеем	6	7
50	себя в	3	7
51	отношение к	7	7
52	во второй	5	7
53	в области	4	7
54	отличие от	2	7
55	в самом	12	7
56	в отличие	2	7
57	и т.п	4	7
58	в нем	7	7
59	конечном счете	3	6
60	в конечном	3	6
61	со стороны	5	6
62	не менее	6	6
63	еще не	8	6
64	то что	17	6
65	как и	13	6
66	с другими	8	6
67	уже не	9	6
68	приводит к	3	6
69	между ними	5	6
70	в ее	5	6
71	в основе	6	6
72	с его	9	6
73	данном случае	4	5
74	по преимуществу	2	5
75	как в	4	5
76	как к	2	5
77	ни в	12	5
78	в виду	4	5
79	и тем	2	5
80	роли в	2	5
81	не является	7	5
82	для того	6	5
83	и о	6	5
84	в пределах	6	5
85	для него	12	5
86	за пределами	2	5
87	на почве	3	5
88	– его	4	5
89	между тем	3	5
90	могут быть	9	5
91	того чтобы	5	5
92	того что	7	5
93	он не	10	5
94	в себя	5	5
95	можно сказать	6	5
96	никогда не	10	4
97	сказать что	11	4
98	в отношении	2	4
99	его в	11	4
100	это не	5	4
101	читателя в	3	4
102	и ее	7	4
103	в другом	4	4
104	– не	12	4
105	в их	2	4
106	в этих	5	4
107	что он	12	4
108	по пути	2	4
109	по своему	4	4
110	далеко не	5	4
111	к тому	6	4
112	речи и	2	4
113	а только	4	4
114	того же	3	4
115	входит в	2	4
116	в свою	6	4
117	в целом	4	4
118	личности и	4	4
119	и что	6	4
120	говорить о	5	4
121	с ее	4	4
122	– на	2	4
123	и сам	3	4
124	не следует	2	4
125	без исключения	2	4
126	отношения к	2	4
127	в нашем	3	4
128	не знает	5	4
129	хх века	2	4
130	и то	3	3
131	и притом	3	3
132	и потому	12	3
133	во всех	13	3
134	из этих	6	3
135	одной стороны	2	3
136	– все	8	3
137	в которой	5	3
138	и для	7	3
139	человека с	3	3
140	тем не	4	3
141	второй –	2	3
142	как совокупность	2	3
143	и как	3	3
144	если бы	4	3
145	роль в	7	3
146	в узком	4	3
147	мира в	2	3
148	он должен	2	3
149	свою очередь	4	3
150	в таком	6	3
151	одним из	3	3
152	а именно	2	3
153	в момент	2	3
154	на две	3	3
155	и вот	8	3
156	между собой	4	3
157	с одной	2	3
158	и др	9	3
159	сознания –	3	3
160	а с	2	3
161	в жизни	7	3
162	для себя	2	3
163	их в	3	3
164	но их	2	3
165	именно в	4	3
166	потому что	4	3
167	во втором	3	3
168	прежде всего	26	3
169	к его	3	3
170	и к	7	3
171	на языке	2	3
172	этом смысле	2	3
173	отнюдь не	5	3
174	только не	3	3
175	из которого	4	3
176	мог бы	2	3
177	с точки	15	3
178	а на	2	3
179	все эти	15	3
180	– только	8	3
181	и по	5	3
182	человека к	4	3
183	таким образом	34	3
184	я –	2	3
185	во всей	3	3
186	в этой	7	3
187	и внешней	4	3
188	в одном	3	3
189	как раз	6	3
190	вовсе не	16	3
191	между двумя	3	3
192	окружающей его	2	2
193	в каком	7	2
194	чтобы не	2	2
195	не могут	7	2
196	то в	2	2
197	для всех	3	2
198	так же	4	2
199	внешней речи	5	2
200	сознания в	3	2
201	но как	2	2
202	таких случаях	2	2
203	дело не	2	2
204	не всегда	4	2
205	человека и	6	2
206	дело в	2	2
207	– и	7	2
208	что она	5	2
209	с их	5	2
210	за пределы	10	2
211	это было	2	2
212	в глаза	2	2
213	отличается от	2	2
214	об этом	7	2
215	и даже	3	2
216	в конце	2	2
217	и прежде	7	2
218	таком случае	4	2
219	но во	3	2
220	я и	7	2
221	это и	4	2
222	внешнем мире	4	2
223	превращается в	2	2
224	жизни –	3	2
225	жизни в	3	2
226	ни было	2	2
227	может оказаться	2	2
228	у нас	3	2
229	к своему	2	2
230	только на	4	2
231	и другие	2	2
232	у него	4	2
233	самом деле	14	2
234	в чем	9	2
235	вместе с	5	2
236	в какой	3	2
237	– как	6	2
238	для понимания	2	2
239	жизни но	2	2
240	к нему	9	2
241	внутренней и	4	2
242	и является	3	2
243	всей его	2	2
244	ее в	5	2
245	тому что	5	2
246	высказывания –	2	2
247	от всех	3	2
248	о том	3	2
249	что такое	6	2
250	могли бы	2	2
251	общения между	4	2
252	о себе	4	2
253	если мы	7	2
254	оно не	3	2
255	должен быть	2	2
256	и на	9	2
257	на себя	3	2
258	не входит	2	2
259	из тех	4	2
260	на этом	8	2
261	из которых	2	2
262	он и	2	2
263	один из	10	2
264	внешнего мира	2	2
265	в них	3	2
266	по себе	4	2
267	что может	5	2
268	в следующей	5	2
269	жизни а	2	2
270	мы в	3	2
271	что и	5	2
272	с ними	5	2
273	во внутренней	3	2
274	то ни	4	2
275	имеет дело	3	2
276	себя и	4	2
277	заключается в	5	2
278	все это	12	2
279	только о	2	2
280	в первом	2	2
281	в большинстве	5	2
282	во внешнем	12	2
283	случае не	3	2
284	совершенно иной	2	2
285	жизни то	2	2
286	бы то	3	2
287	этих двух	3	2
288	я не	4	2
289	как система	2	2
290	на основе	3	2
291	тем же	3	2
292	быть и	7	2
