N	2gram	Propp_Isto	Myslijsy
1	потому что	18	182
2	и в	44	121
3	может быть	31	107
4	в том	13	103
5	то что	16	83
6	для нас	6	75
7	что в	18	73
8	и не	19	73
9	только в	8	72
10	не только	17	67
11	а не	5	67
12	таким образом	21	64
13	том что	12	59
14	так как	19	59
15	в этом	20	59
16	но и	16	59
17	то же	9	56
18	не в	11	54
19	если бы	5	53
20	не может	10	52
21	по себе	2	52
22	того что	3	47
23	в нем	10	45
24	было бы	2	45
25	как и	12	42
26	так что	2	39
27	вместе с	26	39
28	мы не	6	38
29	что и	11	38
30	так и	9	37
31	при этом	4	37
32	как в	11	37
33	тогда когда	3	36
34	что мы	4	36
35	точно так	3	35
36	тем что	12	33
37	и что	13	32
38	по отношению	2	30
39	а в	9	30
40	но не	8	29
41	что не	3	29
42	вовсе не	6	28
43	мы можем	6	28
44	для него	2	28
45	могут быть	9	27
46	с этим	7	27
47	и т	39	26
48	не было	2	26
49	отношению к	2	26
50	в то	5	24
51	с тем	9	23
52	того как	8	23
53	как бы	4	23
54	только тогда	4	22
55	но в	7	22
56	по мере	4	22
57	не имеет	4	22
58	с другой	11	22
59	то это	8	22
60	и потому	2	21
61	не менее	6	21
62	в ней	8	20
63	в одном	2	20
64	это не	8	20
65	тем самым	2	19
66	и как	5	19
67	есть уже	2	19
68	с ним	9	19
69	есть не	2	19
70	и то	5	19
71	сказать что	2	19
72	что это	8	19
73	из этих	5	19
74	но это	10	19
75	тем не	6	19
76	о том	11	19
77	того же	3	19
78	очевидно что	3	18
79	для того	3	18
80	еще не	16	18
81	не могут	2	18
82	там же	2	18
83	в таком	2	18
84	в его	16	17
85	со стороны	6	17
86	точки зрения	3	17
87	что оно	4	17
88	уже в	4	17
89	в своем	3	16
90	в которой	4	16
91	только что	3	16
92	так же	14	16
93	или же	6	16
94	в них	3	16
95	на то	3	16
96	и на	11	16
97	и по	3	15
98	т д	36	15
99	в этих	7	15
100	с одной	7	15
101	думать что	2	15
102	тому как	2	15
103	и тем	7	15
104	что он	29	15
105	прежде всего	7	15
106	с другими	4	15
107	в свою	3	15
108	уже не	14	15
109	мы должны	7	14
110	должны быть	2	14
111	связи с	10	14
112	в истории	7	14
113	там где	11	14
114	то в	2	14
115	в котором	2	14
116	мере того	3	14
117	в одно	2	14
118	все же	17	14
119	во всех	3	14
120	что все	4	13
121	и все	4	13
122	зависит от	4	13
123	том смысле	2	13
124	образом в	3	13
125	и может	2	13
126	например в	11	13
127	из них	4	13
128	и его	15	13
129	как на	3	13
130	никогда не	5	12
131	от него	2	12
132	человека и	2	12
133	и вместе	3	12
134	друг друга	5	12
135	и при	3	12
136	одно из	3	12
137	все это	4	12
138	под влиянием	2	12
139	как мы	9	12
140	есть в	2	12
141	сих пор	7	12
142	относится к	3	12
143	другой стороны	10	12
144	до сих	7	12
145	другими словами	4	11
146	в силу	7	11
147	той же	2	11
148	того чтобы	3	11
149	и вообще	3	11
150	только на	2	11
151	все что	5	11
152	из себя	4	11
153	же что	2	11
154	его в	17	11
155	если не	4	11
156	мы видели	9	11
157	к нему	5	11
158	же в	3	11
159	к ней	2	11
160	подобно тому	2	11
161	и это	5	11
162	одной стороны	7	10
163	между прочим	2	10
164	том как	5	10
165	и для	3	10
166	хотя бы	2	10
167	в других	4	10
168	по которому	3	10
169	так в	5	10
170	находится в	2	10
171	мы видим	12	10
172	и мы	3	10
173	можно бы	5	10
174	он не	5	10
175	и с	8	10
176	то время	3	10
177	и есть	3	10
178	что при	5	10
179	в нее	7	9
180	вопрос о	5	9
181	и других	5	9
182	но оно	3	9
183	но вместе	4	9
184	никто не	4	9
185	это было	2	9
186	и даже	4	9
187	на него	10	9
188	известно что	3	9
189	и о	2	9
190	самом деле	2	9
191	один из	6	9
192	в целом	4	9
193	во время	12	9
194	можно сказать	2	9
195	что она	3	9
196	таким же	5	9
197	то мы	3	8
198	при помощи	11	8
199	на вопрос	3	8
200	что даже	2	8
201	так например	3	8
202	в более	6	8
203	такое же	3	8
