N	2gram	Bakhtin_Pr	Stilisti
1	и в	38	42
2	как бы	22	30
3	не только	9	28
4	прежде всего	13	22
5	хотя бы	4	18
6	то же	5	16
7	но и	9	16
8	и не	42	14
9	не может	27	13
10	может быть	26	13
11	как и	7	12
12	точки зрения	8	11
13	в себе	4	10
14	и как	8	10
15	отнюдь не	19	10
16	мы должны	2	10
17	в этом	15	10
18	как мы	7	10
19	в то	4	9
20	для того	2	9
21	все же	6	9
22	то что	8	9
23	при этом	5	9
24	тем самым	4	8
25	ничего не	6	8
26	и это	3	8
27	в ней	4	8
28	таким образом	10	8
29	с его	2	8
30	никогда не	5	7
31	другими словами	2	7
32	и от	3	7
33	мы можем	6	7
34	же время	3	7
35	так и	5	7
36	только в	13	7
37	а не	5	7
38	и на	3	7
39	того чтобы	2	7
40	было бы	8	7
41	и его	16	7
42	и тем	3	7
43	или иной	2	6
44	во всех	11	6
45	не в	7	6
46	в области	11	6
47	язык в	2	6
48	или как	3	6
49	в нем	15	6
50	в свою	2	6
51	в его	43	6
52	в форме	4	6
53	слова в	7	6
54	мы будем	3	6
55	с помощью	7	6
56	того или	2	5
57	независимо от	13	5
58	в нашем	4	5
59	то есть	46	5
60	мы увидим	3	5
61	слова и	3	5
62	не является	3	5
63	и наконец	6	5
64	самом деле	6	5
65	как это	2	5
66	а в	6	5
67	но в	4	5
68	или иного	2	5
69	в самом	7	5
70	и с	17	5
71	с точки	6	5
72	же самое	2	5
73	художественного творчества	12	5
74	да и	3	4
75	что это	2	4
76	вопроса о	3	4
77	его в	9	4
78	на него	3	4
79	если бы	3	4
80	то или	2	4
81	лишь в	2	4
82	у нас	2	4
83	к своему	2	4
84	того что	2	4
85	можно было	4	4
86	всех своих	2	4
87	и все	3	4
88	в каждом	2	4
89	о том	4	4
90	и пр	2	4
91	точка зрения	3	4
92	и к	3	4
93	в целом	3	4
94	или иное	2	4
95	той или	2	4
96	связаны с	2	4
97	все это	3	4
98	себя в	2	4
99	как только	3	4
100	можно сказать	2	4
101	не к	6	4
102	в слове	3	4
103	сказать что	4	3
104	на самом	4	3
105	связь и	2	3
106	слово и	2	3
107	это не	5	3
108	слова но	3	3
109	иметь дело	2	3
110	том что	3	3
111	содержание и	2	3
112	нуждается в	2	3
113	а к	2	3
114	в начале	2	3
115	в тех	3	3
116	и эта	2	3
117	и даже	3	3
118	и здесь	2	3
119	в виду	4	3
120	в том	8	3
121	он должен	2	3
122	в частности	2	3
123	еще не	7	3
124	вследствие этого	3	3
125	совершенно не	7	3
126	может стать	3	3
127	как в	4	3
128	не знает	3	3
129	не с	4	3
130	и для	11	3
131	нет и	3	3
132	в котором	2	3
133	что оно	2	3
134	как таковой	2	3
135	между ними	4	3
136	из которых	2	3
137	художественное творчество	7	3
138	хотя и	3	3
139	несмотря на	3	3
140	что и	2	3
141	в ее	4	3
142	мы в	3	3
143	все эти	5	3
144	конечно не	5	3
145	связи с	2	3
146	отношения к	6	3
147	между тем	7	3
148	в основе	5	3
149	здесь мы	2	3
150	миру и	2	2
151	и вообще	2	2
152	все то	3	2
153	оценок и	2	2
154	и потому	4	2
155	помнить что	3	2
156	приходится иметь	2	2
157	бытия в	3	2
158	слова не	3	2
159	относится к	4	2
160	с другими	3	2
161	в нашей	2	2
162	мы имеем	2	2
163	но как	2	2
164	будем называть	2	2
165	существенным моментом	2	2
166	должно быть	5	2
167	к этому	2	2
168	по отношению	21	2
169	с самим	2	2
170	не нужно	5	2
171	отношение к	10	2
172	есть не	2	2
173	должен быть	2	2
174	и содержание	3	2
175	к которому	4	2
176	слово в	2	2
177	на первый	2	2
178	кроме того	3	2
179	тем что	2	2
180	человека в	2	2
181	бы не	2	2
182	этом отношении	2	2
183	в их	10	2
184	том же	2	2
185	не всегда	6	2
186	в значительной	2	2
187	и при	2	2
188	в этих	2	2
189	что он	2	2
190	всех его	4	2
191	ни к	2	2
192	отношению к	19	2
193	к чему	2	2
194	его не	2	2
195	в пределах	6	2
196	в какой	2	2
197	творчество и	3	2
198	со всех	2	2
199	одной из	3	2
200	в мире	3	2
201	но не	12	2
202	в него	2	2
203	также и	3	2
204	к нему	10	2
205	целого произведения	2	2
206	в своих	2	2
207	связь с	3	2
208	не есть	6	2
209	говорить и	2	2
210	находит свое	2	2
211	и те	2	2
212	и он	2	2
213	место в	8	2
214	не было	2	2
215	здесь не	4	2
216	языка в	3	2
217	но это	3	2
218	в своей	7	2
219	события и	2	2
220	как нечто	3	2
221	или в	2	2
222	в связи	2	2
223	войти в	2	2
224	он не	3	2
225	природы и	3	2
226	в дальнейшем	3	2
227	с ним	5	2
228	вовсе не	2	2
229	форме и	2	2
230	к миру	3	2
231	ясно что	3	2
