N	2gram	Bakhtin_Fr	Narrotol
1	не только	21	62
2	и не	25	50
3	при этом	5	47
4	но и	17	45
5	а не	6	38
6	в качестве	2	35
7	в частности	4	31
8	может быть	10	30
9	и в	68	30
10	в том	12	29
11	своего рода	5	28
12	том что	6	28
13	в этом	28	28
14	а в	3	27
15	такого рода	5	26
16	только в	9	25
17	в данном	5	24
18	как и	17	24
19	не в	2	23
20	то что	11	23
21	то есть	31	22
22	не может	5	20
23	данном случае	3	17
24	в себе	5	17
25	так и	8	17
26	а также	6	17
27	со стороны	2	16
28	в его	21	16
29	но в	20	15
30	можно сказать	2	15
31	и т.п	17	15
32	и его	26	14
33	в своем	11	13
34	в своей	11	13
35	то же	14	13
36	времени и	5	13
37	у него	14	13
38	о том	5	13
39	уже не	2	13
40	перед нами	4	12
41	все же	6	12
42	прежде всего	23	12
43	как в	4	12
44	на протяжении	7	12
45	как бы	7	12
46	по отношению	3	11
47	отличие от	3	11
48	об этом	3	11
49	в нем	12	11
50	в этой	15	11
51	если бы	3	11
52	отношению к	2	11
53	в отличие	3	11
54	в мире	6	11
55	хотя и	2	11
56	никогда не	2	10
57	в то	14	10
58	ничего не	4	10
59	один из	9	10
60	точки зрения	8	10
61	того что	3	10
62	и все	16	10
63	но не	4	10
64	жизни и	6	10
65	между тем	3	10
66	с его	6	10
67	еще не	3	9
68	что он	7	9
69	что в	14	9
70	той или	2	9
71	для него	7	9
72	далеко не	3	9
73	потому что	3	9
74	с ним	3	9
75	как раз	8	9
76	или иной	2	8
77	о чем	3	8
78	самом деле	5	8
79	не менее	2	8
80	того чтобы	6	8
81	одна из	3	8
82	мы имеем	2	8
83	и он	2	8
84	мира в	2	8
85	этом отношении	4	8
86	у нас	4	8
87	в литературе	10	8
88	и для	6	8
89	в самом	6	8
90	и к	4	8
91	в той	7	8
92	же время	13	8
93	в таком	2	8
94	он не	11	8
95	в свою	3	7
96	это не	5	7
97	в конце	8	7
98	в чем	3	7
99	в ней	6	7
100	одного из	3	7
101	в целом	3	7
102	в ее	5	7
103	же в	2	7
104	также и	6	7
105	с другой	8	7
106	в котором	3	7
107	и на	16	7
108	или в	3	7
109	в форме	3	7
110	одной стороны	4	6
111	вплоть до	5	6
112	о нем	3	6
113	они не	4	6
114	что и	3	6
115	например в	2	6
116	сказать что	3	6
117	никак не	3	6
118	то в	2	6
119	из этих	2	6
120	здесь не	5	6
121	с одной	5	6
122	что у	2	6
123	в нашем	5	6
124	слова в	3	6
125	все что	4	6
126	таким образом	22	6
127	в слове	2	6
128	на самом	7	5
129	в другом	3	5
130	и у	2	5
131	дело с	2	5
132	и о	5	5
133	о котором	2	5
134	к нему	4	5
135	свидетельствует о	2	5
136	мира и	4	5
137	было бы	4	5
138	мы не	3	5
139	свою очередь	2	5
140	и здесь	5	5
141	да и	2	5
142	и то	2	5
143	и от	4	5
144	что это	4	5
145	с ними	4	5
146	так сказать	7	5
147	в начале	5	5
148	себя в	2	5
149	и даже	7	5
150	подобно тому	2	5
151	для того	5	5
152	вследствие этого	2	5
153	их в	7	5
154	именно в	5	5
155	в своих	7	5
156	еще в	4	5
157	из них	8	5
158	тому как	2	5
159	в одном	7	5
160	не было	7	5
161	и сам	5	5
162	как будто	2	5
163	начала и	8	5
164	даже в	4	4
165	еще раз	2	4
166	и ее	3	4
167	начиная с	3	4
168	но именно	3	4
169	в произведениях	2	4
170	роль в	7	4
171	в виду	8	4
172	как он	4	4
173	в области	5	4
174	только на	4	4
175	друг друга	2	4
176	по своему	3	4
177	в них	19	4
178	это уже	2	4
179	на том	2	4
180	все его	2	4
181	так в	4	4
182	что на	2	4
183	и по	4	4
184	не на	2	4
185	что они	3	4
186	который в	2	4
187	как мы	18	4
188	в основе	7	4
189	быть и	2	4
190	хотя бы	2	4
191	к этому	6	4
192	это было	2	4
193	и как	5	4
194	как по	2	4
195	со всеми	5	4
196	но они	4	4
197	раз в	4	4
198	что я	2	4
199	и с	15	4
200	всяком случае	2	4
201	по своей	4	4
202	к жизни	2	4
203	во всяком	2	4
204	нового времени	2	4
205	в себя	2	4
206	не к	2	4
207	вместе с	4	4
208	еще и	6	3
209	до конца	10	3
210	и потому	6	3
211	не подлежит	4	3
212	так же	3	3
213	но как	5	3
214	и сама	2	3
215	каждый из	2	3
216	с таким	3	3
217	которых он	2	3
218	как известно	3	3
219	за ними	2	3
220	в виде	2	3
221	и вот	4	3
222	в романе	24	3
223	здесь мы	3	3
224	одно из	3	3
225	одной из	3	3
226	и это	5	3
227	своей жизни	3	3
228	между ними	4	3
229	видит в	3	3
230	все эти	16	3
231	той же	9	3
232	связи с	8	3
233	в связи	7	3
234	этого эпизода	7	3
235	во время	17	3
236	особенно в	6	3
237	о его	2	3
238	все время	3	3
239	характер и	3	3
240	но это	5	3
241	можно было	3	3
242	в первой	3	3
243	о своем	2	3
244	дело в	4	3
245	дело не	3	3
246	в которой	6	3
247	во второй	2	3
248	лишь в	3	3
249	в культуре	4	3
250	в этих	8	3
251	сих пор	6	3
252	перед лицом	2	3
253	ни для	4	3
254	со своими	2	3
255	входит в	2	3
256	жизни как	2	3
257	всякий раз	2	3
258	он и	10	3
259	как она	2	3
260	с точки	4	3
261	говорит о	2	3
262	и что	2	3
263	что было	3	3
264	как на	3	3
265	и после	2	3
266	чем он	2	3
267	тем же	2	3
268	но он	9	3
269	до сих	6	3
270	к одному	2	2
271	вот как	4	2
272	случае в	2	2
273	встречаются и	2	2
274	когда же	2	2
275	для которого	2	2
276	в это	2	2
277	наконец в	3	2
278	одному из	2	2
279	от лица	2	2
280	в их	6	2
281	после этого	2	2
282	быть в	2	2
283	не слышит	3	2
284	одновременно и	3	2
285	они и	4	2
