N	2gram	Ircho_Kome	Myshleni
1	в том	19	195
2	в этом	9	167
3	то что	8	166
4	и в	40	162
5	том что	19	161
6	в развитии	2	151
7	таким образом	13	147
8	точки зрения	7	143
9	что в	12	119
10	не только	12	116
11	так же	4	100
12	потому что	8	95
13	того чтобы	4	91
14	может быть	16	89
15	что он	11	86
16	не может	3	81
17	как и	12	79
18	так как	6	78
19	для того	3	78
20	и не	19	78
21	только в	6	75
22	в целом	6	74
23	как мы	5	72
24	но и	14	70
25	в его	8	67
26	как бы	3	64
27	вместе с	8	62
28	в качестве	8	60
29	и что	2	60
30	было бы	8	60
31	то же	7	58
32	в отношении	6	55
33	в силу	4	53
34	в самом	5	52
35	в сущности	3	51
36	к тому	15	49
37	что они	4	48
38	мы можем	6	48
39	тем что	5	48
40	мы не	4	47
41	если бы	4	46
42	но не	3	45
43	с другой	7	45
44	по отношению	5	45
45	с тем	5	43
46	же как	3	43
47	как это	7	42
48	тому что	4	42
49	отношению к	5	42
50	не является	2	41
51	по своей	2	40
52	одной стороны	5	40
53	о том	12	40
54	так и	17	39
55	с одной	5	39
56	в области	3	38
57	мы видели	2	38
58	вопрос о	5	37
59	не в	8	37
60	в этой	9	37
61	и к	2	37
62	в своем	6	36
63	с самого	3	36
64	и его	17	36
65	самого начала	2	36
66	как в	8	36
67	того же	4	35
68	можно было	5	35
69	он не	5	35
70	в которой	9	35
71	в себе	3	35
72	для себя	2	35
73	и как	3	34
74	связи с	3	34
75	при этом	5	33
76	прежде всего	8	33
77	по себе	2	33
78	что и	10	32
79	именно в	5	32
80	по своему	5	32
81	же самое	2	32
82	но в	6	32
83	той же	3	32
84	и тем	2	32
85	и на	9	32
86	из того	2	31
87	все же	7	31
88	этом отношении	3	30
89	на то	3	30
90	между тем	9	29
91	могут быть	3	29
92	от того	3	29
93	как известно	4	29
94	с этим	5	28
95	в своей	3	27
96	только что	2	27
97	с этой	3	27
98	в результате	5	27
99	в то	14	27
100	другой стороны	6	27
101	и с	8	27
102	в их	6	26
103	в частности	7	26
104	что это	5	26
105	все это	7	25
106	еще не	7	25
107	уже в	9	25
108	что она	3	25
109	это не	2	25
110	в чем	3	25
111	так что	6	24
112	мы знаем	5	24
113	тот же	5	24
114	целый ряд	2	24
115	в какой	2	24
116	в нем	8	24
117	того как	3	24
118	на этот	5	24
119	как он	2	23
120	друг друга	2	23
121	бы в	3	23
122	ни в	9	23
123	в известном	2	22
124	во всяком	4	22
125	столь же	9	22
126	то время	8	22
127	отношение к	3	21
128	на основании	7	21
129	в истории	10	21
130	все время	2	21
131	и более	2	21
132	в нашем	2	21
133	его в	6	21
134	представление о	3	21
135	к этому	8	21
136	и все	4	21
137	ее в	2	21
138	и следовательно	2	21
139	и ее	5	21
140	в сознании	4	21
141	к выводу	2	20
142	в котором	6	20
143	в виду	2	20
144	и других	7	20
145	а в	9	20
146	время как	6	20
147	к которому	4	20
148	из них	16	20
149	как раз	4	20
150	в другом	5	20
151	и их	3	20
152	едва ли	16	20
153	на этом	3	20
154	не менее	6	20
155	из этих	5	20
156	в пользу	3	20
157	об отношении	2	19
158	речь в	2	19
159	в себя	3	19
160	из которых	5	19
161	в той	2	19
162	как на	2	19
163	но если	4	19
164	и по	6	19
165	во всех	4	19
166	один из	9	19
167	в связи	3	19
168	независимо от	5	19
169	отличие от	4	18
170	всяком случае	4	18
171	но это	2	18
172	в отличие	3	18
173	этом смысле	2	18
174	для этого	2	17
175	мы находим	2	17
