N	2gram	Bakhtin_Pr	KulturaY
1	и в	83	84
2	в том	22	74
3	потому что	9	68
4	не только	14	60
5	точки зрения	17	59
6	в этом	24	57
7	было бы	6	53
8	и не	41	52
9	может быть	23	47
10	том что	9	44
11	что в	5	44
12	в самом	7	41
13	у нас	2	38
14	хотя бы	6	37
15	так как	12	36
16	с точки	13	36
17	в области	6	34
18	таким образом	9	33
19	а не	19	33
20	можно было	2	32
21	не в	10	30
22	прежде всего	20	30
23	в его	15	30
24	все же	3	29
25	не менее	4	28
26	все эти	9	28
27	уже не	5	26
28	не может	18	25
29	то что	14	25
30	вовсе не	12	25
31	еще не	10	24
32	с другой	4	24
33	так и	9	23
34	то же	10	23
35	только в	10	23
36	с помощью	4	23
37	тем не	2	21
38	во всяком	2	20
39	но и	16	20
40	по себе	3	20
41	и что	3	20
42	что он	6	19
43	но в	12	19
44	зависимости от	3	19
45	тем что	2	19
46	о том	3	19
47	между тем	2	18
48	все это	11	18
49	к тому	2	18
50	в сущности	15	18
51	как бы	27	18
52	и с	10	18
53	вместе с	5	18
54	это не	10	17
55	как раз	6	17
56	как это	2	17
57	что это	2	17
58	другой стороны	3	17
59	в той	2	17
60	слова и	5	17
61	в виду	3	16
62	ничего не	8	16
63	в зависимости	3	16
64	что и	4	16
65	тот же	2	16
66	но не	9	16
67	по отношению	6	15
68	и тем	4	15
69	один из	7	15
70	а в	4	15
71	при этом	6	15
72	того как	4	15
73	должно быть	4	15
74	именно в	3	15
75	не было	5	15
76	в них	4	14
77	в связи	2	14
78	хотя и	10	14
79	я не	6	14
80	как мы	12	14
81	сказать что	12	14
82	мы имеем	4	14
83	отношению к	5	14
84	сих пор	8	14
85	также и	5	14
86	если мы	5	14
87	и на	27	14
88	в ней	8	14
89	до сих	8	14
90	не могут	4	13
91	по существу	7	13
92	крайней мере	2	13
93	что она	2	13
94	по крайней	2	13
95	в пределах	8	13
96	в этой	3	13
97	в которых	2	13
98	там где	3	13
99	и его	13	13
100	той же	6	13
101	этот вопрос	3	12
102	для этого	2	12
103	как в	10	12
104	а только	2	12
105	того же	5	12
106	могут быть	5	12
107	этого слова	3	12
108	в результате	2	12
109	говорить о	2	12
110	еще и	4	11
111	или иной	2	11
112	в их	7	11
113	в своем	2	11
114	речи и	3	11
115	из этих	3	11
116	в нем	21	11
117	совершенно не	4	11
118	и здесь	4	11
119	и то	2	11
120	слова в	3	11
121	и если	4	11
122	уже в	3	11
123	он не	5	11
124	тем самым	2	10
125	так же	4	10
126	в то	8	10
127	к этому	5	10
128	они не	5	10
129	в общем	2	10
130	как и	13	10
131	ту же	2	10
132	бы и	3	10
133	вряд ли	2	10
134	с этим	3	10
135	тем более	2	10
136	бы в	2	10
137	несмотря на	3	10
138	в особенности	2	10
139	этом смысле	5	10
140	конечно не	11	10
141	в целом	3	9
142	xix века	2	9
143	здесь не	5	9
144	что все	3	9
145	и для	5	9
146	в своей	5	9
147	можно сказать	12	9
148	рядом с	2	9
149	а также	4	9
150	но это	7	9
151	в которой	2	9
152	но уже	2	9
153	на то	2	9
154	ни в	4	9
155	но для	2	9
156	мы говорим	2	9
157	что мы	2	9
158	на самом	2	8
159	в структуре	4	8
160	мы видели	2	8
161	в своих	4	8
162	что на	2	8
163	и о	3	8
164	в тех	2	8
165	что они	2	8
166	с его	4	8
167	своего рода	7	8
168	да и	3	8
169	об этом	3	8
170	в этих	8	8
171	далеко не	4	8
172	что я	2	8
173	может служить	2	8
174	в таком	3	8
175	тому же	3	8
176	до конца	3	7
177	в процессе	4	7
178	казалось бы	4	7
179	как он	4	7
180	всякого рода	3	7
181	и потому	6	7
182	не знает	8	7
183	смысле этого	3	7
184	она не	4	7
185	с ними	2	7
186	например в	8	7
187	так сказать	8	7
188	в истории	4	7
189	все равно	6	7
190	что касается	2	7
191	и более	3	7
192	в самой	2	7
193	есть в	7	7
194	в котором	8	7
195	когда он	2	7
196	с ним	3	7
197	в одном	4	7
198	в слове	2	7
199	даже в	3	6
200	свое время	4	6
201	перед нами	17	6
202	в себе	10	6
203	на этом	4	6
204	это конечно	3	6
205	не всегда	3	6
206	в свое	4	6
207	которые в	3	6
208	на этой	2	6
209	на себя	3	6
210	в соответствии	3	6
211	в ее	3	6
212	должны быть	2	6
213	той или	2	6
214	на язык	4	6
215	как будто	3	6
216	то это	4	6
217	за пределы	7	6
218	мы не	7	6
219	отличается от	2	6
220	прежде чем	2	6
221	или в	7	6
222	же время	8	6
223	но только	2	6
224	романа в	2	6
225	соответствии с	2	6
226	могли бы	2	6
227	главным образом	3	6
228	что именно	2	6
229	на основе	4	6
230	никогда не	10	5
231	в отношении	3	5
232	к его	2	5
233	в область	2	5
234	и к	13	5
235	мы должны	4	5
236	речи как	2	5
237	а на	2	5
238	не будем	4	5
239	в духе	10	5
240	в форме	6	5
241	к себе	8	5
242	а это	2	5
243	в конце	5	5
244	но если	4	5
245	слово в	5	5
246	и у	8	5
247	здесь как	3	5
248	и при	2	5
249	или менее	3	5
250	по своему	6	5
251	о нем	2	5
252	установка на	2	5
253	более или	3	5
254	в большей	5	5
255	даже и	3	5
256	широком смысле	3	5
257	но как	2	5
258	не то	3	5
259	смысле слова	2	5
260	отметить что	3	5
261	в двух	3	5
262	и от	4	5
263	время в	2	5
264	и он	5	5
265	и еще	2	5
266	всех этих	2	5
267	не как	5	5
268	и даже	5	5
269	могло бы	3	5
270	я и	2	5
271	кроме того	6	5
272	превращается в	5	5
273	у него	5	5
274	на протяжении	5	5
275	отношение к	14	5
276	конечно и	7	5
277	еще более	6	5
278	и их	6	5
279	мы в	2	5
280	но с	2	5
281	мы находим	8	5
282	чем в	2	5
283	не о	2	4
284	все они	2	4
285	к одному	2	4
286	его в	4	4
287	о которых	2	4
288	остается в	2	4
289	о чем	2	4
290	еще раз	6	4
291	в каждом	5	4
292	обе эти	3	4
293	а лишь	2	4
294	уже на	4	4
295	так например	2	4
296	и все	14	4
297	к нему	3	4
298	к этой	3	4
299	это уже	2	4
300	себе и	2	4
301	и без	4	4
302	если б	7	4
303	между ними	14	4
304	почти всегда	6	4
305	на все	4	4
306	здесь мы	3	4
307	пор еще	2	4
308	именно поэтому	2	4
309	представление о	3	4
310	всего этого	4	4
311	в году	2	4
312	по сравнению	6	4
313	не сделал	2	4
314	языка а	2	4
315	который не	2	4
316	и по	5	4
317	мы можем	9	4
318	а главное	3	4
319	но ведь	3	4
320	в условиях	7	4
321	формы и	3	4
322	не к	3	4
323	или иных	2	4
324	в смысле	2	4
325	связанные с	3	4
326	и это	3	4
327	но на	2	4
328	из которых	2	4
329	из них	7	4
330	несколько слов	3	4
331	этой области	2	4
332	именно на	2	4
333	если же	5	4
334	но он	3	4
335	не дает	3	4
336	мы и	4	4
337	подчеркнуть что	4	4
338	следовательно и	2	3
339	слова но	3	3
340	слова не	2	3
341	и идеи	7	3
342	во многих	2	3
343	на некоторых	5	3
344	наряду с	6	3
345	а как	4	3
346	и другие	14	3
347	так называемая	2	3
348	в романе	9	3
349	знает что	2	3
350	образом в	2	3
