N	2gram	Propp_Isto	formyVre
1	и в	41	148
2	в этом	19	73
3	в нем	12	51
4	прежде всего	6	46
5	и т	29	40
6	и не	12	37
7	в его	4	36
8	и его	11	36
9	вовсе не	6	35
10	но и	20	33
11	то же	12	32
12	не только	30	32
13	в литературе	2	32
14	но в	7	31
15	жизни и	3	31
16	так и	8	29
17	в греческом	2	29
18	может быть	19	27
19	не в	12	26
20	как мы	6	26
21	как и	8	25
22	как бы	8	25
23	мы уже	10	24
24	точки зрения	4	24
25	в то	6	23
26	только в	10	23
27	то что	12	22
28	в том	14	22
29	все эти	8	21
30	связи с	3	21
31	во всех	8	21
32	в основном	2	19
33	в своем	3	19
34	и др	4	19
35	и на	12	19
36	у него	16	18
37	и все	6	18
38	по существу	5	18
39	еще не	13	18
40	таким образом	15	18
41	с этим	3	17
42	те же	2	17
43	при этом	7	17
44	так как	21	17
45	в особенности	2	17
46	все же	14	16
47	того же	3	16
48	в связи	3	16
49	в основе	2	16
50	не может	19	16
51	никогда не	16	15
52	в них	4	15
53	в дальнейшем	3	15
54	в одном	2	15
55	с его	4	15
56	вместе с	17	15
57	так же	6	14
58	все это	9	14
59	всех этих	6	14
60	и как	3	14
61	в конце	4	14
62	и с	4	14
63	а не	9	14
64	в их	4	13
65	в частности	3	13
66	а в	12	13
67	во время	7	13
68	для того	2	13
69	как в	17	13
70	в котором	3	13
71	в самом	2	13
72	с ним	9	13
73	ничего не	7	12
74	не было	3	12
75	и до	2	12
76	конечно не	2	12
77	и наконец	6	12
78	но не	8	12
79	потому что	13	12
80	он не	8	12
81	что в	21	12
82	его в	7	11
83	и у	3	11
84	в образе	4	11
85	в ней	4	11
86	смерти в	2	11
87	хотя и	3	11
88	ни в	4	11
89	из них	2	11
90	уже в	4	11
91	мира и	2	11
92	в ряд	3	10
93	здесь не	4	10
94	в ее	3	10
95	тот же	2	10
96	кроме того	6	10
97	и другие	10	10
98	сих пор	5	10
99	уже не	8	10
100	до сих	4	10
101	могут быть	3	9
102	к себе	4	9
103	и других	2	9
104	в других	6	9
105	наряду с	2	9
106	том что	18	9
107	и даже	3	9
108	та же	5	9
109	и это	9	9
110	с другой	20	9
111	но все	5	9
112	их в	3	9
113	оно не	2	9
114	здесь нет	4	9
115	отношения к	2	9
116	это не	14	8
117	к тому	4	8
118	отношение к	6	8
119	все его	3	8
120	в целом	2	8
121	один из	7	8
122	что и	13	8
123	здесь и	3	8
124	во всяком	3	8
125	здесь мы	11	8
126	и то	3	8
127	а также	2	8
128	время как	4	8
129	но эти	3	8
130	и по	7	8
131	если бы	3	8
132	мы еще	2	8
133	героя и	5	8
134	в этих	16	8
135	отношению к	3	8
136	с одной	12	8
137	в жизни	2	8
138	связанные с	3	8
139	в некоторых	2	8
140	в себе	3	7
141	у них	3	7
142	не знает	2	7
143	того что	7	7
144	было бы	4	7
145	например в	6	7
146	к этому	5	7
147	из этих	6	7
148	и он	8	7
149	в которой	2	7
150	этого мира	2	7
151	т д	25	7
152	в главе	2	7
153	не могло	2	7
154	ее в	3	7
155	здесь еще	3	7
156	к ним	3	7
157	то время	4	7
158	в форме	4	7
159	но он	4	7
160	не могут	3	6
161	смерти и	2	6
162	и ее	6	6
163	есть и	6	6
164	но эта	2	6
165	а как	2	6
166	одной из	4	6
167	с тем	8	6
168	могло быть	2	6
169	ту же	3	6
170	одной стороны	12	6
171	между двумя	2	6
172	мы видим	14	6
173	характерно что	2	6
174	в качестве	5	6
175	сказать что	5	6
176	тех же	2	6
177	в начале	2	6
178	мы не	10	6
179	мы можем	11	6
180	на первый	6	6
181	о том	15	6
182	именно в	2	6
183	все что	4	6
184	имеем в	8	6
185	в которых	2	6
186	в различных	3	6
187	стороны и	4	5
188	не имеют	3	5
189	о чем	2	5
190	и через	2	5
191	только на	2	5
192	так что	6	5
193	ничем не	2	5
194	от этого	2	5
195	в него	4	5
196	они не	4	5
197	но здесь	5	5
198	здесь же	3	5
199	там где	7	5
200	с ними	2	5
201	что они	5	5
202	в этой	2	5
203	и они	2	5
204	и от	5	5
205	мы имеем	27	5
206	в своей	4	5
207	в это	3	5
208	об этом	7	5
209	тем что	11	5
210	борьбе с	2	5
211	с этой	7	5
212	чаще всего	8	5
213	но они	4	5
214	быть только	2	5
215	не имеет	6	5
216	далеко не	3	5
217	вообще не	4	5
218	он может	4	5
219	или в	11	5
220	и только	4	5
221	как его	2	5
222	даже в	2	4
223	перед нами	4	4
224	так в	10	4
225	мы должны	7	4
226	его на	2	4
227	от него	6	4
228	в одной	3	4
229	по себе	2	4
230	по отношению	3	4
231	в другом	2	4
232	отделено от	2	4
233	друг друга	2	4
234	и при	2	4
235	что он	29	4
236	и о	2	4
237	как он	11	4
238	как у	2	4
239	в одно	2	4
240	на друга	2	4
241	мы здесь	3	4
242	в один	2	4
243	связей с	2	4
244	в чем	5	4
245	что не	3	4
246	другой стороны	17	4
247	и те	2	4
248	загробном мире	2	4
249	на его	6	4
250	формы и	2	4
251	связаны с	4	4
252	он был	2	4
253	из самых	2	4
254	на ней	5	4
255	в данном	8	4
256	тем более	2	4
257	к концу	3	4
258	на острове	3	4
259	и вот	2	4
260	у нас	4	4
261	себе и	3	4
262	по всему	3	4
263	друг на	2	4
264	и более	2	4
265	в золотом	2	4
266	связан с	5	4
267	этом случае	4	4
268	со своей	2	4
269	всяком случае	3	4
270	же что	2	4
271	во всем	2	4
272	и становится	4	4
273	все в	2	4
274	нет ни	2	3
275	вопрос о	6	3
276	которые в	3	3
277	его к	2	3
278	но мы	3	3
279	вступает в	4	3
280	том как	3	3
281	в тех	8	3
282	вплоть до	2	3
283	а на	2	3
284	не будем	2	3
285	ни с	2	3
286	герой в	2	3
287	что здесь	10	3
288	и эти	5	3
289	или с	2	3
290	как это	6	3
291	почти всегда	6	3
292	но конечно	2	3
293	тому что	2	3
294	она не	3	3
295	но оно	3	3
296	в более	3	3
297	характер в	2	3
298	но это	5	3
299	не столько	4	3
300	на землю	4	3
301	же как	6	3
302	в зависимости	3	3
303	сюда же	2	3
304	это значит	3	3
305	под влиянием	2	3
306	силу и	3	3
307	и так	2	3
308	очень часто	3	3
309	одна из	7	3
310	но она	2	3
311	он как	3	3
312	нет в	2	3
313	если они	4	3
314	все время	2	3
315	но при	2	3
316	другом месте	2	3
317	происходит в	3	3
318	к ней	3	3
319	царстве мертвых	3	3
320	в таких	3	3
321	самое время	2	3
322	и здесь	13	3
323	зависимости от	4	3
324	мы увидим	6	3
325	с рождением	2	3
326	на земле	6	3
327	в царстве	4	3
328	как на	3	3
329	этот образ	2	3
330	начиная от	2	3
331	и соответствующие	2	3
332	от всех	2	3
333	можно сказать	3	3
334	их не	3	3
335	еще нет	4	3
336	связь с	7	3
337	в день	2	3
338	если не	4	3
339	и вступает	2	3
340	главным образом	3	3
341	что мы	3	3
342	которой он	3	3
343	находится в	2	3
344	к другому	2	3
345	и есть	2	3
346	без всякого	2	3
347	данном случае	7	2
348	под землей	6	2
349	в очень	3	2
350	начиная с	2	2
351	или даже	3	2
352	ее и	2	2
353	на себя	3	2
354	случае в	2	2
355	приходит к	4	2
356	если в	3	2
357	оказывается что	3	2
358	а потом	4	2
359	попадает в	5	2
360	в иной	3	2
361	царя и	2	2
362	между прочим	3	2
363	него есть	3	2
364	он же	2	2
365	должен быть	2	2
366	видим и	4	2
367	после этого	8	2
368	героя в	3	2
369	начинается с	4	2
370	они должны	3	2
371	на место	2	2
372	но по	2	2
373	же мы	6	2
374	и вместе	3	2
375	его не	4	2
376	которой они	2	2
377	значит что	3	2
378	от них	2	2
379	больше и	3	2
380	к нему	8	2
381	живет в	2	2
382	него самого	2	2
383	этом же	2	2
384	этот мотив	8	2
385	но как	4	2
386	видит в	3	2
387	по этому	3	2
388	и некоторые	2	2
389	отметить что	2	2
390	и пр	2	2
391	и дело	2	2
392	они все	2	2
393	на котором	3	2
394	из одного	3	2
395	никто не	2	2
396	на другой	2	2
397	не знал	2	2
398	сам он	3	2
399	должны быть	4	2
400	много в	2	2
401	на небе	7	2
402	ним но	2	2
403	мы видели	17	2
404	тут же	2	2
405	и нет	3	2
406	когда мы	2	2
407	то и	6	2
408	его с	2	2
409	то он	2	2
410	ее на	5	2
411	лежит в	2	2
412	представлений о	4	2
413	и эта	5	2
414	его как	2	2
415	отличается от	4	2
416	и тот	3	2
417	в мифах	5	2
418	если я	2	2
419	о смерти	5	2
420	себе не	2	2
421	где он	3	2
422	для нас	8	2
423	нами в	2	2
424	к месту	2	2
425	к своему	4	2
426	причем в	3	2
427	но если	2	2
428	должна быть	3	2
429	не можем	3	2
430	к сыну	4	2
431	ее к	2	2
432	должны были	4	2
433	что у	6	2
434	эта форма	4	2
435	если кто	2	2
436	с собой	7	2
437	образом и	3	2
438	этот вопрос	3	2
