N	2gram	Trubetskoy	formyVre
1	и в	24	148
2	в этом	13	73
3	то есть	2	70
4	в нем	3	51
5	прежде всего	3	46
6	и не	9	37
7	в его	5	36
8	и его	2	36
9	вовсе не	2	35
10	но и	11	33
11	то же	4	32
12	не только	10	32
13	но в	5	31
14	жизни и	2	31
15	так и	10	29
16	может быть	17	27
17	не в	9	26
18	как мы	3	26
19	как и	10	25
20	как бы	10	25
21	мы уже	4	24
22	точки зрения	14	24
23	в то	6	23
24	только в	6	23
25	то что	18	22
26	в том	31	22
27	все эти	19	21
28	связи с	4	21
29	во всех	10	21
30	же время	2	21
31	в своем	12	19
32	и для	6	19
33	и на	6	19
34	у него	5	18
35	и все	9	18
36	по существу	7	18
37	еще не	6	18
38	таким образом	34	18
39	с этим	12	17
40	те же	2	17
41	при этом	9	17
42	так как	7	17
43	все же	15	16
44	того же	9	16
45	в связи	3	16
46	в основе	2	16
47	не может	18	16
48	и их	5	16
49	никогда не	4	15
50	в разных	3	15
51	в них	2	15
52	лишь в	5	15
53	в дальнейшем	4	15
54	с точки	8	15
55	вместе с	7	15
56	так же	8	14
57	все это	13	14
58	всех этих	4	14
59	в конце	4	14
60	и с	5	14
61	в их	4	13
62	в частности	2	13
63	а в	3	13
64	с другом	9	13
65	того чтобы	8	13
66	друг с	9	13
67	для того	8	13
68	в котором	2	13
69	в самом	8	13
70	с ним	6	13
71	отнюдь не	2	12
72	в истории	3	12
73	не было	2	12
74	и до	3	12
75	конечно не	3	12
76	и наконец	3	12
77	но не	3	12
78	потому что	9	12
79	он не	4	12
80	что в	9	12
81	его в	5	11
82	и у	4	11
83	между ними	2	11
84	в ней	3	11
85	хотя и	4	11
86	из них	5	11
87	и проч	4	10
88	тот же	3	10
89	сих пор	15	10
90	также и	2	10
91	и того	3	10
92	до сих	15	10
93	одного и	3	9
94	и других	3	9
95	на этой	3	9
96	жизнь и	3	9
97	том что	20	9
98	должно быть	5	9
99	та же	4	9
100	и это	3	9
101	с другой	6	9
102	для него	2	9
103	но все	5	9
104	есть в	2	9
105	в самой	2	9
106	их в	2	9
107	это не	3	8
108	ступени развития	5	8
109	в индивидуальном	2	8
110	для себя	2	8
111	и потому	3	8
112	к тому	8	8
113	отношение к	4	8
114	все его	2	8
115	в целом	5	8
116	что и	7	8
117	во всяком	2	8
118	и то	4	8
119	в результате	9	8
120	и по	3	8
121	если бы	8	8
122	в этих	3	8
123	отношению к	11	8
124	с одной	3	8
125	в жизни	3	8
126	в мире	6	8
127	и к	5	8
128	в виду	2	8
129	в процессе	2	7
130	в себе	5	7
131	том же	4	7
132	у них	6	7
133	отличие от	3	7
134	не знает	2	7
135	того что	7	7
136	широком смысле	2	7
137	между собой	4	7
138	было бы	3	7
139	себя и	2	7
140	имеет место	2	7
141	к этому	5	7
142	из этих	8	7
143	этот процесс	2	7
144	в которой	5	7
145	с ее	2	7
146	к ним	2	7
147	то время	2	7
148	в себя	2	7
149	все они	6	6
150	не могут	4	6
151	и ее	2	6
152	друг от	6	6
153	с тем	4	6
154	ту же	2	6
155	одной стороны	2	6
156	между двумя	5	6
157	человеческого рода	3	6
158	во всей	2	6
159	тех же	2	6
160	в начале	3	6
161	мы можем	6	6
162	на первый	2	6
163	в сущности	2	6
164	о том	7	6
165	именно в	5	6
166	все что	10	6
167	в которых	2	6
168	от друга	6	6
169	в таком	4	6
170	в совершенно	3	6
171	следовательно и	2	5
172	и вообще	3	5
173	по своей	7	5
174	не без	2	5
175	он должен	2	5
176	так что	6	5
177	ничем не	5	5
178	одно из	3	5
179	они не	2	5
180	что все	5	5
181	с ними	2	5
182	что они	2	5
183	в этой	7	5
184	и от	5	5
185	хотя бы	4	5
186	с этой	3	5
187	почти все	2	5
188	не имеет	2	5
189	далеко не	5	5
190	но на	2	5
191	общества и	2	5
192	и уже	2	5
193	и только	2	5
194	той же	2	5
195	мы будем	3	5
196	мы и	2	5
197	даже в	3	4
198	из того	4	4
199	мы должны	4	4
200	от него	3	4
201	по отношению	11	4
202	в другом	2	4
203	которых мы	4	4
204	друг друга	2	4
205	и т.д	4	4
206	и при	6	4
207	что он	7	4
208	между этими	2	4
209	за ними	3	4
210	как у	3	4
211	в одно	2	4
212	о которых	7	4
213	на друга	2	4
214	в один	2	4
215	другой стороны	5	4
216	и те	2	4
217	а затем	2	4
218	мы сказали	4	4
219	быть и	5	4
220	в данном	3	4
221	тем более	3	4
222	на одном	2	4
223	только что	3	4
224	у нас	3	4
225	вследствие этого	3	4
226	друг на	2	4
227	и более	2	4
228	этом случае	4	4
229	в своих	2	4
230	со своей	2	4
231	несмотря на	6	4
232	всяком случае	2	4
233	же что	2	4
234	а следовательно	2	4
235	во всем	3	4
236	совершенно иной	2	4
237	в нашем	3	4
238	все в	2	4
239	чем в	3	4
240	вопрос о	3	3
241	при виде	2	3
242	в тех	3	3
243	есть только	2	3
244	точку зрения	2	3
245	то они	4	3
246	по сравнению	5	3
247	тому что	2	3
248	она не	2	3
249	культуры в	10	3
250	все прочие	4	3
251	вступают в	2	3
252	что на	2	3
253	же как	3	3
254	из всех	5	3
255	на этом	2	3
256	конечно в	2	3
257	и так	2	3
258	одна из	2	3
259	все то	2	3
260	с которыми	2	3
261	нет в	2	3
262	бы в	3	3
263	различия в	3	3
264	этими двумя	2	3
265	из нее	2	3
266	борьбы с	2	3
267	целый ряд	4	3
268	к другу	2	3
269	народа в	15	3
270	зависимости от	2	3
271	и весь	2	3
272	на земле	3	3
273	совершенно не	4	3
274	как на	6	3
275	в течение	4	3
276	которой мы	2	3
277	по своему	5	3
278	ни один	4	3
279	на почве	3	3
280	если мы	4	3
281	в свою	2	3
282	что мы	4	3
283	друг к	2	3
284	на нас	3	3
285	сравнению с	5	3
286	мы говорили	8	3
287	развития человечества	2	3
288	тем же	2	3
289	данном случае	3	2
290	что их	3	2
291	ее и	4	2
292	одну из	2	2
293	и поэтому	2	2
294	каждый из	3	2
295	оказывается что	5	2
296	свою очередь	2	2
297	между прочим	2	2
298	должен быть	2	2
299	где находится	2	2
300	они должны	3	2
301	самом деле	12	2
302	но по	3	2
303	образом в	3	2
304	и культур	4	2
305	от них	2	2
306	весьма часто	2	2
307	или вовсе	2	2
308	к нему	2	2
309	во втором	2	2
310	и конец	4	2
311	но как	2	2
312	по этому	2	2
313	и некоторые	2	2
314	можно назвать	3	2
315	на более	2	2
316	из одного	2	2
317	никто не	2	2
318	этого слова	2	2
319	как для	3	2
320	должны быть	3	2
321	все без	2	2
322	только один	2	2
323	исторического развития	2	2
324	совершенно так	4	2
325	мы видели	2	2
326	то в	2	2
327	то и	2	2
328	о котором	7	2
329	эту черту	2	2
330	отличается от	6	2
331	всеми этими	2	2
332	которые могут	2	2
333	и может	3	2
334	начало и	6	2
335	для нас	3	2
336	между собою	5	2
337	по степени	2	2
338	в отдельных	2	2
339	но если	2	2
340	нашем случае	2	2
341	должна быть	6	2
342	культуры и	11	2
343	ни для	2	2
344	чем больше	4	2
345	что у	2	2
346	со своими	2	2
347	и истории	5	2
348	образом и	2	2
349	этот вопрос	2	2
350	из себя	10	2
351	но для	2	2
352	тогда когда	3	2
353	между людьми	2	2
354	я не	2	2
355	эти элементы	3	2
356	от нее	2	2
357	слагается из	3	2
358	говорить о	2	2
359	высшей степени	2	2
360	и особенно	2	2
361	и сам	2	2
362	тому же	6	2
363	если же	3	2
364	в степени	3	2
365	представление о	3	2
366	ясно что	8	2
