N	2gram	Bakhtin_Fr	StatiiOP
1	и в	68	103
2	в том	12	89
3	том что	6	77
4	в этом	28	76
5	что в	14	74
6	не только	21	60
7	о том	5	47
8	но и	17	46
9	то что	11	44
10	что он	7	42
11	в его	21	42
12	и не	25	41
13	может быть	10	38
14	было бы	4	32
15	в этой	15	31
16	вовсе не	18	31
17	все это	6	29
18	тем что	6	29
19	таким образом	22	28
20	а в	3	27
21	а не	6	27
22	но в	20	26
23	что это	4	25
24	так и	8	25
25	этом отношении	4	24
26	и его	26	24
27	все же	6	23
28	не в	2	23
29	точки зрения	8	23
30	потому что	3	23
31	того что	3	22
32	в области	5	22
33	прежде всего	23	22
34	для того	5	22
35	у нас	4	22
36	в которой	6	22
37	как в	4	22
38	того чтобы	6	21
39	это не	5	20
40	до сих	6	20
41	в то	14	19
42	сих пор	6	19
43	в своей	11	19
44	только в	9	19
45	об этом	3	18
46	не может	5	18
47	с другой	8	18
48	в котором	3	18
49	он не	11	18
50	в году	11	17
51	самом деле	5	17
52	в данном	5	17
53	как на	3	17
54	в самом	6	17
55	как бы	7	17
56	г и	2	16
57	с этим	2	16
58	сказать что	3	16
59	в ней	6	16
60	можно было	3	16
61	если бы	3	16
62	в этих	8	16
63	в отношении	3	15
64	как и	17	15
65	для него	7	15
66	например в	2	15
67	другой стороны	5	15
68	из этих	2	15
69	также и	6	15
70	и на	16	15
71	у него	14	15
72	как раз	8	15
73	так например	2	14
74	между тем	3	14
75	то же	14	14
76	в течение	3	14
77	но все	5	14
78	с точки	4	14
79	и что	2	14
80	в своем	11	13
81	в конце	8	13
82	со стороны	2	13
83	но это	5	13
84	в качестве	2	13
85	в нем	12	13
86	во всяком	2	13
87	дело в	4	13
88	в языке	2	13
89	именно в	5	13
90	из них	8	13
91	всяком случае	2	13
92	в той	7	13
93	жизни и	6	13
94	вместе с	4	13
95	не менее	2	12
96	что они	3	12
97	так как	7	12
98	в первой	3	12
99	хотя бы	2	12
100	что у	2	12
101	ни в	6	12
102	в своих	7	12
103	никогда не	2	11
104	и с	15	11
105	в другом	3	11
106	своего рода	5	11
107	в них	19	11
108	все эти	16	11
109	и по	4	11
110	из его	2	11
111	это было	2	11
112	не было	7	11
113	на самом	7	10
114	так же	3	10
115	по словам	2	10
116	в виду	8	10
117	в частности	4	10
118	xix века	5	10
119	ничего не	4	10
120	связь с	6	10
121	в целом	3	10
122	что и	3	10
123	отметить что	2	10
124	в истории	5	10
125	в начале	5	10
126	во всех	8	10
127	во второй	2	10
128	кроме того	5	10
129	но не	4	10
130	же время	13	10
131	но он	9	10
132	в чем	3	9
133	такого рода	5	9
134	там где	6	9
135	он был	5	9
136	во время	17	9
137	можно сказать	2	9
138	вряд ли	3	9
139	в одном	7	9
140	времени и	5	9
141	и для	6	9
142	и к	4	9
143	говорит о	2	9
144	что эта	2	9
145	и это	5	9
146	до конца	10	8
147	отношение к	11	8
148	к которому	2	8
149	в их	6	8
150	и др	9	8
151	той же	9	8
152	в общем	2	8
153	связи с	8	8
154	к этому	6	8
155	а также	6	8
156	мы имеем	2	8
157	это в	4	8
158	дело не	3	8
159	и даже	7	8
160	но ведь	3	8
161	одним из	2	8
162	такой же	3	8
163	и о	5	8
164	и более	2	8
165	еще более	5	8
166	данном случае	3	7
167	о чем	3	7
168	вплоть до	5	7
169	уже в	4	7
170	в это	2	7
171	что здесь	2	7
172	конце концов	3	7
173	в виде	2	7
174	и очень	2	7
175	одной из	3	7
176	что все	2	7
177	в эту	7	7
178	того же	4	7
179	говорит об	2	7
180	в ее	5	7
181	и то	2	7
182	то в	2	7
183	мы находим	3	7
184	лишь в	3	7
185	еще не	3	7
186	отношению к	2	7
187	еще и	6	7
188	связан с	6	7
189	что для	2	7
190	из этого	3	7
191	представление о	2	7
192	даже в	4	6
193	случае в	2	6
194	в себе	5	6
195	в одной	3	6
196	по отношению	3	6
197	одном из	2	6
198	своего времени	5	6
199	к нему	4	6
200	и все	16	6
201	что на	2	6
202	на его	4	6
203	и во	6	6
204	его эпохи	2	6
205	и вообще	3	6
206	с его	6	6
207	одно из	3	6
208	в свет	3	6
209	мы не	3	6
210	и здесь	5	6
211	в особенности	6	6
212	же и	4	6
213	что я	2	6
214	и сам	5	6
215	за то	2	6
216	в подлиннике	2	6
217	и за	3	6
218	тем же	2	6
219	его в	7	5
220	на эту	2	5
221	не был	4	5
222	и далее	3	5
223	это и	4	5
224	том же	4	5
225	как он	4	5
226	и потому	6	5
227	и такие	2	5
228	в основу	2	5
229	не так	3	5
230	она была	3	5
231	одного из	3	5
232	одной стороны	4	5
233	один из	9	5
234	конечно и	3	5
235	не была	2	5
236	при этом	5	5
237	думать что	2	5
238	в числе	3	5
239	в сущности	15	5
240	не на	2	5
241	до того	2	5
242	хотя и	2	5
243	в духе	11	5
244	всех этих	5	5
245	как будто	2	5
246	но они	4	5
247	с одной	5	5
248	на протяжении	7	5
249	раз в	4	5
250	поэтому в	2	5
251	на тему	2	5
252	в творчестве	5	5
