N	2gram	Tiupa_Lite	TeoriaLi
1	в качестве	21	33
2	в мире	9	26
3	не только	29	24
4	и в	26	24
5	в частности	18	23
6	то есть	11	22
7	состоит в	18	22
8	может быть	24	22
9	в том	22	20
10	при этом	23	20
11	в тексте	9	19
12	я в	12	18
13	тогда как	20	18
14	и не	19	17
15	художественной деятельности	9	17
16	а в	5	15
17	но и	25	14
18	так и	7	14
19	а не	28	14
20	в себе	8	14
21	в рамках	9	13
22	такого рода	18	13
23	но не	8	13
24	представляет собой	5	13
25	в этом	19	12
26	то же	13	12
27	эстетического отношения	2	12
28	произведение искусства	8	12
29	но в	5	12
30	сводится к	4	12
31	в его	9	12
32	литературного произведения	4	11
33	том что	19	11
34	точки зрения	8	11
35	своего рода	22	11
36	и его	7	11
37	по отношению	6	10
38	лишь в	4	10
39	отношению к	4	10
40	как это	9	10
41	коммуникативного события	8	10
42	что в	7	10
43	в данном	7	9
44	художественной культуры	12	9
45	не сводится	3	9
46	не в	11	9
47	в искусстве	4	9
48	в душе	3	9
49	с другой	11	9
50	в то	12	9
51	только в	8	9
52	всего лишь	7	8
53	не может	10	8
54	по своей	3	8
55	как бы	8	8
56	в миропорядке	2	8
57	в своей	5	8
58	же время	12	8
59	особого рода	3	7
60	или иной	3	7
61	в своем	12	7
62	а также	5	7
63	мы имеем	2	7
64	себя в	7	7
65	в принципе	7	7
66	во второй	2	7
67	в области	5	7
68	на смену	6	7
69	отличие от	6	7
70	художественного письма	11	7
71	парадигмы художественности	9	7
72	в самом	4	7
73	в отличие	6	7
74	однако в	7	7
75	не столько	8	7
76	и т.п	14	7
77	в нем	4	7
78	тем самым	8	6
79	внутреннего я	2	6
80	другой стороны	5	6
81	конечном счете	8	6
82	в конечном	9	6
83	со стороны	6	6
84	не менее	11	6
85	героя и	2	6
86	еще не	4	6
87	то что	14	6
88	художественного впечатления	2	6
89	как и	13	6
90	в русской	13	6
91	или иначе	9	6
92	картина мира	2	6
93	уже не	9	6
94	приводит к	4	6
95	в основе	5	6
96	с его	5	6
97	данном случае	6	5
98	мыслится как	5	5
99	по преимуществу	6	5
100	я есть	2	5
101	как в	5	5
102	как правило	5	5
103	как к	4	5
104	и одновременно	2	5
105	иначе говоря	2	5
106	в виду	4	5
107	и тем	4	5
108	в ходе	2	5
109	не является	3	5
110	для того	2	5
111	в пределах	4	5
112	для него	6	5
113	не случайно	5	5
114	так или	8	5
115	искусства в	2	5
116	на почве	2	5
117	между тем	2	5
118	могут быть	4	5
119	жизни как	3	5
120	в художественном	6	5
121	художественного сознания	3	5
122	деятельности в	4	5
123	воспринимающего сознания	2	5
124	того что	7	5
125	он не	4	5
126	в себя	5	5
127	художественного творчества	3	5
128	никогда не	5	4
129	в отношении	2	4
130	его в	4	4
131	самим собой	2	4
132	это не	4	4
133	так в	6	4
134	читателя в	2	4
135	художественного мира	3	4
136	текста как	2	4
137	в другом	3	4
138	в силу	4	4
139	и т.д	8	4
140	субъекта и	3	4
141	лирического героя	4	4
142	в стихотворении	17	4
143	эстетических отношений	2	4
144	в их	3	4
145	уединенного сознания	55	4
146	силу своей	3	4
147	в этих	2	4
148	что он	8	4
149	факторов художественного	2	4
150	эстетический объект	3	4
151	в литературе	2	4
152	далеко не	4	4
153	говоря словами	3	4
154	к тому	3	4
155	для читателя	2	4
156	а только	2	4
157	того же	5	4
158	как эстетической	2	4
159	слова в	2	4
160	в свою	2	4
161	в целом	10	4
162	произведения искусства	4	4
163	личности в	4	4
164	со своей	3	4
165	отношении к	2	4
166	и того	2	4
167	и что	2	4
168	не на	2	4
169	с ее	3	4
170	и сам	6	4
171	в нашем	2	4
172	не знает	3	4
173	в слове	3	4
174	хх века	12	4
175	художественного целого	3	4
176	даже в	6	3
177	и то	3	3
178	в художественной	4	3
179	направленной на	3	3
180	я на	3	3
181	эстетического объекта	7	3
182	в соответствии	2	3
183	новой парадигмы	2	3
184	мышления и	3	3
185	парадигма художественности	5	3
186	коммуникативных стратегий	2	3
187	природы искусства	4	3
188	во всех	4	3
189	зрителя слушателя	4	3
190	из этих	2	3
191	лирического я	3	3
192	виду не	2	3
193	одной стороны	8	3
194	без остатка	3	3
195	в противоположность	2	3
196	воспринимающее сознание	2	3
197	общения людей	2	3
198	тем не	4	3
199	рефлективного традиционализма	6	3
200	как совокупность	3	3
201	и как	2	3
202	лирический герой	14	3
203	о литературе	2	3
204	знаковом материале	2	3
205	роль в	2	3
206	в лирике	3	3
207	и адресата	4	3
208	мира в	4	3
209	художественного мышления	3	3
210	подобно тому	4	3
211	художественное произведение	2	3
212	свою очередь	2	3
213	в культуре	5	3
214	причастности к	5	3
215	одним из	8	3
216	с этой	6	3
217	по мысли	2	3
218	несет в	2	3
219	объекта и	2	3
220	и вот	2	3
221	работа с	4	3
222	с одной	9	3
223	и др	4	3
224	субъект художественной	3	3
225	в итоге	2	3
226	а с	2	3
227	не с	2	3
228	в жизни	7	3
229	искусства и	6	3
230	своем составе	2	3
231	искусства это	2	3
232	текст как	2	3
233	для себя	6	3
234	в роли	3	3
235	столь же	5	3
236	или иных	2	3
237	культуры в	5	3
238	потому что	5	3
239	тому как	4	3
240	том числе	2	3
241	художественности состоит	2	3
242	во втором	3	3
243	являет собой	2	3
244	прежде всего	14	3
245	читателя зрителя	5	3
246	критерием художественности	3	3
247	отнюдь не	4	3
248	от себя	2	3
249	классического реализма	3	3
250	равной степени	2	3
251	с точки	4	3
252	все эти	2	3
253	в знаковом	2	3
254	отношение автор	3	3
255	в равной	4	3
256	связи с	7	3
257	в связи	4	3
258	таким образом	4	3
259	нового времени	2	3
260	в финале	2	3
261	например в	3	3
262	тех или	2	3
263	духовного общения	2	3
264	в этой	7	3
265	в одном	2	3
266	как раз	6	3
267	вовсе не	3	3
268	человеческого я	3	3
269	системе ценностей	2	3
270	определяющим отношением	3	3
271	с читателем	2	3
272	окружающей его	2	2
273	эстетической реальности	2	2
274	еще и	3	2
275	чтобы не	2	2
276	своего другого	6	2
277	от имени	2	2
278	отношением художественности	2	2
279	право на	4	2
280	этого текста	3	2
281	то в	3	2
282	деятельностью направленной	2	2
283	оттесняет на	2	2
284	идет о	4	2
285	для всех	5	2
286	русской поэзии	5	2
287	нас самих	2	2
288	существования в	2	2
289	восходит к	2	2
290	если в	2	2
291	жизни на	3	2
292	сознания в	14	2
293	но как	3	2
294	с чем	3	2
295	тем более	2	2
296	своей внутренней	2	2
297	деятельность мыслится	3	2
298	одну из	2	2
299	дело не	2	2
300	адресата а	2	2
301	человека и	2	2
302	ни был	2	2
303	дело в	3	2
304	при всей	5	2
305	с их	3	2
306	с легкой	2	2
307	за пределы	3	2
308	эстетической деятельности	7	2
309	искусства как	2	2
310	о своем	3	2
311	эстетического субъекта	12	2
312	как уже	3	2
313	художественной культуре	2	2
314	и даже	9	2
315	в конце	6	2
316	на свою	3	2
317	восприниматься как	2	2
318	и прежде	4	2
319	совокупность факторов	2	2
320	воздействия на	2	2
321	эстетическое переживание	2	2
322	я и	10	2
323	пен пан	3	2
324	превращается в	2	2
325	адресата в	2	2
326	казалось бы	6	2
327	жизни в	5	2
328	от своего	3	2
329	ни было	2	2
330	у нас	5	2
331	к своему	2	2
332	только на	3	2
333	в формах	4	2
334	никем не	2	2
335	и иных	2	2
336	у него	5	2
337	самом деле	2	2
338	и состоит	2	2
339	коммуникативное событие	6	2
340	ведет к	5	2
341	легкой руки	2	2
342	в чем	2	2
343	вместе с	5	2
344	не могло	3	2
345	в какой	2	2
346	русской литературе	7	2
347	перед лицом	2	2
348	на фоне	5	2
349	при всем	4	2
350	способ существования	2	2
351	самим собою	2	2
352	по характеристике	4	2
353	творческий акт	2	2
354	одной из	2	2
355	для понимания	2	2
356	с.с аверинцева	2	2
357	и является	2	2
358	художественности как	3	2
359	всей своей	2	2
360	а для	3	2
361	субъекта жизни	2	2
362	императиву мастерства	2	2
363	могло быть	2	2
364	от всех	2	2
365	лирическое я	5	2
366	авторский текст	2	2
367	о том	3	2
368	что такое	2	2
369	со временем	2	2
370	классицизма в	2	2
371	сам же	2	2
372	чужого я	2	2
373	или иную	2	2
374	которая в	3	2
375	о себе	7	2
376	героя как	2	2
377	должен быть	2	2
378	следует признать	2	2
379	и на	5	2
380	на себя	4	2
381	однако с	2	2
382	этой точки	3	2
383	соответствии с	3	2
384	во мне	2	2
385	из тех	2	2
386	на этом	3	2
387	в году	18	2
388	войне и	2	2
389	из которых	3	2
390	эстетического адресата	2	2
391	он и	5	2
392	один из	7	2
393	его я	2	2
394	в поэзии	4	2
395	речь идет	3	2
396	несмотря на	3	2
397	и рецептивного	2	2
398	к жизни	2	2
399	мы в	3	2
400	художественную реальность	3	2
