N	2gram	Propp_Isto	Formalny
1	и в	44	95
2	т е	27	94
3	и не	19	78
4	может быть	31	66
5	в этом	20	61
6	не может	10	57
7	и пр	6	53
8	вовсе не	6	53
9	таким образом	21	52
10	и его	15	51
11	так и	9	50
12	точки зрения	3	47
13	в нем	10	42
14	в его	16	42
15	прежде всего	7	41
16	как и	12	39
17	и т	39	37
18	не в	11	35
19	а не	5	34
20	но и	16	33
21	то же	9	32
22	самом деле	2	32
23	не только	17	30
24	в пределах	5	28
25	в том	13	26
26	если бы	5	26
27	то что	16	25
28	при этом	4	24
29	в своей	3	24
30	лишь в	2	24
31	в ней	8	23
32	связи с	10	23
33	было бы	2	23
34	в то	5	22
35	в истории	7	21
36	как бы	4	21
37	что в	18	21
38	и с	8	21
39	не менее	6	20
40	между ними	2	20
41	с тем	9	20
42	входит в	5	20
43	как мы	9	20
44	не могут	2	19
45	все это	4	19
46	хотя бы	2	19
47	т д	36	19
48	по себе	2	19
49	все же	17	18
50	и все	4	18
51	все эти	11	18
52	в связи	6	18
53	должна быть	3	18
54	с его	3	18
55	только в	8	18
56	социальной жизни	3	17
57	как в	11	17
58	так же	14	16
59	совершенно не	2	16
60	с другой	11	16
61	потому что	18	16
62	его в	17	15
63	но в	7	15
64	с другими	4	15
65	так как	19	15
66	во всех	3	15
67	и на	11	15
68	что он	29	14
69	только на	2	14
70	в целом	4	14
71	в ее	4	14
72	в своем	3	14
73	еще не	16	14
74	в этой	5	14
75	и потому	2	14
76	жизни и	4	14
77	вместе с	26	14
78	со стороны	6	13
79	того что	3	13
80	говорит он	2	13
81	а в	9	13
82	могут быть	9	13
83	что и	11	13
84	она не	7	13
85	тем что	12	13
86	ни в	2	13
87	по отношению	2	12
88	как это	5	12
89	того чтобы	3	12
90	там где	11	12
91	и здесь	12	12
92	отношению к	2	12
93	и для	3	12
94	уже не	14	12
95	никогда не	5	11
96	это и	3	11
97	они не	5	11
98	в основе	3	11
99	но не	8	11
100	что они	3	11
101	для него	2	11
102	не как	5	10
103	друг друга	5	10
104	здесь и	2	10
105	и др	6	10
106	формы и	3	10
107	мы не	6	10
108	не было	2	10
109	в дальнейшем	6	10
110	по существу	2	10
111	мы видели	9	10
112	другой стороны	10	10
113	и как	5	10
114	в своих	4	10
115	главным образом	2	10
116	он не	5	10
117	ничего не	4	9
118	здесь не	3	9
119	но это	10	9
120	и может	2	9
121	и даже	4	9
122	не могло	2	9
123	язык и	2	9
124	в свою	3	9
125	мы знаем	12	9
126	это не	8	8
127	в других	4	8
128	до сих	7	8
129	одной стороны	7	8
130	в них	3	8
131	с одной	7	8
132	же как	12	8
133	для этого	3	8
134	что это	8	8
135	с этим	7	8
136	в данном	3	8
137	всех этих	2	8
138	сих пор	7	8
139	из этого	3	8
140	должен быть	2	8
141	и к	3	8
142	роль в	3	8
143	для того	3	8
144	ясно что	5	8
145	том что	12	7
146	в одной	5	7
147	как таковое	2	7
148	даже и	2	7
149	сказать что	2	7
150	к этому	5	7
151	время в	2	7
152	в особенности	6	7
153	и наконец	2	7
154	и более	3	7
155	но все	8	7
156	из них	4	7
157	мы увидим	6	7
158	от этого	6	7
159	данном случае	2	6
160	тем самым	2	6
161	в которой	4	6
162	ее и	3	6
163	отношение к	3	6
164	на этом	5	6
165	и тем	7	6
166	и других	5	6
167	у них	2	6
168	в частности	9	6
169	в формах	2	6
170	так в	5	6
171	его и	2	6
172	и это	5	6
173	в этих	7	6
174	его не	3	6
175	один из	6	6
176	он был	2	6
177	должны быть	2	6
178	ее в	8	6
179	к его	2	6
180	его с	3	6
181	из этих	5	6
182	особенно в	2	6
183	но для	4	6
184	такой же	3	6
185	не по	3	6
186	например в	11	6
187	о том	11	6
188	их в	7	6
189	уже в	4	6
190	если он	2	6
191	именно на	2	6
192	с ним	9	6
193	той же	2	6
194	даже в	4	5
195	мы должны	7	5
196	должно было	3	5
197	что оно	4	5
198	или же	6	5
199	на все	2	5
200	а как	3	5
201	в основном	5	5
202	мы уже	6	5
203	характерно что	2	5
204	одной из	3	5
205	так например	3	5
206	в него	5	5
207	одного из	3	5
208	то это	8	5
209	что не	3	5
210	и по	3	5
211	даже не	2	5
212	можно сказать	2	5
213	и то	5	5
214	если в	4	5
215	то в	2	5
216	мы можем	6	5
217	с этой	4	5
218	для нас	6	5
219	к нему	5	5
220	то он	2	5
221	не имеет	4	5
222	в котором	2	5
223	приводит к	2	5
224	еще в	2	5
225	тому как	2	5
226	и что	13	5
227	же в	3	5
228	таким же	5	5
229	как на	3	5
230	вопрос о	5	5
231	очевидно что	3	4
232	от него	2	4
233	а на	2	4
234	но даже	2	4
235	увидим что	3	4
236	должны были	3	4
237	одним из	4	4
238	он должен	2	4
239	как он	6	4
240	тогда когда	3	4
241	героя в	11	4
242	на котором	3	4
243	себе в	3	4
244	о нем	3	4
245	они были	2	4
246	он в	3	4
247	между двумя	7	4
248	к этой	3	4
249	того же	3	4
250	или в	7	4
251	и тогда	2	4
252	одна из	6	4
253	нем и	3	4
254	он является	2	4
255	нет в	2	4
256	тех же	2	4
257	но при	2	4
258	к ней	2	4
259	тем не	6	4
260	на него	10	4
261	целый ряд	4	4
262	превращается в	10	4
263	та же	2	4
264	в таком	2	4
265	и другие	5	4
266	в последнем	2	4
267	и о	2	4
268	под влиянием	2	4
269	в целях	3	4
270	но если	2	4
271	или на	3	4
272	в ином	3	4
273	думать что	2	4
274	подобно тому	2	4
275	зависит от	4	4
276	знаем что	10	4
277	этот вопрос	2	4
278	им в	2	4
279	и этим	6	4
280	и действительно	6	4
281	же что	2	4
282	эта связь	5	4
283	или иное	2	4
284	в некоторых	6	4
285	но эта	2	4
286	это время	2	4
287	мы и	3	4
288	в нее	7	3
289	перед нами	2	3
290	к этим	3	3
291	том как	5	3
292	одну из	5	3
293	то мы	3	3
294	это только	2	3
295	не всегда	9	3
296	и при	3	3
297	так что	2	3
298	связано с	7	3
299	том смысле	2	3
300	в развитии	2	3
301	это приводит	3	3
302	может иметь	2	3
303	от них	2	3
304	но как	2	3
305	при анализе	2	3
306	с другом	2	3
307	в различных	3	3
308	только тем	2	3
309	же он	2	3
310	мы видим	12	3
311	числе и	2	3
312	к своему	2	3
313	в качестве	13	3
314	это значит	2	3
315	поставить вопрос	2	3
316	е в	6	3
317	этого они	2	3
318	это то	2	3
319	в это	3	3
320	это было	2	3
321	борьбы с	3	3
322	друг с	2	3
323	но уже	5	3
324	во всем	4	3
325	то или	2	3
326	том числе	3	3
327	находятся в	2	3
328	иногда и	4	3
329	в форме	5	3
330	одновременно с	2	3
331	и из	3	3
332	или другой	2	3
333	на нее	3	3
334	том чтобы	3	3
335	на то	3	3
336	он может	4	3
337	когда он	7	3
338	перейти к	2	3
339	в самую	2	3
340	в которых	4	3
341	из себя	4	3
342	в одном	2	3
343	а именно	8	3
344	ту же	2	3
345	что эта	2	3
346	но оно	3	3
347	что при	5	3
348	за ней	2	3
349	не дает	2	3
350	является и	4	3
351	но он	2	3
352	человека в	5	2
353	явление как	2	2
354	только тогда	4	2
355	о чем	6	2
356	в тех	4	2
357	человека и	2	2
358	их на	3	2
359	важно не	2	2
360	в другом	2	2
361	только теперь	2	2
362	но есть	4	2
363	есть не	2	2
364	превращаются в	2	2
365	не потому	5	2
366	вошел в	2	2
367	особенно ярко	2	2
368	в виде	13	2
369	при помощи	11	2
370	на место	2	2
371	а с	2	2
372	явление в	2	2
373	к ним	2	2
374	особенности в	2	2
375	на первом	2	2
376	но так	3	2
377	е на	2	2
378	это уже	2	2
379	в более	6	2
380	что этот	5	2
381	а если	2	2
382	связь с	20	2
383	или вообще	2	2
384	ему в	3	2
385	мира и	2	2
386	центр тяжести	2	2
387	мы имеем	22	2
388	из воды	4	2
389	от орудий	2	2
390	этой точки	2	2
391	для чего	2	2
392	однако в	2	2
393	значит что	2	2
394	здесь же	2	2
395	они сами	2	2
396	его на	5	2
397	в силу	7	2
398	с ними	4	2
399	находится в	2	2
400	к другой	2	2
401	сюда же	3	2
402	а иногда	2	2
403	никто не	4	2
404	этом случае	13	2
405	из его	2	2
406	не объясняет	3	2
407	его развития	2	2
408	фигурирует в	3	2
409	также не	2	2
410	представление о	22	2
411	также что	3	2
