N	2gram	Tiupa_Narr	Istorich
1	и в	22	181
2	и т	3	160
3	может быть	24	115
4	не только	50	114
5	что он	7	111
6	мы имеем	6	102
7	что в	6	90
8	но и	39	85
9	в этом	23	81
10	то что	14	73
11	таким образом	5	72
12	вместе с	3	71
13	и не	34	67
14	все же	10	65
15	в этих	3	64
16	еще не	6	63
17	не может	16	61
18	так же	2	57
19	то же	12	56
20	никогда не	8	56
21	в том	20	53
22	том что	15	53
23	с другой	6	52
24	а в	19	52
25	потому что	7	52
26	что и	3	51
27	и здесь	3	51
28	о том	5	48
29	а не	27	48
30	не в	12	47
31	другой стороны	2	46
32	превращается в	2	45
33	но в	10	44
34	это не	6	43
35	и его	12	43
36	в нем	9	42
37	только в	23	42
38	как в	9	42
39	или в	7	39
40	в его	12	38
41	для нас	2	38
42	и на	5	38
43	так и	12	37
44	он не	8	37
45	уже не	11	37
46	как и	15	37
47	мы можем	2	36
48	все эти	3	35
49	мы не	5	35
50	не всегда	4	34
51	во время	2	34
52	что это	4	34
53	но не	7	34
54	а именно	2	34
55	связи с	3	34
56	у него	13	34
57	же как	2	33
58	об этом	8	33
59	сих пор	3	32
60	в качестве	27	32
61	так в	4	31
62	представляет собой	21	31
63	ничего не	8	31
64	прежде всего	7	31
65	один из	8	31
66	в русской	3	30
67	до сих	3	30
68	с одной	5	30
69	к нему	5	30
70	как мы	3	29
71	одной стороны	5	29
72	но это	2	29
73	например в	2	28
74	что она	3	28
75	и с	3	28
76	как он	3	27
77	героя в	6	27
78	того что	7	27
79	в ней	5	26
80	как это	7	26
81	представляют собой	5	26
82	на него	4	26
83	и он	8	25
84	было бы	2	24
85	если бы	9	24
86	в виде	2	24
87	что мы	2	24
88	к этому	2	24
89	не менее	6	24
90	видно что	2	24
91	тем не	7	23
92	в частности	23	23
93	точно так	2	23
94	в этой	8	23
95	их в	4	23
96	как бы	11	23
97	при этом	31	22
98	и по	3	22
99	с ним	6	22
100	в одном	5	21
101	сказать что	5	21
102	с появлением	2	21
103	в другом	5	21
104	к тому	13	21
105	они не	3	21
106	здесь не	4	21
107	связано с	2	21
108	в связи	3	21
