N	2gram	Vinokur_St	formyVre
1	и в	61	148
2	в этом	37	73
3	то есть	2	70
4	в романе	4	58
5	в нем	9	51
6	прежде всего	11	46
7	и т	36	40
8	и не	23	37
9	в его	19	36
10	и его	11	36
11	вовсе не	24	35
12	но и	28	33
13	то же	7	32
14	т п	11	32
15	не только	36	32
16	но в	16	31
17	жизни и	6	31
18	так и	15	29
19	может быть	16	27
20	не в	15	26
21	как и	11	25
22	как бы	8	25
23	точки зрения	16	24
24	в то	10	23
25	времени и	4	23
26	только в	11	23
27	то что	27	22
28	в том	56	22
29	все эти	7	21
30	связи с	3	21
31	во всех	8	21
32	же время	5	21
33	в своем	8	19
34	и для	4	19
35	и на	7	19
36	у него	3	18
37	и все	3	18
38	по существу	3	18
39	еще не	4	18
40	таким образом	16	18
41	с этим	6	17
42	при этом	4	17
43	так как	7	17
44	все же	12	16
45	того же	4	16
46	и во	3	16
47	в основе	4	16
48	не может	10	16
49	и их	3	16
50	никогда не	7	15
51	в них	2	15
52	лишь в	3	15
53	в одном	7	15
54	с точки	10	15
55	с его	3	15
56	вместе с	5	15
57	так же	7	14
58	его жизни	3	14
59	все это	13	14
60	всех этих	2	14
61	и как	2	14
62	в конце	5	14
63	и с	6	14
64	как раз	10	14
65	а не	19	14
66	в их	3	13
67	в частности	6	13
68	а в	18	13
69	того чтобы	15	13
70	во время	5	13
71	для того	15	13
72	как в	15	13
73	в котором	11	13
74	в самом	14	13
75	ничего не	6	12
76	в истории	5	12
77	не было	7	12
78	и до	2	12
79	конечно не	2	12
80	но не	5	12
81	потому что	13	12
82	это время	3	12
83	он не	11	12
84	что в	41	12
85	его в	4	11
86	и у	2	11
87	в образе	3	11
88	в ней	9	11
89	хотя и	4	11
90	ни в	5	11
91	из них	11	11
92	уже в	3	11
93	в ее	6	10
94	тот же	2	10
95	кроме того	3	10
96	и другие	3	10
97	сих пор	12	10
98	также и	10	10
99	до сих	13	10
100	могут быть	5	9
101	в других	2	9
102	том что	49	9
103	и даже	8	9
104	и это	4	9
105	с другой	11	9
106	для него	10	9
107	но все	9	9
108	есть в	2	9
109	их в	2	9
110	оно не	3	9
111	отношения к	2	9
112	до конца	4	8
113	это не	8	8
114	для себя	3	8
115	и потому	3	8
116	к тому	9	8
117	отношение к	3	8
118	том числе	3	8
119	в целом	5	8
120	что и	8	8
121	во всяком	8	8
122	и то	6	8
123	а также	4	8
124	время как	2	8
125	но эти	2	8
126	в результате	5	8
127	и по	6	8
128	если бы	11	8
129	в этих	5	8
130	со всеми	2	8
131	отношению к	3	8
132	с одной	3	8
133	связанные с	3	8
134	и к	5	8
135	в некоторых	3	8
136	в виду	6	8
137	в процессе	3	7
138	в себе	3	7
139	не как	2	7
140	том же	3	7
141	не знает	2	7
142	того что	14	7
143	в той	9	7
144	место в	2	7
145	было бы	21	7
146	например в	8	7
147	к этому	4	7
148	из этих	7	7
149	и он	2	7
150	в которой	13	7
151	т д	25	7
152	этом отношении	13	7
153	не могло	4	7
154	ее в	2	7
155	еще более	5	7
156	то время	2	7
157	в форме	2	7
158	но он	5	7
159	в отношении	11	6
160	не могут	2	6
161	а как	5	6
162	одной из	4	6
163	с тем	3	6
164	могло быть	3	6
165	одной стороны	2	6
166	в основу	5	6
167	ни одного	4	6
168	в качестве	7	6
169	сказать что	9	6
170	в начале	5	6
171	особенно в	2	6
172	за пределы	2	6
173	мы не	3	6
174	мы находим	4	6
175	в сущности	2	6
176	не является	5	6
177	о том	30	6
178	именно в	8	6
179	в эпоху	3	6
180	в которых	5	6
181	бы ни	3	6
182	что было	3	6
183	в таком	4	6
184	и речи	3	6
185	не оставляет	2	6
186	не имеют	2	5
187	о чем	4	5
188	и вообще	5	5
189	по своей	2	5
190	он должен	2	5
191	так что	8	5
192	xix века	2	5
193	одно из	3	5
194	от этого	2	5
195	они не	2	5
196	что все	3	5
197	там где	6	5
198	не были	2	5
199	не на	3	5
200	что они	9	5
201	в этой	13	5
202	и от	2	5
203	числе и	2	5
204	хотя бы	8	5
205	мы имеем	2	5
206	в своей	12	5
207	в это	3	5
208	большое значение	2	5
209	об этом	9	5
210	исторического романа	2	5
211	тем что	6	5
212	с этой	5	5
213	чем не	2	5
214	но они	3	5
215	почти все	2	5
216	конечно и	5	5
217	не имеет	5	5
218	вообще не	5	5
219	да и	4	5
220	но на	2	5
221	места в	3	5
222	ни были	2	5
223	и уже	3	5
224	и только	3	5
225	той же	5	5
226	даже в	5	4
227	не для	3	4
228	из того	2	4
229	в одной	3	4
230	по себе	3	4
231	по отношению	3	4
232	в другом	5	4
233	что он	23	4
234	и о	4	4
235	как он	3	4
236	о которых	3	4
237	которыми он	3	4
238	не являются	3	4
239	в тексте	12	4
240	в чем	4	4
241	что не	3	4
242	другой стороны	9	4
243	и те	4	4
244	на его	2	4
245	совсем не	3	4
246	для них	2	4
247	языка и	4	4
248	он был	5	4
249	быть и	2	4
250	в данном	16	4
251	тем более	4	4
252	к концу	3	4
253	борьба с	2	4
254	у нас	12	4
255	же и	4	4
256	и более	4	4
257	связан с	3	4
258	раз в	4	4
259	этом случае	3	4
260	в своих	2	4
261	их и	2	4
262	несмотря на	4	4
263	всяком случае	8	4
264	времени но	2	4
265	это и	5	4
266	все в	2	4
267	чем в	3	4
268	нет ни	3	3
269	еще и	5	3
270	вопрос о	9	3
271	и всегда	2	3
272	как можно	2	3
273	которые в	2	3
274	том как	4	3
275	в тех	5	3
276	есть только	2	3
277	вплоть до	6	3
278	а на	4	3
279	без всяких	2	3
280	ни с	3	3
281	что здесь	2	3
282	с нашей	2	3
283	наконец в	2	3
284	и эти	2	3
285	в новом	4	3
286	или с	2	3
287	в трагедии	13	3
288	точку зрения	3	3
289	как это	6	3
290	самого начала	3	3
291	значение для	2	3
292	очень большое	4	3
293	тому что	8	3
294	она не	3	3
295	не могла	2	3
296	в чисто	2	3
297	культуры в	3	3
298	нет никакого	3	3
299	далее в	4	3
300	что на	3	3
301	но это	9	3
302	в прямом	2	3
303	не столько	6	3
304	же как	5	3
305	в зависимости	2	3
306	и самый	2	3
307	с самого	4	3
308	в двух	4	3
309	и так	3	3
310	литературы и	3	3
311	них и	2	3
312	очень часто	3	3
313	с которыми	3	3
314	бы в	2	3
315	другом месте	2	3
316	бы и	4	3
317	дело в	9	3
318	только к	2	3
319	это было	2	3
320	в данной	2	3
321	из нее	3	3
322	в значительной	2	3
323	борьбы с	3	3
324	и здесь	2	3
325	целый ряд	3	3
326	зависимости от	2	3
327	бы не	2	3
328	совершенно не	7	3
329	как на	10	3
330	в течение	7	3
331	но только	2	3
332	по своему	2	3
333	сами по	2	3
334	можно сказать	2	3
335	ни один	2	3
336	на почве	2	3
337	выражение в	2	3
338	если не	4	3
339	что мы	5	3
340	произведения в	2	3
341	внимание на	5	3
342	не к	2	3
343	в слове	5	3
344	без всякого	2	3
345	не мог	3	3
346	тем же	3	3
347	не о	2	2
348	данном случае	7	2
349	в каком	4	2
350	в очень	4	2
351	начиная с	2	2
352	нигде не	2	2
353	тому времени	2	2
354	ни была	2	2
355	идет о	3	2
356	и об	7	2
357	на себя	3	2
358	случае в	4	2
359	если в	2	2
360	в духе	2	2
361	в каждом	3	2
362	этого произведения	2	2
363	у шекспира	3	2
364	между прочим	10	2
365	в наших	2	2
366	должен быть	3	2
367	столько же	3	2
368	одном из	4	2
369	не зная	2	2
370	самом деле	14	2
371	п в	4	2
372	его не	3	2
373	и очень	5	2
374	более что	2	2
375	значит что	3	2
376	для своего	2	2
377	к нему	2	2
378	могло бы	3	2
379	была бы	10	2
380	разного рода	2	2
381	во втором	5	2
382	него самого	2	2
383	отношении к	3	2
384	по этому	5	2
385	с нею	3	2
386	на них	2	2
387	в уста	3	2
388	отметить что	4	2
389	можно назвать	3	2
390	и пр	4	2
391	и дело	2	2
392	и всей	2	2
393	было в	2	2
394	этого рода	2	2
395	до того	4	2
396	никто не	4	2
397	взаимоотношения между	2	2
398	этого слова	2	2
399	даже не	5	2
400	должны быть	4	2
401	и иные	2	2
402	с их	2	2
403	гл ii	2	2
404	то в	3	2
405	и тогда	2	2
406	хотя в	2	2
407	образом не	2	2
408	о котором	2	2
409	и стиля	2	2
410	отличается от	2	2
411	также в	2	2
412	и лишь	2	2
413	для своей	2	2
414	где он	2	2
415	для нас	7	2
416	к своему	3	2
417	в отдельных	2	2
418	причем в	2	2
419	но если	5	2
420	должна быть	3	2
421	но нет	2	2
422	ни для	2	2
423	что у	8	2
424	о своей	2	2
425	но к	2	2
426	этот вопрос	6	2
427	но для	3	2
428	не существует	4	2
429	где нет	2	2
430	здесь совершенно	3	2
431	еще в	3	2
432	это прежде	2	2
433	времени не	5	2
434	во многом	3	2
435	я не	13	2
436	них нет	2	2
437	разумеется что	5	2
438	эпохи и	3	2
439	что во	3	2
440	говорить о	3	2
441	является не	4	2
442	и сам	4	2
443	тому же	2	2
444	представление о	5	2
445	подчеркнуть что	5	2
446	ясно что	10	2
