N	2gram	Propp_Isto	Dialekti
1	т е	34	159
2	и не	12	120
3	и т	29	82
4	по себе	2	79
5	а не	9	78
6	и в	41	77
7	т д	25	75
8	точки зрения	4	72
9	может быть	19	71
10	не только	30	66
11	значит что	3	61
12	то что	12	59
13	и есть	2	55
14	ничего не	7	54
15	это значит	3	54
16	не может	19	53
17	и даже	3	47
18	в мифе	4	47
19	так как	21	46
20	что это	6	46
21	потому что	13	45
22	не просто	3	44
23	как бы	8	43
24	ни в	4	42
25	и что	15	42
26	не имеет	6	41
27	вовсе не	6	41
28	в том	14	40
29	что такое	2	39
30	в этом	19	39
31	то же	12	39
32	в себе	3	38
33	что она	6	38
34	том что	18	37
35	что он	29	37
36	прежде всего	6	37
37	это не	14	36
38	так что	6	36
39	что в	21	34
40	в нем	12	34
41	и все	6	33
42	того что	7	33
43	но и	20	32
44	все это	9	31
45	ясно что	2	31
46	и как	3	30
47	сказать что	5	30
48	так и	8	29
49	было бы	4	29
50	как и	8	28
51	никогда не	16	27
52	не в	12	26
53	есть и	6	26
54	и то	3	25
55	и пр	2	25
56	если бы	3	24
57	но это	5	24
58	и вот	2	23
59	в то	6	23
60	таким образом	15	23
61	но что	2	22
62	она не	3	21
63	что не	3	21
64	должна быть	3	21
65	в чем	5	21
66	только в	10	20
67	что и	13	20
68	о том	15	20
69	уже не	8	20
70	и с	4	20
71	в своем	3	19
72	что мы	3	19
73	как это	6	19
74	не менее	5	19
75	и это	9	19
76	тогда когда	3	19
77	в самом	2	19
78	и его	11	19
79	что иное	2	18
80	что же	2	18
81	с другой	20	18
82	жизни и	3	18
83	но если	2	17
84	в основе	2	17
85	можно сказать	3	17
86	в особенности	2	17
87	другими словами	3	16
88	в своей	4	16
89	мы не	10	16
90	кроме того	6	16
91	к нему	8	16
92	то это	7	16
93	об этом	7	16
94	тем не	4	16
95	конечно не	2	16
96	и о	2	15
97	все же	14	15
98	так же	6	15
99	в виде	5	15
100	хотя и	3	15
101	на то	5	15
102	мы уже	10	15
103	и ее	6	14
104	ни с	2	14
105	с ним	9	14
106	а именно	12	14
107	не было	3	14
108	и только	4	14
109	в силу	2	13
110	но в	7	13
111	в ней	4	13
112	время как	4	13
113	отличается от	4	13
114	говорит о	2	13
115	он не	8	13
116	что именно	2	13
117	что они	5	13
118	другой стороны	17	13
119	не могу	2	13
120	вопрос о	6	12
121	могут быть	3	12
122	еще не	13	12
123	все эти	8	12
124	никак не	2	12
125	именно в	2	12
126	и если	4	12
127	перед нами	4	12
128	не могут	3	12
129	но как	4	12
130	а в	12	12
131	тем более	2	12
132	миф и	2	12
133	и нет	3	12
134	с этим	3	12
135	но не	8	12
136	та же	5	11
137	мы должны	7	11
138	должны быть	4	11
139	в одну	3	11
140	себе не	2	11
141	оно есть	2	11
142	от того	4	11
